#Log_File	LOG005																		
#Comment																			
#Device	FireStingGO2_Pocket_Oxygen_Meter																		
#Firmware	3.38																		
#Unique_ID	24796C035B27F293																		
#Manufacturer	Pyro_Science_GmbH																		
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity														
#	XB7-547-207	Water	%air sat.	Sensor	0.0 psu														
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%																
#	XB7-547-207	4-Jun-23	not cal.																
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency												
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz												
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	54.700°	21.191°	20.00°C	23.23°C	1016 mbar	48%RH	0.804	0.122	4000 Hz	#NAME?	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	#NAME?	0	20.95%O2
#																			
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)					
464	6/6/2023 6:25	85.221		15.77	15.77	1011.5	67.3	138900		0	24.093	66	0.3	12.82					
465	6/6/2023 6:30	85.169		15.77	15.77	1011.4	67.3	139200		0	24.102	66	-0.1	12.94					
466	6/6/2023 6:35	85.284		15.77	15.77	1011.4	67.3	139500		0	24.085	65.9	-0.1	13.14					
467	6/6/2023 6:40	85.343		15.77	15.77	1011.4	67.1	139800		0	24.077	65.9	-0.2	13.29					
468	6/6/2023 6:45	85.186		15.77	15.77	1011.3	67.2	140100		0	24.1	64.9	0	13.42					
469	6/6/2023 6:50	85.214		15.77	15.77	1011.3	67	140400		0	24.098	64.7	-0.1	13.53					
470	6/6/2023 6:55	85.354		15.77	15.77	1011.3	67.1	140700		0	24.077	64.7	-0.3	13.64					
471	6/6/2023 7:00	84.969		15.76	15.76	1011.3	67.1	141000		0	24.132	64.6	-0.3	13.75					
472	6/6/2023 7:05	85.243		15.77	15.77	1011.3	67.1	141300		0	24.093	64.6	-0.2	13.89					
473	6/6/2023 7:10	85.245		15.77	15.77	1011.4	67	141600		0	24.092	64.6	-0.2	14.04					
474	6/6/2023 7:15	85.16		15.76	15.76	1011.3	67	141900		0	24.106	64.4	-0.4	14.21					
475	6/6/2023 7:20	85.24		15.76	15.76	1011.3	66.9	142200		0	24.093	64.3	-0.3	14.39					
476	6/6/2023 7:25	85.173		15.76	15.76	1011.3	66.8	142500		0	24.103	64.3	-0.1	14.58					
477	6/6/2023 7:30	84.931		15.76	15.76	1011.3	66.7	142800		0	24.138	64.1	-0.1	14.83					
478	6/6/2023 7:35	85.2		15.75	15.75	1011.3	66.4	143100		0	24.101	64	-0.2	15					
479	6/6/2023 7:40	84.972		15.75	15.75	1011.2	66.3	143400		0	24.135	63.9	-0.4	15.18					
480	6/6/2023 7:45	85.057		15.75	15.75	1011.2	66.2	143700		0	24.123	63.8	-0.1	15.38					
481	6/6/2023 7:50	85.103		15.75	15.75	1011.3	66	144000		0	24.115	63.8	-0.3	15.62					
482	6/6/2023 7:55	85.198		15.76	15.76	1011.2	65.8	144300		0	24.102	63.6	-0.3	15.83					
483	6/6/2023 8:00	85.239		15.74	15.74	1011.2	65.7	144600		0	24.097	63.5	-0.4	16.17					
484	6/6/2023 8:05	85.126		15.75	15.75	1011.1	65.3	144900		0	24.114	63.4	-0.3	16.3					
485	6/6/2023 8:10	85.042		15.75	15.75	1011.1	65.1	145200		0	24.127	63.3	-0.3	16.42					
486	6/6/2023 8:15	85.131		15.75	15.75	1011	65	145500		0	24.114	63.3	-0.4	16.52					
487	6/6/2023 8:20	85.006		15.74	15.74	1010.9	64.9	145800		0	24.134	63.2	-0.4	16.65					
488	6/6/2023 8:25	84.96		15.74	15.74	1010.8	64.8	146100		0	24.142	63.2	-0.3	16.78					
489	6/6/2023 8:30	85.113		15.74	15.74	1010.9	64.7	146400		0	24.119	63.1	-0.6	16.96					
490	6/6/2023 8:35	85.071		15.74	15.74	1010.9	64.5	146700		0	24.126	63	-0.4	17.12					
491	6/6/2023 8:40	85.148		15.74	15.74	1010.8	64.4	147000		0	24.116	63	-0.5	17.28					
492	6/6/2023 8:45	85.14		15.74	15.74	1010.8	64.3	147300		0	24.117	62.9	-0.4	17.46					
493	6/6/2023 8:50	85.341		15.73	15.73	1010.7	64.1	147600		0	24.09	62.8	-0.4	17.63					
494	6/6/2023 8:55	85.04		15.73	15.73	1010.7	64	147900		0	24.133	62.7	-0.2	17.82					
495	6/6/2023 9:00	85.1		15.74	15.74	1010.7	63.8	148200		0	24.124	62.7	-0.4	18					
496	6/6/2023 9:05	84.964		15.73	15.73	1010.6	63.7	148500		0	24.146	62.5	-0.4	18.19					
497	6/6/2023 9:10	85.139		15.73	15.73	1010.6	63.5	148800		0	24.12	62.4	-0.2	18.39					
498	6/6/2023 9:15	84.862		15.73	15.73	1010.6	63.3	149100		0	24.161	62.3	-0.3	18.59					
499	6/6/2023 9:20	84.819		15.73	15.73	1010.5	63	149400		0	24.167	62.4	-0.3	18.8					
500	6/6/2023 9:25	84.842		15.73	15.73	1010.4	62.8	149700		0	24.165	62.3	-0.1	18.99					
501	6/6/2023 9:30	85.15		15.73	15.73	1010.4	62.7	150000		0	24.121	62.2	-0.3	19.19					
502	6/6/2023 9:35	85.011		15.72	15.72	1010.4	62.5	150300		0	24.142	62.2	-0.3	19.4					
503	6/6/2023 9:40	85.242		15.73	15.73	1010.2	62.3	150600		0	24.111	62	-0.2	19.61					
504	6/6/2023 9:45	85.064		15.72	15.72	1010.2	62.1	150900		0	24.138	61.9	-0.2	19.83					
505	6/6/2023 9:50	85.064		15.73	15.73	1010.2	61.9	151200		0	24.137	61.8	-0.4	20.03					
506	6/6/2023 9:55	84.984		15.72	15.72	1010.2	61.8	151500		0	24.149	61.7	-0.1	20.25					
507	6/6/2023 10:00	85.072		15.72	15.72	1010	61.5	151800		0	24.14	61.6	-0.2	20.47					
508	6/6/2023 10:05	84.828		15.72	15.72	1010	61.2	152100		0	24.174	61.5	-0.4	20.63					
509	6/6/2023 10:10	84.912		15.71	15.71	1010	61.2	152400		0	24.163	61.4	-0.3	20.81					
510	6/6/2023 10:15	84.741		15.72	15.72	1009.9	60.8	152700		0	24.188	61.3	-0.2	20.97					
511	6/6/2023 10:20	84.89		15.71	15.71	1009.9	60.6	153000		0	24.167	61.2	-0.2	21.15					
512	6/6/2023 10:25	84.841		15.71	15.71	1009.8	60.3	153300		0	24.175	61.2	-0.2	21.32					
513	6/6/2023 10:30	84.791		15.71	15.71	1009.8	60.2	153600		0	24.183	61.1	-0.4	21.48					
514	6/6/2023 10:35	85.307		15.7	15.7	1009.6	60	153900		0	24.112	61	-0.5	21.58					
515	6/6/2023 10:40	84.951		15.71	15.71	1009.6	59.8	154200		0	24.161	60.9	-0.2	21.69					
516	6/6/2023 10:45	84.722		15.71	15.71	1009.6	59.7	154500		0	24.195	60.8	-0.3	21.77					
517	6/6/2023 10:50	84.957		15.7	15.7	1009.5	59.6	154800		0	24.163	60.8	-0.3	21.91					
518	6/6/2023 10:55	84.953		15.7	15.7	1009.5	59.2	155100		0	24.164	60.8	-0.3	22.07					
519	6/6/2023 11:00	84.821		15.7	15.7	1009.5	59	155400		0	24.183	60.6	-0.4	22.23					
520	6/6/2023 11:05	84.952		15.7	15.7	1009.5	58.7	155700		0	24.164	60.6	-0.1	22.42					
521	6/6/2023 11:10	85.058		15.69	15.69	1009.3	58.3	156000		0	24.151	60.6	-0.2	22.62					
522	6/6/2023 11:15	84.819		15.7	15.7	1009.2	58	156300		0	24.187	60.5	-0.1	22.8					
523	6/6/2023 11:20	84.662		15.7	15.7	1009.2	57.8	156600		0	24.21	60.4	-0.5	22.98					
524	6/6/2023 11:25	85.015		15.69	15.69	1009	57.3	156900		0	24.162	60.3	-0.2	23.13					
525	6/6/2023 11:30	85.039		15.7	15.7	1009	57.1	157200		0	24.158	60.2	-0.3	23.27					
526	6/6/2023 11:35	85.051		15.69	15.69	1008.9	56.9	157500		0	24.158	60.1	-0.3	23.42					
527	6/6/2023 11:40	84.868		15.69	15.69	1009	56.7	157800		0	24.184	60	-0.3	23.52					
528	6/6/2023 11:45	85.163		15.69	15.69	1008.9	56.5	158100		0	24.143	59.9	-0.3	23.64					
529	6/6/2023 11:50	85.048		15.69	15.69	1008.8	56.3	158400		0	24.16	59.9	-0.2	23.75					
530	6/6/2023 11:55	84.89		15.69	15.69	1008.6	56	158700		0	24.185	59.8	-0.2	23.85					
531	6/6/2023 12:00	84.83		15.69	15.69	1008.6	55.5	159000		0	24.195	59.8	-0.2	23.91					
532	6/6/2023 12:05	84.915		15.69	15.69	1008.4	55.3	159300		0	24.184	59.7	-0.3	24.02					
533	6/6/2023 12:10	84.837		15.69	15.69	1008.3	55.2	159600		0	24.196	59.7	-0.3	24.09					
534	6/6/2023 12:15	84.773		15.69	15.69	1008.2	55.1	159900		0	24.208	59.7	-0.3	24.18					
535	6/6/2023 12:20	84.954		15.69	15.69	1008.2	55.1	160200		0	24.182	59.7	-0.4	24.26					
536	6/6/2023 12:25	84.792		15.69	15.69	1008.1	54.9	160500		0	24.207	59.6	-0.3	24.34					
537	6/6/2023 12:30	84.993		15.69	15.69	1008	54.7	160800		0	24.179	59.6	-0.1	24.35					
538	6/6/2023 12:35	84.962		15.69	15.69	1007.9	54.6	161100		0	24.184	59.5	-0.2	24.32					
539	6/6/2023 12:40	84.871		15.68	15.68	1007.8	54.6	161400		0	24.199	59.6	-0.3	24.29					
540	6/6/2023 12:45	84.86		15.69	15.69	1007.8	54.4	161700		0	24.201	59.6	-0.3	24.32					
541	6/6/2023 12:50	84.881		15.68	15.68	1007.7	54.2	162000		0	24.199	59.6	-0.2	24.34					
542	6/6/2023 12:55	84.892		15.68	15.68	1007.6	54.2	162300		0	24.198	59.6	-0.3	24.42					
543	6/6/2023 13:00	84.648		15.69	15.69	1007.7	54	162600		0	24.232	59.5	-0.4	24.44					
544	6/6/2023 13:05	85.016		15.68	15.68	1007.5	53.9	162900		0	24.182	59.5	-0.3	24.48					
545	6/6/2023 13:10	84.7		15.68	15.68	1007.5	53.8	163200		0	24.228	59.5	-0.4	24.61					
546	6/6/2023 13:15	84.923		15.68	15.68	1007.4	53.6	163500		0	24.197	59.5	-0.4	24.74					
547	6/6/2023 13:20	84.805		15.68	15.68	1007.3	53.4	163800		0	24.215	59.3	-0.3	25.03					
548	6/6/2023 13:25	84.76		15.68	15.68	1007.2	52.9	164100		0	24.223	59.1	-0.5	25.17					
549	6/6/2023 13:30	84.875		15.68	15.68	1007.2	52.6	164400		0	24.206	59.1	-0.4	25.14					
550	6/6/2023 13:35	84.75		15.68	15.68	1007.1	52.4	164700		0	24.225	59.1	-0.2	25.14					
551	6/6/2023 13:40	84.888		15.68	15.68	1007.1	52.3	165000		0	24.205	59.2	-0.3	25.16					
552	6/6/2023 13:45	84.963		15.67	15.67	1007.1	52.2	165300		0	24.195	59.2	-0.4	25.18					
553	6/6/2023 13:50	84.916		15.68	15.68	1007	52	165600		0	24.204	59.1	-0.4	25.23					
554	6/6/2023 13:55	84.712		15.67	15.67	1006.8	52	165900		0	24.235	59.2	-0.3	25.2					
555	6/6/2023 14:00	84.697		15.67	15.67	1006.9	51.8	166200		0	24.237	59.2	-0.4	25.26					
556	6/6/2023 14:05	84.608		15.67	15.67	1006.9	51.5	166500		0	24.249	59.1	-0.2	25.43					
557	6/6/2023 14:10	84.959		15.67	15.67	1006.8	51	166800		0	24.2	59	-0.4	25.52					
558	6/6/2023 14:15	84.883		15.67	15.67	1006.8	51	167100		0	24.211	59	-0.3	25.42					
559	6/6/2023 14:20	84.845		15.68	15.68	1006.7	50.9	167400		0	24.217	59	-0.2	25.27					
560	6/6/2023 14:25	84.8		15.67	15.67	1006.6	50.9	167700		0	24.225	59.2	-0.4	25.17					
561	6/6/2023 14:30	84.808		15.67	15.67	1006.5	50.8	168000		0	24.224	59.2	-0.2	25.17					
562	6/6/2023 14:35	84.883		15.67	15.67	1006.4	50.9	168300		0	24.215	59.3	-0.4	25.1					
563	6/6/2023 14:40	84.903		15.67	15.67	1006.4	50.9	168600		0	24.212	59.2	-0.3	25.1					
564	6/6/2023 14:45	84.847		15.68	15.68	1006.3	50.8	168900		0	24.221	59.2	-0.1	25.08					
565	6/6/2023 14:50	84.677		15.67	15.67	1006.3	50.9	169200		0	24.247	59.2	-0.2	25.11					
566	6/6/2023 14:55	84.916		15.67	15.67	1006.3	50.9	169500		0	24.212	59.3	-0.2	25.12					
567	6/6/2023 15:00	84.888		15.67	15.67	1006.2	50.6	169800		0	24.218	59.2	-0.1	25.12					
568	6/6/2023 15:05	84.805		15.67	15.67	1006.1	50.6	170100		0	24.23	59.2	-0.1	25.25					
569	6/6/2023 15:10	85.079		15.67	15.67	1006.1	50.6	170400		0	24.191	59.1	0	25.2					
570	6/6/2023 15:15	85.013		15.67	15.67	1006	50.5	170700		0	24.202	59.1	-0.3	25.14					
571	6/6/2023 15:20	84.679		15.68	15.68	1006.1	50.5	171000		0	24.249	59.2	-0.4	25.02					
572	6/6/2023 15:25	84.869		15.67	15.67	1005.9	50.5	171300		0	24.223	59.2	-0.2	24.95					
573	6/6/2023 15:30	84.739		15.67	15.67	1006	50.5	171600		0	24.241	59.3	-0.3	24.94					
574	6/6/2023 15:35	85.07		15.67	15.67	1006.1	50.4	171900		0	24.193	59.3	-0.2	24.83					
575	6/6/2023 15:40	84.861		15.67	15.67	1006	50.5	172200		0	24.224	59.3	-0.4	24.63					
576	6/6/2023 15:45	85.008		15.67	15.67	1005.9	50.6	172500		0	24.203	59.5	-0.3	24.44					
577	6/6/2023 15:50	84.966		15.67	15.67	1006	50.7	172800		0	24.209	59.6	-0.3	24.34					
578	6/6/2023 15:55	84.5		15.68	15.68	1005.9	50.7	173100		0	24.275	59.6	-0.2	24.33					
579	6/6/2023 16:00	85.222		15.68	15.68	1005.8	50.7	173400		0	24.173	59.6	-0.2	24.24					
580	6/6/2023 16:05	84.764		15.68	15.68	1005.8	50.8	173700		0	24.239	59.7	-0.2	24.16					
581	6/6/2023 16:10	85.057		15.68	15.68	1005.9	50.8	174000		0	24.196	59.7	-0.4	24.1					
582	6/6/2023 16:15	85.023		15.67	15.67	1005.9	51	174300		0	24.202	59.8	-0.3	23.96					
583	6/6/2023 16:20	84.838		15.68	15.68	1005.9	51	174600		0	24.228	59.8	-0.3	23.83					
584	6/6/2023 16:25	84.84		15.68	15.68	1005.8	51.1	174900		0	24.228	59.8	-0.1	23.69					
585	6/6/2023 16:30	85.108		15.68	15.68	1005.8	51.3	175200		0	24.19	59.9	-0.1	23.57					
586	6/6/2023 16:35	84.926		15.68	15.68	1005.7	51.5	175500		0	24.216	60	-0.1	23.51					
587	6/6/2023 16:40	85.172		15.68	15.68	1005.6	51.6	175800		0	24.183	60.1	0	23.43					
588	6/6/2023 16:45	85		15.69	15.69	1005.6	51.7	176100		0	24.207	60.1	0	23.41					
589	6/6/2023 16:50	84.771		15.69	15.69	1005.6	51.8	176400		0	24.24	60.1	-0.3	23.33					
590	6/6/2023 16:55	84.903		15.68	15.68	1005.6	52	176700		0	24.222	60.2	-0.1	23.18					
591	6/6/2023 17:00	84.931		15.69	15.69	1005.6	52.1	177000		0	24.218	60.2	0	23.11					
592	6/6/2023 17:05	84.905		15.68	15.68	1005.4	52.2	177300		0	24.224	60.2	-0.2	23.05					
593	6/6/2023 17:10	85.288		15.69	15.69	1005.4	52.3	177600		0	24.169	60.3	0	22.94					
594	6/6/2023 17:15	84.912		15.69	15.69	1005.3	52.5	177900		0	24.224	60.3	-0.3	22.83					
595	6/6/2023 17:20	85.203		15.68	15.68	1005.3	52.7	178200		0	24.182	60.4	-0.1	22.7					
596	6/6/2023 17:25	84.993		15.69	15.69	1005.2	52.9	178500		0	24.212	60.5	-0.3	22.61					
597	6/6/2023 17:30	84.916		15.69	15.69	1005.2	53.1	178800		0	24.224	60.5	-0.2	22.47					
598	6/6/2023 17:35	85.012		15.68	15.68	1005.2	53.3	179100		0	24.211	60.6	-0.1	22.34					
599	6/6/2023 17:40	85.012		15.69	15.69	1005.2	53.4	179400		0	24.211	60.6	0.1	22.21					
600	6/6/2023 17:45	85.088		15.69	15.69	1005.1	53.6	179700		0	24.2	60.7	-0.2	22.07					
601	6/6/2023 17:50	84.95		15.69	15.69	1005.1	53.8	180000		0	24.22	60.8	-0.1	21.97					
602	6/6/2023 17:55	85.039		15.69	15.69	1005.1	54	180300		0	24.208	60.8	-0.3	21.86					
603	6/6/2023 18:00	85.08		15.7	15.7	1005	54.2	180600		0	24.202	60.9	-0.3	21.78					
604	6/6/2023 18:05	85.1		15.69	15.69	1005	54.4	180900		0	24.201	60.9	-0.3	21.66					
605	6/6/2023 18:10	84.825		15.69	15.69	1005	54.6	181200		0	24.239	61	-0.1	21.56					
606	6/6/2023 18:15	84.929		15.69	15.69	1005	54.8	181500		0	24.224	61	-0.1	21.44					
607	6/6/2023 18:20	85.065		15.7	15.7	1005	55	181800		0	24.203	61.1	-0.2	21.33					
608	6/6/2023 18:25	85.103		15.7	15.7	1005	55.2	182100		0	24.198	61.1	-0.2	21.21					
609	6/6/2023 18:30	85.089		15.7	15.7	1005.1	55.4	182400		0	24.199	61.2	-0.1	21.11					
610	6/6/2023 18:35	84.956		15.7	15.7	1005.1	55.6	182700		0	24.218	61.3	0	21					
611	6/6/2023 18:40	84.825		15.69	15.69	1005	55.7	183000		0	24.238	61.3	-0.2	20.89					
612	6/6/2023 18:45	85.087		15.69	15.69	1005	55.9	183300		0	24.201	61.4	0.1	20.76					
613	6/6/2023 18:50	84.905		15.7	15.7	1005.1	56.1	183600		0	24.226	61.3	-0.1	20.63					
614	6/6/2023 18:55	85.112		15.7	15.7	1005	56.3	183900		0	24.197	61.5	-0.2	20.5					
615	6/6/2023 19:00	84.959		15.69	15.69	1005.1	56.5	184200		0	24.218	61.5	-0.1	20.36					
616	6/6/2023 19:05	84.979		15.7	15.7	1005.1	56.6	184500		0	24.215	61.6	0.1	20.23					
617	6/6/2023 19:10	85.047		15.7	15.7	1005.1	56.8	184800		0	24.205	61.7	0	20.07					
618	6/6/2023 19:15	85.234		15.71	15.71	1005.1	57	185100		0	24.177	61.7	0	19.93					
619	6/6/2023 19:20	85.126		15.7	15.7	1005.1	57.2	185400		0	24.193	61.7	0	19.8					
620	6/6/2023 19:25	85.153		15.71	15.71	1005.1	57.3	185700		0	24.189	61.8	0.1	19.64					
621	6/6/2023 19:30	85.187		15.7	15.7	1005.1	57.5	186000		0	24.185	61.9	0	19.51					
622	6/6/2023 19:35	85.079		15.71	15.71	1005.1	57.6	186300		0	24.199	61.9	0.1	19.37					
623	6/6/2023 19:40	85.237		15.71	15.71	1005.2	57.8	186600		0	24.175	62	0.2	19.25					
624	6/6/2023 19:45	85.184		15.71	15.71	1005.2	57.9	186900		0	24.183	62	0	19.12					
625	6/6/2023 19:50	85.116		15.71	15.71	1005.2	58	187200		0	24.193	62.1	-0.1	19					
626	6/6/2023 19:55	85.031		15.71	15.71	1005.2	58.2	187500		0	24.204	62.2	0.1	18.9					
627	6/6/2023 20:00	85.226		15.72	15.72	1005.3	58.3	187800		0	24.175	62.2	0.1	18.8					
628	6/6/2023 20:05	85.263		15.71	15.71	1005.3	58.5	188100		0	24.17	62.3	0.1	18.7					
629	6/6/2023 20:10	85.2		15.72	15.72	1005.4	58.6	188400		0	24.177	62.3	-0.1	18.6					
630	6/6/2023 20:15	85.08		15.72	15.72	1005.3	58.7	188700		0	24.195	62.3	-0.2	18.5					
631	6/6/2023 20:20	85.303		15.72	15.72	1005.4	58.8	189000		0	24.163	62.4	0.1	18.43					
632	6/6/2023 20:25	85.21		15.72	15.72	1005.4	58.9	189300		0	24.175	62.4	0	18.34					
633	6/6/2023 20:30	85.32		15.72	15.72	1005.3	59	189600		0	24.161	62.5	0	18.27					
634	6/6/2023 20:35	85.346		15.72	15.72	1005.4	59.1	189900		0	24.156	62.5	0.1	18.22					
635	6/6/2023 20:40	85.482		15.72	15.72	1005.5	59.2	190200		0	24.136	62.5	0	18.16					
636	6/6/2023 20:45	85.412		15.72	15.72	1005.5	59.3	190500		0	24.146	62.6	-0.2	18.11					
637	6/6/2023 20:50	85.46		15.72	15.72	1005.5	59.4	190800		0	24.138	62.6	0	18.08					
638	6/6/2023 20:55	85.287		15.73	15.73	1005.6	59.5	191100		0	24.161	62.6	-0.1	18.03					
639	6/6/2023 21:00	85.045		15.73	15.73	1005.6	59.5	191400		0	24.196	62.6	0.1	18					
640	6/6/2023 21:05	85.572		15.73	15.73	1005.6	59.6	191700		0	24.12	62.5	-0.1	17.97					
641	6/6/2023 21:10	85.308		15.73	15.73	1005.9	59.7	192000		0	24.153	62.6	0	17.95					
642	6/6/2023 21:15	85.196		15.73	15.73	1006	59.8	192300		0	24.169	62.7	0	18					
643	6/6/2023 21:20	85.378		15.73	15.73	1005.9	59.9	192600		0	24.144	62.7	0	18.05					
644	6/6/2023 21:25	85.419		15.73	15.73	1006	60.1	192900		0	24.136	62.6	0.1	18.06					
645	6/6/2023 21:30	85.388		15.73	15.73	1006.1	59.9	193200		0	24.139	62.6	0.1	18.08					
646	6/6/2023 21:35	85.158		15.73	15.73	1006.1	59.9	193500		0	24.173	62.5	0	18.08					
647	6/6/2023 21:40	85.372		15.73	15.73	1006.1	59.9	193800		0	24.142	62.5	0.1	18.06					
648	6/6/2023 21:45	85.409		15.73	15.73	1006.1	60	194100		0	24.138	62.5	-0.1	18.05					
649	6/6/2023 21:50	85.325		15.73	15.73	1006	60	194400		0	24.15	62.5	-0.1	18.05					
650	6/6/2023 21:55	85.202		15.74	15.74	1006.1	60	194700		0	24.166	62.5	-0.2	18.02					
651	6/6/2023 22:00	85.367		15.74	15.74	1005.9	60.1	195000		0	24.144	62.5	-0.3	17.96					
652	6/6/2023 22:05	85.228		15.74	15.74	1006	60.2	195300		0	24.163	62.5	0	17.91					
653	6/6/2023 22:10	85.17		15.74	15.74	1006	60.3	195600		0	24.172	62.6	-0.1	17.84					
654	6/6/2023 22:15	85.319		15.74	15.74	1006	60.4	195900		0	24.15	62.7	-0.2	17.75					
655	6/6/2023 22:20	85.477		15.75	15.75	1005.9	60.4	196200		0	24.127	62.7	-0.1	17.67					
656	6/6/2023 22:25	85.48		15.74	15.74	1005.9	60.6	196500		0	24.129	62.7	-0.2	17.6					
657	6/6/2023 22:30	85.702		15.75	15.75	1005.9	60.6	196800		0	24.096	62.7	-0.1	17.51					
658	6/6/2023 22:35	85.657		15.75	15.75	1005.9	60.7	197100		0	24.103	62.7	-0.3	17.44					
659	6/6/2023 22:40	85.413		15.75	15.75	1005.9	60.8	197400		0	24.137	62.8	0	17.35					
660	6/6/2023 22:45	85.31		15.76	15.76	1005.9	60.9	197700		0	24.151	62.9	-0.2	17.27					
661	6/6/2023 22:50	85.661		15.76	15.76	1005.8	61	198000		0	24.102	62.9	-0.1	17.2					
662	6/6/2023 22:55	85.299		15.76	15.76	1006.5	61.1	198300		0	24.145	63	0	17.13					
663	6/6/2023 23:00	85.554		15.75	15.75	1006.6	61.1	198600		0	24.108	62.9	0	17.3					
664	6/6/2023 23:05	85.522		15.76	15.76	1006.4	61.1	198900		0	24.114	62.8	-0.1	17.28					
665	6/6/2023 23:10	85.335		15.76	15.76	1006.5	61.2	199200		0	24.14	62.9	0.1	17.36					
666	6/6/2023 23:15	85.524		15.76	15.76	1006.6	61.2	199500		0	24.112	62.8	-0.1	17.48					
667	6/6/2023 23:20	85.405		15.75	15.75	1006.6	60.9	199800		0	24.129	62.7	-0.1	17.63					
668	6/6/2023 23:25	85.479		15.76	15.76	1006.6	60.9	200100		0	24.118	62.8	-0.3	17.68					
669	6/6/2023 23:30	85.473		15.76	15.76	1006.7	60.8	200400		0	24.118	62.7	-0.1	17.82					
670	6/6/2023 23:35	85.582		15.76	15.76	1006.6	60.6	200700		0	24.103	62.6	0	17.92					
671	6/6/2023 23:40	85.462		15.77	15.77	1006.7	60.5	201000		0	24.118	62.6	-0.1	18.02					
672	6/6/2023 23:45	85.296		15.76	15.76	1006.7	60.3	201300		0	24.142	62.4	-0.2	17.98					
673	6/6/2023 23:50	85.514		15.76	15.76	1006.8	60.4	201600		0	24.11	62.4	-0.1	17.89					
674	6/6/2023 23:55	85.091		15.76	15.76	1006.9	60.6	201900		0	24.17	62.5	0	17.81					
675	6/7/2023 0:00	85.655		15.76	15.76	1007	60.7	202200		0	24.087	62.5	-0.2	17.69					
676	6/7/2023 0:05	85.38		15.76	15.76	1007.1	60.8	202500		0	24.125	62.6	-0.2	17.57					
677	6/7/2023 0:10	85.628		15.77	15.77	1007.1	60.9	202800		0	24.089	62.6	-0.1	17.46					
678	6/7/2023 0:15	85.443		15.77	15.77	1007.2	61	203100		0	24.115	62.7	-0.2	17.36					
679	6/7/2023 0:20	85.739		15.77	15.77	1007.1	61.2	203400		0	24.074	62.7	-0.2	17.28					
680	6/7/2023 0:25	85.591		15.77	15.77	1007.1	61.3	203700		0	24.096	62.7	-0.3	17.21					
681	6/7/2023 0:30	85.755		15.77	15.77	1007	61.4	204000		0	24.072	62.8	-0.3	17.18					
682	6/7/2023 0:35	85.715		15.77	15.77	1007.1	61.5	204300		0	24.077	62.7	-0.2	17.23					
683	6/7/2023 0:40	85.509		15.77	15.77	1007.1	61.5	204600		0	24.106	62.7	-0.3	17.29					
684	6/7/2023 0:45	85.366		15.77	15.77	1007.1	61.5	204900		0	24.126	62.8	-0.2	17.36					
685	6/7/2023 0:50	85.806		15.77	15.77	1007.1	61.5	205200		0	24.064	62.7	-0.1	17.47					
686	6/7/2023 0:55	85.758		15.77	15.77	1007.1	61.4	205500		0	24.071	62.6	-0.2	17.54					
687	6/7/2023 1:00	85.66		15.78	15.78	1007.2	61.2	205800		0	24.083	62.5	-0.1	17.52					
688	6/7/2023 1:05	85.64		15.77	15.77	1007.2	61.4	206100		0	24.086	62.6	-0.1	17.47					
689	6/7/2023 1:10	85.799		15.77	15.77	1007.3	61.4	206400		0	24.063	62.6	-0.2	17.45					
690	6/7/2023 1:15	85.487		15.77	15.77	1007.3	61.4	206700		0	24.107	62.5	-0.2	17.37					
691	6/7/2023 1:20	85.58		15.77	15.77	1007.2	61.5	207000		0	24.094	62.6	0.1	17.22					
692	6/7/2023 1:25	85.802		15.78	15.78	1007.4	61.7	207300		0	24.06	62.7	-0.2	17.06					
693	6/7/2023 1:30	92.333		15.78	15.78	1007.3	65.1	207600		0	23.173	49.8	-0.2	17.02					
694	6/7/2023 1:35	93.184	SignalTooLow_	15.78	15.78	1007.2	63.2	207900		2	23.063	49.3	-0.2	16.96					
695	6/7/2023 1:40	91.984		15.78	15.78	1007.1	62.9	208200		0	23.22	49.4	-0.1	16.87					
696	6/7/2023 1:45	91.143		15.78	15.78	1007.2	63.2	208500		0	23.33	49.6	-0.1	16.78					
697	6/7/2023 1:50	90.188		15.78	15.78	1007.1	63.5	208800		0	23.458	49.8	-0.2	16.73					
698	6/7/2023 1:55	89.267		15.77	15.77	1007	63.6	209100		0	23.584	49.9	0	16.68					
699	6/7/2023 2:00	88.668		15.78	15.78	1006.9	63.8	209400		0	23.666	49.9	-0.1	16.66					
700	6/7/2023 2:05	88.061		15.78	15.78	1006.8	64	209700		0	23.75	50	0.1	16.63					
701	6/7/2023 2:10	88.054		15.79	15.79	1006.9	64.2	210000		0	23.75	50	0	16.58					
