#Log_File	LOG006																		
#Comment																			
#Device	FireStingGO2_Pocket_Oxygen_Meter																		
#Firmware	3.38																		
#Unique_ID	24796C035B27F293																		
#Manufacturer	Pyro_Science_GmbH																		
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity														
#	XB7-547-207	Water	%air sat.	Sensor	0.0 psu														
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%																
#	XB7-547-207	4-Jun-23	not cal.																
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency												
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz												
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	54.700°	21.191°	20.00°C	23.23°C	1016 mbar	48%RH	0.804	0.122	4000 Hz	#NAME?	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	#NAME?	0	20.95%O2
#																			
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)					
468	6/11/2023 6:10	93.498		15.82	15.82	1012.9	66.4	140100		0	22.949	59.8	0.1	15.07					
469	6/11/2023 6:15	93.602		15.82	15.82	1012.8	66.4	140400		0	22.936	59.8	0.2	15.17					
470	6/11/2023 6:20	93.349		15.82	15.82	1012.9	66.5	140700		0	22.968	59.7	0.1	15.27					
471	6/11/2023 6:25	93.517		15.82	15.82	1012.9	66.6	141000		0	22.947	59.7	0.1	15.4					
472	6/11/2023 6:30	93.811		15.82	15.82	1013	66.7	141300		0	22.907	59.6	0.1	15.55					
473	6/11/2023 6:35	93.624		15.82	15.82	1013	66.6	141600		0	22.932	59.5	0.1	15.67					
474	6/11/2023 6:40	93.436		15.82	15.82	1013	66.7	141900		0	22.956	59.5	0.1	15.75					
475	6/11/2023 6:45	93.164		15.82	15.82	1013	66.7	142200		0	22.99	59.4	0	15.92					
476	6/11/2023 6:50	93.355		15.82	15.82	1013	66.8	142500		0	22.967	59.3	0	16.04					
477	6/11/2023 6:55	93.278		15.82	15.82	1013	66.9	142800		0	22.976	59.3	0.2	16.15					
478	6/11/2023 7:00	93.37		15.82	15.82	1012.8	67	143100		0	22.966	59.3	0.2	16.33					
479	6/11/2023 7:05	93.628		15.82	15.82	1012.9	67.1	143400		0	22.932	59.2	0.3	16.48					
480	6/11/2023 7:10	93.523		15.82	15.82	1012.9	67.2	143700		0	22.946	59.1	0.1	16.64					
481	6/11/2023 7:15	93.483		15.82	15.82	1013	67.3	144000		0	22.949	59	0.1	16.89					
482	6/11/2023 7:20	93.447		15.82	15.82	1013.1	67.3	144300		0	22.953	58.9	0	17.08					
483	6/11/2023 7:25	93.464		15.82	15.82	1013.1	67.3	144600		0	22.951	58.9	0.2	17.26					
484	6/11/2023 7:30	93.521		15.83	15.83	1013.1	67.4	144900		0	22.943	58.8	0.1	17.5					
485	6/11/2023 7:35	93.125		15.82	15.82	1013	67.2	145200		0	22.995	58.7	0.1	17.76					
486	6/11/2023 7:40	93.499		15.82	15.82	1013	67.2	145500		0	22.947	58.6	0.2	18.01					
487	6/11/2023 7:45	93.319		15.82	15.82	1013	67.1	145800		0	22.971	58.5	0.1	18.32					
488	6/11/2023 7:50	93.407		15.83	15.83	1013	67	146100		0	22.958	58.3	0	19.01					
489	6/11/2023 7:55	93.274		15.82	15.82	1013	66.6	146400		0	22.976	58	0.1	19.36					
490	6/11/2023 8:00	93.389		15.82	15.82	1013.1	66.6	146700		0	22.96	57.8	0.2	19.81					
491	6/11/2023 8:05	93.236		15.82	15.82	1013	66.1	147000		0	22.981	57.6	0	20.13					
492	6/11/2023 8:10	93.349		15.83	15.83	1013.2	65.8	147300		0	22.964	57.4	0	20.27					
493	6/11/2023 8:15	93.051		15.82	15.82	1013.2	65.7	147600		0	23.002	57.4	0	20.41					
494	6/11/2023 8:20	92.995		15.82	15.82	1013.2	65.6	147900		0	23.01	57.3	0	20.63					
495	6/11/2023 8:25	93.353		15.82	15.82	1013.2	65.4	148200		0	22.963	57.2	-0.2	20.77					
496	6/11/2023 8:30	93.145		15.82	15.82	1013.2	65.4	148500		0	22.99	57.2	-0.1	20.86					
497	6/11/2023 8:35	93.221		15.82	15.82	1013.2	65.3	148800		0	22.981	57.1	0	21.02					
498	6/11/2023 8:40	93.097		15.82	15.82	1013.2	65.2	149100		0	22.996	57	0	21.19					
499	6/11/2023 8:45	93.141		15.83	15.83	1013.2	65	149400		0	22.99	57	0.1	21.3					
500	6/11/2023 8:50	93.204		15.82	15.82	1013.2	64.9	149700		0	22.983	57	0	21.41					
501	6/11/2023 8:55	93.218		15.82	15.82	1013.1	64.9	150000		0	22.982	56.8	0.1	21.56					
502	6/11/2023 9:00	93.235		15.83	15.83	1013.2	64.7	150300		0	22.979	56.8	0.2	21.75					
503	6/11/2023 9:05	93.37		15.82	15.82	1013.1	64.6	150600		0	22.963	56.8	0	21.87					
504	6/11/2023 9:10	93.189		15.82	15.82	1013	64.4	150900		0	22.987	56.7	0	22.02					
505	6/11/2023 9:15	93.315		15.82	15.82	1013	64.3	151200		0	22.971	56.6	-0.1	22.2					
506	6/11/2023 9:20	93.356		15.83	15.83	1013.1	64.2	151500		0	22.965	56.5	-0.1	22.44					
507	6/11/2023 9:25	93.538		15.82	15.82	1013	64	151800		0	22.942	56.3	0.1	22.68					
508	6/11/2023 9:30	93.154		15.82	15.82	1013.1	63.8	152100		0	22.991	56.3	-0.2	22.9					
509	6/11/2023 9:35	93.299		15.82	15.82	1013	63.6	152400		0	22.972	56.1	0	23.1					
510	6/11/2023 9:40	93.358		15.82	15.82	1013.1	63.4	152700		0	22.966	56.1	-0.2	23.25					
511	6/11/2023 9:45	93.604		15.82	15.82	1012.9	63.4	153000		0	22.935	56	-0.2	23.43					
512	6/11/2023 9:50	93.253		15.83	15.83	1013	63.2	153300		0	22.978	55.9	-0.2	23.7					
513	6/11/2023 9:55	93.264		15.83	15.83	1013	63	153600		0	22.977	55.9	-0.1	23.97					
514	6/11/2023 10:00	93.266		15.82	15.82	1012.9	62.7	153900		0	22.978	55.8	-0.4	24.19					
515	6/11/2023 10:05	93.251		15.82	15.82	1012.9	62.3	154200		0	22.98	55.6	-0.3	24.48					
516	6/11/2023 10:10	92.95		15.82	15.82	1013	62.1	154500		0	23.019	55.5	-0.1	24.68					
517	6/11/2023 10:15	93.295		15.82	15.82	1012.9	61.9	154800		0	22.975	55.4	-0.2	24.8					
518	6/11/2023 10:20	93.435		15.83	15.83	1013	61.8	155100		0	22.955	55.3	0	24.95					
519	6/11/2023 10:25	93.177		15.83	15.83	1012.8	61.6	155400		0	22.991	55.2	-0.2	25.2					
520	6/11/2023 10:30	93.089		15.83	15.83	1012.7	61.2	155700		0	23.003	55.1	-0.3	25.41					
521	6/11/2023 10:35	93.151		15.83	15.83	1012.7	60.9	156000		0	22.995	55	-0.2	25.47					
522	6/11/2023 10:40	93.19		15.83	15.83	1012.7	60.9	156300		0	22.99	54.9	-0.4	25.52					
523	6/11/2023 10:45	93.138		15.82	15.82	1012.6	60.8	156600		0	22.998	54.9	-0.4	25.74					
524	6/11/2023 10:50	93.35		15.82	15.82	1012.6	60.6	156900		0	22.972	54.8	-0.3	25.92					
525	6/11/2023 10:55	93.506		15.83	15.83	1012.5	60.4	157200		0	22.952	54.7	-0.3	26.07					
526	6/11/2023 11:00	93.396		15.83	15.83	1012.4	60	157500		0	22.967	54.7	-0.5	26.2					
527	6/11/2023 11:05	93.309		15.83	15.83	1012.4	59.8	157800		0	22.979	54.6	-0.3	26.35					
528	6/11/2023 11:10	93.498		15.83	15.83	1012.4	59.8	158100		0	22.954	54.5	-0.1	26.48					
529	6/11/2023 11:15	93.647		15.83	15.83	1012.3	59.6	158400		0	22.936	54.5	-0.3	26.63					
530	6/11/2023 11:20	93.343		15.83	15.83	1012.3	59.4	158700		0	22.975	54.4	-0.1	26.71					
531	6/11/2023 11:25	93.433		15.83	15.83	1012.2	59.3	159000		0	22.964	54.4	-0.2	26.79					
532	6/11/2023 11:30	93.673		15.83	15.83	1012.3	58.8	159300		0	22.932	54.3	-0.3	26.88					
533	6/11/2023 11:35	93.412		15.83	15.83	1012.1	58.9	159600		0	22.968	54.3	-0.4	26.96					
534	6/11/2023 11:40	93.197		15.83	15.83	1012	58.7	159900		0	22.997	54.2	-0.3	27.11					
535	6/11/2023 11:45	93.39		15.84	15.84	1012	58.3	160200		0	22.972	54.2	-0.2	27.22					
536	6/11/2023 11:50	93.449		15.84	15.84	1011.8	57.9	160500		0	22.966	54.1	-0.5	27.3					
537	6/11/2023 11:55	93.359		15.83	15.83	1011.8	58.2	160800		0	22.979	54.1	-0.3	27.38					
538	6/11/2023 12:00	93.412		15.84	15.84	1011.7	57.9	161100		0	22.973	54	-0.4	27.42					
539	6/11/2023 12:05	92.967		15.83	15.83	1011.7	57.8	161400		0	23.031	54	-0.6	27.48					
540	6/11/2023 12:10	93.036		15.84	15.84	1011.6	57.6	161700		0	23.022	54	-0.2	27.53					
541	6/11/2023 12:15	93.131		15.84	15.84	1011.6	57.1	162000		0	23.01	54	-0.5	27.62					
542	6/11/2023 12:20	93.012		15.83	15.83	1011.4	57.3	162300		0	23.028	53.9	-0.5	27.7					
543	6/11/2023 12:25	93.279		15.84	15.84	1011.4	57.1	162600		0	22.994	53.9	-0.3	27.84					
544	6/11/2023 12:30	93.212		15.84	15.84	1011.3	57	162900		0	23.003	53.9	-0.4	27.95					
545	6/11/2023 12:35	93.293		15.84	15.84	1011.2	56.5	163200		0	22.993	53.8	-0.2	28.08					
546	6/11/2023 12:40	93.227		15.84	15.84	1011.2	56.3	163500		0	23.003	53.8	-0.3	28.21					
547	6/11/2023 12:45	92.915		15.84	15.84	1011.2	56.1	163800		0	23.044	53.6	-0.4	28.3					
548	6/11/2023 12:50	93.452		15.84	15.84	1011	56.1	164100		0	22.976	53.7	-0.2	28.42					
549	6/11/2023 12:55	93.451		15.84	15.84	1011	55.3	164400		0	22.976	53.5	0	28.53					
550	6/11/2023 13:00	93.271		15.85	15.85	1010.9	55.2	164700		0	23	53.5	-0.4	28.56					
551	6/11/2023 13:05	93.428		15.84	15.84	1010.9	55.2	165000		0	22.98	53.4	0	28.65					
552	6/11/2023 13:10	93.561		15.84	15.84	1010.9	55.1	165300		0	22.964	53.4	0.1	28.72					
553	6/11/2023 13:15	93.312		15.84	15.84	1010.9	54.3	165600		0	22.995	53.3	-0.3	29.38					
554	6/11/2023 13:20	93.2		15.85	15.85	1010.9	54	165900		0	23.009	53.1	-0.3	29.21					
555	6/11/2023 13:25	93.425		15.85	15.85	1010.7	53.9	166200		0	22.982	53.2	-0.4	29.03					
556	6/11/2023 13:30	93.062		15.85	15.85	1010.8	53.5	166500		0	23.028	53.2	-0.2	28.98					
557	6/11/2023 13:35	93.435		15.85	15.85	1010.7	53.7	166800		0	22.98	53.2	-0.2	28.77					
558	6/11/2023 13:40	93.277		15.85	15.85	1010.7	53.7	167100		0	23.001	53.2	-0.2	28.42					
559	6/11/2023 13:45	93.377		15.86	15.86	1010.6	53.7	167400		0	22.989	53.5	-0.2	28.22					
560	6/11/2023 13:50	93.34		15.85	15.85	1010.5	53.8	167700		0	22.994	53.6	-0.2	28.09					
561	6/11/2023 13:55	93.649		15.86	15.86	1010.6	54	168000		0	22.954	53.6	0	28.04					
562	6/11/2023 14:00	93.704		15.85	15.85	1010.6	54	168300		0	22.947	53.6	0	28					
563	6/11/2023 14:05	93.626		15.86	15.86	1010.5	53.9	168600		0	22.957	53.7	-0.1	27.76					
564	6/11/2023 14:10	93.397		15.86	15.86	1010.5	54.1	168900		0	22.987	53.8	-0.4	27.67					
565	6/11/2023 14:15	93.454		15.86	15.86	1010.4	54.1	169200		0	22.981	53.9	-0.3	27.36					
566	6/11/2023 14:20	93.484		15.86	15.86	1010.3	54.3	169500		0	22.977	54.1	0	27.1					
567	6/11/2023 14:25	93.587		15.86	15.86	1010.4	54.4	169800		0	22.963	54.1	-0.2	26.99					
568	6/11/2023 14:30	93.711		15.87	15.87	1010.4	54.5	170100		0	22.947	54.2	-0.1	26.96					
569	6/11/2023 14:35	93.858		15.87	15.87	1010.3	54.4	170400		0	22.929	54.2	-0.2	27.13					
570	6/11/2023 14:40	93.673		15.87	15.87	1010.3	54.4	170700		0	22.952	54.1	-0.2	27.08					
571	6/11/2023 14:45	93.741		15.87	15.87	1010.3	54.5	171000		0	22.945	54.2	-0.1	27.02					
572	6/11/2023 14:50	93.902		15.88	15.88	1010.2	54.6	171300		0	22.924	54.2	-0.2	27.06					
573	6/11/2023 14:55	93.826		15.87	15.87	1009.9	54.7	171600		0	22.937	54.2	-0.1	27.02					
574	6/11/2023 15:00	93.972		15.87	15.87	1009.9	54.2	171900		0	22.919	54.2	-0.1	26.92					
575	6/11/2023 15:05	93.769		15.87	15.87	1009.9	54.3	172200		0	22.945	54.3	0	26.92					
576	6/11/2023 15:10	93.624		15.88	15.88	1009.8	54.4	172500		0	22.964	54.2	0	27					
577	6/11/2023 15:15	93.563		15.87	15.87	1009.9	54.2	172800		0	22.971	54.1	0	27.02					
578	6/11/2023 15:20	93.921		15.88	15.88	1009.8	54.3	173100		0	22.926	54.2	-0.1	27.05					
579	6/11/2023 15:25	93.909		15.89	15.89	1009.7	54.5	173400		0	22.928	54.2	0	27.05					
580	6/11/2023 15:30	93.788		15.88	15.88	1009.7	54.3	173700		0	22.943	54.1	0.1	27.03					
581	6/11/2023 15:35	93.948		15.89	15.89	1009.7	54.5	174000		0	22.922	54.1	0	27.01					
582	6/11/2023 15:40	93.703		15.88	15.88	1009.7	54.2	174300		0	22.954	54.2	0	26.97					
583	6/11/2023 15:45	93.573		15.88	15.88	1009.7	54.3	174600		0	22.971	54.2	-0.2	26.95					
584	6/11/2023 15:50	93.652		15.89	15.89	1009.6	54.3	174900		0	22.961	54.2	-0.1	26.89					
585	6/11/2023 15:55	93.803		15.89	15.89	1009.7	54.1	175200		0	22.941	54.2	-0.2	26.82					
586	6/11/2023 16:00	93.8		15.9	15.9	1009.8	54.3	175500		0	22.94	54.2	-0.1	26.83					
587	6/11/2023 16:05	94.233		15.9	15.9	1009.8	54.4	175800		0	22.884	54.2	-0.1	26.61					
588	6/11/2023 16:10	93.661		15.9	15.9	1009.8	54.6	176100		0	22.957	54.3	-0.1	26.37					
589	6/11/2023 16:15	93.618		15.9	15.9	1009.7	54.8	176400		0	22.963	54.5	0	26.17					
590	6/11/2023 16:20	93.836		15.9	15.9	1009.7	55	176700		0	22.935	54.5	0	26					
591	6/11/2023 16:25	93.826		15.9	15.9	1009.7	55.3	177000		0	22.936	54.6	-0.1	25.78					
592	6/11/2023 16:30	93.824		15.91	15.91	1009.7	55.6	177300		0	22.937	54.7	-0.2	25.65					
593	6/11/2023 16:35	94.063		15.9	15.9	1009.6	55.9	177600		0	22.907	54.8	0	25.5					
594	6/11/2023 16:40	93.897		15.91	15.91	1009.7	56.1	177900		0	22.927	54.8	0	25.34					
595	6/11/2023 16:45	93.627		15.91	15.91	1009.7	56.2	178200		0	22.961	54.9	-0.3	25.19					
596	6/11/2023 16:50	93.956		15.92	15.92	1009.7	56.4	178500		0	22.918	55	0.1	25.12					
597	6/11/2023 16:55	93.864		15.92	15.92	1009.7	56.5	178800		0	22.93	55	-0.2	25.12					
598	6/11/2023 17:00	93.679		15.92	15.92	1009.7	56.5	179100		0	22.953	55	0.2	25.12					
599	6/11/2023 17:05	93.789		15.92	15.92	1009.6	56.6	179400		0	22.94	55	-0.1	25.1					
600	6/11/2023 17:10	93.87		15.93	15.93	1009.6	56.8	179700		0	22.929	54.9	-0.2	25.06					
601	6/11/2023 17:15	93.703		15.93	15.93	1009.7	56.8	180000		0	22.949	55	-0.2	24.99					
602	6/11/2023 17:20	93.792		15.92	15.92	1009.8	56.9	180300		0	22.938	55.1	0	24.97					
603	6/11/2023 17:25	93.446		15.93	15.93	1009.8	57	180600		0	22.981	55.1	-0.2	24.9					
604	6/11/2023 17:30	93.825		15.93	15.93	1009.8	57.2	180900		0	22.933	55.1	-0.1	24.91					
605	6/11/2023 17:35	93.753		15.93	15.93	1009.9	57.2	181200		0	22.941	55.1	-0.1	24.93					
606	6/11/2023 17:40	93.783		15.93	15.93	1009.8	57.3	181500		0	22.937	55.1	-0.1	24.91					
607	6/11/2023 17:45	93.972		15.94	15.94	1009.9	57.4	181800		0	22.912	55.1	0.1	24.8					
608	6/11/2023 17:50	93.784		15.93	15.93	1009.9	57.6	182100		0	22.936	55.1	-0.1	24.7					
609	6/11/2023 17:55	94.019		15.95	15.95	1009.9	57.7	182400		0	22.904	55.2	0	24.62					
610	6/11/2023 18:00	93.965		15.95	15.95	1010	57.7	182700		0	22.91	55.2	0.1	24.54					
611	6/11/2023 18:05	93.928		15.95	15.95	1009.9	57.7	183000		0	22.916	55.2	-0.1	24.46					
612	6/11/2023 18:10	93.901		15.95	15.95	1009.8	57.8	183300		0	22.92	55.3	0	24.37					
613	6/11/2023 18:15	93.87		15.95	15.95	1009.9	58	183600		0	22.923	55.3	-0.2	24.22					
614	6/11/2023 18:20	93.945		15.95	15.95	1009.8	58.2	183900		0	22.914	55.4	-0.1	24.09					
615	6/11/2023 18:25	93.952		15.96	15.96	1009.8	58.2	184200		0	22.913	55.4	0	23.99					
616	6/11/2023 18:30	94.059		15.96	15.96	1009.8	58.3	184500		0	22.9	55.4	0.1	23.89					
617	6/11/2023 18:35	94.104		15.97	15.97	1009.8	58.4	184800		0	22.892	55.6	-0.1	23.78					
618	6/11/2023 18:40	94.265		15.96	15.96	1009.9	58.5	185100		0	22.872	55.6	0	23.7					
619	6/11/2023 18:45	93.702		15.97	15.97	1009.8	58.6	185400		0	22.944	55.6	-0.1	23.58					
620	6/11/2023 18:50	93.995		15.97	15.97	1009.8	58.8	185700		0	22.906	55.7	0.1	23.47					
621	6/11/2023 18:55	94.109		15.97	15.97	1009.8	58.9	186000		0	22.891	55.7	0	23.38					
622	6/11/2023 19:00	94.158		15.98	15.98	1009.7	58.9	186300		0	22.886	55.8	-0.2	23.29					
623	6/11/2023 19:05	94.022		15.98	15.98	1009.8	59.1	186600		0	22.902	55.8	0.2	23.19					
624	6/11/2023 19:10	94.321		15.98	15.98	1009.8	59.4	186900		0	22.863	55.9	0.2	23.11					
625	6/11/2023 19:15	93.996		15.99	15.99	1009.8	59.7	187200		0	22.904	55.9	0	23.04					
626	6/11/2023 19:20	93.928		15.98	15.98	1009.7	59.9	187500		0	22.915	55.9	-0.1	22.95					
627	6/11/2023 19:25	94.223		15.99	15.99	1009.7	60.4	187800		0	22.876	56	-0.1	22.9					
628	6/11/2023 19:30	93.996		15.99	15.99	1009.9	60.7	188100		0	22.902	55.9	0	22.83					
629	6/11/2023 19:35	93.968		15.99	15.99	1009.8	61	188400		0	22.907	56	0	22.77					
630	6/11/2023 19:40	94.174		16	16	1009.7	61.1	188700		0	22.881	56	0.1	22.69					
631	6/11/2023 19:45	94.29		16	16	1009.8	61.4	189000		0	22.865	56.1	0.1	22.62					
632	6/11/2023 19:50	94.222		16	16	1009.8	61.9	189300		0	22.874	56.1	0	22.55					
633	6/11/2023 19:55	94.255		16	16	1009.8	62.2	189600		0	22.87	56.1	0	22.49					
634	6/11/2023 20:00	94.395		16	16	1009.8	62.4	189900		0	22.852	56.2	0.1	22.43					
635	6/11/2023 20:05	94.247		16	16	1009.8	62.5	190200		0	22.87	56.1	0.2	22.36					
636	6/11/2023 20:10	94.209		16	16	1009.9	62.8	190500		0	22.874	56.2	0	22.3					
637	6/11/2023 20:15	94.205		16.01	16.01	1009.8	63.2	190800		0	22.875	56.2	-0.2	22.22					
638	6/11/2023 20:20	94.384		16.01	16.01	1009.9	63.6	191100		0	22.85	56.3	0	22.14					
639	6/11/2023 20:25	94.26		16.02	16.02	1010	63.7	191400		0	22.865	56.3	-0.2	22.07					
640	6/11/2023 20:30	94.127		16.02	16.02	1009.9	63.8	191700		0	22.883	56.3	0.2	22.01					
641	6/11/2023 20:35	94.348		16.02	16.02	1009.9	64	192000		0	22.854	56.3	0.2	21.94					
642	6/11/2023 20:40	94.099		16.02	16.02	1009.9	64.4	192300		0	22.886	56.3	0	21.86					
643	6/11/2023 20:45	93.98		16.03	16.03	1009.9	64.7	192600		0	22.901	56.3	0.2	21.8					
644	6/11/2023 20:50	94.189		16.03	16.03	1009.8	65	192900		0	22.874	56.4	0.1	21.74					
645	6/11/2023 20:55	94.443		16.03	16.03	1009.9	65.5	193200		0	22.842	56.4	0.1	21.68					
646	6/11/2023 21:00	93.963		16.03	16.03	1009.9	65.8	193500		0	22.902	56.4	0.2	21.64					
647	6/11/2023 21:05	94.074		16.04	16.04	1009.9	66.1	193800		0	22.887	56.5	0.2	21.6					
648	6/11/2023 21:10	94.131		16.04	16.04	1009.8	65.9	194100		0	22.881	56.5	0.1	21.56					
649	6/11/2023 21:15	94.181		16.04	16.04	1009.8	66.4	194400		0	22.875	56.5	-0.2	21.53					
650	6/11/2023 21:20	94.235		16.04	16.04	1009.9	66.5	194700		0	22.867	56.5	0.2	21.5					
651	6/11/2023 21:25	94.265		16.05	16.05	1009.9	66.8	195000		0	22.862	56.6	0.1	21.47					
652	6/11/2023 21:30	93.966		16.05	16.05	1009.8	67	195300		0	22.901	56.6	0.1	21.44					
653	6/11/2023 21:35	94.158		16.05	16.05	1009.7	67.5	195600		0	22.877	56.6	0	21.42					
654	6/11/2023 21:40	94.209		16.06	16.06	1009.6	67.6	195900		0	22.872	56.5	-0.1	21.41					
655	6/11/2023 21:45	94.103		16.06	16.06	1009.6	68	196200		0	22.886	56.5	0.1	21.38					
656	6/11/2023 21:50	94.216		16.06	16.06	1009.6	68	196500		0	22.87	56.6	0	21.38					
657	6/11/2023 21:55	94.315		16.06	16.06	1009.4	68.2	196800		0	22.859	56.6	0	21.36					
658	6/11/2023 22:00	93.96		16.07	16.07	1009.4	68	197100		0	22.904	56.7	0.2	21.33					
659	6/11/2023 22:05	93.909		16.07	16.07	1009.4	68.3	197400		0	22.911	56.7	0.1	21.32					
660	6/11/2023 22:10	94.269		16.07	16.07	1009.4	68.3	197700		0	22.864	56.6	0	21.29					
661	6/11/2023 22:15	94.319		16.07	16.07	1009.4	68.5	198000		0	22.858	56.6	-0.1	21.26					
662	6/11/2023 22:20	93.998		16.08	16.08	1009.4	68.5	198300		0	22.898	56.7	0	21.25					
663	6/11/2023 22:25	93.951		16.08	16.08	1009.6	68.6	198600		0	22.902	56.7	0	21.24					
664	6/11/2023 22:30	94.37		16.08	16.08	1009.6	68.6	198900		0	22.849	56.7	-0.2	21.23					
665	6/11/2023 22:35	94.402		16.09	16.09	1009.7	68.5	199200		0	22.843	56.7	-0.1	21.2					
666	6/11/2023 22:40	94.226		16.08	16.08	1009.7	68.7	199500		0	22.865	56.7	0.2	21.19					
667	6/11/2023 22:45	94.367		16.09	16.09	1009.8	68.6	199800		0	22.846	56.7	0.2	21.18					
668	6/11/2023 22:50	94.129		16.09	16.09	1009.7	68.5	200100		0	22.877	56.7	0.2	21.16					
669	6/11/2023 22:55	94.214		16.09	16.09	1009.7	68.6	200400		0	22.867	56.7	0.1	21.14					
670	6/11/2023 23:00	94.341		16.1	16.1	1009.6	68.6	200700		0	22.85	56.7	0.2	21.12					
671	6/11/2023 23:05	94.196		16.1	16.1	1009.6	68.4	201000		0	22.869	56.7	0.3	21.08					
672	6/11/2023 23:10	94.136		16.1	16.1	1009.5	68.3	201300		0	22.877	56.7	0.2	21.04					
673	6/11/2023 23:15	94.172		16.1	16.1	1009.5	68.3	201600		0	22.873	56.8	0.1	20.99					
674	6/11/2023 23:20	94.225		16.1	16.1	1009.3	68.4	201900		0	22.869	56.8	0.2	20.93					
675	6/11/2023 23:25	94.084		16.1	16.1	1009.2	68.3	202200		0	22.888	56.8	0.2	20.89					
676	6/11/2023 23:30	94.057		16.11	16.11	1009.1	68.4	202500		0	22.89	56.9	0.1	20.86					
677	6/11/2023 23:35	94.064		16.11	16.11	1009.1	68.6	202800		0	22.89	56.9	0.1	20.85					
678	6/11/2023 23:40	93.944		16.12	16.12	1009	68.7	203100		0	22.906	56.9	-0.1	20.84					
679	6/11/2023 23:45	93.873		16.11	16.11	1008.9	68.7	203400		0	22.917	56.9	0.3	20.84					
680	6/11/2023 23:50	93.971		16.12	16.12	1008.9	68.4	203700		0	22.903	56.9	0	20.86					
681	6/11/2023 23:55	93.82		16.12	16.12	1008.9	68.3	204000		0	22.923	56.8	-0.2	20.84					
682	6/12/2023 0:00	93.876		16.12	16.12	1008.9	68.2	204300		0	22.916	56.8	0.1	20.82					
683	6/12/2023 0:05	94.462		16.12	16.12	1008.9	68.2	204600		0	22.841	56.8	0	20.81					
684	6/12/2023 0:10	94.08		16.13	16.13	1008.8	68.2	204900		0	22.891	56.8	0.3	20.78					
685	6/12/2023 0:15	93.54		16.13	16.13	1008.8	68.2	205200		0	22.959	56.9	0.1	20.75					
686	6/12/2023 0:20	94.033		16.13	16.13	1008.7	68.2	205500		0	22.897	56.8	-0.1	20.73					
687	6/12/2023 0:25	93.873		16.13	16.13	1008.7	68.2	205800		0	22.918	56.9	-0.1	20.69					
688	6/12/2023 0:30	94.054		16.14	16.14	1008.6	68.3	206100		0	22.894	56.9	0	20.66					
689	6/12/2023 0:35	94.057		16.14	16.14	1008.7	68.4	206400		0	22.892	56.9	0	20.64					
690	6/12/2023 0:40	94.054		16.14	16.14	1008.6	68.4	206700		0	22.894	57	0.2	20.63					
691	6/12/2023 0:45	94.013		16.14	16.14	1008.7	68.4	207000		0	22.898	56.9	0.1	20.63					
692	6/12/2023 0:50	93.929		16.14	16.14	1008.8	68.3	207300		0	22.907	56.9	0	20.63					
693	6/12/2023 0:55	94.138		16.14	16.14	1008.8	68.3	207600		0	22.881	56.9	0.2	20.59					
694	6/12/2023 1:00	94.148		16.15	16.15	1008.7	68.2	207900		0	22.88	56.9	0.2	20.56					
695	6/12/2023 1:05	93.955		16.16	16.16	1008.7	68.2	208200		0	22.904	57	-0.2	20.53					
696	6/12/2023 1:10	93.748		16.15	16.15	1008.6	68.3	208500		0	22.932	57	0	20.52					
697	6/12/2023 1:15	94.086		16.16	16.16	1008.6	68.4	208800		0	22.888	56.9	0	20.51					
698	6/12/2023 1:20	93.981		16.16	16.16	1008.7	68.4	209100		0	22.901	57	0.1	20.54					
699	6/12/2023 1:25	94.028		16.16	16.16	1008.6	68.3	209400		0	22.895	56.9	0	20.53					
700	6/12/2023 1:30	94.245		16.16	16.16	1008.4	68.3	209700		0	22.87	57	0.1	20.51					
701	6/12/2023 1:35	94.014		16.16	16.16	1008.4	68.2	210000		0	22.899	57	0.1	20.48					
702	6/12/2023 1:40	93.833		16.17	16.17	1008.4	68.3	210300		0	22.922	57	0.2	20.45					
703	6/12/2023 1:45	93.856		16.17	16.17	1008.3	68.5	210600		0	22.92	57	0	20.46					
704	6/12/2023 1:50	93.925		16.17	16.17	1008.3	68.5	210900		0	22.912	57	0.1	20.43					
705	6/12/2023 1:55	94.147		16.17	16.17	1008.2	68.5	211200		0	22.884	57	-0.1	20.44					
706	6/12/2023 2:00	93.935		16.17	16.17	1008.2	68.6	211500		0	22.912	57	0	20.41					
707	6/12/2023 2:05	94.166		16.17	16.17	1008.1	68.5	211800		0	22.883	57	0	20.4					
708	6/12/2023 2:10	94.023		16.18	16.18	1008	68.5	212100		0	22.901	57	0	20.36					
709	6/12/2023 2:15	93.758		16.17	16.17	1008	68.6	212400		0	22.936	57.1	0.1	20.34					
