#--- Experiment --------------------------------------------------------------------------
#230605_fw_tempest_3
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#WARD_FIRESTING2
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:2411E508596FD910 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.2] - Oxygen Sensor - XA7-540-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/3/2023	12/31/2000	20.826000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1013.760000	27.550000	59.742000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.2 Main]	Time [A Ch.2 Main]	 dt (s) [A Ch.2 Main]	Oxygen (%air sat.) [A Ch.2 Main]	dphi (°) [A Ch.2 Main]	Signal Intensity (mV) [A Ch.2 Main]	Ambient Light (mV) [A Ch.2 Main]	Status [A Ch.2 Main]	Date [A Ch.2 CompT]	Time [A Ch.2 CompT]	 dt (s) [A Ch.2 CompT]	Sample Temp. (°C) [A Ch.2 CompT]	Status [A Ch.2 CompT]	Date [A Ch.2 CompP]	Time [A Ch.2 CompP]	 dt (s) [A Ch.2 CompP]	Pressure (mbar) [A Ch.2 CompP]	Status [A Ch.2 CompP]
08-06-2023	08:14:11.994	249.286	89.472	23.318	370	0	OK	08-06-2023	08:14:11.994	249.286	17.665	OK	08-06-2023	08:14:11.994	249.286	1006	OK
08-06-2023	08:19:11.996	549.288	89.521	23.312	372	0	OK	08-06-2023	08:19:11.996	549.288	17.658	OK	08-06-2023	08:19:11.996	549.288	1006	OK
08-06-2023	08:24:11.997	849.288	89.601	23.302	374	0	OK	08-06-2023	08:24:11.997	849.288	17.654	OK	08-06-2023	08:24:11.997	849.288	1006	OK
08-06-2023	08:29:11.997	1149.289	89.571	23.307	376	0	OK	08-06-2023	08:29:11.997	1149.289	17.650	OK	08-06-2023	08:29:11.997	1149.289	1006	OK
08-06-2023	08:34:11.997	1449.289	89.573	23.307	378	0	OK	08-06-2023	08:34:11.997	1449.289	17.640	OK	08-06-2023	08:34:11.997	1449.289	1006	OK
08-06-2023	08:39:11.997	1749.289	89.497	23.318	379	0	OK	08-06-2023	08:39:11.997	1749.289	17.639	OK	08-06-2023	08:39:11.997	1749.289	1006	OK
08-06-2023	08:44:11.997	2049.289	89.627	23.301	380	0	OK	08-06-2023	08:44:11.997	2049.289	17.635	OK	08-06-2023	08:44:11.997	2049.289	1006	OK
08-06-2023	08:49:11.996	2349.288	89.679	23.296	382	0	OK	08-06-2023	08:49:11.996	2349.288	17.634	OK	08-06-2023	08:49:11.996	2349.288	1006	OK
08-06-2023	08:54:11.997	2649.289	89.601	23.307	383	0	OK	08-06-2023	08:54:11.997	2649.289	17.625	OK	08-06-2023	08:54:11.997	2649.289	1006	OK
08-06-2023	08:59:11.997	2949.289	89.648	23.300	384	0	OK	08-06-2023	08:59:11.997	2949.289	17.622	OK	08-06-2023	08:59:11.997	2949.289	1006	OK
08-06-2023	09:04:11.998	3249.290	89.664	23.298	384	0	OK	08-06-2023	09:04:11.998	3249.290	17.620	OK	08-06-2023	09:04:11.998	3249.290	1006	OK
08-06-2023	09:09:11.998	3549.290	89.643	23.302	385	0	OK	08-06-2023	09:09:11.998	3549.290	17.616	OK	08-06-2023	09:09:11.998	3549.290	1006	OK
08-06-2023	09:14:11.998	3849.290	89.665	23.298	385	0	OK	08-06-2023	09:14:11.998	3849.290	17.613	OK	08-06-2023	09:14:11.998	3849.290	1006	OK
08-06-2023	09:19:11.998	4149.290	89.654	23.300	385	0	OK	08-06-2023	09:19:11.998	4149.290	17.613	OK	08-06-2023	09:19:11.998	4149.290	1006	OK
08-06-2023	09:24:11.998	4449.290	89.609	23.306	385	0	OK	08-06-2023	09:24:11.998	4449.290	17.609	OK	08-06-2023	09:24:11.998	4449.290	1006	OK
08-06-2023	09:29:11.998	4749.290	89.554	23.314	386	0	OK	08-06-2023	09:29:11.998	4749.290	17.605	OK	08-06-2023	09:29:11.998	4749.290	1006	OK
08-06-2023	09:34:11.998	5049.290	89.613	23.306	386	0	OK	08-06-2023	09:34:11.998	5049.290	17.604	OK	08-06-2023	09:34:11.998	5049.290	1006	OK
08-06-2023	09:39:11.999	5349.291	89.640	23.304	386	0	OK	08-06-2023	09:39:11.999	5349.291	17.599	OK	08-06-2023	09:39:11.999	5349.291	1006	OK
08-06-2023	09:44:11.999	5649.291	89.632	23.303	385	0	OK	08-06-2023	09:44:11.999	5649.291	17.598	OK	08-06-2023	09:44:11.999	5649.291	1006	OK
08-06-2023	09:49:11.999	5949.291	89.759	23.287	385	0	OK	08-06-2023	09:49:11.999	5949.291	17.594	OK	08-06-2023	09:49:11.999	5949.291	1006	OK
08-06-2023	09:54:12.003	6249.294	89.742	23.288	385	0	OK	08-06-2023	09:54:12.003	6249.294	17.598	OK	08-06-2023	09:54:12.003	6249.294	1006	OK
08-06-2023	09:59:11.998	6549.290	89.784	23.282	385	0	OK	08-06-2023	09:59:11.998	6549.290	17.595	OK	08-06-2023	09:59:11.998	6549.290	1007	OK
08-06-2023	10:04:11.999	6849.291	89.764	23.285	384	0	OK	08-06-2023	10:04:11.999	6849.291	17.595	OK	08-06-2023	10:04:11.999	6849.291	1007	OK
08-06-2023	10:09:12.002	7149.294	89.705	23.293	384	0	OK	08-06-2023	10:09:12.002	7149.294	17.593	OK	08-06-2023	10:09:12.002	7149.294	1007	OK
08-06-2023	10:14:12.001	7449.293	89.800	23.280	383	0	OK	08-06-2023	10:14:12.001	7449.293	17.593	OK	08-06-2023	10:14:12.001	7449.293	1007	OK
08-06-2023	10:19:12.004	7749.296	89.829	23.277	383	0	OK	08-06-2023	10:19:12.004	7749.296	17.591	OK	08-06-2023	10:19:12.004	7749.296	1006	OK
08-06-2023	10:24:12.002	8049.294	89.850	23.274	383	0	OK	08-06-2023	10:24:12.002	8049.294	17.592	OK	08-06-2023	10:24:12.002	8049.294	1007	OK
08-06-2023	10:29:12.002	8349.294	89.835	23.277	383	0	OK	08-06-2023	10:29:12.002	8349.294	17.586	OK	08-06-2023	10:29:12.002	8349.294	1006	OK
08-06-2023	10:34:12.002	8649.294	89.792	23.285	383	0	OK	08-06-2023	10:34:12.002	8649.294	17.586	OK	08-06-2023	10:34:12.002	8649.294	1006	OK
08-06-2023	10:39:12.002	8949.294	89.787	23.285	383	0	OK	08-06-2023	10:39:12.002	8949.294	17.586	OK	08-06-2023	10:39:12.002	8949.294	1006	OK
08-06-2023	10:44:12.004	9249.296	89.747	23.291	382	0	OK	08-06-2023	10:44:12.004	9249.296	17.593	OK	08-06-2023	10:44:12.004	9249.296	1006	OK
08-06-2023	10:49:12.003	9549.295	89.763	23.289	382	0	OK	08-06-2023	10:49:12.003	9549.295	17.598	OK	08-06-2023	10:49:12.003	9549.295	1006	OK
08-06-2023	10:54:12.002	9849.294	89.760	23.291	382	0	OK	08-06-2023	10:54:12.002	9849.294	17.594	OK	08-06-2023	10:54:12.002	9849.294	1006	OK
08-06-2023	10:59:12.005	10149.297	89.852	23.279	381	0	OK	08-06-2023	10:59:12.005	10149.297	17.599	OK	08-06-2023	10:59:12.005	10149.297	1006	OK
08-06-2023	11:04:12.004	10449.296	89.827	23.283	381	0	OK	08-06-2023	11:04:12.004	10449.296	17.606	OK	08-06-2023	11:04:12.004	10449.296	1006	OK
