datetime_est,plot,depth,vwc_m3m3,ec_uscm
2023-06-04 15:30,Control,5,0.301853818,80
2023-06-04 15:30,Control,15,0.29466991,53
2023-06-04 15:30,Control,30,0.350019361,119.3333333
2023-06-04 15:30,Freshwater,5,0.342086806,101.8
2023-06-04 15:30,Freshwater,15,0.309043932,77.4
2023-06-04 15:30,Freshwater,30,0.3175467,72
2023-06-04 15:30,Saltwater,5,0.339641484,102.2
2023-06-04 15:30,Saltwater,15,0.305682391,80.8
2023-06-04 15:30,Saltwater,30,0.282963088,70
2023-06-04 15:45,Control,5,0.301655989,79.33333333
2023-06-04 15:45,Control,15,0.297222292,52.5
2023-06-04 15:45,Control,30,0.34998445,118.3333333
2023-06-04 15:45,Freshwater,5,0.341957247,102.8
2023-06-04 15:45,Freshwater,15,0.308832139,77
2023-06-04 15:45,Freshwater,30,0.317576181,72.8
2023-06-04 15:45,Saltwater,5,0.339428915,101.6
2023-06-04 15:45,Saltwater,15,0.305649807,82
2023-06-04 15:45,Saltwater,30,0.2826838,69.4
2023-06-04 16:00,Control,5,0.301593925,80
2023-06-04 16:00,Control,15,0.294324679,54.5
2023-06-04 16:00,Control,30,0.349742659,119.6666667
2023-06-04 16:00,Freshwater,5,0.341836998,103
2023-06-04 16:00,Freshwater,15,0.308763093,78.6
2023-06-04 16:00,Freshwater,30,0.317365939,70.8
2023-06-04 16:00,Saltwater,5,0.33957399,101.6
2023-06-04 16:00,Saltwater,15,0.305597829,80.6
2023-06-04 16:00,Saltwater,30,0.28271328,70.6
2023-06-04 16:15,Control,5,0.301372822,81
2023-06-04 16:15,Control,15,0.294311103,53.5
2023-06-04 16:15,Control,30,0.349645684,118.3333333
2023-06-04 16:15,Freshwater,5,0.341893632,103
2023-06-04 16:15,Freshwater,15,0.308696374,78.2
2023-06-04 16:15,Freshwater,30,0.317228622,71.8
2023-06-04 16:15,Saltwater,5,0.339259791,101
2023-06-04 16:15,Saltwater,15,0.305354228,80.6
2023-06-04 16:15,Saltwater,30,0.282378135,71.4
2023-06-04 16:30,Control,5,0.301158184,80
2023-06-04 16:30,Control,15,0.293944537,51.5
2023-06-04 16:30,Control,30,0.349025044,118
2023-06-04 16:30,Freshwater,5,0.341666322,102
2023-06-04 16:30,Freshwater,15,0.308716545,77
2023-06-04 16:30,Freshwater,30,0.317181299,71.8
2023-06-04 16:30,Saltwater,5,0.339189969,104
2023-06-04 16:30,Saltwater,15,0.305265011,80.6
2023-06-04 16:30,Saltwater,30,0.282330811,68.8
2023-06-04 16:45,Control,5,0.301090948,80.66666667
2023-06-04 16:45,Control,15,0.29401048,53.5
2023-06-04 16:45,Control,30,0.348929362,120
2023-06-04 16:45,Freshwater,5,0.341461511,102.6
2023-06-04 16:45,Freshwater,15,0.309905846,77.6
2023-06-04 16:45,Freshwater,30,0.318116138,72
2023-06-04 16:45,Saltwater,5,0.339028602,101
2023-06-04 16:45,Saltwater,15,0.305284406,82.2
2023-06-04 16:45,Saltwater,30,0.28222763,69.6
2023-06-04 17:00,Control,5,0.301078018,79
2023-06-04 17:00,Control,15,0.294109395,53.5
2023-06-04 17:00,Control,30,0.349159516,117.3333333
2023-06-04 17:00,Freshwater,5,0.341473924,103.6
2023-06-04 17:00,Freshwater,15,0.308383727,77.2
2023-06-04 17:00,Freshwater,30,0.317064929,70.8
2023-06-04 17:00,Saltwater,5,0.339154282,103.4
2023-06-04 17:00,Saltwater,15,0.305064078,78.8
2023-06-04 17:00,Saltwater,30,0.281897139,70.6
2023-06-04 17:15,Control,5,0.300955183,79.33333333
2023-06-04 17:15,Control,15,0.293903808,53.5
2023-06-04 17:15,Control,30,0.349246147,117
2023-06-04 17:15,Freshwater,5,0.341543746,103.2
2023-06-04 17:15,Freshwater,15,0.308383727,77.2
2023-06-04 17:15,Freshwater,30,0.316829085,72
2023-06-04 17:15,Saltwater,5,0.338906802,103.2
2023-06-04 17:15,Saltwater,15,0.305069509,82.2
2023-06-04 17:15,Saltwater,30,0.28189326,69.2
2023-06-04 17:30,Control,5,0.300971992,79.33333333
2023-06-04 17:30,Control,15,0.294146245,53.5
2023-06-04 17:30,Control,30,0.349538365,118.3333333
2023-06-04 17:30,Freshwater,5,0.341365312,102.8
2023-06-04 17:30,Freshwater,15,0.30861957,78.2
2023-06-04 17:30,Freshwater,30,0.316681683,72.6
2023-06-04 17:30,Saltwater,5,0.338662425,104.2
2023-06-04 17:30,Saltwater,15,0.304991929,80.4
2023-06-04 17:30,Saltwater,30,0.281807146,69.6
2023-06-04 17:45,Control,5,0.300864673,80.33333333
2023-06-04 17:45,Control,15,0.293826228,53
2023-06-04 17:45,Control,30,0.348929362,117.3333333
2023-06-04 17:45,Freshwater,5,0.341484785,102.6
2023-06-04 17:45,Freshwater,15,0.308264253,77
2023-06-04 17:45,Freshwater,30,0.316694096,71.6
2023-06-04 17:45,Saltwater,5,0.33870587,100.8
2023-06-04 17:45,Saltwater,15,0.30488642,80.6
2023-06-04 17:45,Saltwater,30,0.281996441,69.6
2023-06-04 18:00,Control,5,0.300796144,79.33333333
2023-06-04 18:00,Control,15,0.296465887,52
2023-06-04 18:00,Control,30,0.3490147,117.3333333
2023-06-04 18:00,Freshwater,5,0.341384707,102.8
2023-06-04 18:00,Freshwater,15,0.308232446,77.8
2023-06-04 18:00,Freshwater,30,0.316740644,71.6
2023-06-04 18:00,Saltwater,5,0.338808275,101
2023-06-04 18:00,Saltwater,15,0.30493452,79
2023-06-04 18:00,Saltwater,30,0.282318398,69.8
2023-06-04 18:15,Control,5,0.300691411,78.66666667
2023-06-04 18:15,Control,15,0.293927081,53.5
2023-06-04 18:15,Control,30,0.348881521,119.3333333
2023-06-04 18:15,Freshwater,5,0.341362209,102
2023-06-04 18:15,Freshwater,15,0.308189777,77.6
2023-06-04 18:15,Freshwater,30,0.316664616,71.4
2023-06-04 18:15,Saltwater,5,0.338689578,101.2
2023-06-04 18:15,Saltwater,15,0.304690143,81.2
2023-06-04 18:15,Saltwater,30,0.281755943,69.4
2023-06-04 18:30,Control,5,0.300753475,80
2023-06-04 18:30,Control,15,0.29401048,52
2023-06-04 18:30,Control,30,0.348827215,117.6666667
2023-06-04 18:30,Freshwater,5,0.341270664,102.8
2023-06-04 18:30,Freshwater,15,0.308137022,76.8
2023-06-04 18:30,Freshwater,30,0.316501698,72.2
2023-06-04 18:30,Saltwater,5,0.338325728,104
2023-06-04 18:30,Saltwater,15,0.304680833,78.6
2023-06-04 18:30,Saltwater,30,0.281818007,69.4
2023-06-04 18:45,Control,5,0.30064357,78.33333333
2023-06-04 18:45,Control,15,0.29397363,53.5
2023-06-04 18:45,Control,30,0.348550513,117.3333333
2023-06-04 18:45,Freshwater,5,0.341044907,101.8
2023-06-04 18:45,Freshwater,15,0.308041599,77
2023-06-04 18:45,Freshwater,30,0.316559107,72.8
2023-06-04 18:45,Saltwater,5,0.338593379,101.8
2023-06-04 18:45,Saltwater,15,0.304583082,81
2023-06-04 18:45,Saltwater,30,0.281598456,70.6
2023-06-04 19:00,Control,5,0.300456085,80.33333333
2023-06-04 19:00,Control,15,0.293715676,54
2023-06-04 19:00,Control,30,0.348849196,117.3333333
2023-06-04 19:00,Freshwater,5,0.341096885,103
2023-06-04 19:00,Freshwater,15,0.307992723,77.4
2023-06-04 19:00,Freshwater,30,0.316478424,71.4
2023-06-04 19:00,Saltwater,5,0.338692681,102.2
2023-06-04 19:00,Saltwater,15,0.30449852,79.4
2023-06-04 19:00,Saltwater,30,0.281616299,69.6
2023-06-04 19:15,Control,5,0.300485824,79.33333333
2023-06-04 19:15,Control,15,0.293705979,54
2023-06-04 19:15,Control,30,0.348682399,117.3333333
2023-06-04 19:15,Freshwater,5,0.341002238,103.2
2023-06-04 19:15,Freshwater,15,0.308054787,77.2
2023-06-04 19:15,Freshwater,30,0.316265855,72.4
2023-06-04 19:15,Saltwater,5,0.338660873,102.8
2023-06-04 19:15,Saltwater,15,0.304605581,80.6
2023-06-04 19:15,Saltwater,30,0.281387438,69.6
2023-06-04 19:30,Control,5,0.300262135,79.66666667
2023-06-04 19:30,Control,15,0.293769982,54
2023-06-04 19:30,Control,30,0.348650074,116.6666667
2023-06-04 19:30,Freshwater,5,0.341106971,102
2023-06-04 19:30,Freshwater,15,0.308109093,76.8
2023-06-04 19:30,Freshwater,30,0.316147933,72
2023-06-04 19:30,Saltwater,5,0.338355984,101.2
2023-06-04 19:30,Saltwater,15,0.304617218,79.4
2023-06-04 19:30,Saltwater,30,0.281624833,69.8
2023-06-04 19:45,Control,5,0.300315148,79.66666667
2023-06-04 19:45,Control,15,0.293946476,54
2023-06-04 19:45,Control,30,0.348413455,119.6666667
2023-06-04 19:45,Freshwater,5,0.340866473,102.2
2023-06-04 19:45,Freshwater,15,0.30808194,76.6
2023-06-04 19:45,Freshwater,30,0.316393086,72.2
2023-06-04 19:45,Saltwater,5,0.338538297,102
2023-06-04 19:45,Saltwater,15,0.304624976,80.8
2023-06-04 19:45,Saltwater,30,0.281600783,68.6
2023-06-04 20:00,Control,5,0.300172918,80.33333333
2023-06-04 20:00,Control,15,0.294278131,52.5
2023-06-04 20:00,Control,30,0.348783253,117
2023-06-04 20:00,Freshwater,5,0.341078266,102.2
2023-06-04 20:00,Freshwater,15,0.308018325,77.4
2023-06-04 20:00,Freshwater,30,0.316468338,71
2023-06-04 20:00,Saltwater,5,0.338226425,100.4
2023-06-04 20:00,Saltwater,15,0.304464385,80.4
2023-06-04 20:00,Saltwater,30,0.281328477,69.8
2023-06-04 20:15,Control,5,0.300238861,80
2023-06-04 20:15,Control,15,0.293965872,53
2023-06-04 20:15,Control,30,0.348631972,118
2023-06-04 20:15,Freshwater,5,0.341016978,103
2023-06-04 20:15,Freshwater,15,0.307999706,77.2
2023-06-04 20:15,Freshwater,30,0.31636826,72.7
2023-06-04 20:15,Saltwater,5,0.33823108,99.6
2023-06-04 20:15,Saltwater,15,0.304512485,80.4
2023-06-04 20:15,Saltwater,30,0.281459588,69
2023-06-04 20:30,Control,5,0.300416002,79
2023-06-04 20:30,Control,15,0.293903808,54.5
2023-06-04 20:30,Control,30,0.348289327,118
2023-06-04 20:30,Freshwater,5,0.340954138,102.2
2023-06-04 20:30,Freshwater,15,0.309286758,76.8
2023-06-04 20:30,Freshwater,30,0.316220858,72.2
2023-06-04 20:30,Saltwater,5,0.338365293,100.6
2023-06-04 20:30,Saltwater,15,0.304576876,79.2
2023-06-04 20:30,Saltwater,30,0.281380456,68.6
2023-06-04 20:45,Control,5,0.300236275,78
2023-06-04 20:45,Control,15,0.294353772,54
2023-06-04 20:45,Control,30,0.348863419,118.3333333
2023-06-04 20:45,Freshwater,5,0.341069732,101
2023-06-04 20:45,Freshwater,15,0.308063321,76.2
2023-06-04 20:45,Freshwater,30,0.316339556,71
2023-06-04 20:45,Saltwater,5,0.338471578,100.6
2023-06-04 20:45,Saltwater,15,0.304460506,80.6
2023-06-04 20:45,Saltwater,30,0.281396748,69.2
2023-06-04 21:00,Control,5,0.300302218,79.33333333
2023-06-04 21:00,Control,15,0.294169519,54.5
2023-06-04 21:00,Control,30,0.348555685,117.6666667
2023-06-04 21:00,Freshwater,5,0.340706658,101.6
2023-06-04 21:00,Freshwater,15,0.308033065,77.2
2023-06-04 21:00,Freshwater,30,0.316341883,70.6
2023-06-04 21:00,Saltwater,5,0.338370724,100.6
2023-06-04 21:00,Saltwater,15,0.304482228,78.8
2023-06-04 21:00,Saltwater,30,0.281241588,68.2
2023-06-04 21:15,Control,5,0.300278944,80
2023-06-04 21:15,Control,15,0.293717616,52.5
2023-06-04 21:15,Control,30,0.348642316,117
2023-06-04 21:15,Freshwater,5,0.341130245,100.8
2023-06-04 21:15,Freshwater,15,0.308025307,76.6
2023-06-04 21:15,Freshwater,30,0.316155691,71
2023-06-04 21:15,Saltwater,5,0.338300126,102.6
2023-06-04 21:15,Saltwater,15,0.304490762,79.8
2023-06-04 21:15,Saltwater,30,0.281527082,68.6
2023-06-04 21:30,Control,5,0.300044911,76.33333333
2023-06-04 21:30,Control,15,0.294198612,54
2023-06-04 21:30,Control,30,0.348659125,118
2023-06-04 21:30,Freshwater,5,0.340991376,100.4
2023-06-04 21:30,Freshwater,15,0.307774724,76.8
2023-06-04 21:30,Freshwater,30,0.316125435,71.8
2023-06-04 21:30,Saltwater,5,0.338511144,102.4
2023-06-04 21:30,Saltwater,15,0.304622648,81
2023-06-04 21:30,Saltwater,30,0.281288136,69.4
2023-06-04 21:45,Control,5,0.300247912,79
2023-06-04 21:45,Control,15,0.294122971,54.5
2023-06-04 21:45,Control,30,0.348449659,120.6666667
2023-06-04 21:45,Freshwater,5,0.340981291,103.4
2023-06-04 21:45,Freshwater,15,0.307960916,77
2023-06-04 21:45,Freshwater,30,0.316327919,72
2023-06-04 21:45,Saltwater,5,0.338435891,101
2023-06-04 21:45,Saltwater,15,0.304617993,80.4
2023-06-04 21:45,Saltwater,30,0.281336235,68.6
2023-06-04 22:00,Control,5,0.300090166,78.66666667
2023-06-04 22:00,Control,15,0.29401048,53.5
2023-06-04 22:00,Control,30,0.348481984,120.3333333
2023-06-04 22:00,Freshwater,5,0.340971206,101.2
2023-06-04 22:00,Freshwater,15,0.308090474,77.6
2023-06-04 22:00,Freshwater,30,0.316269734,72
2023-06-04 22:00,Saltwater,5,0.338318745,101.6
2023-06-04 22:00,Saltwater,15,0.304593168,79.4
2023-06-04 22:00,Saltwater,30,0.281580612,69
2023-06-04 22:15,Control,5,0.300038446,79
2023-06-04 22:15,Control,15,0.294144306,51.5
2023-06-04 22:15,Control,30,0.34839406,115.6666667
2023-06-04 22:15,Freshwater,5,0.340785789,101
2023-06-04 22:15,Freshwater,15,0.307862389,77
2023-06-04 22:15,Freshwater,30,0.316250339,71
2023-06-04 22:15,Saltwater,5,0.338403308,101.2
2023-06-04 22:15,Saltwater,15,0.304545068,80
2023-06-04 22:15,Saltwater,30,0.281420022,68.8
2023-06-04 22:30,Control,5,0.300213001,79
2023-06-04 22:30,Control,15,0.293977509,54
2023-06-04 22:30,Control,30,0.348448366,117.3333333
2023-06-04 22:30,Freshwater,5,0.340872679,101.8
2023-06-04 22:30,Freshwater,15,0.307996602,77
2023-06-04 22:30,Freshwater,30,0.31628525,72
2023-06-04 22:30,Saltwater,5,0.338286162,102.4
2023-06-04 22:30,Saltwater,15,0.304417061,80.2
2023-06-04 22:30,Saltwater,30,0.281356406,69
2023-06-04 22:45,Control,5,0.300090166,79.33333333
2023-06-04 22:45,Control,15,0.294233523,53.5
2023-06-04 22:45,Control,30,0.348392767,117.3333333
2023-06-04 22:45,Freshwater,5,0.340846302,101.8
2023-06-04 22:45,Freshwater,15,0.307155635,77.6
2023-06-04 22:45,Freshwater,30,0.316362054,70.8
2023-06-04 22:45,Saltwater,5,0.338369948,100.8
2023-06-04 22:45,Saltwater,15,0.304422492,80.8
2023-06-04 22:45,Saltwater,30,0.281334684,69.4
2023-06-04 23:00,Control,5,0.299787604,78
2023-06-04 23:00,Control,15,0.294268434,52.5
2023-06-04 23:00,Control,30,0.348697915,119.3333333
2023-06-04 23:00,Freshwater,5,0.340965775,101.4
2023-06-04 23:00,Freshwater,15,0.307764638,77.4
2023-06-04 23:00,Freshwater,30,0.316383,72.2
2023-06-04 23:00,Saltwater,5,0.338205479,101.2
2023-06-04 23:00,Saltwater,15,0.304514036,80.2
2023-06-04 23:00,Saltwater,30,0.281025915,68.6
2023-06-04 23:15,Control,5,0.30020395,79.33333333
2023-06-04 23:15,Control,15,0.29416758,55
2023-06-04 23:15,Control,30,0.348372079,118
2023-06-04 23:15,Freshwater,5,0.340982843,101.4
2023-06-04 23:15,Freshwater,15,0.307969449,76.4
2023-06-04 23:15,Freshwater,30,0.316352744,72.4
2023-06-04 23:15,Saltwater,5,0.337963429,99.6
2023-06-04 23:15,Saltwater,15,0.304533431,81.8
2023-06-04 23:15,Saltwater,30,0.281420798,69.6
2023-06-04 23:30,Control,5,0.300175504,78
2023-06-04 23:30,Control,15,0.294522508,54
2023-06-04 23:30,Control,30,0.348126409,117
2023-06-04 23:30,Freshwater,5,0.341113177,101.8
2023-06-04 23:30,Freshwater,15,0.30786782,75.8
2023-06-04 23:30,Freshwater,30,0.316473769,72.2
2023-06-04 23:30,Saltwater,5,0.338137208,100.8
2023-06-04 23:30,Saltwater,15,0.304481453,80.2
2023-06-04 23:30,Saltwater,30,0.281351751,69.4
2023-06-04 23:45,Control,5,0.300000949,79.66666667
2023-06-04 23:45,Control,15,0.29443717,53
2023-06-04 23:45,Control,30,0.34821304,116.6666667
2023-06-04 23:45,Freshwater,5,0.340805184,101.8
2023-06-04 23:45,Freshwater,15,0.307951606,77.6
2023-06-04 23:45,Freshwater,30,0.316318609,72.2
2023-06-04 23:45,Saltwater,5,0.338194617,101.6
2023-06-04 23:45,Saltwater,15,0.304433353,80
2023-06-04 23:45,Saltwater,30,0.281298221,68.8
2023-06-05 00:00,Control,5,0.299968624,78.33333333
2023-06-05 00:00,Control,15,0.294433291,52.5
2023-06-05 00:00,Control,30,0.348377251,118
2023-06-05 00:00,Freshwater,5,0.341016202,102.4
2023-06-05 00:00,Freshwater,15,0.308065649,76.6
2023-06-05 00:00,Freshwater,30,0.316355072,72.2
2023-06-05 00:00,Saltwater,5,0.338127123,99.8
2023-06-05 00:00,Saltwater,15,0.304528001,79
2023-06-05 00:00,Saltwater,30,0.282070142,69.2
2023-06-05 00:15,Control,5,0.300092752,78
2023-06-05 00:15,Control,15,0.294421654,53.5
2023-06-05 00:15,Control,30,0.348300964,117
2023-06-05 00:15,Freshwater,5,0.340682608,102.2
2023-06-05 00:15,Freshwater,15,0.307946175,77.4
2023-06-05 00:15,Freshwater,30,0.316155691,71.8
2023-06-05 00:15,Saltwater,5,0.338252802,101
2023-06-05 00:15,Saltwater,15,0.304625751,79.4
2023-06-05 00:15,Saltwater,30,0.281273396,69.2
2023-06-05 00:30,Control,5,0.299785018,79.66666667
2023-06-05 00:30,Control,15,0.294340195,55
2023-06-05 00:30,Control,30,0.347999695,117
2023-06-05 00:30,Freshwater,5,0.340836216,102.4
2023-06-05 00:30,Freshwater,15,0.307936866,76.4
2023-06-05 00:30,Freshwater,30,0.316441961,72.6
2023-06-05 00:30,Saltwater,5,0.338078247,101.6
2023-06-05 00:30,Saltwater,15,0.304676178,80.4
2023-06-05 00:30,Saltwater,30,0.281233054,69.4
2023-06-05 00:45,Control,5,0.299707438,79
2023-06-05 00:45,Control,15,0.294307224,54
2023-06-05 00:45,Control,30,0.347892376,117.6666667
2023-06-05 00:45,Freshwater,5,0.340918451,101.6
2023-06-05 00:45,Freshwater,15,0.307939193,77.8
2023-06-05 00:45,Freshwater,30,0.316372915,72.4
2023-06-05 00:45,Saltwater,5,0.338324952,101.2
2023-06-05 00:45,Saltwater,15,0.304393011,80.4
2023-06-05 00:45,Saltwater,30,0.281032898,68.6
2023-06-05 01:00,Control,5,0.29984191,78.66666667
2023-06-05 01:00,Control,15,0.294132668,53.5
2023-06-05 01:00,Control,30,0.348275104,117
2023-06-05 01:00,Freshwater,5,0.340917675,101.6
2023-06-05 01:00,Freshwater,15,0.308033065,76.4
2023-06-05 01:00,Freshwater,30,0.316407826,71.8
2023-06-05 01:00,Saltwater,5,0.338231856,100.8
2023-06-05 01:00,Saltwater,15,0.304387581,81
2023-06-05 01:00,Saltwater,30,0.281304428,70.2
2023-06-05 01:15,Control,5,0.300037153,78.66666667
2023-06-05 01:15,Control,15,0.294351832,53.5
2023-06-05 01:15,Control,30,0.348476812,117.3333333
2023-06-05 01:15,Freshwater,5,0.340528224,102.2
2023-06-05 01:15,Freshwater,15,0.307937642,77.2
2023-06-05 01:15,Freshwater,30,0.316396189,72.4
2023-06-05 01:15,Saltwater,5,0.338058852,101
2023-06-05 01:15,Saltwater,15,0.304660662,79.2
2023-06-05 01:15,Saltwater,30,0.281068584,69.4
2023-06-05 01:30,Control,5,0.299949229,79.66666667
2023-06-05 01:30,Control,15,0.294549661,51
2023-06-05 01:30,Control,30,0.348235021,117.3333333
2023-06-05 01:30,Freshwater,5,0.340842423,102
2023-06-05 01:30,Freshwater,15,0.307925229,76
2023-06-05 01:30,Freshwater,30,0.316402395,72.4
2023-06-05 01:30,Saltwater,5,0.33807592,99.8
2023-06-05 01:30,Saltwater,15,0.304564463,80.2
2023-06-05 01:30,Saltwater,30,0.281174093,68.8
2023-06-05 01:45,Control,5,0.299849668,79.33333333
2023-06-05 01:45,Control,15,0.294441049,53.5
2023-06-05 01:45,Control,30,0.348123823,115.6666667
2023-06-05 01:45,Freshwater,5,0.340733811,100.8
2023-06-05 01:45,Freshwater,15,0.307713435,77.4
2023-06-05 01:45,Freshwater,30,0.316241029,72.6
2023-06-05 01:45,Saltwater,5,0.338061956,100
2023-06-05 01:45,Saltwater,15,0.304572221,78
2023-06-05 01:45,Saltwater,30,0.281308307,69.6
2023-06-05 02:00,Control,5,0.299778553,79.33333333
2023-06-05 02:00,Control,15,0.294404199,53.5
2023-06-05 02:00,Control,30,0.347716528,115.6666667
2023-06-05 02:00,Freshwater,5,0.340788893,101.2
2023-06-05 02:00,Freshwater,15,0.307977207,77.4
2023-06-05 02:00,Freshwater,30,0.316348865,70
2023-06-05 02:00,Saltwater,5,0.337812924,99.6
2023-06-05 02:00,Saltwater,15,0.304438784,80.4
2023-06-05 02:00,Saltwater,30,0.28138899,69.2
2023-06-05 02:15,Control,5,0.299672527,80.66666667
2023-06-05 02:15,Control,15,0.294468202,54
2023-06-05 02:15,Control,30,0.348443194,115
2023-06-05 02:15,Freshwater,5,0.341005341,102
2023-06-05 02:15,Freshwater,15,0.307857734,76.4
2023-06-05 02:15,Freshwater,30,0.316340331,71.4
2023-06-05 02:15,Saltwater,5,0.338217116,100
2023-06-05 02:15,Saltwater,15,0.304520243,80.2
2023-06-05 02:15,Saltwater,30,0.281205901,68.8
2023-06-05 02:30,Control,5,0.299857426,80
2023-06-05 02:30,Control,15,0.294378985,53
2023-06-05 02:30,Control,30,0.347717821,117.6666667
2023-06-05 02:30,Freshwater,5,0.340875782,101.4
2023-06-05 02:30,Freshwater,15,0.308016773,77.4
2023-06-05 02:30,Freshwater,30,0.316258097,72.8
2023-06-05 02:30,Saltwater,5,0.33803713,100.4
2023-06-05 02:30,Saltwater,15,0.304659887,78.8
2023-06-05 02:30,Saltwater,30,0.281142285,69.8
2023-06-05 02:45,Control,5,0.299887165,79.66666667
2023-06-05 02:45,Control,15,0.297687772,54.5
2023-06-05 02:45,Control,30,0.347831605,117.6666667
2023-06-05 02:45,Freshwater,5,0.340795099,102.4
2023-06-05 02:45,Freshwater,15,0.307954709,77
2023-06-05 02:45,Freshwater,30,0.316158794,72.6
2023-06-05 02:45,Saltwater,5,0.337951792,99.6
2023-06-05 02:45,Saltwater,15,0.304400769,80
2023-06-05 02:45,Saltwater,30,0.281071688,68.8
2023-06-05 03:00,Control,5,0.299774674,78.66666667
2023-06-05 03:00,Control,15,0.294454626,54
2023-06-05 03:00,Control,30,0.348107014,114.3333333
2023-06-05 03:00,Freshwater,5,0.340726053,100.6
2023-06-05 03:00,Freshwater,15,0.307890318,76.4
2023-06-05 03:00,Freshwater,30,0.316417136,72.2
2023-06-05 03:00,Saltwater,5,0.337836974,100.4
2023-06-05 03:00,Saltwater,15,0.304568342,80.8
2023-06-05 03:00,Saltwater,30,0.281126769,69.2
2023-06-05 03:15,Control,5,0.299783725,79.66666667
2023-06-05 03:15,Control,15,0.294623362,53.5
2023-06-05 03:15,Control,30,0.348107014,116
2023-06-05 03:15,Freshwater,5,0.34077648,101.6
2023-06-05 03:15,Freshwater,15,0.30793609,76.8
2023-06-05 03:15,Freshwater,30,0.31624646,70.8
2023-06-05 03:15,Saltwater,5,0.337888176,100.8
2023-06-05 03:15,Saltwater,15,0.304451972,80.2
2023-06-05 03:15,Saltwater,30,0.280997211,70.2
2023-06-05 03:30,Control,5,0.299669941,78
2023-06-05 03:30,Control,15,0.29451475,53
2023-06-05 03:30,Control,30,0.348231142,116.6666667
2023-06-05 03:30,Freshwater,5,0.34046616,101.8
2023-06-05 03:30,Freshwater,15,0.308001257,77.4
2023-06-05 03:30,Freshwater,30,0.316312403,70.4
2023-06-05 03:30,Saltwater,5,0.338004546,100
2023-06-05 03:30,Saltwater,15,0.304363531,79.2
2023-06-05 03:30,Saltwater,30,0.281266413,69.6
2023-06-05 03:45,Control,5,0.299615635,79.33333333
2023-06-05 03:45,Control,15,0.294611725,54
2023-06-05 03:45,Control,30,0.347848414,116.6666667
2023-06-05 03:45,Freshwater,5,0.340741569,101.4
2023-06-05 03:45,Freshwater,15,0.307853855,76.8
2023-06-05 03:45,Freshwater,30,0.316212324,71.4
2023-06-05 03:45,Saltwater,5,0.338165913,100.2
2023-06-05 03:45,Saltwater,15,0.304405424,79.2
2023-06-05 03:45,Saltwater,30,0.281081773,68.6
2023-06-05 04:00,Control,5,0.299724247,76
2023-06-05 04:00,Control,15,0.294834767,53.5
2023-06-05 04:00,Control,30,0.347830312,118.6666667
2023-06-05 04:00,Freshwater,5,0.340789668,100.8
2023-06-05 04:00,Freshwater,15,0.307919798,77.2
2023-06-05 04:00,Freshwater,30,0.316213876,70.2
2023-06-05 04:00,Saltwater,5,0.337839301,100.4
2023-06-05 04:00,Saltwater,15,0.304669972,79.4
2023-06-05 04:00,Saltwater,30,0.281062378,69
2023-06-05 04:15,Control,5,0.299547106,78.33333333
2023-06-05 04:15,Control,15,0.294545782,53.5
2023-06-05 04:15,Control,30,0.347870395,117
2023-06-05 04:15,Freshwater,5,0.340397114,101.2
2023-06-05 04:15,Freshwater,15,0.307922126,77.2
2023-06-05 04:15,Freshwater,30,0.316312403,72.4
2023-06-05 04:15,Saltwater,5,0.33800765,99.8
2023-06-05 04:15,Saltwater,15,0.304441887,79.2
2023-06-05 04:15,Saltwater,30,0.281130648,69.8
2023-06-05 04:30,Control,5,0.299576845,78.66666667
2023-06-05 04:30,Control,15,0.294462384,52
2023-06-05 04:30,Control,30,0.348002281,118.3333333
2023-06-05 04:30,Freshwater,5,0.340601925,102
2023-06-05 04:30,Freshwater,15,0.307905058,78
2023-06-05 04:30,Freshwater,30,0.316332573,71.4
2023-06-05 04:30,Saltwater,5,0.338081351,102
2023-06-05 04:30,Saltwater,15,0.304598598,80.4
2023-06-05 04:30,Saltwater,30,0.281515445,69
2023-06-05 04:45,Control,5,0.29951866,78
2023-06-05 04:45,Control,15,0.294846405,53
2023-06-05 04:45,Control,30,0.347765662,117.3333333
2023-06-05 04:45,Freshwater,5,0.340401768,102.2
2023-06-05 04:45,Freshwater,15,0.307823599,76.4
2023-06-05 04:45,Freshwater,30,0.3162131,72.6
2023-06-05 04:45,Saltwater,5,0.337873436,100.6
2023-06-05 04:45,Saltwater,15,0.304735139,79.2
2023-06-05 04:45,Saltwater,30,0.281246243,69
2023-06-05 05:00,Control,5,0.29955745,79
2023-06-05 05:00,Control,15,0.294799857,52
2023-06-05 05:00,Control,30,0.347759197,117.3333333
2023-06-05 05:00,Freshwater,5,0.340708209,101.6
2023-06-05 05:00,Freshwater,15,0.307943072,76.8
2023-06-05 05:00,Freshwater,30,0.316407826,71.4
2023-06-05 05:00,Saltwater,5,0.337930845,102.6
2023-06-05 05:00,Saltwater,15,0.304548171,79.6
2023-06-05 05:00,Saltwater,30,0.281247794,69.2
2023-06-05 05:15,Control,5,0.299450131,79.33333333
2023-06-05 05:15,Control,15,0.294646636,53.5
2023-06-05 05:15,Control,30,0.34792858,117.3333333
2023-06-05 05:15,Freshwater,5,0.34039401,102
2023-06-05 05:15,Freshwater,15,0.307877905,76.4
2023-06-05 05:15,Freshwater,30,0.316255769,71.8
2023-06-05 05:15,Saltwater,5,0.337659315,100
2023-06-05 05:15,Saltwater,15,0.3045761,79.6
