datetime_est,do_percent_sat,depth,plot
6/5/23 3:50,82.325,10,Freshwater
6/5/23 3:55,82.312,10,Freshwater
6/5/23 4:00,82.277,10,Freshwater
6/5/23 4:05,82.273,10,Freshwater
6/5/23 4:10,82.205,10,Freshwater
6/5/23 4:15,82.309,10,Freshwater
6/5/23 4:20,82.386,10,Freshwater
6/5/23 4:25,82.26,10,Freshwater
6/5/23 4:30,82.268,10,Freshwater
6/5/23 4:35,82.323,10,Freshwater
6/5/23 4:40,82.308,10,Freshwater
6/5/23 4:45,82.381,10,Freshwater
6/5/23 4:50,82.247,10,Freshwater
6/5/23 4:55,82.276,10,Freshwater
6/5/23 5:00,82.289,10,Freshwater
6/5/23 5:05,82.278,10,Freshwater
6/5/23 5:10,82.258,10,Freshwater
6/5/23 5:15,82.283,10,Freshwater
6/5/23 5:20,82.158,10,Freshwater
6/5/23 5:25,82.294,10,Freshwater
6/5/23 5:30,82.207,10,Freshwater
6/5/23 5:35,82.247,10,Freshwater
6/5/23 5:40,82.248,10,Freshwater
6/5/23 5:45,82.381,10,Freshwater
6/5/23 5:50,82.236,10,Freshwater
6/5/23 5:55,82.175,10,Freshwater
6/5/23 6:00,82.246,10,Freshwater
6/5/23 6:05,82.268,10,Freshwater
6/5/23,81.995,20,Freshwater
6/5/23 0:05,81.945,20,Freshwater
6/5/23 0:10,81.993,20,Freshwater
6/5/23 0:15,81.942,20,Freshwater
6/5/23 0:20,81.959,20,Freshwater
6/5/23 0:25,81.967,20,Freshwater
6/5/23 0:30,81.95,20,Freshwater
6/5/23 0:35,81.959,20,Freshwater
6/5/23 0:40,81.973,20,Freshwater
6/5/23 0:45,81.997,20,Freshwater
6/5/23 0:50,81.96,20,Freshwater
6/5/23 0:55,81.999,20,Freshwater
6/5/23 1:00,81.933,20,Freshwater
6/5/23 1:05,81.984,20,Freshwater
6/5/23 1:10,81.98,20,Freshwater
6/5/23 1:15,81.997,20,Freshwater
6/5/23 1:20,81.984,20,Freshwater
6/5/23 1:25,81.926,20,Freshwater
6/5/23 1:30,81.998,20,Freshwater
6/5/23 1:35,81.943,20,Freshwater
6/5/23 1:40,82.039,20,Freshwater
6/5/23 1:45,81.904,20,Freshwater
6/5/23 1:50,81.947,20,Freshwater
6/5/23 1:55,81.932,20,Freshwater
6/5/23 2:00,81.989,20,Freshwater
6/5/23 2:05,81.946,20,Freshwater
6/5/23 2:10,81.929,20,Freshwater
6/5/23 2:15,81.927,20,Freshwater
6/5/23 2:20,81.849,20,Freshwater
6/5/23 2:25,81.935,20,Freshwater
6/5/23 2:30,81.936,20,Freshwater
6/5/23 2:35,81.911,20,Freshwater
6/5/23 2:40,81.899,20,Freshwater
6/5/23 2:45,81.89,20,Freshwater
6/5/23 2:50,81.876,20,Freshwater
6/5/23 2:55,81.884,20,Freshwater
6/5/23 3:00,81.871,20,Freshwater
6/5/23 3:05,81.929,20,Freshwater
6/5/23 3:10,81.897,20,Freshwater
6/5/23 3:15,81.89,20,Freshwater
6/5/23 3:20,81.889,20,Freshwater
6/5/23 3:25,81.798,20,Freshwater
6/5/23 3:30,81.801,20,Freshwater
6/5/23 3:35,81.874,20,Freshwater
6/5/23 3:40,81.845,20,Freshwater
6/5/23 3:45,81.857,20,Freshwater
6/5/23 3:50,81.818,20,Freshwater
6/5/23 3:55,81.85,20,Freshwater
6/5/23 4:00,81.81,20,Freshwater
6/5/23 4:05,81.783,20,Freshwater
6/5/23 4:10,81.811,20,Freshwater
6/5/23 4:15,81.82,20,Freshwater
6/5/23 4:20,81.804,20,Freshwater
6/5/23 4:25,81.893,20,Freshwater
6/5/23 4:30,81.816,20,Freshwater
6/5/23 4:35,81.821,20,Freshwater
6/5/23 4:40,81.842,20,Freshwater
6/5/23 4:45,81.891,20,Freshwater
6/5/23 4:50,81.899,20,Freshwater
6/5/23 4:55,81.863,20,Freshwater
6/5/23 5:00,81.794,20,Freshwater
6/5/23 5:05,81.85,20,Freshwater
6/5/23 5:10,81.883,20,Freshwater
6/5/23 5:15,81.793,20,Freshwater
6/5/23 5:20,81.884,20,Freshwater
6/5/23 5:25,81.829,20,Freshwater
6/5/23 5:30,81.868,20,Freshwater
6/5/23 5:35,81.803,20,Freshwater
6/5/23 5:40,81.818,20,Freshwater
6/5/23 5:45,81.805,20,Freshwater
6/5/23 5:50,81.817,20,Freshwater
6/5/23 5:55,81.853,20,Freshwater
6/5/23 6:00,81.797,20,Freshwater
6/5/23 6:05,81.823,20,Freshwater
6/5/23,77.93,30,Freshwater
6/5/23 0:05,78.045,30,Freshwater
6/5/23 0:10,77.952,30,Freshwater
6/5/23 0:15,77.949,30,Freshwater
6/5/23 0:20,78.001,30,Freshwater
6/5/23 0:25,77.955,30,Freshwater
6/5/23 0:30,77.957,30,Freshwater
6/5/23 0:35,77.971,30,Freshwater
6/5/23 0:40,77.947,30,Freshwater
6/5/23 0:45,77.974,30,Freshwater
6/5/23 0:50,78.004,30,Freshwater
6/5/23 0:55,77.975,30,Freshwater
6/5/23 1:00,77.986,30,Freshwater
6/5/23 1:05,77.964,30,Freshwater
6/5/23 1:10,77.991,30,Freshwater
6/5/23 1:15,77.954,30,Freshwater
6/5/23 1:20,78.025,30,Freshwater
6/5/23 1:25,77.994,30,Freshwater
6/5/23 1:30,77.986,30,Freshwater
6/5/23 1:35,77.938,30,Freshwater
6/5/23 1:40,77.967,30,Freshwater
6/5/23 1:45,77.962,30,Freshwater
6/5/23 1:50,78.024,30,Freshwater
6/5/23 1:55,77.991,30,Freshwater
6/5/23 2:00,77.987,30,Freshwater
6/5/23 2:05,78.005,30,Freshwater
6/5/23 2:10,78.015,30,Freshwater
6/5/23 2:15,77.978,30,Freshwater
6/5/23 2:20,77.943,30,Freshwater
6/5/23 2:25,77.987,30,Freshwater
6/5/23 2:30,78.028,30,Freshwater
6/5/23 2:35,77.999,30,Freshwater
6/5/23 2:40,77.929,30,Freshwater
6/5/23 2:45,77.974,30,Freshwater
6/5/23 2:50,77.914,30,Freshwater
6/5/23 2:55,77.95,30,Freshwater
6/5/23 3:00,77.934,30,Freshwater
6/5/23 3:05,78,30,Freshwater
6/5/23 3:10,77.96,30,Freshwater
6/5/23 3:15,77.954,30,Freshwater
6/5/23 3:20,77.983,30,Freshwater
6/5/23 3:25,77.972,30,Freshwater
6/5/23 3:30,77.932,30,Freshwater
6/5/23 3:35,77.974,30,Freshwater
6/5/23 3:40,77.97,30,Freshwater
6/5/23 3:45,77.923,30,Freshwater
6/5/23 3:50,77.912,30,Freshwater
6/5/23 3:55,77.911,30,Freshwater
6/5/23 4:00,78.04,30,Freshwater
6/5/23 4:05,77.89,30,Freshwater
6/5/23 4:10,77.878,30,Freshwater
6/5/23 4:15,77.926,30,Freshwater
6/5/23 4:20,77.851,30,Freshwater
6/5/23 4:25,77.931,30,Freshwater
6/5/23 4:30,77.952,30,Freshwater
6/5/23 4:35,77.966,30,Freshwater
6/5/23 4:40,77.958,30,Freshwater
6/5/23 4:45,77.942,30,Freshwater
6/5/23 4:50,77.975,30,Freshwater
6/5/23 4:55,77.958,30,Freshwater
6/5/23 5:00,77.994,30,Freshwater
6/5/23 5:05,77.96,30,Freshwater
6/5/23 5:10,77.973,30,Freshwater
6/5/23 5:15,77.981,30,Freshwater
6/5/23 5:20,78.005,30,Freshwater
6/5/23 5:25,77.945,30,Freshwater
6/5/23 5:30,77.982,30,Freshwater
6/5/23 5:35,77.987,30,Freshwater
6/5/23 5:40,78.027,30,Freshwater
6/5/23 5:45,77.996,30,Freshwater
6/5/23 5:50,78.032,30,Freshwater
6/5/23 5:55,78.029,30,Freshwater
6/5/23 6:00,78.026,30,Freshwater
6/5/23 6:05,78.029,30,Freshwater
6/5/23 10:00,81.566,5,Freshwater
6/5/23 10:05,81.48,5,Freshwater
6/5/23 10:10,81.538,5,Freshwater
6/5/23 10:15,81.527,5,Freshwater
6/5/23 10:20,81.397,5,Freshwater
6/5/23 10:25,81.561,5,Freshwater
6/5/23 10:30,81.471,5,Freshwater
6/5/23 10:35,81.513,5,Freshwater
6/5/23 10:40,81.496,5,Freshwater
6/5/23 10:45,81.526,5,Freshwater
6/5/23 10:50,81.66,5,Freshwater
6/5/23 10:55,81.599,5,Freshwater
6/5/23 11:00,81.8,5,Freshwater
6/5/23 11:05,82.071,5,Freshwater
6/5/23 11:10,82.023,5,Freshwater
6/5/23 11:15,81.718,5,Freshwater
6/5/23 11:20,81.932,5,Freshwater
6/5/23 11:25,81.969,5,Freshwater
6/5/23 11:30,82.19,5,Freshwater
6/5/23 11:35,82.115,5,Freshwater
6/5/23 11:40,82.077,5,Freshwater
6/5/23 11:45,82.05,5,Freshwater
6/5/23 11:50,82.348,5,Freshwater
6/5/23 11:55,82.078,5,Freshwater
6/5/23 12:00,82.112,5,Freshwater
6/5/23 12:05,82.234,5,Freshwater
6/5/23 12:10,82.207,5,Freshwater
6/5/23 12:15,82.197,5,Freshwater
6/5/23 12:20,82.168,5,Freshwater
6/5/23 12:25,82.222,5,Freshwater
6/5/23 12:30,82.154,5,Freshwater
6/5/23 12:35,82.328,5,Freshwater
6/5/23 12:40,82.081,5,Freshwater
6/5/23 12:45,82.191,5,Freshwater
6/5/23 12:50,82.206,5,Freshwater
6/5/23 12:55,82.086,5,Freshwater
6/5/23 13:00,82.366,5,Freshwater
6/5/23 13:05,82.188,5,Freshwater
6/5/23 13:10,82.361,5,Freshwater
6/5/23 13:15,82.195,5,Freshwater
6/5/23 13:20,82.366,5,Freshwater
6/5/23 13:25,82.191,5,Freshwater
6/5/23 13:30,82.439,5,Freshwater
6/5/23 13:35,82.319,5,Freshwater
6/5/23 13:40,82.486,5,Freshwater
6/5/23 13:45,82.351,5,Freshwater
6/5/23 13:50,82.578,5,Freshwater
6/5/23 13:55,82.457,5,Freshwater
6/5/23 14:00,82.247,5,Freshwater
6/5/23 14:05,82.445,5,Freshwater
6/5/23 14:10,82.425,5,Freshwater
6/5/23 14:15,82.456,5,Freshwater
6/5/23 14:20,82.396,5,Freshwater
6/5/23 14:25,82.443,5,Freshwater
6/5/23 14:30,82.42,5,Freshwater
6/5/23 14:35,82.553,5,Freshwater
6/5/23 14:40,82.497,5,Freshwater
6/5/23 14:45,82.339,5,Freshwater
6/5/23 14:50,82.54,5,Freshwater
6/5/23 14:55,82.398,5,Freshwater
6/5/23 15:00,82.435,5,Freshwater
6/5/23 15:05,82.664,5,Freshwater
6/5/23 15:10,82.425,5,Freshwater
6/5/23 15:15,82.568,5,Freshwater
6/5/23 15:20,82.478,5,Freshwater
6/5/23 15:25,82.54,5,Freshwater
6/5/23 15:30,82.614,5,Freshwater
6/5/23 15:35,82.537,5,Freshwater
6/5/23 15:40,82.251,5,Freshwater
6/5/23 15:45,82.695,5,Freshwater
6/5/23 15:50,82.34,5,Freshwater
6/5/23 15:55,82.559,5,Freshwater
6/5/23 16:00,82.503,5,Freshwater
6/5/23 16:05,82.256,5,Freshwater
6/5/23 16:10,82.328,5,Freshwater
6/5/23 16:15,82.261,5,Freshwater
6/5/23 16:20,82.425,5,Freshwater
6/5/23 16:25,82.349,5,Freshwater
6/5/23 16:30,82.191,5,Freshwater
6/5/23 16:35,82.42,5,Freshwater
6/5/23 16:40,82.352,5,Freshwater
6/5/23 16:45,82.333,5,Freshwater
6/5/23 16:50,82.384,5,Freshwater
6/5/23 16:55,82.315,5,Freshwater
6/5/23 17:00,82.367,5,Freshwater
6/5/23 17:05,82.292,5,Freshwater
6/5/23 17:10,82.391,5,Freshwater
6/5/23 17:15,82.398,5,Freshwater
6/5/23 17:20,82.372,5,Freshwater
6/5/23 17:25,82.382,5,Freshwater
6/5/23 17:30,82.375,5,Freshwater
6/5/23 17:35,82.295,5,Freshwater
6/5/23 17:40,82.286,5,Freshwater
6/5/23 17:45,82.279,5,Freshwater
6/5/23 17:50,82.383,5,Freshwater
6/5/23 17:55,82.294,5,Freshwater
6/5/23 18:00,82.4,5,Freshwater
6/5/23 18:05,82.385,5,Freshwater
6/5/23 18:10,82.344,5,Freshwater
6/5/23 18:15,82.267,5,Freshwater
6/5/23 18:20,82.334,5,Freshwater
6/5/23 18:25,82.32,5,Freshwater
6/5/23 18:30,82.295,5,Freshwater
6/5/23 18:35,82.184,5,Freshwater
6/5/23 18:40,82.237,5,Freshwater
6/5/23 18:45,82.279,5,Freshwater
6/5/23 18:50,82.209,5,Freshwater
6/5/23 18:55,82.256,5,Freshwater
6/5/23 19:00,82.214,5,Freshwater
6/5/23 19:05,82.195,5,Freshwater
6/5/23 19:10,82.211,5,Freshwater
6/5/23 19:15,82.178,5,Freshwater
6/5/23 19:20,82.182,5,Freshwater
6/5/23 19:25,82.199,5,Freshwater
6/5/23 19:30,82.105,5,Freshwater
6/5/23 19:35,82.138,5,Freshwater
6/5/23 19:40,82.153,5,Freshwater
6/5/23 19:45,82.16,5,Freshwater
6/5/23 19:50,82.085,5,Freshwater
6/5/23 19:55,82.141,5,Freshwater
6/5/23 20:00,82.133,5,Freshwater
6/5/23 20:05,82.145,5,Freshwater
6/5/23 20:10,82.026,5,Freshwater
6/5/23 20:15,82.026,5,Freshwater
6/5/23 20:20,82.059,5,Freshwater
6/5/23 20:25,82.059,5,Freshwater
6/5/23 20:30,82.092,5,Freshwater
6/5/23 20:35,82.018,5,Freshwater
6/5/23 20:40,82.004,5,Freshwater
6/5/23 20:45,82.03,5,Freshwater
6/5/23 20:50,82.153,5,Freshwater
6/5/23 20:55,82.09,5,Freshwater
6/5/23 21:00,82.016,5,Freshwater
6/5/23 21:05,81.998,5,Freshwater
6/5/23 21:10,81.986,5,Freshwater
6/5/23 21:15,82.017,5,Freshwater
6/5/23 21:20,81.994,5,Freshwater
6/5/23 21:25,81.936,5,Freshwater
6/5/23 21:30,81.956,5,Freshwater
6/5/23 21:35,81.961,5,Freshwater
6/5/23 21:40,81.936,5,Freshwater
6/5/23 21:45,81.991,5,Freshwater
6/5/23 21:50,81.965,5,Freshwater
6/5/23 21:55,81.959,5,Freshwater
6/5/23 22:00,81.94,5,Freshwater
6/5/23 22:05,81.971,5,Freshwater
6/5/23 22:10,81.937,5,Freshwater
6/5/23 22:15,81.87,5,Freshwater
6/5/23 22:20,81.928,5,Freshwater
6/5/23 22:25,81.921,5,Freshwater
6/5/23 22:30,82,5,Freshwater
6/5/23 22:35,81.897,5,Freshwater
6/5/23 22:40,81.895,5,Freshwater
6/5/23 22:45,81.925,5,Freshwater
6/5/23 22:50,81.896,5,Freshwater
6/5/23 22:55,81.9,5,Freshwater
6/5/23 23:00,81.827,5,Freshwater
6/5/23 23:05,81.807,5,Freshwater
6/5/23 23:10,81.829,5,Freshwater
6/5/23 23:15,81.873,5,Freshwater
6/5/23 23:20,81.842,5,Freshwater
6/5/23 23:25,81.78,5,Freshwater
6/5/23 23:30,81.854,5,Freshwater
6/5/23 23:35,81.804,5,Freshwater
6/5/23 23:40,81.815,5,Freshwater
6/5/23 23:45,81.841,5,Freshwater
6/5/23 23:50,81.856,5,Freshwater
6/5/23 23:55,81.914,5,Freshwater
6/6/23,81.836,5,Freshwater
6/6/23 0:05,81.776,5,Freshwater
6/6/23 0:10,81.845,5,Freshwater
6/6/23 0:15,81.867,5,Freshwater
6/6/23 0:20,81.769,5,Freshwater
6/6/23 0:25,81.831,5,Freshwater
6/6/23 0:30,81.78,5,Freshwater
6/6/23 0:35,81.883,5,Freshwater
6/6/23 0:40,81.794,5,Freshwater
6/6/23 0:45,81.914,5,Freshwater
6/6/23 0:50,81.798,5,Freshwater
6/6/23 0:55,81.865,5,Freshwater
6/6/23 1:00,81.827,5,Freshwater
6/6/23 1:05,81.806,5,Freshwater
6/6/23 1:10,81.791,5,Freshwater
6/6/23 1:15,81.829,5,Freshwater
6/6/23 1:20,81.811,5,Freshwater
6/6/23 1:25,81.815,5,Freshwater
6/6/23 1:30,81.888,5,Freshwater
6/6/23 1:35,81.801,5,Freshwater
6/6/23 1:40,81.83,5,Freshwater
6/6/23 1:45,81.797,5,Freshwater
6/6/23 1:50,81.831,5,Freshwater
6/6/23 1:55,81.868,5,Freshwater
6/6/23 2:00,81.856,5,Freshwater
6/6/23 2:05,81.84,5,Freshwater
6/6/23 2:10,81.819,5,Freshwater
6/6/23 2:15,81.805,5,Freshwater
6/6/23 2:20,81.785,5,Freshwater
6/6/23 2:25,81.81,5,Freshwater
6/6/23 2:30,81.915,5,Freshwater
6/6/23 2:35,81.846,5,Freshwater
6/6/23 2:40,81.81,5,Freshwater
6/6/23 2:45,81.783,5,Freshwater
6/6/23 2:50,81.771,5,Freshwater
6/6/23 2:55,81.744,5,Freshwater
6/6/23 3:00,81.769,5,Freshwater
6/6/23 3:05,81.779,5,Freshwater
6/6/23 3:10,81.854,5,Freshwater
6/6/23 3:15,81.769,5,Freshwater
6/6/23 3:20,81.816,5,Freshwater
6/6/23 3:25,81.805,5,Freshwater
6/6/23 3:30,81.831,5,Freshwater
6/6/23 3:35,81.84,5,Freshwater
6/6/23 3:40,81.846,5,Freshwater
6/6/23 3:45,81.797,5,Freshwater
6/6/23 3:50,81.857,5,Freshwater
6/6/23 3:55,81.877,5,Freshwater
6/6/23 4:00,81.856,5,Freshwater
6/6/23 4:05,81.854,5,Freshwater
6/6/23 4:10,81.79,5,Freshwater
6/6/23 4:15,81.86,5,Freshwater
6/6/23 4:20,81.807,5,Freshwater
6/6/23 4:25,81.838,5,Freshwater
6/6/23 4:30,81.844,5,Freshwater
6/6/23 4:35,81.818,5,Freshwater
6/6/23 4:40,81.862,5,Freshwater
6/6/23 4:45,81.829,5,Freshwater
6/6/23 4:50,82.223,5,Freshwater
6/6/23 4:55,79.877,5,Freshwater
6/6/23 5:00,78.359,5,Freshwater
6/6/23 5:05,77.247,5,Freshwater
6/6/23 5:10,75.793,5,Freshwater
6/6/23 5:15,74.422,5,Freshwater
6/6/23 5:20,73.313,5,Freshwater
6/6/23 5:25,72.58,5,Freshwater
6/6/23 5:30,72.059,5,Freshwater
6/6/23 5:35,71.615,5,Freshwater
6/6/23 5:40,71.277,5,Freshwater
6/6/23 5:45,70.863,5,Freshwater
6/6/23 5:50,70.548,5,Freshwater
6/6/23 5:55,70.293,5,Freshwater
6/6/23 6:00,69.971,5,Freshwater
6/6/23 6:05,69.507,5,Freshwater
6/6/23 6:10,69.014,5,Freshwater
6/6/23 6:15,68.698,5,Freshwater
6/6/23 6:20,68.332,5,Freshwater
6/6/23 6:25,68.117,5,Freshwater
6/6/23 6:30,67.962,5,Freshwater
6/6/23 6:35,67.871,5,Freshwater
6/6/23 6:40,67.999,5,Freshwater
6/6/23 6:45,68.269,5,Freshwater
6/6/23 6:50,68.535,5,Freshwater
6/6/23 6:55,68.922,5,Freshwater
6/6/23 7:00,69.294,5,Freshwater
6/6/23 7:05,69.754,5,Freshwater
6/6/23 7:10,70.314,5,Freshwater
6/6/23 7:15,70.843,5,Freshwater
6/6/23 7:20,71.234,5,Freshwater
6/6/23 7:25,71.314,5,Freshwater
6/6/23 7:30,71.275,5,Freshwater
6/6/23 7:35,70.928,5,Freshwater
6/6/23 7:40,70.582,5,Freshwater
6/6/23 7:45,70.082,5,Freshwater
6/6/23 7:50,69.438,5,Freshwater
6/6/23 7:55,68.614,5,Freshwater
6/6/23 8:00,67.725,5,Freshwater
6/6/23 8:05,66.883,5,Freshwater
6/6/23 8:10,66.161,5,Freshwater
6/6/23 8:15,65.538,5,Freshwater
6/6/23 8:20,64.57,5,Freshwater
6/6/23 8:25,63.198,5,Freshwater
6/6/23 8:30,61.404,5,Freshwater
6/6/23 8:35,59.031,5,Freshwater
6/6/23 8:40,56.15,5,Freshwater
6/6/23 8:45,53.183,5,Freshwater
6/6/23 8:50,50.465,5,Freshwater
6/6/23 8:55,47.847,5,Freshwater
6/6/23 9:00,45.484,5,Freshwater
6/6/23 9:05,43.249,5,Freshwater
6/6/23 9:10,41.079,5,Freshwater
6/6/23 9:15,39.066,5,Freshwater
6/6/23 9:20,37.043,5,Freshwater
6/6/23 9:25,35.147,5,Freshwater
6/6/23 9:30,33.247,5,Freshwater
6/6/23 9:35,31.41,5,Freshwater
6/6/23 9:40,29.643,5,Freshwater
6/6/23 9:45,27.929,5,Freshwater
6/6/23 9:50,26.315,5,Freshwater
6/6/23 9:55,24.666,5,Freshwater
6/6/23 10:00,23.034,5,Freshwater
6/6/23 10:05,21.378,5,Freshwater
6/6/23 10:10,19.472,5,Freshwater
6/6/23 10:15,17.552,5,Freshwater
6/6/23 10:20,15.651,5,Freshwater
6/6/23 10:25,14.109,5,Freshwater
6/6/23 10:30,22.679,5,Freshwater
6/6/23 10:35,28.639,5,Freshwater
6/6/23 10:40,28.147,5,Freshwater
6/6/23 10:45,27.278,5,Freshwater
6/6/23 10:50,27.489,5,Freshwater
6/6/23 10:55,27.338,5,Freshwater
6/6/23 11:00,26.946,5,Freshwater
6/6/23 11:05,26.45,5,Freshwater
6/6/23 11:10,25.816,5,Freshwater
6/6/23 11:15,24.702,5,Freshwater
6/6/23 11:20,24.223,5,Freshwater
6/6/23 11:25,24.015,5,Freshwater
6/6/23 11:30,23.629,5,Freshwater
6/6/23 11:35,23.001,5,Freshwater
6/6/23 11:40,22.42,5,Freshwater
6/6/23 11:45,21.456,5,Freshwater
6/6/23 11:50,20.064,5,Freshwater
6/6/23 11:55,18.39,5,Freshwater
6/6/23 12:00,16.893,5,Freshwater
6/6/23 12:05,15.231,5,Freshwater
6/6/23 12:10,14.217,5,Freshwater
6/6/23 12:15,13.314,5,Freshwater
6/6/23 12:20,13.36,5,Freshwater
6/6/23 12:25,13.458,5,Freshwater
6/6/23 12:30,13.093,5,Freshwater
6/6/23 12:35,12.642,5,Freshwater
6/6/23 12:40,12.348,5,Freshwater
6/6/23 12:45,11.59,5,Freshwater
6/6/23 12:50,10.551,5,Freshwater
6/6/23 12:55,9.484,5,Freshwater
6/6/23 13:00,8.766,5,Freshwater
6/6/23 13:05,8.43,5,Freshwater
6/6/23 13:10,8.259,5,Freshwater
6/6/23 13:15,7.741,5,Freshwater
6/6/23 13:20,6.788,5,Freshwater
6/6/23 13:25,5.953,5,Freshwater
6/6/23 13:30,5.304,5,Freshwater
6/6/23 13:35,4.852,5,Freshwater
6/6/23 13:40,4.63,5,Freshwater
6/6/23 13:45,4.251,5,Freshwater
6/6/23 13:50,4.114,5,Freshwater
6/6/23 13:55,3.568,5,Freshwater
6/6/23 14:00,3.121,5,Freshwater
6/6/23 14:05,3.877,5,Freshwater
6/6/23 14:10,3.269,5,Freshwater
