datetime_est,plot,depth_cm,eh_mv
2023-06-07 12:20,Freshwater,30,390.3255807
2023-06-07 12:20,Freshwater,50,786.0583667
2023-06-07 12:25,Control,5,582.8399
2023-06-07 12:25,Control,15,736.65456
2023-06-07 12:25,Control,30,710.8858733
2023-06-07 12:25,Control,50,783.7933583
2023-06-07 12:25,Saltwater,5,433.70052
2023-06-07 12:25,Saltwater,15,525.9476181
2023-06-07 12:25,Saltwater,30,686.8351933
2023-06-07 12:25,Saltwater,50,729.7143133
2023-06-07 12:25,Freshwater,5,137.21934
2023-06-07 12:25,Freshwater,15,227.9728647
2023-06-07 12:25,Freshwater,30,388.8427213
2023-06-07 12:25,Freshwater,50,785.8487933
2023-06-07 12:30,Control,5,583.01074
2023-06-07 12:30,Control,15,736.79122
2023-06-07 12:30,Control,30,710.9542333
2023-06-07 12:30,Control,50,783.9214583
2023-06-07 12:30,Saltwater,5,431.941054
2023-06-07 12:30,Saltwater,15,526.8393638
2023-06-07 12:30,Saltwater,30,686.63532
2023-06-07 12:30,Saltwater,50,729.71908
2023-06-07 12:30,Freshwater,5,137.35592
2023-06-07 12:30,Freshwater,15,227.03097
2023-06-07 12:30,Freshwater,30,388.404232
2023-06-07 12:30,Freshwater,50,785.98432
2023-06-07 12:35,Control,5,583.21574
2023-06-07 12:35,Control,15,736.85956
2023-06-07 12:35,Control,30,711.0908733
2023-06-07 12:35,Control,50,783.8787583
2023-06-07 12:35,Saltwater,5,429.6094373
2023-06-07 12:35,Saltwater,15,526.3713539
2023-06-07 12:35,Saltwater,30,686.5282133
2023-06-07 12:35,Saltwater,50,729.3049333
2023-06-07 12:35,Freshwater,5,136.1747667
2023-06-07 12:35,Freshwater,15,227.0801813
2023-06-07 12:35,Freshwater,30,387.01605
2023-06-07 12:35,Freshwater,50,786.06802
2023-06-07 12:40,Control,5,583.28406
2023-06-07 12:40,Control,15,736.82538
2023-06-07 12:40,Control,30,711.2616933
2023-06-07 12:40,Control,50,783.9214583
2023-06-07 12:40,Saltwater,5,427.8577487
2023-06-07 12:40,Saltwater,15,526.5173495
2023-06-07 12:40,Saltwater,30,686.3187067
2023-06-07 12:40,Saltwater,50,729.0613667
2023-06-07 12:40,Freshwater,5,135.6406133
2023-06-07 12:40,Freshwater,15,226.3816347
2023-06-07 12:40,Freshwater,30,386.337848
2023-06-07 12:40,Freshwater,50,785.83452
2023-06-07 12:45,Control,5,583.45488
2023-06-07 12:45,Control,15,737.03042
2023-06-07 12:45,Control,30,711.2617133
2023-06-07 12:45,Control,50,783.8360333
2023-06-07 12:45,Saltwater,5,425.423798
2023-06-07 12:45,Saltwater,15,525.196562
2023-06-07 12:45,Saltwater,30,686.21162
2023-06-07 12:45,Saltwater,50,728.98836
2023-06-07 12:45,Freshwater,5,134.59884
2023-06-07 12:45,Freshwater,15,225.920498
2023-06-07 12:45,Freshwater,30,385.009434
2023-06-07 12:45,Freshwater,50,785.95946
2023-06-07 12:50,Control,5,583.5835622
2023-06-07 12:50,Control,15,737.03038
2023-06-07 12:50,Control,30,711.4325333
2023-06-07 12:50,Control,50,783.9214583
2023-06-07 12:50,Saltwater,5,423.335762
2023-06-07 12:50,Saltwater,15,525.0553405
2023-06-07 12:50,Saltwater,30,685.25646
2023-06-07 12:50,Saltwater,50,727.4874
2023-06-07 12:50,Freshwater,5,133.59838
2023-06-07 12:50,Freshwater,15,225.5421493
2023-06-07 12:50,Freshwater,30,385.098818
2023-06-07 12:50,Freshwater,50,786.18892
2023-06-07 12:55,Control,5,583.7122244
2023-06-07 12:55,Control,15,736.99622
2023-06-07 12:55,Control,30,711.5350333
2023-06-07 12:55,Control,50,783.9214583
2023-06-07 12:55,Saltwater,5,419.1328076
2023-06-07 12:55,Saltwater,15,525.8351329
2023-06-07 12:55,Saltwater,30,685.18826
2023-06-07 12:55,Saltwater,50,727.9991
2023-06-07 12:55,Freshwater,5,132.80216
2023-06-07 12:55,Freshwater,15,224.8578887
2023-06-07 12:55,Freshwater,30,383.420454
2023-06-07 12:55,Freshwater,50,785.6337
2023-06-07 13:00,Control,5,583.7726067
2023-06-07 13:00,Control,15,737.13286
2023-06-07 13:00,Control,30,711.5350333
2023-06-07 13:00,Control,50,783.9641583
2023-06-07 13:00,Saltwater,5,418.6821526
2023-06-07 13:00,Saltwater,15,526.8537286
2023-06-07 13:00,Saltwater,30,686.2116
2023-06-07 13:00,Saltwater,50,728.61312
2023-06-07 13:00,Freshwater,5,130.88074
2023-06-07 13:00,Freshwater,15,223.56265
2023-06-07 13:00,Freshwater,30,381.886434
2023-06-07 13:00,Freshwater,50,785.58276
2023-06-07 13:05,Control,5,583.9434267
2023-06-07 13:05,Control,15,737.16706
2023-06-07 13:05,Control,30,711.6033533
2023-06-07 13:05,Control,50,783.9214583
2023-06-07 13:05,Saltwater,5,415.0931954
2023-06-07 13:05,Saltwater,15,526.546685
2023-06-07 13:05,Saltwater,30,685.9094067
2023-06-07 13:05,Saltwater,50,727.8674267
2023-06-07 13:05,Freshwater,5,130.5223733
2023-06-07 13:05,Freshwater,15,223.01893
2023-06-07 13:05,Freshwater,30,381.3707413
2023-06-07 13:05,Freshwater,50,785.6078133
2023-06-07 13:10,Control,5,583.9434267
2023-06-07 13:10,Control,15,737.26952
2023-06-07 13:10,Control,30,711.7400133
2023-06-07 13:10,Control,50,783.9214583
2023-06-07 13:10,Saltwater,5,414.0285394
2023-06-07 13:10,Saltwater,15,525.762114
2023-06-07 13:10,Saltwater,30,685.2319133
2023-06-07 13:10,Saltwater,50,727.6675533
2023-06-07 13:10,Freshwater,5,129.4501267
2023-06-07 13:10,Freshwater,15,222.781048
2023-06-07 13:10,Freshwater,30,379.5986927
2023-06-07 13:10,Freshwater,50,785.6356467
2023-06-07 13:15,Control,5,584.0117667
2023-06-07 13:15,Control,15,737.3037
2023-06-07 13:15,Control,30,711.7399933
2023-06-07 13:15,Control,50,784.0495833
2023-06-07 13:15,Saltwater,5,411.394722
2023-06-07 13:15,Saltwater,15,525.9667798
2023-06-07 13:15,Saltwater,30,685.06614
2023-06-07 13:15,Saltwater,50,727.57002
2023-06-07 13:15,Freshwater,5,129.46334
2023-06-07 13:15,Freshwater,15,221.999758
2023-06-07 13:15,Freshwater,30,379.3254
2023-06-07 13:15,Freshwater,50,785.57426
2023-06-07 13:20,Control,5,584.3875667
2023-06-07 13:20,Control,15,737.44034
2023-06-07 13:20,Control,30,711.9450133
2023-06-07 13:20,Control,50,783.9641583
2023-06-07 13:20,Saltwater,5,409.6430353
2023-06-07 13:20,Saltwater,15,526.4880667
2023-06-07 13:20,Saltwater,30,685.0709467
2023-06-07 13:20,Saltwater,50,727.2677867
2023-06-07 13:20,Freshwater,5,128.8329133
2023-06-07 13:20,Freshwater,15,221.76187
2023-06-07 13:20,Freshwater,30,378.3006353
2023-06-07 13:20,Freshwater,50,785.3633733
2023-06-07 13:25,Control,5,584.7292067
2023-06-07 13:25,Control,15,737.4062
2023-06-07 13:25,Control,30,712.0133333
2023-06-07 13:25,Control,50,784.0068583
2023-06-07 13:25,Saltwater,5,407.4478667
2023-06-07 13:25,Saltwater,15,527.1457569
2023-06-07 13:25,Saltwater,30,684.3593733
2023-06-07 13:25,Saltwater,50,725.3963933
2023-06-07 13:25,Freshwater,5,128.4735667
2023-06-07 13:25,Freshwater,15,221.150326
2023-06-07 13:25,Freshwater,30,377.2772907
2023-06-07 13:25,Freshwater,50,785.4633667
2023-06-07 13:30,Control,5,585.2758667
2023-06-07 13:30,Control,15,737.4745
2023-06-07 13:30,Control,30,712.0816733
2023-06-07 13:30,Control,50,784.0068833
2023-06-07 13:30,Saltwater,5,403.444766
2023-06-07 13:30,Saltwater,15,527.1211938
2023-06-07 13:30,Saltwater,30,683.85246
2023-06-07 13:30,Saltwater,50,726.254
2023-06-07 13:30,Freshwater,5,128.38594
2023-06-07 13:30,Freshwater,15,219.825206
2023-06-07 13:30,Freshwater,30,376.356046
2023-06-07 13:30,Freshwater,50,785.05422
2023-06-07 13:35,Control,5,585.3362289
2023-06-07 13:35,Control,15,737.54286
2023-06-07 13:35,Control,30,712.1158133
2023-06-07 13:35,Control,50,784.0068833
2023-06-07 13:35,Saltwater,5,400.7744567
2023-06-07 13:35,Saltwater,15,527.0188558
2023-06-07 13:35,Saltwater,30,683.40902
2023-06-07 13:35,Saltwater,50,725.43532
2023-06-07 13:35,Freshwater,5,128.0365267
2023-06-07 13:35,Freshwater,15,219.8156127
2023-06-07 13:35,Freshwater,30,375.0941673
2023-06-07 13:35,Freshwater,50,785.3556533
2023-06-07 13:40,Control,5,585.8748511
2023-06-07 13:40,Control,15,737.64536
2023-06-07 13:40,Control,30,712.2524933
2023-06-07 13:40,Control,50,784.0496083
2023-06-07 13:40,Saltwater,5,399.1956813
2023-06-07 13:40,Saltwater,15,527.3258794
2023-06-07 13:40,Saltwater,30,684.87586
2023-06-07 13:40,Saltwater,50,725.23062
2023-06-07 13:40,Freshwater,5,127.9929733
2023-06-07 13:40,Freshwater,15,219.0925033
2023-06-07 13:40,Freshwater,30,374.4097867
2023-06-07 13:40,Freshwater,50,785.2489467
2023-06-07 13:45,Control,5,586.1060333
2023-06-07 13:45,Control,15,737.71368
2023-06-07 13:45,Control,30,712.3891333
2023-06-07 13:45,Control,50,784.0922833
2023-06-07 13:45,Saltwater,5,394.615086
2023-06-07 13:45,Saltwater,15,526.8824362
2023-06-07 13:45,Saltwater,30,683.6137
2023-06-07 13:45,Saltwater,50,725.74234
2023-06-07 13:45,Freshwater,5,127.40576
2023-06-07 13:45,Freshwater,15,218.335376
2023-06-07 13:45,Freshwater,30,372.9779
2023-06-07 13:45,Freshwater,50,785.34606
2023-06-07 13:50,Control,5,586.4135133
2023-06-07 13:50,Control,15,737.7939667
2023-06-07 13:50,Control,30,712.5941133
2023-06-07 13:50,Control,50,784.0923083
2023-06-07 13:50,Saltwater,5,393.747922
2023-06-07 13:50,Saltwater,15,527.4964396
2023-06-07 13:50,Saltwater,30,684.1254
2023-06-07 13:50,Saltwater,50,725.81052
2023-06-07 13:50,Freshwater,5,127.5916133
2023-06-07 13:50,Freshwater,15,217.6801307
2023-06-07 13:50,Freshwater,30,372.50004
2023-06-07 13:50,Freshwater,50,785.16854
2023-06-07 13:55,Control,5,586.5843533
2023-06-07 13:55,Control,15,737.8400933
2023-06-07 13:55,Control,30,712.5941333
2023-06-07 13:55,Control,50,784.0068833
2023-06-07 13:55,Saltwater,5,391.516266
2023-06-07 13:55,Saltwater,15,527.053004
2023-06-07 13:55,Saltwater,30,683.92072
2023-06-07 13:55,Saltwater,50,726.0152
2023-06-07 13:55,Freshwater,5,127.7413667
2023-06-07 13:55,Freshwater,15,216.0396373
2023-06-07 13:55,Freshwater,30,371.41462
2023-06-07 13:55,Freshwater,50,784.56366
2023-06-07 14:00,Control,5,586.7209933
2023-06-07 14:00,Control,15,737.88622
2023-06-07 14:00,Control,30,712.7307933
2023-06-07 14:00,Control,50,784.0923083
2023-06-07 14:00,Saltwater,5,388.704714
2023-06-07 14:00,Saltwater,15,525.961398
2023-06-07 14:00,Saltwater,30,683.85246
2023-06-07 14:00,Saltwater,50,725.70816
2023-06-07 14:00,Freshwater,5,127.95994
2023-06-07 14:00,Freshwater,15,215.724266
2023-06-07 14:00,Freshwater,30,370.29358
2023-06-07 14:00,Freshwater,50,785.14218
2023-06-07 14:05,Control,5,586.8576533
2023-06-07 14:05,Control,15,738.02288
2023-06-07 14:05,Control,30,712.7991133
2023-06-07 14:05,Control,50,784.0495833
2023-06-07 14:05,Saltwater,5,385.9661427
2023-06-07 14:05,Saltwater,15,524.8650029
2023-06-07 14:05,Saltwater,30,683.78426
2023-06-07 14:05,Saltwater,50,725.53762
2023-06-07 14:05,Freshwater,5,128.45526
2023-06-07 14:05,Freshwater,15,214.9719613
2023-06-07 14:05,Freshwater,30,369.7790933
2023-06-07 14:05,Freshwater,50,784.9335733
2023-06-07 14:10,Control,5,586.7551533
2023-06-07 14:10,Control,15,738.05704
2023-06-07 14:10,Control,30,712.8674333
2023-06-07 14:10,Control,50,784.0923083
2023-06-07 14:10,Saltwater,5,384.1145053
2023-06-07 14:10,Saltwater,15,526.6681759
2023-06-07 14:10,Saltwater,30,683.44314
2023-06-07 14:10,Saltwater,50,725.26472
2023-06-07 14:10,Freshwater,5,128.27102
2023-06-07 14:10,Freshwater,15,214.5933847
2023-06-07 14:10,Freshwater,30,367.7016267
2023-06-07 14:10,Freshwater,50,784.9627467
2023-06-07 14:15,Control,5,586.8918333
2023-06-07 14:15,Control,15,738.12538
2023-06-07 14:15,Control,30,712.9357733
2023-06-07 14:15,Control,50,784.1350083
2023-06-07 14:15,Saltwater,5,381.819436
2023-06-07 14:15,Saltwater,15,521.853562
2023-06-07 14:15,Saltwater,30,683.3408
2023-06-07 14:15,Saltwater,50,725.06004
2023-06-07 14:15,Freshwater,5,128.69896
2023-06-07 14:15,Freshwater,15,213.90901
2023-06-07 14:15,Freshwater,30,367.49186
2023-06-07 14:15,Freshwater,50,784.91996
2023-06-07 14:20,Control,5,587.1491778
2023-06-07 14:20,Control,15,738.22786
2023-06-07 14:20,Control,30,713.0724333
2023-06-07 14:20,Control,50,784.2204083
2023-06-07 14:20,Saltwater,5,379.1832127
2023-06-07 14:20,Saltwater,15,518.9587987
2023-06-07 14:20,Saltwater,30,683.0726867
2023-06-07 14:20,Saltwater,50,724.8260667
2023-06-07 14:20,Freshwater,5,128.8836533
2023-06-07 14:20,Freshwater,15,213.452928
2023-06-07 14:20,Freshwater,30,366.5017533
2023-06-07 14:20,Freshwater,50,784.6777333
2023-06-07 14:25,Control,5,587.3382022
2023-06-07 14:25,Control,15,738.22786
2023-06-07 14:25,Control,30,713.2090933
2023-06-07 14:25,Control,50,784.1350083
2023-06-07 14:25,Saltwater,5,376.2740893
2023-06-07 14:25,Saltwater,15,517.7014293
2023-06-07 14:25,Saltwater,30,683.7596933
2023-06-07 14:25,Saltwater,50,725.3425333
2023-06-07 14:25,Freshwater,5,128.5581867
2023-06-07 14:25,Freshwater,15,212.181344
2023-06-07 14:25,Freshwater,30,365.3086267
2023-06-07 14:25,Freshwater,50,784.3024867
2023-06-07 14:30,Control,5,587.6638867
2023-06-07 14:30,Control,15,738.1937
2023-06-07 14:30,Control,30,713.3457533
2023-06-07 14:30,Control,50,784.3058333
2023-06-07 14:30,Saltwater,5,373.092102
2023-06-07 14:30,Saltwater,15,516.614632
2023-06-07 14:30,Saltwater,30,682.53646
2023-06-07 14:30,Saltwater,50,724.5286
2023-06-07 14:30,Freshwater,5,130.44182
2023-06-07 14:30,Freshwater,15,212.200992
2023-06-07 14:30,Freshwater,30,364.69232
2023-06-07 14:30,Freshwater,50,786.40468
2023-06-07 14:35,Control,5,587.7584289
2023-06-07 14:35,Control,15,738.39872
2023-06-07 14:35,Control,30,713.4482533
2023-06-07 14:35,Control,50,784.1776833
2023-06-07 14:35,Saltwater,5,370.9089
2023-06-07 14:35,Saltwater,15,520.0210713
2023-06-07 14:35,Saltwater,30,682.6340133
2023-06-07 14:35,Saltwater,50,724.2168333
2023-06-07 14:35,Freshwater,5,129.98574
2023-06-07 14:35,Freshwater,15,211.58936
2023-06-07 14:35,Freshwater,30,363.7409
2023-06-07 14:35,Freshwater,50,784.9776
2023-06-07 14:40,Control,5,587.7162911
2023-06-07 14:40,Control,15,738.43286
2023-06-07 14:40,Control,30,713.5165733
2023-06-07 14:40,Control,50,784.3057833
2023-06-07 14:40,Saltwater,5,368.521036
2023-06-07 14:40,Saltwater,15,521.6536767
2023-06-07 14:40,Saltwater,30,682.4245667
2023-06-07 14:40,Saltwater,50,724.1097067
2023-06-07 14:40,Freshwater,5,130.41312
2023-06-07 14:40,Freshwater,15,210.67192
2023-06-07 14:40,Freshwater,30,363.63896
2023-06-07 14:40,Freshwater,50,785.07954
2023-06-07 14:45,Control,5,587.5375133
2023-06-07 14:45,Control,15,738.50122
2023-06-07 14:45,Control,30,713.6532333
2023-06-07 14:45,Control,50,784.3058333
2023-06-07 14:45,Saltwater,5,365.246284
2023-06-07 14:45,Saltwater,15,522.740474
2023-06-07 14:45,Saltwater,30,682.28332
2023-06-07 14:45,Saltwater,50,723.83202
2023-06-07 14:45,Freshwater,5,129.95702
2023-06-07 14:45,Freshwater,15,209.312756
2023-06-07 14:45,Freshwater,30,362.58562
2023-06-07 14:45,Freshwater,50,784.46792
2023-06-07 14:50,Control,5,587.4953356
2023-06-07 14:50,Control,15,738.53536
2023-06-07 14:50,Control,30,713.7215733
2023-06-07 14:50,Control,50,784.2631083
2023-06-07 14:50,Saltwater,5,363.321664
2023-06-07 14:50,Saltwater,15,522.979256
2023-06-07 14:50,Saltwater,30,682.65854
2023-06-07 14:50,Saltwater,50,724.00258
2023-06-07 14:55,Control,5,587.5215178
2023-06-07 14:55,Control,15,738.74034
2023-06-07 14:55,Control,30,713.9265533
2023-06-07 14:55,Control,50,784.2630583
2023-06-07 14:55,Saltwater,5,359.964264
2023-06-07 14:55,Saltwater,15,523.2521672
2023-06-07 14:55,Saltwater,30,681.83986
2023-06-07 14:55,Saltwater,50,723.35444
2023-06-07 14:55,Freshwater,5,130.7193533
2023-06-07 14:55,Freshwater,15,207.1730367
2023-06-07 14:55,Freshwater,30,359.2365733
2023-06-07 14:55,Freshwater,50,783.0557933
2023-06-07 15:00,Control,5,586.48842
2023-06-07 15:00,Control,15,738.84258
2023-06-07 15:00,Control,30,714.0629533
2023-06-07 15:00,Control,50,784.3482583
2023-06-07 15:00,Saltwater,5,358.244304
2023-06-07 15:00,Saltwater,15,524.139072
2023-06-07 15:00,Saltwater,30,682.01042
2023-06-07 15:00,Saltwater,50,722.94508
2023-06-07 15:00,Freshwater,5,129.79236
2023-06-07 15:00,Freshwater,15,207.207476
2023-06-07 15:00,Freshwater,30,358.68336
2023-06-07 15:00,Freshwater,50,784.16758
2023-06-07 15:05,Control,5,586.48842
2023-06-07 15:05,Control,15,738.84258
2023-06-07 15:05,Control,30,714.0629533
2023-06-07 15:05,Control,50,784.3482583
2023-06-07 15:05,Saltwater,5,356.1442953
2023-06-07 15:05,Saltwater,15,524.9823389
2023-06-07 15:05,Saltwater,30,681.05526
2023-06-07 15:05,Saltwater,50,723.45678
2023-06-07 15:05,Freshwater,5,129.74404
2023-06-07 15:05,Freshwater,15,206.324044
2023-06-07 15:05,Freshwater,30,357.90184
2023-06-07 15:05,Freshwater,50,784.13356
2023-06-07 15:10,Control,5,587.58166
2023-06-07 15:10,Control,15,738.84256
2023-06-07 15:10,Control,30,714.1312733
2023-06-07 15:10,Control,50,784.3482333
2023-06-07 15:10,Saltwater,5,353.0209467
2023-06-07 15:10,Saltwater,15,522.3460973
2023-06-07 15:10,Saltwater,30,682.07862
2023-06-07 15:10,Saltwater,50,722.33108
2023-06-07 15:10,Freshwater,5,127.4194
2023-06-07 15:10,Freshwater,15,206.018238
2023-06-07 15:10,Freshwater,30,356.88194
2023-06-07 15:10,Freshwater,50,784.19942
2023-06-07 15:15,Control,5,587.51334
2023-06-07 15:15,Control,15,738.91092
2023-06-07 15:15,Control,30,714.2679333
2023-06-07 15:15,Control,50,784.3909583
2023-06-07 15:15,Saltwater,5,350.886826
2023-06-07 15:15,Saltwater,15,523.1893242
2023-06-07 15:15,Saltwater,30,681.60106
2023-06-07 15:15,Saltwater,50,722.6722
2023-06-07 15:15,Freshwater,5,127.03103
2023-06-07 15:15,Freshwater,15,204.591104
2023-06-07 15:15,Freshwater,30,355.99892
2023-06-07 15:15,Freshwater,50,783.99732
2023-06-07 15:20,Control,5,584.7038622
2023-06-07 15:20,Control,15,739.01342
2023-06-07 15:20,Control,30,714.5070933
2023-06-07 15:20,Control,50,784.3055333
2023-06-07 15:20,Saltwater,5,349.3326313
2023-06-07 15:20,Saltwater,15,523.564558
2023-06-07 15:20,Saltwater,30,681.0941867
2023-06-07 15:20,Saltwater,50,720.4597267
2023-06-07 15:20,Freshwater,5,126.8857447
2023-06-07 15:20,Freshwater,15,204.65909
2023-06-07 15:20,Freshwater,30,354.6638067
2023-06-07 15:20,Freshwater,50,784.2242267
2023-06-07 15:25,Control,5,584.6958844
2023-06-07 15:25,Control,15,739.01342
2023-06-07 15:25,Control,30,714.5070933
2023-06-07 15:25,Control,50,784.3055333
2023-06-07 15:25,Saltwater,5,347.4032067
2023-06-07 15:25,Saltwater,15,525.7136294
2023-06-07 15:25,Saltwater,30,680.3484533
2023-06-07 15:25,Saltwater,50,720.9760933
2023-06-07 15:25,Freshwater,5,128.6432213
2023-06-07 15:25,Freshwater,15,204.013494
2023-06-07 15:25,Freshwater,30,354.1782933
2023-06-07 15:25,Freshwater,50,784.0777133
2023-06-07 15:30,Control,5,587.1136067
2023-06-07 15:30,Control,15,739.11588
2023-06-07 15:30,Control,30,714.5070933
2023-06-07 15:30,Control,50,784.3482333
2023-06-07 15:30,Saltwater,5,346.83824
2023-06-07 15:30,Saltwater,15,525.7818252
2023-06-07 15:30,Saltwater,30,680.35322
2023-06-07 15:30,Saltwater,50,722.10662
2023-06-07 15:30,Freshwater,5,132.030602
2023-06-07 15:30,Freshwater,15,202.484356
2023-06-07 15:30,Freshwater,30,353.35488
2023-06-07 15:30,Freshwater,50,783.80294
2023-06-07 15:35,Control,5,587.6784311
2023-06-07 15:35,Control,15,739.01342
2023-06-07 15:35,Control,30,714.6778933
2023-06-07 15:35,Control,50,784.4336583
2023-06-07 15:35,Saltwater,5,343.8998213
2023-06-07 15:35,Saltwater,15,525.7722585
2023-06-07 15:35,Saltwater,30,680.38736
2023-06-07 15:35,Saltwater,50,721.66314
2023-06-07 15:35,Freshwater,5,132.49239
2023-06-07 15:35,Freshwater,15,202.5135873
2023-06-07 15:35,Freshwater,30,352.3298533
2023-06-07 15:35,Freshwater,50,784.1345333
2023-06-07 15:40,Control,5,587.0133556
2023-06-07 15:40,Control,15,739.18422
2023-06-07 15:40,Control,30,714.8145733
2023-06-07 15:40,Control,50,784.3482083
2023-06-07 15:40,Saltwater,5,340.5861367
2023-06-07 15:40,Saltwater,15,525.8309017
2023-06-07 15:40,Saltwater,30,680.86492
2023-06-07 15:40,Saltwater,50,721.4926
2023-06-07 15:40,Freshwater,5,132.987808
2023-06-07 15:40,Freshwater,15,202.1010847
2023-06-07 15:40,Freshwater,30,351.4755067
2023-06-07 15:40,Freshwater,50,783.8574667
2023-06-07 15:45,Control,5,588.53482
2023-06-07 15:45,Control,15,739.1842
2023-06-07 15:45,Control,30,714.8828933
2023-06-07 15:45,Control,50,784.3482583
2023-06-07 15:45,Saltwater,5,337.306572
2023-06-07 15:45,Saltwater,15,525.7531052
2023-06-07 15:45,Saltwater,30,680.21678
2023-06-07 15:45,Saltwater,50,721.15148
2023-06-07 15:45,Freshwater,5,132.939452
2023-06-07 15:45,Freshwater,15,200.805086
2023-06-07 15:45,Freshwater,30,350.4853
2023-06-07 15:45,Freshwater,50,783.81866
2023-06-07 15:50,Control,5,588.7659622
2023-06-07 15:50,Control,15,739.18422
2023-06-07 15:50,Control,30,714.9170733
2023-06-07 15:50,Control,50,784.3909333
2023-06-07 15:50,Saltwater,5,333.471664
2023-06-07 15:50,Saltwater,15,525.821324
2023-06-07 15:50,Saltwater,30,679.8367533
2023-06-07 15:50,Saltwater,50,721.0443333
2023-06-07 15:50,Freshwater,5,131.3572833
2023-06-07 15:50,Freshwater,15,203.9943213
2023-06-07 15:50,Freshwater,30,351.3979733
2023-06-07 15:50,Freshwater,50,784.5273933
2023-06-07 15:55,Control,5,588.7580044
2023-06-07 15:55,Control,15,739.2184
2023-06-07 15:55,Control,30,715.1220733
2023-06-07 15:55,Control,50,784.5190583
2023-06-07 15:55,Saltwater,5,330.489512
2023-06-07 15:55,Saltwater,15,525.5484298
2023-06-07 15:55,Saltwater,30,679.6955267
2023-06-07 15:55,Saltwater,50,720.8007667
2023-06-07 15:55,Freshwater,5,130.0129627
2023-06-07 15:55,Freshwater,15,199.1305467
2023-06-07 15:55,Freshwater,30,348.7428067
2023-06-07 15:55,Freshwater,50,783.7071667
2023-06-07 16:00,Control,5,588.8525067
2023-06-07 16:00,Control,15,739.32084
2023-06-07 16:00,Control,30,715.1562533
2023-06-07 16:00,Control,50,784.4763583
2023-06-07 16:00,Saltwater,5,326.961576
2023-06-07 16:00,Saltwater,15,524.9685384
2023-06-07 16:00,Saltwater,30,679.34962
2023-06-07 16:00,Saltwater,50,720.45484
2023-06-07 16:00,Freshwater,5,139.270662
2023-06-07 16:00,Freshwater,15,198.14049
2023-06-07 16:00,Freshwater,30,347.24182
2023-06-07 16:00,Freshwater,50,783.4937
2023-06-07 16:05,Control,5,588.6054089
2023-06-07 16:05,Control,15,739.38922
2023-06-07 16:05,Control,30,715.3270533
2023-06-07 16:05,Control,50,784.4763333
2023-06-07 16:05,Saltwater,5,323.8819247
2023-06-07 16:05,Saltwater,15,525.5777753
2023-06-07 16:05,Saltwater,30,679.65664
2023-06-07 16:05,Saltwater,50,720.59128
2023-06-07 16:05,Freshwater,5,134.9500153
2023-06-07 16:05,Freshwater,15,197.2473567
2023-06-07 16:05,Freshwater,30,346.7283533
2023-06-07 16:05,Freshwater,50,783.2212733
2023-06-07 16:10,Control,5,588.2899511
2023-06-07 16:10,Control,15,739.4575
2023-06-07 16:10,Control,30,715.5320133
2023-06-07 16:10,Control,50,784.5190583
2023-06-07 16:10,Saltwater,5,319.5401073
2023-06-07 16:10,Saltwater,15,526.1870127
2023-06-07 16:10,Saltwater,30,679.52018
2023-06-07 16:10,Saltwater,50,720.3184
2023-06-07 16:10,Freshwater,5,134.4697207
2023-06-07 16:10,Freshwater,15,196.6262053
2023-06-07 16:10,Freshwater,30,345.8398267
2023-06-07 16:10,Freshwater,50,783.5549467
2023-06-07 16:15,Control,5,588.2477933
2023-06-07 16:15,Control,15,739.35504
2023-06-07 16:15,Control,30,715.6003733
2023-06-07 16:15,Control,50,784.4763583
2023-06-07 16:15,Saltwater,5,319.905736
2023-06-07 16:15,Saltwater,15,526.045788
2023-06-07 16:15,Saltwater,30,679.34962
2023-06-07 16:15,Saltwater,50,720.0796
2023-06-07 16:15,Freshwater,5,130.489328
2023-06-07 16:15,Freshwater,15,194.985632
2023-06-07 16:15,Freshwater,30,344.91768
2023-06-07 16:15,Freshwater,50,783.07488
2023-06-07 16:20,Control,5,588.3081356
2023-06-07 16:20,Control,15,739.5138533
2023-06-07 16:20,Control,30,715.6003533
2023-06-07 16:20,Control,50,784.5190583
2023-06-07 16:20,Saltwater,5,328.8581433
2023-06-07 16:20,Saltwater,15,525.4611093
2023-06-07 16:20,Saltwater,30,679.2814
2023-06-07 16:20,Saltwater,50,719.80672
2023-06-07 16:20,Freshwater,5,127.1204333
2023-06-07 16:20,Freshwater,15,194.577848
2023-06-07 16:20,Freshwater,30,343.86468
2023-06-07 16:20,Freshwater,50,783.34822
2023-06-07 16:25,Control,5,588.3001578
2023-06-07 16:25,Control,15,739.5360667
2023-06-07 16:25,Control,30,715.7369933
2023-06-07 16:25,Control,50,784.5617583
2023-06-07 16:25,Saltwater,5,331.3291787
2023-06-07 16:25,Saltwater,15,524.9787287
2023-06-07 16:25,Saltwater,30,679.11082
2023-06-07 16:25,Saltwater,50,719.84084
2023-06-07 16:25,Freshwater,5,124.6366327
2023-06-07 16:25,Freshwater,15,193.864574
2023-06-07 16:25,Freshwater,30,342.91104
2023-06-07 16:25,Freshwater,50,783.2026
2023-06-07 16:30,Control,5,588.42886
2023-06-07 16:30,Control,15,739.5583
2023-06-07 16:30,Control,30,715.9078333
2023-06-07 16:30,Control,50,784.5617583
2023-06-07 16:30,Saltwater,5,330.32077
2023-06-07 16:30,Saltwater,15,524.4622662
2023-06-07 16:30,Saltwater,30,678.94026
2023-06-07 16:30,Saltwater,50,719.60206
