do_percent_sat,depth,plot,datetime_est
88.83,20,Freshwater,2023-06-08 21:20:00
88.926,20,Freshwater,2023-06-08 21:25:00
88.879,20,Freshwater,2023-06-08 21:30:00
88.879,20,Freshwater,2023-06-08 21:35:00
88.831,20,Freshwater,2023-06-08 21:40:00
88.841,20,Freshwater,2023-06-08 21:45:00
88.947,20,Freshwater,2023-06-08 21:50:00
88.833,20,Freshwater,2023-06-08 21:55:00
88.904,20,Freshwater,2023-06-08 22:00:00
88.872,20,Freshwater,2023-06-08 22:05:00
88.91,20,Freshwater,2023-06-08 22:10:00
88.904,20,Freshwater,2023-06-08 22:15:00
88.938,20,Freshwater,2023-06-08 22:20:00
88.917,20,Freshwater,2023-06-08 22:25:00
88.812,20,Freshwater,2023-06-08 22:30:00
88.944,20,Freshwater,2023-06-08 22:35:00
88.85,20,Freshwater,2023-06-08 22:40:00
88.867,20,Freshwater,2023-06-08 22:45:00
88.926,20,Freshwater,2023-06-08 22:50:00
88.677,20,Freshwater,2023-06-08 22:55:00
88.419,20,Freshwater,2023-06-08 23:00:00
88.541,20,Freshwater,2023-06-08 23:05:00
88.578,20,Freshwater,2023-06-08 23:10:00
88.603,20,Freshwater,2023-06-08 23:15:00
88.722,20,Freshwater,2023-06-08 23:20:00
88.781,20,Freshwater,2023-06-08 23:25:00
88.717,20,Freshwater,2023-06-08 23:30:00
88.795,20,Freshwater,2023-06-08 23:35:00
88.908,20,Freshwater,2023-06-08 23:40:00
88.87,20,Freshwater,2023-06-08 23:45:00
88.908,20,Freshwater,2023-06-08 23:50:00
88.847,20,Freshwater,2023-06-08 23:55:00
88.894,20,Freshwater,2023-06-09
88.928,20,Freshwater,2023-06-09 00:05:00
88.893,20,Freshwater,2023-06-09 00:10:00
88.862,20,Freshwater,2023-06-09 00:15:00
88.948,20,Freshwater,2023-06-09 00:20:00
88.908,20,Freshwater,2023-06-09 00:25:00
88.871,20,Freshwater,2023-06-09 00:30:00
88.954,20,Freshwater,2023-06-09 00:35:00
88.923,20,Freshwater,2023-06-09 00:40:00
88.892,20,Freshwater,2023-06-09 00:45:00
88.964,20,Freshwater,2023-06-09 00:50:00
88.945,20,Freshwater,2023-06-09 00:55:00
88.868,20,Freshwater,2023-06-09 01:00:00
88.884,20,Freshwater,2023-06-09 01:05:00
88.915,20,Freshwater,2023-06-09 01:10:00
88.947,20,Freshwater,2023-06-09 01:15:00
88.882,20,Freshwater,2023-06-09 01:20:00
88.937,20,Freshwater,2023-06-09 01:25:00
88.916,20,Freshwater,2023-06-09 01:30:00
88.925,20,Freshwater,2023-06-09 01:35:00
89.008,20,Freshwater,2023-06-09 01:40:00
88.991,20,Freshwater,2023-06-09 01:45:00
88.947,20,Freshwater,2023-06-09 01:50:00
88.996,20,Freshwater,2023-06-09 01:55:00
88.994,20,Freshwater,2023-06-09 02:00:00
88.982,20,Freshwater,2023-06-09 02:05:00
88.974,20,Freshwater,2023-06-09 02:10:00
88.991,20,Freshwater,2023-06-09 02:15:00
89.019,20,Freshwater,2023-06-09 02:20:00
88.985,20,Freshwater,2023-06-09 02:25:00
88.986,20,Freshwater,2023-06-09 02:30:00
89.051,20,Freshwater,2023-06-09 02:35:00
89.017,20,Freshwater,2023-06-09 02:40:00
88.961,20,Freshwater,2023-06-09 02:45:00
89.02,20,Freshwater,2023-06-09 02:50:00
89.023,20,Freshwater,2023-06-09 02:55:00
89,20,Freshwater,2023-06-09 03:00:00
89.091,20,Freshwater,2023-06-09 03:05:00
89.009,20,Freshwater,2023-06-09 03:10:00
89.033,20,Freshwater,2023-06-09 03:15:00
89.025,20,Freshwater,2023-06-09 03:20:00
89.064,20,Freshwater,2023-06-09 03:25:00
89.045,20,Freshwater,2023-06-09 03:30:00
88.961,20,Freshwater,2023-06-09 03:35:00
89.02,20,Freshwater,2023-06-09 03:40:00
89.084,20,Freshwater,2023-06-09 03:45:00
89.063,20,Freshwater,2023-06-09 03:50:00
89.04,20,Freshwater,2023-06-09 03:55:00
89.087,20,Freshwater,2023-06-09 04:00:00
89.057,20,Freshwater,2023-06-09 04:05:00
89.158,20,Freshwater,2023-06-09 04:10:00
89.073,20,Freshwater,2023-06-09 04:15:00
89.102,20,Freshwater,2023-06-09 04:20:00
89.079,20,Freshwater,2023-06-09 04:25:00
89.061,20,Freshwater,2023-06-09 04:30:00
88.965,20,Freshwater,2023-06-09 04:35:00
88.982,20,Freshwater,2023-06-09 04:40:00
88.94,20,Freshwater,2023-06-09 04:45:00
88.878,20,Freshwater,2023-06-09 04:50:00
88.812,20,Freshwater,2023-06-09 04:55:00
88.832,20,Freshwater,2023-06-09 05:00:00
88.792,20,Freshwater,2023-06-09 05:05:00
88.897,20,Freshwater,2023-06-09 05:10:00
88.881,20,Freshwater,2023-06-09 05:15:00
88.798,20,Freshwater,2023-06-09 05:20:00
88.767,20,Freshwater,2023-06-09 05:25:00
88.73,20,Freshwater,2023-06-09 05:30:00
88.589,20,Freshwater,2023-06-09 05:35:00
88.575,20,Freshwater,2023-06-09 05:40:00
88.655,20,Freshwater,2023-06-09 05:45:00
88.542,20,Freshwater,2023-06-09 05:50:00
88.489,20,Freshwater,2023-06-09 05:55:00
88.512,20,Freshwater,2023-06-09 06:00:00
88.518,20,Freshwater,2023-06-09 06:05:00
88.455,20,Freshwater,2023-06-09 06:10:00
88.492,20,Freshwater,2023-06-09 06:15:00
88.421,20,Freshwater,2023-06-09 06:20:00
88.439,20,Freshwater,2023-06-09 06:25:00
88.472,20,Freshwater,2023-06-09 06:30:00
88.387,20,Freshwater,2023-06-09 06:35:00
88.337,20,Freshwater,2023-06-09 06:40:00
88.412,20,Freshwater,2023-06-09 06:45:00
88.371,20,Freshwater,2023-06-09 06:50:00
88.337,20,Freshwater,2023-06-09 06:55:00
88.344,20,Freshwater,2023-06-09 07:00:00
88.332,20,Freshwater,2023-06-09 07:05:00
88.365,20,Freshwater,2023-06-09 07:10:00
88.412,20,Freshwater,2023-06-09 07:15:00
88.266,20,Freshwater,2023-06-09 07:20:00
88.364,20,Freshwater,2023-06-09 07:25:00
88.327,20,Freshwater,2023-06-09 07:30:00
88.251,20,Freshwater,2023-06-09 07:35:00
88.275,20,Freshwater,2023-06-09 07:40:00
88.284,20,Freshwater,2023-06-09 07:45:00
88.401,20,Freshwater,2023-06-09 07:50:00
88.313,20,Freshwater,2023-06-09 07:55:00
88.272,20,Freshwater,2023-06-09 08:00:00
88.299,20,Freshwater,2023-06-09 08:05:00
88.271,20,Freshwater,2023-06-09 08:10:00
88.299,20,Freshwater,2023-06-09 08:15:00
88.223,20,Freshwater,2023-06-09 08:20:00
88.192,20,Freshwater,2023-06-09 08:25:00
88.241,20,Freshwater,2023-06-09 08:30:00
88.202,20,Freshwater,2023-06-09 08:35:00
88.147,20,Freshwater,2023-06-09 08:40:00
88.154,20,Freshwater,2023-06-09 08:45:00
88.156,20,Freshwater,2023-06-09 08:50:00
88.088,20,Freshwater,2023-06-09 08:55:00
88.045,20,Freshwater,2023-06-09 09:00:00
88.037,20,Freshwater,2023-06-09 09:05:00
88.13,20,Freshwater,2023-06-09 09:10:00
88.171,20,Freshwater,2023-06-09 09:15:00
88.11,20,Freshwater,2023-06-09 09:20:00
88.109,20,Freshwater,2023-06-09 09:25:00
88.11,20,Freshwater,2023-06-09 09:30:00
88.055,20,Freshwater,2023-06-09 09:35:00
88.039,20,Freshwater,2023-06-09 09:40:00
88.033,20,Freshwater,2023-06-09 09:45:00
88.035,20,Freshwater,2023-06-09 09:50:00
87.989,20,Freshwater,2023-06-09 09:55:00
87.98,20,Freshwater,2023-06-09 10:00:00
88.067,20,Freshwater,2023-06-09 10:05:00
88.017,20,Freshwater,2023-06-09 10:10:00
87.989,20,Freshwater,2023-06-09 10:15:00
87.951,20,Freshwater,2023-06-09 10:20:00
87.953,20,Freshwater,2023-06-09 10:25:00
87.969,20,Freshwater,2023-06-09 10:30:00
87.983,20,Freshwater,2023-06-09 10:35:00
87.891,20,Freshwater,2023-06-09 10:40:00
87.975,20,Freshwater,2023-06-09 10:45:00
87.97,20,Freshwater,2023-06-09 10:50:00
87.982,20,Freshwater,2023-06-09 10:55:00
87.95,20,Freshwater,2023-06-09 11:00:00
87.9,20,Freshwater,2023-06-09 11:05:00
87.942,20,Freshwater,2023-06-09 11:10:00
87.81,20,Freshwater,2023-06-09 11:15:00
87.841,20,Freshwater,2023-06-09 11:20:00
87.955,20,Freshwater,2023-06-09 11:25:00
87.843,20,Freshwater,2023-06-09 11:30:00
87.913,20,Freshwater,2023-06-09 11:35:00
87.891,20,Freshwater,2023-06-09 11:40:00
87.855,20,Freshwater,2023-06-09 11:45:00
87.835,20,Freshwater,2023-06-09 11:50:00
87.877,20,Freshwater,2023-06-09 11:55:00
87.791,20,Freshwater,2023-06-09 12:00:00
87.8,20,Freshwater,2023-06-09 12:05:00
87.797,20,Freshwater,2023-06-09 12:10:00
87.743,20,Freshwater,2023-06-09 12:15:00
87.73,20,Freshwater,2023-06-09 12:20:00
87.802,20,Freshwater,2023-06-09 12:25:00
87.725,20,Freshwater,2023-06-09 12:30:00
87.62,20,Freshwater,2023-06-09 12:35:00
87.634,20,Freshwater,2023-06-09 12:40:00
87.689,20,Freshwater,2023-06-09 12:45:00
87.578,20,Freshwater,2023-06-09 12:50:00
87.625,20,Freshwater,2023-06-09 12:55:00
87.634,20,Freshwater,2023-06-09 13:00:00
87.649,20,Freshwater,2023-06-09 13:05:00
87.597,20,Freshwater,2023-06-09 13:10:00
87.583,20,Freshwater,2023-06-09 13:15:00
87.512,20,Freshwater,2023-06-09 13:20:00
87.569,20,Freshwater,2023-06-09 13:25:00
87.625,20,Freshwater,2023-06-09 13:30:00
87.583,20,Freshwater,2023-06-09 13:35:00
87.551,20,Freshwater,2023-06-09 13:40:00
87.612,20,Freshwater,2023-06-09 13:45:00
87.545,20,Freshwater,2023-06-09 13:50:00
87.506,20,Freshwater,2023-06-09 13:55:00
87.575,20,Freshwater,2023-06-09 14:00:00
87.606,20,Freshwater,2023-06-09 14:05:00
87.537,20,Freshwater,2023-06-09 14:10:00
87.502,20,Freshwater,2023-06-09 14:15:00
87.583,20,Freshwater,2023-06-09 14:20:00
87.544,20,Freshwater,2023-06-09 14:25:00
87.571,20,Freshwater,2023-06-09 14:30:00
87.519,20,Freshwater,2023-06-09 14:35:00
87.453,20,Freshwater,2023-06-09 14:40:00
87.519,20,Freshwater,2023-06-09 14:45:00
87.472,20,Freshwater,2023-06-09 14:50:00
87.515,20,Freshwater,2023-06-09 14:55:00
87.53,20,Freshwater,2023-06-09 15:00:00
87.547,20,Freshwater,2023-06-09 15:05:00
87.551,20,Freshwater,2023-06-09 15:10:00
87.503,20,Freshwater,2023-06-09 15:15:00
87.483,20,Freshwater,2023-06-09 15:20:00
87.585,20,Freshwater,2023-06-09 15:25:00
87.51,20,Freshwater,2023-06-09 15:30:00
0,30,Freshwater,2023-06-08 08:15:00
0,30,Freshwater,2023-06-08 08:20:00
0,30,Freshwater,2023-06-08 08:25:00
0,30,Freshwater,2023-06-08 08:30:00
0,30,Freshwater,2023-06-08 08:35:00
0,30,Freshwater,2023-06-08 08:40:00
0,30,Freshwater,2023-06-08 08:45:00
0,30,Freshwater,2023-06-08 08:50:00
0,30,Freshwater,2023-06-08 08:55:00
0,30,Freshwater,2023-06-08 09:00:00
0,30,Freshwater,2023-06-08 09:05:00
0,30,Freshwater,2023-06-08 09:10:00
0,30,Freshwater,2023-06-08 09:15:00
0,30,Freshwater,2023-06-08 09:20:00
0,30,Freshwater,2023-06-08 09:25:00
0,30,Freshwater,2023-06-08 09:30:00
0,30,Freshwater,2023-06-08 09:35:00
0,30,Freshwater,2023-06-08 09:40:00
0,30,Freshwater,2023-06-08 09:45:00
0,30,Freshwater,2023-06-08 09:50:00
0,30,Freshwater,2023-06-08 09:55:00
0,30,Freshwater,2023-06-08 10:00:00
0,30,Freshwater,2023-06-08 10:05:00
0,30,Freshwater,2023-06-08 10:10:00
0,30,Freshwater,2023-06-08 10:15:00
0,30,Freshwater,2023-06-08 10:20:00
0,30,Freshwater,2023-06-08 10:25:00
0,30,Freshwater,2023-06-08 10:30:00
0,30,Freshwater,2023-06-08 10:35:00
0,30,Freshwater,2023-06-08 10:40:00
0,30,Freshwater,2023-06-08 10:45:00
0,30,Freshwater,2023-06-08 10:50:00
0,30,Freshwater,2023-06-08 10:55:00
0,30,Freshwater,2023-06-08 11:00:00
0,30,Freshwater,2023-06-08 11:05:00
0,30,Freshwater,2023-06-08 11:10:00
0,30,Freshwater,2023-06-08 11:15:00
0,30,Freshwater,2023-06-08 11:20:00
0,30,Freshwater,2023-06-08 11:25:00
0,30,Freshwater,2023-06-08 11:30:00
0,30,Freshwater,2023-06-08 11:35:00
0,30,Freshwater,2023-06-08 11:40:00
0,30,Freshwater,2023-06-08 11:45:00
0,30,Freshwater,2023-06-08 11:50:00
0,30,Freshwater,2023-06-08 11:55:00
0,30,Freshwater,2023-06-08 12:00:00
0,30,Freshwater,2023-06-08 12:05:00
0,30,Freshwater,2023-06-08 12:10:00
0,30,Freshwater,2023-06-08 12:15:00
0,30,Freshwater,2023-06-08 12:20:00
0,30,Freshwater,2023-06-08 12:25:00
0,30,Freshwater,2023-06-08 12:30:00
0,30,Freshwater,2023-06-08 12:35:00
0,30,Freshwater,2023-06-08 12:40:00
0,30,Freshwater,2023-06-08 12:45:00
0,30,Freshwater,2023-06-08 12:50:00
0,30,Freshwater,2023-06-08 12:55:00
0,30,Freshwater,2023-06-08 13:00:00
0,30,Freshwater,2023-06-08 13:05:00
0,30,Freshwater,2023-06-08 13:10:00
0,30,Freshwater,2023-06-08 13:15:00
0,30,Freshwater,2023-06-08 13:20:00
0,30,Freshwater,2023-06-08 13:25:00
0,30,Freshwater,2023-06-08 13:30:00
0,30,Freshwater,2023-06-08 13:35:00
0,30,Freshwater,2023-06-08 13:40:00
0,30,Freshwater,2023-06-08 13:45:00
0,30,Freshwater,2023-06-08 13:50:00
0,30,Freshwater,2023-06-08 13:55:00
0,30,Freshwater,2023-06-08 14:00:00
0,30,Freshwater,2023-06-08 14:05:00
0,30,Freshwater,2023-06-08 14:10:00
0,30,Freshwater,2023-06-08 14:15:00
0,30,Freshwater,2023-06-08 14:20:00
0,30,Freshwater,2023-06-08 14:25:00
0,30,Freshwater,2023-06-08 14:30:00
0,30,Freshwater,2023-06-08 14:35:00
0,30,Freshwater,2023-06-08 14:40:00
0,30,Freshwater,2023-06-08 14:45:00
0,30,Freshwater,2023-06-08 14:50:00
0,30,Freshwater,2023-06-08 14:55:00
0,30,Freshwater,2023-06-08 15:00:00
0,30,Freshwater,2023-06-08 15:05:00
0,30,Freshwater,2023-06-08 15:10:00
0,30,Freshwater,2023-06-08 15:15:00
0,30,Freshwater,2023-06-08 15:20:00
0,30,Freshwater,2023-06-08 15:25:00
0,30,Freshwater,2023-06-08 15:30:00
0,30,Freshwater,2023-06-08 15:35:00
0,30,Freshwater,2023-06-08 15:40:00
0,30,Freshwater,2023-06-08 15:45:00
0,30,Freshwater,2023-06-08 15:50:00
0,30,Freshwater,2023-06-08 15:55:00
0,30,Freshwater,2023-06-08 16:00:00
0,30,Freshwater,2023-06-08 16:05:00
0,30,Freshwater,2023-06-08 16:10:00
0,30,Freshwater,2023-06-08 16:15:00
0,30,Freshwater,2023-06-08 16:20:00
0,30,Freshwater,2023-06-08 16:25:00
0,30,Freshwater,2023-06-08 16:30:00
0,30,Freshwater,2023-06-08 16:35:00
0,30,Freshwater,2023-06-08 16:40:00
0,30,Freshwater,2023-06-08 16:45:00
0,30,Freshwater,2023-06-08 16:50:00
0,30,Freshwater,2023-06-08 16:55:00
0,30,Freshwater,2023-06-08 17:00:00
0,30,Freshwater,2023-06-08 17:05:00
0,30,Freshwater,2023-06-08 17:10:00
0,30,Freshwater,2023-06-08 17:15:00
0,30,Freshwater,2023-06-08 17:20:00
0,30,Freshwater,2023-06-08 17:25:00
0,30,Freshwater,2023-06-08 17:30:00
0,30,Freshwater,2023-06-08 17:35:00
0,30,Freshwater,2023-06-08 17:40:00
0,30,Freshwater,2023-06-08 17:45:00
0,30,Freshwater,2023-06-08 17:50:00
0,30,Freshwater,2023-06-08 17:55:00
0,30,Freshwater,2023-06-08 18:00:00
0,30,Freshwater,2023-06-08 18:05:00
0,30,Freshwater,2023-06-08 18:10:00
0,30,Freshwater,2023-06-08 18:15:00
0,30,Freshwater,2023-06-08 18:20:00
0,30,Freshwater,2023-06-08 18:25:00
0,30,Freshwater,2023-06-08 18:30:00
0,30,Freshwater,2023-06-08 18:35:00
0,30,Freshwater,2023-06-08 18:40:00
0,30,Freshwater,2023-06-08 18:45:00
0,30,Freshwater,2023-06-08 18:50:00
0,30,Freshwater,2023-06-08 18:55:00
0,30,Freshwater,2023-06-08 19:00:00
0,30,Freshwater,2023-06-08 19:05:00
0,30,Freshwater,2023-06-08 19:10:00
0,30,Freshwater,2023-06-08 19:15:00
0,30,Freshwater,2023-06-08 19:20:00
0,30,Freshwater,2023-06-08 19:25:00
0,30,Freshwater,2023-06-08 19:30:00
0,30,Freshwater,2023-06-08 19:35:00
0,30,Freshwater,2023-06-08 19:40:00
0,30,Freshwater,2023-06-08 19:45:00
0,30,Freshwater,2023-06-08 19:50:00
0,30,Freshwater,2023-06-08 19:55:00
0,30,Freshwater,2023-06-08 20:00:00
0,30,Freshwater,2023-06-08 20:05:00
0,30,Freshwater,2023-06-08 20:10:00
0,30,Freshwater,2023-06-08 20:15:00
0,30,Freshwater,2023-06-08 20:20:00
0,30,Freshwater,2023-06-08 20:25:00
0,30,Freshwater,2023-06-08 20:30:00
0,30,Freshwater,2023-06-08 20:35:00
0,30,Freshwater,2023-06-08 20:40:00
0,30,Freshwater,2023-06-08 20:45:00
0,30,Freshwater,2023-06-08 20:50:00
0,30,Freshwater,2023-06-08 20:55:00
0,30,Freshwater,2023-06-08 21:00:00
0,30,Freshwater,2023-06-08 21:05:00
0,30,Freshwater,2023-06-08 21:10:00
0,30,Freshwater,2023-06-08 21:15:00
0,30,Freshwater,2023-06-08 21:20:00
0,30,Freshwater,2023-06-08 21:25:00
0,30,Freshwater,2023-06-08 21:30:00
0,30,Freshwater,2023-06-08 21:35:00
0,30,Freshwater,2023-06-08 21:40:00
0,30,Freshwater,2023-06-08 21:45:00
0,30,Freshwater,2023-06-08 21:50:00
0,30,Freshwater,2023-06-08 21:55:00
0,30,Freshwater,2023-06-08 22:00:00
0,30,Freshwater,2023-06-08 22:05:00
0,30,Freshwater,2023-06-08 22:10:00
0,30,Freshwater,2023-06-08 22:15:00
0,30,Freshwater,2023-06-08 22:20:00
0,30,Freshwater,2023-06-08 22:25:00
0,30,Freshwater,2023-06-08 22:30:00
0,30,Freshwater,2023-06-08 22:35:00
0,30,Freshwater,2023-06-08 22:40:00
0,30,Freshwater,2023-06-08 22:45:00
0,30,Freshwater,2023-06-08 22:50:00
0,30,Freshwater,2023-06-08 22:55:00
0,30,Freshwater,2023-06-08 23:00:00
0,30,Freshwater,2023-06-08 23:05:00
0,30,Freshwater,2023-06-08 23:10:00
0,30,Freshwater,2023-06-08 23:15:00
0,30,Freshwater,2023-06-08 23:20:00
0,30,Freshwater,2023-06-08 23:25:00
0,30,Freshwater,2023-06-08 23:30:00
0,30,Freshwater,2023-06-08 23:35:00
0,30,Freshwater,2023-06-08 23:40:00
0,30,Freshwater,2023-06-08 23:45:00
0,30,Freshwater,2023-06-08 23:50:00
0,30,Freshwater,2023-06-08 23:55:00
0,30,Freshwater,2023-06-09
0,30,Freshwater,2023-06-09 00:05:00
0,30,Freshwater,2023-06-09 00:10:00
0,30,Freshwater,2023-06-09 00:15:00
0,30,Freshwater,2023-06-09 00:20:00
0,30,Freshwater,2023-06-09 00:25:00
0,30,Freshwater,2023-06-09 00:30:00
0,30,Freshwater,2023-06-09 00:35:00
0,30,Freshwater,2023-06-09 00:40:00
0,30,Freshwater,2023-06-09 00:45:00
0,30,Freshwater,2023-06-09 00:50:00
0,30,Freshwater,2023-06-09 00:55:00
0,30,Freshwater,2023-06-09 01:00:00
0,30,Freshwater,2023-06-09 01:05:00
0,30,Freshwater,2023-06-09 01:10:00
0,30,Freshwater,2023-06-09 01:15:00
0,30,Freshwater,2023-06-09 01:20:00
0,30,Freshwater,2023-06-09 01:25:00
0,30,Freshwater,2023-06-09 01:30:00
0,30,Freshwater,2023-06-09 01:35:00
0,30,Freshwater,2023-06-09 01:40:00
0,30,Freshwater,2023-06-09 01:45:00
0,30,Freshwater,2023-06-09 01:50:00
0,30,Freshwater,2023-06-09 01:55:00
0,30,Freshwater,2023-06-09 02:00:00
0,30,Freshwater,2023-06-09 02:05:00
0,30,Freshwater,2023-06-09 02:10:00
0,30,Freshwater,2023-06-09 02:15:00
0,30,Freshwater,2023-06-09 02:20:00
0,30,Freshwater,2023-06-09 02:25:00
0,30,Freshwater,2023-06-09 02:30:00
0,30,Freshwater,2023-06-09 02:35:00
0,30,Freshwater,2023-06-09 02:40:00
0,30,Freshwater,2023-06-09 02:45:00
0,30,Freshwater,2023-06-09 02:50:00
0,30,Freshwater,2023-06-09 02:55:00
0,30,Freshwater,2023-06-09 03:00:00
0,30,Freshwater,2023-06-09 03:05:00
0,30,Freshwater,2023-06-09 03:10:00
0,30,Freshwater,2023-06-09 03:15:00
0,30,Freshwater,2023-06-09 03:20:00
0,30,Freshwater,2023-06-09 03:25:00
0,30,Freshwater,2023-06-09 03:30:00
0,30,Freshwater,2023-06-09 03:35:00
0,30,Freshwater,2023-06-09 03:40:00
0,30,Freshwater,2023-06-09 03:45:00
0,30,Freshwater,2023-06-09 03:50:00
0,30,Freshwater,2023-06-09 03:55:00
0,30,Freshwater,2023-06-09 04:00:00
0,30,Freshwater,2023-06-09 04:05:00
0,30,Freshwater,2023-06-09 04:10:00
0,30,Freshwater,2023-06-09 04:15:00
0,30,Freshwater,2023-06-09 04:20:00
0,30,Freshwater,2023-06-09 04:25:00
0,30,Freshwater,2023-06-09 04:30:00
0,30,Freshwater,2023-06-09 04:35:00
0,30,Freshwater,2023-06-09 04:40:00
0,30,Freshwater,2023-06-09 04:45:00
0,30,Freshwater,2023-06-09 04:50:00
0,30,Freshwater,2023-06-09 04:55:00
0,30,Freshwater,2023-06-09 05:00:00
0,30,Freshwater,2023-06-09 05:05:00
0,30,Freshwater,2023-06-09 05:10:00
0,30,Freshwater,2023-06-09 05:15:00
0,30,Freshwater,2023-06-09 05:20:00
0,30,Freshwater,2023-06-09 05:25:00
0,30,Freshwater,2023-06-09 05:30:00
0,30,Freshwater,2023-06-09 05:35:00
0,30,Freshwater,2023-06-09 05:40:00
0,30,Freshwater,2023-06-09 05:45:00
0,30,Freshwater,2023-06-09 05:50:00
0,30,Freshwater,2023-06-09 05:55:00
0,30,Freshwater,2023-06-09 06:00:00
0,30,Freshwater,2023-06-09 06:05:00
0,30,Freshwater,2023-06-09 06:10:00
0,30,Freshwater,2023-06-09 06:15:00
0,30,Freshwater,2023-06-09 06:20:00
0,30,Freshwater,2023-06-09 06:25:00
0,30,Freshwater,2023-06-09 06:30:00
0,30,Freshwater,2023-06-09 06:35:00
0,30,Freshwater,2023-06-09 06:40:00
0,30,Freshwater,2023-06-09 06:45:00
0,30,Freshwater,2023-06-09 06:50:00
0,30,Freshwater,2023-06-09 06:55:00
0,30,Freshwater,2023-06-09 07:00:00
0,30,Freshwater,2023-06-09 07:05:00
0,30,Freshwater,2023-06-09 07:10:00
0,30,Freshwater,2023-06-09 07:15:00
0,30,Freshwater,2023-06-09 07:20:00
0,30,Freshwater,2023-06-09 07:25:00
0,30,Freshwater,2023-06-09 07:30:00
0,30,Freshwater,2023-06-09 07:35:00
0,30,Freshwater,2023-06-09 07:40:00
0,30,Freshwater,2023-06-09 07:45:00
0,30,Freshwater,2023-06-09 07:50:00
0,30,Freshwater,2023-06-09 07:55:00
0,30,Freshwater,2023-06-09 08:00:00
0,30,Freshwater,2023-06-09 08:05:00
0,30,Freshwater,2023-06-09 08:10:00
0,30,Freshwater,2023-06-09 08:15:00
0,30,Freshwater,2023-06-09 08:20:00
0,30,Freshwater,2023-06-09 08:25:00
0,30,Freshwater,2023-06-09 08:30:00
0,30,Freshwater,2023-06-09 08:35:00
0,30,Freshwater,2023-06-09 08:40:00
0,30,Freshwater,2023-06-09 08:45:00
0,30,Freshwater,2023-06-09 08:50:00
0,30,Freshwater,2023-06-09 08:55:00
0,30,Freshwater,2023-06-09 09:00:00
0,30,Freshwater,2023-06-09 09:05:00
0,30,Freshwater,2023-06-09 09:10:00
0,30,Freshwater,2023-06-09 09:15:00
0,30,Freshwater,2023-06-09 09:20:00
0,30,Freshwater,2023-06-09 09:25:00
0,30,Freshwater,2023-06-09 09:30:00
0,30,Freshwater,2023-06-09 09:35:00
0,30,Freshwater,2023-06-09 09:40:00
0,30,Freshwater,2023-06-09 09:45:00
0,30,Freshwater,2023-06-09 09:50:00
0,30,Freshwater,2023-06-09 09:55:00
0,30,Freshwater,2023-06-09 10:00:00
0,30,Freshwater,2023-06-09 10:05:00
0,30,Freshwater,2023-06-09 10:10:00
0,30,Freshwater,2023-06-09 10:15:00
0,30,Freshwater,2023-06-09 10:20:00
0.052,30,Freshwater,2023-06-09 10:25:00
0.194,30,Freshwater,2023-06-09 10:30:00
0.319,30,Freshwater,2023-06-09 10:35:00
0.468,30,Freshwater,2023-06-09 10:40:00
0.662,30,Freshwater,2023-06-09 10:45:00
0.905,30,Freshwater,2023-06-09 10:50:00
1.116,30,Freshwater,2023-06-09 10:55:00
1.366,30,Freshwater,2023-06-09 11:00:00
1.62,30,Freshwater,2023-06-09 11:05:00
1.961,30,Freshwater,2023-06-09 11:10:00
2.349,30,Freshwater,2023-06-09 11:15:00
2.715,30,Freshwater,2023-06-09 11:20:00
3.191,30,Freshwater,2023-06-09 11:25:00
3.749,30,Freshwater,2023-06-09 11:30:00
4.424,30,Freshwater,2023-06-09 11:35:00
5.264,30,Freshwater,2023-06-09 11:40:00
6.268,30,Freshwater,2023-06-09 11:45:00
7.622,30,Freshwater,2023-06-09 11:50:00
9.081,30,Freshwater,2023-06-09 11:55:00
10.598,30,Freshwater,2023-06-09 12:00:00
12.241,30,Freshwater,2023-06-09 12:05:00
14.115,30,Freshwater,2023-06-09 12:10:00
16.242,30,Freshwater,2023-06-09 12:15:00
18.497,30,Freshwater,2023-06-09 12:20:00
21.029,30,Freshwater,2023-06-09 12:25:00
23.79,30,Freshwater,2023-06-09 12:30:00
26.592,30,Freshwater,2023-06-09 12:35:00
29.516,30,Freshwater,2023-06-09 12:40:00
32.441,30,Freshwater,2023-06-09 12:45:00
35.235,30,Freshwater,2023-06-09 12:50:00
38.031,30,Freshwater,2023-06-09 12:55:00
40.816,30,Freshwater,2023-06-09 13:00:00
43.614,30,Freshwater,2023-06-09 13:05:00
46.271,30,Freshwater,2023-06-09 13:10:00
48.827,30,Freshwater,2023-06-09 13:15:00
51.335,30,Freshwater,2023-06-09 13:20:00
53.873,30,Freshwater,2023-06-09 13:25:00
56.289,30,Freshwater,2023-06-09 13:30:00
58.583,30,Freshwater,2023-06-09 13:35:00
60.618,30,Freshwater,2023-06-09 13:40:00
62.374,30,Freshwater,2023-06-09 13:45:00
63.814,30,Freshwater,2023-06-09 13:50:00
65.127,30,Freshwater,2023-06-09 13:55:00
66.425,30,Freshwater,2023-06-09 14:00:00
67.666,30,Freshwater,2023-06-09 14:05:00
69.086,30,Freshwater,2023-06-09 14:10:00
70.45,30,Freshwater,2023-06-09 14:15:00
71.847,30,Freshwater,2023-06-09 14:20:00
73.146,30,Freshwater,2023-06-09 14:25:00
74.235,30,Freshwater,2023-06-09 14:30:00
75.107,30,Freshwater,2023-06-09 14:35:00
