datetime_est,depth_cm,plot,eh_mv
2023-06-06 21:30:00,50,Control,750.3736
2023-06-06 21:30:00,50,Freshwater,791.5483399999999
2023-06-06 21:30:00,50,Seawater,764.7440666666666
2023-06-06 21:45:00,5,Control,572.7514
2023-06-06 21:45:00,5,Freshwater,422.38668199999995
2023-06-06 21:45:00,5,Seawater,538.0305
2023-06-06 21:45:00,15,Control,726.6114200000001
2023-06-06 21:45:00,15,Freshwater,272.547362
2023-06-06 21:45:00,15,Seawater,620.37626
2023-06-06 21:45:00,30,Control,699.1133600000001
2023-06-06 21:45:00,30,Freshwater,500.18718
2023-06-06 21:45:00,30,Seawater,709.23758
2023-06-06 21:45:00,50,Control,752.05236
2023-06-06 21:45:00,50,Freshwater,791.6396599999999
2023-06-06 21:45:00,50,Seawater,764.24278
2023-06-06 22:00:00,5,Control,573.09256
2023-06-06 22:00:00,5,Freshwater,428.076578
2023-06-06 22:00:00,5,Seawater,536.76918
2023-06-06 22:00:00,15,Control,726.84988
2023-06-06 22:00:00,15,Freshwater,268.687484
2023-06-06 22:00:00,15,Seawater,618.99852
2023-06-06 22:00:00,30,Control,699.21512
2023-06-06 22:00:00,30,Freshwater,499.57558000000006
2023-06-06 22:00:00,30,Seawater,709.36154
2023-06-06 22:00:00,50,Control,753.55526
2023-06-06 22:00:00,50,Freshwater,791.63994
2023-06-06 22:00:00,50,Seawater,763.7869
2023-06-06 22:15:00,5,Control,573.2640200000001
2023-06-06 22:15:00,5,Freshwater,436.246174
2023-06-06 22:15:00,5,Seawater,536.3145999999999
2023-06-06 22:15:00,15,Control,726.98568
2023-06-06 22:15:00,15,Freshwater,264.099282
2023-06-06 22:15:00,15,Seawater,617.68634
2023-06-06 22:15:00,30,Control,699.28422
2023-06-06 22:15:00,30,Freshwater,497.72466
2023-06-06 22:15:00,30,Seawater,709.6055200000001
2023-06-06 22:15:00,50,Control,754.8548
2023-06-06 22:15:00,50,Freshwater,790.97704
2023-06-06 22:15:00,50,Seawater,763.92908
2023-06-06 22:30:00,5,Control,573.40176
2023-06-06 22:30:00,5,Freshwater,448.24267399999997
2023-06-06 22:30:00,5,Seawater,535.4489
2023-06-06 22:30:00,15,Control,727.15798
2023-06-06 22:30:00,15,Freshwater,261.176618
2023-06-06 22:30:00,15,Seawater,616.38602
2023-06-06 22:30:00,30,Control,699.45646
2023-06-06 22:30:00,30,Freshwater,497.84623999999997
2023-06-06 22:30:00,30,Seawater,708.3715
2023-06-06 22:30:00,50,Control,756.1550000000001
2023-06-06 22:30:00,50,Freshwater,791.0305999999999
2023-06-06 22:30:00,50,Seawater,762.69386
2023-06-06 22:45:00,5,Control,573.53454
2023-06-06 22:45:00,5,Freshwater,513.895492
2023-06-06 22:45:00,5,Seawater,534.52066
2023-06-06 22:45:00,15,Control,727.18486
2023-06-06 22:45:00,15,Freshwater,258.03042
2023-06-06 22:45:00,15,Seawater,614.69596
2023-06-06 22:45:00,30,Control,699.5879
2023-06-06 22:45:00,30,Freshwater,497.01099999999997
2023-06-06 22:45:00,30,Seawater,708.06426
2023-06-06 22:45:00,50,Control,757.20862
2023-06-06 22:45:00,50,Freshwater,791.35086
2023-06-06 22:45:00,50,Seawater,761.77454
2023-06-06 23:00:00,5,Control,573.6745000000001
2023-06-06 23:00:00,5,Freshwater,532.637124
2023-06-06 23:00:00,5,Seawater,532.6312399999999
2023-06-06 23:00:00,15,Control,727.42876
2023-06-06 23:00:00,15,Freshwater,254.224398
2023-06-06 23:00:00,15,Seawater,614.31828
2023-06-06 23:00:00,30,Control,699.7290399999999
2023-06-06 23:00:00,30,Freshwater,495.92503999999997
2023-06-06 23:00:00,30,Seawater,706.37506
2023-06-06 23:00:00,50,Control,758.1363399999999
2023-06-06 23:00:00,50,Freshwater,790.60642
2023-06-06 23:00:00,50,Seawater,762.4054
2023-06-06 23:15:00,5,Control,574.0853000000001
2023-06-06 23:15:00,5,Freshwater,534.5886
2023-06-06 23:15:00,5,Seawater,532.56734
2023-06-06 23:15:00,15,Control,727.60052
2023-06-06 23:15:00,15,Freshwater,250.656004
2023-06-06 23:15:00,15,Seawater,612.8563399999999
2023-06-06 23:15:00,30,Control,699.90076
2023-06-06 23:15:00,30,Freshwater,495.02711999999997
2023-06-06 23:15:00,30,Seawater,706.79114
2023-06-06 23:15:00,50,Control,759.23086
2023-06-06 23:15:00,50,Freshwater,791.2037799999999
2023-06-06 23:15:00,50,Seawater,761.3549399999999
2023-06-06 23:30:00,5,Control,574.28862
2023-06-06 23:30:00,5,Freshwater,545.4100916
2023-06-06 23:30:00,5,Seawater,532.5041
2023-06-06 23:30:00,15,Control,727.5988
2023-06-06 23:30:00,15,Freshwater,247.47579799999997
2023-06-06 23:30:00,15,Seawater,611.9301399999999
2023-06-06 23:30:00,30,Control,700.0033
2023-06-06 23:30:00,30,Freshwater,493.8233
2023-06-06 23:30:00,30,Seawater,706.30742
2023-06-06 23:30:00,50,Control,759.98276
2023-06-06 23:30:00,50,Freshwater,791.0194799999999
2023-06-06 23:30:00,50,Seawater,760.3586999999999
2023-06-06 23:45:00,5,Control,574.08326
2023-06-06 23:45:00,5,Freshwater,546.6478893999999
2023-06-06 23:45:00,5,Seawater,531.86622
2023-06-06 23:45:00,15,Control,727.76928
2023-06-06 23:45:00,15,Freshwater,244.85898799999998
2023-06-06 23:45:00,15,Seawater,610.81358
2023-06-06 23:45:00,30,Control,700.13964
2023-06-06 23:45:00,30,Freshwater,492.93966
2023-06-06 23:45:00,30,Seawater,705.83804
2023-06-06 23:45:00,50,Control,760.8367399999998
2023-06-06 23:45:00,50,Freshwater,791.1554399999999
2023-06-06 23:45:00,50,Seawater,760.16164
2023-06-07,5,Control,574.3563
2023-06-07,5,Freshwater,545.8073858
2023-06-07,5,Seawater,531.3486
2023-06-07,15,Control,727.90544
2023-06-07,15,Freshwater,282.174186
2023-06-07,15,Seawater,609.8985
2023-06-07,30,Control,700.2758
2023-06-07,30,Freshwater,491.92014000000006
2023-06-07,30,Seawater,705.12918
2023-06-07,50,Control,761.5880000000001
2023-06-07,50,Freshwater,791.4612999999999
2023-06-07,50,Seawater,759.7607399999999
2023-06-07 00:15:00,5,Control,574.2874
2023-06-07 00:15:00,5,Freshwater,544.7538706
2023-06-07 00:15:00,5,Seawater,530.5969200000001
2023-06-07 00:15:00,15,Control,728.07558
2023-06-07 00:15:00,15,Freshwater,304.541362
2023-06-07 00:15:00,15,Seawater,608.64912
2023-06-07 00:15:00,30,Control,700.4118
2023-06-07 00:15:00,30,Freshwater,490.83262
2023-06-07 00:15:00,30,Seawater,704.61588
2023-06-07 00:15:00,50,Control,762.2365799999999
2023-06-07 00:15:00,50,Freshwater,791.12146
2023-06-07 00:15:00,50,Seawater,758.8719
2023-06-07 00:30:00,5,Control,574.22026
2023-06-07 00:30:00,5,Freshwater,544.156039
2023-06-07 00:30:00,5,Seawater,530.09496
2023-06-07 00:30:00,15,Control,728.3165
2023-06-07 00:30:00,15,Freshwater,328.58275
2023-06-07 00:30:00,15,Seawater,608.0503600000001
2023-06-07 00:30:00,30,Control,700.65264
2023-06-07 00:30:00,30,Freshwater,488.97742000000005
2023-06-07 00:30:00,30,Seawater,704.34426
2023-06-07 00:30:00,50,Control,762.9902799999999
2023-06-07 00:30:00,50,Freshwater,790.9310999999999
2023-06-07 00:30:00,50,Seawater,758.66868
2023-06-07 00:45:00,5,Control,574.28932
2023-06-07 00:45:00,5,Freshwater,542.70952
2023-06-07 00:45:00,5,Seawater,529.1241
2023-06-07 00:45:00,15,Control,728.34924
2023-06-07 00:45:00,15,Freshwater,337.316982
2023-06-07 00:45:00,15,Seawater,607.30508
2023-06-07 00:45:00,30,Control,700.7179199999999
2023-06-07 00:45:00,30,Freshwater,488.70593999999994
2023-06-07 00:45:00,30,Seawater,703.8248199999999
2023-06-07 00:45:00,50,Control,763.5338399999999
2023-06-07 00:45:00,50,Freshwater,790.89794
2023-06-07 00:45:00,50,Seawater,758.2182
2023-06-07 01:00:00,5,Control,574.45344
2023-06-07 01:00:00,5,Freshwater,541.514802
2023-06-07 01:00:00,5,Seawater,528.2601
2023-06-07 01:00:00,15,Control,728.40798
2023-06-07 01:00:00,15,Freshwater,346.017086
2023-06-07 01:00:00,15,Seawater,606.19326
2023-06-07 01:00:00,30,Control,700.80962
2023-06-07 01:00:00,30,Freshwater,487.36618
2023-06-07 01:00:00,30,Seawater,703.26432
2023-06-07 01:00:00,50,Control,764.10286
2023-06-07 01:00:00,50,Freshwater,790.8835399999999
2023-06-07 01:00:00,50,Seawater,757.55536
2023-06-07 01:15:00,5,Control,574.3591
2023-06-07 01:15:00,5,Freshwater,539.774526
2023-06-07 01:15:00,5,Seawater,527.79692
2023-06-07 01:15:00,15,Control,728.65644
2023-06-07 01:15:00,15,Freshwater,350.23648199999997
2023-06-07 01:15:00,15,Seawater,605.5056
2023-06-07 01:15:00,30,Control,701.05756
2023-06-07 01:15:00,30,Freshwater,486.35709999999995
2023-06-07 01:15:00,30,Seawater,702.87492
2023-06-07 01:15:00,50,Control,764.65954
2023-06-07 01:15:00,50,Freshwater,790.76974
2023-06-07 01:15:00,50,Seawater,757.0636199999999
2023-06-07 01:30:00,5,Control,574.29378
2023-06-07 01:30:00,5,Freshwater,538.40105
2023-06-07 01:30:00,5,Seawater,527.1234
2023-06-07 01:30:00,15,Control,728.8957800000001
2023-06-07 01:30:00,15,Freshwater,354.03911200000005
2023-06-07 01:30:00,15,Seawater,604.37954
2023-06-07 01:30:00,30,Control,701.16184
2023-06-07 01:30:00,30,Freshwater,485.31585999999993
2023-06-07 01:30:00,30,Seawater,702.35764
2023-06-07 01:30:00,50,Control,765.10578
2023-06-07 01:30:00,50,Freshwater,790.73992
2023-06-07 01:30:00,50,Seawater,756.54634
2023-06-07 01:45:00,5,Control,574.28886
2023-06-07 01:45:00,5,Freshwater,537.888738
2023-06-07 01:45:00,5,Seawater,526.41576
2023-06-07 01:45:00,15,Control,728.95716
2023-06-07 01:45:00,15,Freshwater,354.312162
2023-06-07 01:45:00,15,Seawater,603.62882
2023-06-07 01:45:00,30,Control,701.2919
2023-06-07 01:45:00,30,Freshwater,484.09468000000004
2023-06-07 01:45:00,30,Seawater,701.84578
2023-06-07 01:45:00,50,Control,765.61092
2023-06-07 01:45:00,50,Freshwater,790.6427399999999
2023-06-07 01:45:00,50,Seawater,756.0686
2023-06-07 02:00:00,5,Control,574.32784
2023-06-07 02:00:00,5,Freshwater,534.97576
2023-06-07 02:00:00,5,Seawater,525.86434
2023-06-07 02:00:00,15,Control,729.13316
2023-06-07 02:00:00,15,Freshwater,354.09294
2023-06-07 02:00:00,15,Seawater,602.79006
2023-06-07 02:00:00,30,Control,701.26424
2023-06-07 02:00:00,30,Freshwater,482.88462000000004
2023-06-07 02:00:00,30,Seawater,701.33396
2023-06-07 02:00:00,50,Control,765.96006
2023-06-07 02:00:00,50,Freshwater,790.25762
2023-06-07 02:00:00,50,Seawater,755.38614
2023-06-07 02:15:00,5,Control,574.19024
2023-06-07 02:15:00,5,Freshwater,529.87281
2023-06-07 02:15:00,5,Seawater,531.7085
2023-06-07 02:15:00,15,Control,729.20024
2023-06-07 02:15:00,15,Freshwater,356.55445
2023-06-07 02:15:00,15,Seawater,601.91722
2023-06-07 02:15:00,30,Control,701.36552
2023-06-07 02:15:00,30,Freshwater,481.64171999999996
2023-06-07 02:15:00,30,Seawater,700.7197
2023-06-07 02:15:00,50,Control,766.608
2023-06-07 02:15:00,50,Freshwater,790.47642
2023-06-07 02:15:00,50,Seawater,754.87428
2023-06-07 02:30:00,5,Control,574.4996
2023-06-07 02:30:00,5,Freshwater,529.800924
2023-06-07 02:30:00,5,Seawater,537.18268
2023-06-07 02:30:00,15,Control,729.26868
2023-06-07 02:30:00,15,Freshwater,356.75897199999997
2023-06-07 02:30:00,15,Seawater,601.23474
2023-06-07 02:30:00,30,Control,701.53652
2023-06-07 02:30:00,30,Freshwater,480.31736
2023-06-07 02:30:00,30,Seawater,700.32996
2023-06-07 02:30:00,50,Control,766.94988
2023-06-07 02:30:00,50,Freshwater,789.90108
2023-06-07 02:30:00,50,Seawater,754.3480599999999
2023-06-07 02:45:00,5,Control,574.87044
2023-06-07 02:45:00,5,Freshwater,602.3684999999999
2023-06-07 02:45:00,5,Seawater,537.83284
2023-06-07 02:45:00,15,Control,729.53476
2023-06-07 02:45:00,15,Freshwater,357.15680280000004
2023-06-07 02:45:00,15,Seawater,600.49838
2023-06-07 02:45:00,30,Control,701.63212
2023-06-07 02:45:00,30,Freshwater,478.90756
2023-06-07 02:45:00,30,Seawater,699.6672599999999
2023-06-07 02:45:00,50,Control,767.3521199999999
2023-06-07 02:45:00,50,Freshwater,790.4490799999999
2023-06-07 02:45:00,50,Seawater,753.7877
2023-06-07 03:00:00,5,Control,575.27654
2023-06-07 03:00:00,5,Freshwater,606.224064
2023-06-07 03:00:00,5,Seawater,537.85436
2023-06-07 03:00:00,15,Control,729.6658
2023-06-07 03:00:00,15,Freshwater,361.49339299999997
2023-06-07 03:00:00,15,Seawater,599.6453
2023-06-07 03:00:00,30,Control,701.72928
2023-06-07 03:00:00,30,Freshwater,477.7279
2023-06-07 03:00:00,30,Seawater,699.40864
2023-06-07 03:00:00,50,Control,767.75618
2023-06-07 03:00:00,50,Freshwater,790.33484
2023-06-07 03:00:00,50,Seawater,753.1878399999999
2023-06-07 03:15:00,5,Control,575.3889800000001
2023-06-07 03:15:00,5,Freshwater,606.555892
2023-06-07 03:15:00,5,Seawater,538.00522
2023-06-07 03:15:00,15,Control,729.77992
2023-06-07 03:15:00,15,Freshwater,360.5093162
2023-06-07 03:15:00,15,Seawater,598.8748
2023-06-07 03:15:00,30,Control,701.77446
2023-06-07 03:15:00,30,Freshwater,476.23526
2023-06-07 03:15:00,30,Seawater,698.8626399999999
2023-06-07 03:15:00,50,Control,768.2470999999999
2023-06-07 03:15:00,50,Freshwater,790.23926
2023-06-07 03:15:00,50,Seawater,752.8124799999999
2023-06-07 03:30:00,5,Control,575.66116
2023-06-07 03:30:00,5,Freshwater,605.4355519999999
2023-06-07 03:30:00,5,Seawater,541.0655399999999
2023-06-07 03:30:00,15,Control,729.94912
2023-06-07 03:30:00,15,Freshwater,360.30518440000003
2023-06-07 03:30:00,15,Seawater,598.07014
2023-06-07 03:30:00,30,Control,702.08042
2023-06-07 03:30:00,30,Freshwater,474.53535999999997
2023-06-07 03:30:00,30,Seawater,698.3507999999999
2023-06-07 03:30:00,50,Control,768.48448
2023-06-07 03:30:00,50,Freshwater,790.3404199999999
2023-06-07 03:30:00,50,Seawater,752.13002
2023-06-07 03:45:00,5,Control,575.82854
2023-06-07 03:45:00,5,Freshwater,604.450534
2023-06-07 03:45:00,5,Seawater,541.01884
2023-06-07 03:45:00,15,Control,730.14918
2023-06-07 03:45:00,15,Freshwater,358.33399299999996
2023-06-07 03:45:00,15,Seawater,597.45054
2023-06-07 03:45:00,30,Control,702.28076
2023-06-07 03:45:00,30,Freshwater,473.2442
2023-06-07 03:45:00,30,Seawater,697.81916
2023-06-07 03:45:00,50,Control,768.7867
2023-06-07 03:45:00,50,Freshwater,788.6759
2023-06-07 03:45:00,50,Seawater,751.5642599999999
2023-06-07 04:00:00,5,Control,576.0671
2023-06-07 04:00:00,5,Freshwater,603.456134
2023-06-07 04:00:00,5,Seawater,540.33814
2023-06-07 04:00:00,15,Control,730.3850199999999
2023-06-07 04:00:00,15,Freshwater,358.9928694
2023-06-07 04:00:00,15,Seawater,596.46092
2023-06-07 04:00:00,30,Control,702.51674
2023-06-07 04:00:00,30,Freshwater,471.27052000000003
2023-06-07 04:00:00,30,Seawater,699.15
2023-06-07 04:00:00,50,Control,769.1931599999999
2023-06-07 04:00:00,50,Freshwater,790.13248
2023-06-07 04:00:00,50,Seawater,751.53014
2023-06-07 04:15:00,5,Control,576.45378
2023-06-07 04:15:00,5,Freshwater,599.9662559999999
2023-06-07 04:15:00,5,Seawater,540.94696
2023-06-07 04:15:00,15,Control,730.56872
2023-06-07 04:15:00,15,Freshwater,355.25469799999996
2023-06-07 04:15:00,15,Seawater,596.18254
2023-06-07 04:15:00,30,Control,702.87064
2023-06-07 04:15:00,30,Freshwater,471.57774
2023-06-07 04:15:00,30,Seawater,699.52536
2023-06-07 04:15:00,50,Control,769.54872
2023-06-07 04:15:00,50,Freshwater,792.0388999999999
2023-06-07 04:15:00,50,Seawater,749.0731999999999
2023-06-07 04:30:00,5,Control,576.41964
2023-06-07 04:30:00,5,Freshwater,600.4380219999999
2023-06-07 04:30:00,5,Seawater,541.2828
2023-06-07 04:30:00,15,Control,730.67122
2023-06-07 04:30:00,15,Freshwater,356.28727
2023-06-07 04:30:00,15,Seawater,595.27558
2023-06-07 04:30:00,30,Control,702.87066
2023-06-07 04:30:00,30,Freshwater,468.00608
2023-06-07 04:30:00,30,Seawater,700.03722
2023-06-07 04:30:00,50,Control,769.8221599999999
2023-06-07 04:30:00,50,Freshwater,789.8914399999999
2023-06-07 04:30:00,50,Seawater,749.65334
2023-06-07 04:45:00,5,Control,576.69996
2023-06-07 04:45:00,5,Freshwater,598.02377
2023-06-07 04:45:00,5,Seawater,540.45842
2023-06-07 04:45:00,15,Control,730.8879400000001
2023-06-07 04:45:00,15,Freshwater,354.82534
2023-06-07 04:45:00,15,Seawater,594.77806
2023-06-07 04:45:00,30,Control,703.22176
2023-06-07 04:45:00,30,Freshwater,466.10204
2023-06-07 04:45:00,30,Seawater,700.37846
2023-06-07 04:45:00,50,Control,770.20872
2023-06-07 04:45:00,50,Freshwater,789.78806
2023-06-07 04:45:00,50,Seawater,748.90262
2023-06-07 05:00:00,5,Control,577.16162
2023-06-07 05:00:00,5,Freshwater,592.720522
2023-06-07 05:00:00,5,Seawater,540.69728
2023-06-07 05:00:00,15,Control,731.1493800000001
2023-06-07 05:00:00,15,Freshwater,354.587112
2023-06-07 05:00:00,15,Seawater,594.12972
2023-06-07 05:00:00,30,Control,703.44786
2023-06-07 05:00:00,30,Freshwater,464.42161999999996
2023-06-07 05:00:00,30,Seawater,699.16976
2023-06-07 05:00:00,50,Control,770.47182
2023-06-07 05:00:00,50,Freshwater,789.6704799999999
2023-06-07 05:00:00,50,Seawater,748.88824
2023-06-07 05:15:00,5,Control,578.01486
2023-06-07 05:15:00,5,Freshwater,579.4536198
2023-06-07 05:15:00,5,Seawater,540.91098
2023-06-07 05:15:00,15,Control,731.28432
2023-06-07 05:15:00,15,Freshwater,355.371538
2023-06-07 05:15:00,15,Seawater,593.39334
2023-06-07 05:15:00,30,Control,703.58118
2023-06-07 05:15:00,30,Freshwater,461.14886
2023-06-07 05:15:00,30,Seawater,698.82852
2023-06-07 05:15:00,50,Control,770.70744
2023-06-07 05:15:00,50,Freshwater,788.47722
2023-06-07 05:15:00,50,Seawater,748.0010199999999
2023-06-07 05:30:00,5,Control,577.66262
2023-06-07 05:30:00,5,Freshwater,538.92391
2023-06-07 05:30:00,5,Seawater,539.60888
2023-06-07 05:30:00,15,Control,731.45474
2023-06-07 05:30:00,15,Freshwater,345.65003
2023-06-07 05:30:00,15,Seawater,592.14512
2023-06-07 05:30:00,30,Control,703.9207
2023-06-07 05:30:00,30,Freshwater,460.07506
2023-06-07 05:30:00,30,Seawater,697.94128
2023-06-07 05:30:00,50,Control,771.01716
2023-06-07 05:30:00,50,Freshwater,788.5585199999999
2023-06-07 05:30:00,50,Seawater,747.6256599999999
2023-06-07 05:45:00,5,Control,576.87544
2023-06-07 05:45:00,5,Freshwater,533.65081
2023-06-07 05:45:00,5,Seawater,541.1247
2023-06-07 05:45:00,15,Control,731.6583800000001
2023-06-07 05:45:00,15,Freshwater,320.019682
2023-06-07 05:45:00,15,Seawater,591.59914
2023-06-07 05:45:00,30,Control,704.22694
2023-06-07 05:45:00,30,Freshwater,457.99816
2023-06-07 05:45:00,30,Seawater,698.58966
2023-06-07 05:45:00,50,Control,771.32318
2023-06-07 05:45:00,50,Freshwater,788.4823399999999
2023-06-07 05:45:00,50,Seawater,747.4209199999999
2023-06-07 06:00:00,5,Control,577.4485199999999
2023-06-07 06:00:00,5,Freshwater,521.110052
2023-06-07 06:00:00,5,Seawater,537.41416
2023-06-07 06:00:00,15,Control,731.8179
2023-06-07 06:00:00,15,Freshwater,300.980506
2023-06-07 06:00:00,15,Seawater,591.25248
2023-06-07 06:00:00,30,Control,704.48962
2023-06-07 06:00:00,30,Freshwater,455.45014000000003
2023-06-07 06:00:00,30,Seawater,698.6579
2023-06-07 06:00:00,50,Control,771.61864
2023-06-07 06:00:00,50,Freshwater,787.6014799999999
2023-06-07 06:00:00,50,Seawater,747.31854
2023-06-07 06:15:00,5,Control,577.93696
2023-06-07 06:15:00,5,Freshwater,508.75005999999996
2023-06-07 06:15:00,5,Seawater,535.9953
2023-06-07 06:15:00,15,Control,732.00048
2023-06-07 06:15:00,15,Freshwater,289.201146
2023-06-07 06:15:00,15,Seawater,590.0042599999999
2023-06-07 06:15:00,30,Control,704.7399
2023-06-07 06:15:00,30,Freshwater,454.29714
2023-06-07 06:15:00,30,Seawater,698.10652
2023-06-07 06:15:00,50,Control,771.8704
2023-06-07 06:15:00,50,Freshwater,788.04972
2023-06-07 06:15:00,50,Seawater,746.28942
2023-06-07 06:30:00,5,Control,578.0207
2023-06-07 06:30:00,5,Freshwater,492.61895400000003
2023-06-07 06:30:00,5,Seawater,532.56314
2023-06-07 06:30:00,15,Control,732.14468
2023-06-07 06:30:00,15,Freshwater,280.193684
2023-06-07 06:30:00,15,Seawater,589.71152
2023-06-07 06:30:00,30,Control,705.02224
2023-06-07 06:30:00,30,Freshwater,452.29172
2023-06-07 06:30:00,30,Seawater,697.11694
2023-06-07 06:30:00,50,Control,772.1493
2023-06-07 06:30:00,50,Freshwater,788.79748
2023-06-07 06:30:00,50,Seawater,746.0164199999999
2023-06-07 06:45:00,5,Control,577.7649
2023-06-07 06:45:00,5,Freshwater,471.763152
2023-06-07 06:45:00,5,Seawater,527.96538
2023-06-07 06:45:00,15,Control,732.2919800000001
2023-06-07 06:45:00,15,Freshwater,274.2113584
2023-06-07 06:45:00,15,Seawater,587.08398
2023-06-07 06:45:00,30,Control,705.1366399999999
2023-06-07 06:45:00,30,Freshwater,450.2183
2023-06-07 06:45:00,30,Seawater,696.94632
2023-06-07 06:45:00,50,Control,772.32898
2023-06-07 06:45:00,50,Freshwater,788.5255799999999
2023-06-07 06:45:00,50,Seawater,743.5936399999999
2023-06-07 07:00:00,5,Control,577.51684
2023-06-07 07:00:00,5,Freshwater,448.54668
2023-06-07 07:00:00,5,Seawater,525.91794
2023-06-07 07:00:00,15,Control,732.55286
2023-06-07 07:00:00,15,Freshwater,269.1805438
2023-06-07 07:00:00,15,Seawater,587.54194
2023-06-07 07:00:00,30,Control,705.29562
2023-06-07 07:00:00,30,Freshwater,448.12428
2023-06-07 07:00:00,30,Seawater,696.8098
2023-06-07 07:00:00,50,Control,772.5205599999999
2023-06-07 07:00:00,50,Freshwater,788.4696399999999
2023-06-07 07:00:00,50,Seawater,744.58322
2023-06-07 07:15:00,5,Control,577.7235999999999
2023-06-07 07:15:00,5,Freshwater,426.101112
2023-06-07 07:15:00,5,Seawater,522.41216
2023-06-07 07:15:00,15,Control,732.6554
2023-06-07 07:15:00,15,Freshwater,266.49494799999997
2023-06-07 07:15:00,15,Seawater,586.99054
2023-06-07 07:15:00,30,Control,705.56904
2023-06-07 07:15:00,30,Freshwater,445.98136
2023-06-07 07:15:00,30,Seawater,696.6733
2023-06-07 07:15:00,50,Control,772.8281
2023-06-07 07:15:00,50,Freshwater,788.6358399999999
2023-06-07 07:15:00,50,Seawater,743.7984
2023-06-07 07:30:00,5,Control,577.37686
2023-06-07 07:30:00,5,Freshwater,402.6144836
2023-06-07 07:30:00,5,Seawater,519.47208
2023-06-07 07:30:00,15,Control,732.8191400000001
2023-06-07 07:30:00,15,Freshwater,263.74188200000003
2023-06-07 07:30:00,15,Seawater,562.16278
2023-06-07 07:30:00,30,Control,705.8015
2023-06-07 07:30:00,30,Freshwater,443.77268
2023-06-07 07:30:00,30,Seawater,696.16146
2023-06-07 07:30:00,50,Control,773.12804
2023-06-07 07:30:00,50,Freshwater,788.16162
2023-06-07 07:30:00,50,Seawater,742.94528
2023-06-07 07:45:00,5,Control,577.30882
2023-06-07 07:45:00,5,Freshwater,373.860006
2023-06-07 07:45:00,5,Seawater,517.86286
2023-06-07 07:45:00,15,Control,733.1606800000001
2023-06-07 07:45:00,15,Freshwater,260.915824
2023-06-07 07:45:00,15,Seawater,547.060234
2023-06-07 07:45:00,30,Control,705.93638
2023-06-07 07:45:00,30,Freshwater,441.19118000000003
2023-06-07 07:45:00,30,Seawater,695.76636
2023-06-07 07:45:00,50,Control,773.36516
2023-06-07 07:45:00,50,Freshwater,788.4719399999999
2023-06-07 07:45:00,50,Seawater,742.65254
2023-06-07 08:00:00,5,Control,577.07376
2023-06-07 08:00:00,5,Freshwater,336.756756
2023-06-07 08:00:00,5,Seawater,515.4688
2023-06-07 08:00:00,15,Control,733.4033400000001
2023-06-07 08:00:00,15,Freshwater,258.856742
2023-06-07 08:00:00,15,Seawater,536.3112179999999
2023-06-07 08:00:00,30,Control,706.21304
2023-06-07 08:00:00,30,Freshwater,438.67589999999996
2023-06-07 08:00:00,30,Seawater,695.28862
2023-06-07 08:00:00,50,Control,773.5739
2023-06-07 08:00:00,50,Freshwater,788.2340399999999
2023-06-07 08:00:00,50,Seawater,742.0382999999999
2023-06-07 08:15:00,5,Control,576.83832
2023-06-07 08:15:00,5,Freshwater,307.92222
2023-06-07 08:15:00,5,Seawater,514.01044
2023-06-07 08:15:00,15,Control,733.54544
2023-06-07 08:15:00,15,Freshwater,256.477388
2023-06-07 08:15:00,15,Seawater,538.577742
2023-06-07 08:15:00,30,Control,706.38904
2023-06-07 08:15:00,30,Freshwater,436.0925
2023-06-07 08:15:00,30,Seawater,694.9473800000001
2023-06-07 08:15:00,50,Control,773.7848
2023-06-07 08:15:00,50,Freshwater,788.19984
2023-06-07 08:15:00,50,Seawater,740.67332
2023-06-07 08:30:00,5,Control,576.1837999999999
2023-06-07 08:30:00,5,Freshwater,285.48508
2023-06-07 08:30:00,5,Seawater,510.09921999999995
2023-06-07 08:30:00,15,Control,733.70898
2023-06-07 08:30:00,15,Freshwater,254.790236
2023-06-07 08:30:00,15,Seawater,535.485428
2023-06-07 08:30:00,30,Control,706.68968
2023-06-07 08:30:00,30,Freshwater,433.44532000000004
2023-06-07 08:30:00,30,Seawater,695.7786
2023-06-07 08:30:00,50,Control,774.01612
2023-06-07 08:30:00,50,Freshwater,788.28936
2023-06-07 08:30:00,50,Seawater,740.20764
2023-06-07 08:45:00,5,Control,575.84648
2023-06-07 08:45:00,5,Freshwater,265.37194
2023-06-07 08:45:00,5,Seawater,507.08986000000004
2023-06-07 08:45:00,15,Control,733.90478
2023-06-07 08:45:00,15,Freshwater,252.64427600000002
2023-06-07 08:45:00,15,Seawater,533.382959
2023-06-07 08:45:00,30,Control,706.85192
2023-06-07 08:45:00,30,Freshwater,430.8035
2023-06-07 08:45:00,30,Seawater,693.90006
2023-06-07 08:45:00,50,Control,774.30924
2023-06-07 08:45:00,50,Freshwater,787.4766199999999
2023-06-07 08:45:00,50,Seawater,740.06926
2023-06-07 09:00:00,5,Control,575.71322
2023-06-07 09:00:00,5,Freshwater,246.79093999999998
2023-06-07 09:00:00,5,Seawater,503.43485999999996
2023-06-07 09:00:00,15,Control,734.16574
2023-06-07 09:00:00,15,Freshwater,250.85712
2023-06-07 09:00:00,15,Seawater,530.4829168
2023-06-07 09:00:00,30,Control,707.21786
2023-06-07 09:00:00,30,Freshwater,428.11694
2023-06-07 09:00:00,30,Seawater,693.2989600000001
