datetime,plot,depth_cm,eh_mv,datetime_est
2023-06-06T17:10:00Z,Estuarine,50,784.8096266666666,2023-06-06 12:10:00
2023-06-06T17:10:00Z,Freshwater,5,475.44521999999995,2023-06-06 12:10:00
2023-06-06T17:10:00Z,Freshwater,15,523.0925533333334,2023-06-06 12:10:00
2023-06-06T17:10:00Z,Freshwater,30,535.4261066666667,2023-06-06 12:10:00
2023-06-06T17:10:00Z,Freshwater,50,793.5315466666666,2023-06-06 12:10:00
2023-06-06T17:15:00Z,Control,5,573.2875,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Control,15,719.8863799999999,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Control,30,694.3396866666667,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Control,50,785.2689916666666,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Estuarine,5,595.87516,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Estuarine,15,683.03196,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Estuarine,30,742.5254,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Estuarine,50,784.7904599999999,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Freshwater,5,472.40312,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Freshwater,15,521.2292,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Freshwater,30,534.2755999999999,2023-06-06 12:15:00
2023-06-06T17:15:00Z,Freshwater,50,793.46426,2023-06-06 12:15:00
2023-06-06T17:20:00Z,Control,5,573.25334,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Control,15,719.9325066666667,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Control,30,694.4421866666667,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Control,50,785.2262666666666,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Estuarine,5,594.5255933333333,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Estuarine,15,685.0739133333333,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Estuarine,30,741.7019133333333,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Estuarine,50,784.9562533333333,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Freshwater,5,469.97924666666665,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Freshwater,15,518.9016466666666,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Freshwater,30,534.1418266666666,2023-06-06 12:20:00
2023-06-06T17:20:00Z,Freshwater,50,793.4982666666666,2023-06-06 12:20:00
2023-06-06T17:25:00Z,Control,5,573.11668,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Control,15,719.9444733333333,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Control,30,694.4080466666667,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Control,50,785.1408916666667,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Estuarine,5,594.1312266666666,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Estuarine,15,683.1588466666667,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Estuarine,30,741.1513266666667,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Estuarine,50,784.5421466666667,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Freshwater,5,467.38539333333335,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Freshwater,15,516.7776733333333,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Freshwater,30,533.6341533333333,2023-06-06 12:25:00
2023-06-06T17:25:00Z,Freshwater,50,793.3959133333333,2023-06-06 12:25:00
2023-06-06T17:30:00Z,Control,5,572.94584,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Control,15,720.05892,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Control,30,694.4763666666666,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Control,50,785.1835666666666,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Estuarine,5,592.4405800000001,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Estuarine,15,681.312,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Estuarine,30,743.46618,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Estuarine,50,784.7079,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Freshwater,5,464.53606,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Freshwater,15,514.33352,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Freshwater,30,533.04518,2023-06-06 12:30:00
2023-06-06T17:30:00Z,Freshwater,50,793.50082,2023-06-06 12:30:00
2023-06-06T17:35:00Z,Control,5,572.8403,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Control,15,720.19128,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Control,30,694.4722466666667,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Control,50,785.1786916666666,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Estuarine,5,591.4621,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Estuarine,15,682.4718,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Estuarine,30,741.4637666666666,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Estuarine,50,784.3769666666666,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Freshwater,5,462.0586666666667,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Freshwater,15,511.24271333333337,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Freshwater,30,532.5894933333333,2023-06-06 12:35:00
2023-06-06T17:35:00Z,Freshwater,50,793.3094133333333,2023-06-06 12:35:00
2023-06-06T17:40:00Z,Control,5,572.60382,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Control,15,720.22922,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Control,30,694.6466866666666,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Control,50,785.1829666666666,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Estuarine,5,589.9378399999999,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Estuarine,15,681.10734,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Estuarine,30,741.7809133333333,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Estuarine,50,783.8413533333332,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Freshwater,5,459.3841933333333,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Freshwater,15,509.45096666666666,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Freshwater,30,531.5987266666666,2023-06-06 12:40:00
2023-06-06T17:40:00Z,Freshwater,50,793.4732466666667,2023-06-06 12:40:00
2023-06-06T17:45:00Z,Control,5,572.5699999999999,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Control,15,720.33218,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Control,30,694.5445866666666,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Control,50,785.1407416666666,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Estuarine,5,589.02762,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Estuarine,15,680.11806,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Estuarine,30,741.1088599999999,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Estuarine,50,783.74918,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Freshwater,5,456.98411999999996,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Freshwater,15,506.4733,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Freshwater,30,531.9024,2023-06-06 12:45:00
2023-06-06T17:45:00Z,Freshwater,50,793.57526,2023-06-06 12:45:00
2023-06-06T17:50:00Z,Control,5,572.43332,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Control,15,720.36636,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Control,30,694.5525844444444,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Control,50,785.1060194444444,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Estuarine,5,587.7229733333332,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Estuarine,15,679.4262466666667,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Estuarine,30,740.6414666666666,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Estuarine,50,783.4523066666666,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Freshwater,5,453.71919333333335,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Freshwater,15,504.41532666666666,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Freshwater,30,530.7178333333333,2023-06-06 12:50:00
2023-06-06T17:50:00Z,Freshwater,50,793.5077133333333,2023-06-06 12:50:00
2023-06-06T17:55:00Z,Control,5,572.4675,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Control,15,720.4005,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Control,30,694.6630422222222,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Control,50,785.1139972222222,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Estuarine,5,586.3842266666667,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Estuarine,15,678.8367733333333,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Estuarine,30,740.5493133333333,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Estuarine,50,783.2578533333333,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Freshwater,5,451.8241066666667,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Freshwater,15,501.48723333333334,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Freshwater,30,530.4648866666666,2023-06-06 12:55:00
2023-06-06T17:55:00Z,Freshwater,50,792.9226866666667,2023-06-06 12:55:00
2023-06-06T18:00:00Z,Control,5,572.5016800000001,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Control,15,720.53718,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Control,30,694.63686,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Control,50,785.1219749999999,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Estuarine,5,585.38662,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Estuarine,15,678.1449200000001,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Estuarine,30,740.11606,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Estuarine,50,783.0292199999999,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Freshwater,5,449.0057,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Freshwater,15,498.78963999999996,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Freshwater,30,529.72844,2023-06-06 13:00:00
2023-06-06T18:00:00Z,Freshwater,50,793.3425599999999,2023-06-06 13:00:00
2023-06-06T18:05:00Z,Control,5,572.5198644444445,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Control,15,720.53718,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Control,30,694.7052,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Control,50,785.0792749999999,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Estuarine,5,584.0766133333333,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Estuarine,15,677.65304,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Estuarine,30,740.0238866666666,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Estuarine,50,783.1076266666666,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Freshwater,5,446.83486666666664,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Freshwater,15,496.2384446666667,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Freshwater,30,529.3704466666667,2023-06-06 13:05:00
2023-06-06T18:05:00Z,Freshwater,50,793.0792066666667,2023-06-06 13:05:00
2023-06-06T18:10:00Z,Control,5,572.6405488888889,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Control,15,720.6738,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Control,30,694.6709999999999,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Control,50,785.0365749999999,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Estuarine,5,582.5618866666666,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Estuarine,15,676.8882,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Estuarine,30,739.4882533333333,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Estuarine,50,782.7084733333332,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Freshwater,5,444.50283333333334,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Freshwater,15,493.2220933333333,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Freshwater,30,528.9220533333333,2023-06-06 13:10:00
2023-06-06T18:10:00Z,Freshwater,50,793.1768733333333,2023-06-06 13:10:00
2023-06-06T18:15:00Z,Control,5,572.6578333333333,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Control,15,720.74082,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Control,30,694.80642,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Control,50,785.1204749999999,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Estuarine,5,581.593,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Estuarine,15,676.19158,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Estuarine,30,739.19142,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Estuarine,50,782.44578,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Freshwater,5,442.40572,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Freshwater,15,490.47409,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Freshwater,30,527.7224199999999,2023-06-06 13:15:00
2023-06-06T18:15:00Z,Freshwater,50,793.16554,2023-06-06 13:15:00
2023-06-06T18:20:00Z,Control,5,572.6576933333333,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Control,15,720.8431400000001,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Control,30,694.84042,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Control,50,785.0775999999998,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Estuarine,5,580.5708666666667,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Estuarine,15,675.5243133333333,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Estuarine,30,738.87006,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Estuarine,50,782.22674,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Freshwater,5,440.73066666666665,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Freshwater,15,487.6920966666667,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Freshwater,30,528.23104,2023-06-06 13:20:00
2023-06-06T18:20:00Z,Freshwater,50,793.0618,2023-06-06 13:20:00
2023-06-06T18:25:00Z,Control,5,572.7954333333333,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Control,15,720.7763,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Control,30,694.87602,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Control,50,784.908475,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Estuarine,5,579.5487133333334,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Estuarine,15,674.9934666666667,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Estuarine,30,739.26506,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Estuarine,50,782.75816,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Freshwater,5,438.52109333333334,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Freshwater,15,484.9210053333333,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Freshwater,30,527.733,2023-06-06 13:25:00
2023-06-06T18:25:00Z,Freshwater,50,793.2189599999999,2023-06-06 13:25:00
2023-06-06T18:30:00Z,Control,5,572.8283933333333,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Control,15,720.91126,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Control,30,694.87442,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Control,50,785.0346499999999,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Estuarine,5,578.39008,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Estuarine,15,674.49676,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Estuarine,30,737.1016,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Estuarine,50,781.0040799999999,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Freshwater,5,436.97462,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Freshwater,15,481.280824,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Freshwater,30,527.31412,2023-06-06 13:30:00
2023-06-06T18:30:00Z,Freshwater,50,792.79068,2023-06-06 13:30:00
2023-06-06T18:35:00Z,Control,5,572.8955533333334,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Control,15,720.97792,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Control,30,694.8807977777777,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Control,50,785.0407527777777,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Estuarine,5,578.1034333333333,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Estuarine,15,673.69782,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Estuarine,30,733.8172866666666,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Estuarine,50,779.7323266666667,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Freshwater,5,435.2211733333333,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Freshwater,15,478.90554066666664,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Freshwater,30,526.8654533333333,2023-06-06 13:35:00
2023-06-06T18:35:00Z,Freshwater,50,793.2234933333333,2023-06-06 13:35:00
2023-06-06T18:40:00Z,Control,5,573.0255933333333,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Control,15,721.0711,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Control,30,694.9823955555555,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Control,50,784.9955555555555,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Estuarine,5,576.6228466666666,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Estuarine,15,674.161,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Estuarine,30,733.9441333333333,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Estuarine,50,779.8592333333332,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Freshwater,5,433.71456666666666,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Freshwater,15,475.9972813333333,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Freshwater,30,526.2935466666667,2023-06-06 13:40:00
2023-06-06T18:40:00Z,Freshwater,50,793.1360266666667,2023-06-06 13:40:00
2023-06-06T18:45:00Z,Control,5,573.0580733333334,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Control,15,721.1029,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Control,30,695.0222933333333,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Control,50,785.0862333333333,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Estuarine,5,574.8011799999999,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Estuarine,15,673.87376,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Estuarine,30,734.4462599999999,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Estuarine,50,779.9861,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Freshwater,5,432.26912,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Freshwater,15,472.911106,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Freshwater,30,526.08582,2023-06-06 13:45:00
2023-06-06T18:45:00Z,Freshwater,50,793.13302,2023-06-06 13:45:00
2023-06-06T18:50:00Z,Control,5,573.0827555555555,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Control,15,721.16906,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Control,30,695.1569733333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Control,50,785.0411333333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Estuarine,5,575.1967333333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Estuarine,15,673.2890933333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Estuarine,30,734.7826133333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Estuarine,50,780.0495533333333,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Freshwater,5,430.14338000000004,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Freshwater,15,470.017424,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Freshwater,30,525.46726,2023-06-06 13:50:00
2023-06-06T18:50:00Z,Freshwater,50,793.18798,2023-06-06 13:50:00
2023-06-06T18:55:00Z,Control,5,573.1162977777778,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Control,15,721.24776,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Control,30,695.1667933333333,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Control,50,784.9674083333333,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Estuarine,5,571.6694266666667,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Estuarine,15,673.0796066666667,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Estuarine,30,734.4708266666667,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Estuarine,50,780.9657866666666,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Freshwater,5,429.62312,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Freshwater,15,466.8621116,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Freshwater,30,525.50656,2023-06-06 13:55:00
2023-06-06T18:55:00Z,Freshwater,50,792.31452,2023-06-06 13:55:00
2023-06-06T19:00:00Z,Control,5,573.3104,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Control,15,721.38032,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Control,30,695.0604133333334,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Control,50,785.0055083333333,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Estuarine,5,571.07576,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Estuarine,15,671.7444399999999,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Estuarine,30,734.87536,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Estuarine,50,779.97174,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Freshwater,5,428.3095,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Freshwater,15,463.9986758,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Freshwater,30,524.8492600000001,2023-06-06 14:00:00
2023-06-06T19:00:00Z,Freshwater,50,792.90418,2023-06-06 14:00:00
2023-06-06T19:05:00Z,Control,5,573.31466,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Control,15,721.4666866666666,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Control,30,695.2711333333333,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Control,50,785.0123083333333,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Estuarine,5,570.4964733333334,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Estuarine,15,670.2536666666666,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Estuarine,30,733.08716,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Estuarine,50,780.46906,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Freshwater,5,426.8487333333333,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Freshwater,15,460.39831933333335,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Freshwater,30,524.4534666666667,2023-06-06 14:05:00
2023-06-06T19:05:00Z,Freshwater,50,793.1940066666666,2023-06-06 14:05:00
2023-06-06T19:10:00Z,Control,5,573.39648,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Control,15,721.4836133333333,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Control,30,695.3117733333333,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Control,50,784.9367583333333,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Estuarine,5,567.5634466666667,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Estuarine,15,669.2063733333333,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Estuarine,30,734.23262,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Estuarine,50,780.7276400000001,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Freshwater,5,425.51470666666665,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Freshwater,15,457.46681666666666,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Freshwater,30,523.7725933333334,2023-06-06 14:10:00
2023-06-06T19:10:00Z,Freshwater,50,792.8135533333333,2023-06-06 14:10:00
2023-06-06T19:15:00Z,Control,5,573.60766,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Control,15,721.53854,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Control,30,695.4225933333333,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Control,50,784.9039333333333,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Estuarine,5,569.0308600000001,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Estuarine,15,669.2847999999999,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Estuarine,30,734.5935,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Estuarine,50,779.21232,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Freshwater,5,424.72762,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Freshwater,15,454.165556,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Freshwater,30,523.946,2023-06-06 14:15:00
2023-06-06T19:15:00Z,Freshwater,50,792.8838999999999,2023-06-06 14:15:00
2023-06-06T19:20:00Z,Control,5,573.3200822222223,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Control,15,721.6098866666666,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Control,30,695.3799933333333,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Control,50,784.8512583333334,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Estuarine,5,567.4958,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Estuarine,15,669.2213866666666,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Estuarine,30,734.3936066666666,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Estuarine,50,778.7395066666667,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Freshwater,5,423.57702666666665,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Freshwater,15,451.3209973333333,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Freshwater,30,523.8048733333333,2023-06-06 14:20:00
2023-06-06T19:20:00Z,Freshwater,50,792.8104133333333,2023-06-06 14:20:00
2023-06-06T19:25:00Z,Control,5,573.1818844444444,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Control,15,721.8017933333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Control,30,695.3886133333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Control,50,784.8614333333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Estuarine,5,566.57478,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Estuarine,15,668.4756533333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Estuarine,30,733.7843733333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Estuarine,50,779.1877733333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Freshwater,5,422.19065333333333,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Freshwater,15,448.10503266666666,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Freshwater,30,523.3610666666667,2023-06-06 14:25:00
2023-06-06T19:25:00Z,Freshwater,50,792.5387066666666,2023-06-06 14:25:00
2023-06-06T19:30:00Z,Control,5,573.0697666666666,2023-06-06 14:30:00
2023-06-06T19:30:00Z,Control,15,721.8113999999999,2023-06-06 14:30:00
2023-06-06T19:30:00Z,Control,30,695.4888733333333,2023-06-06 14:30:00
2023-06-06T19:30:00Z,Control,50,784.8161083333333,2023-06-06 14:30:00
