datetime_raw,datetime,temp_c,do_percent_sat,depth,plot
2023-06-04 18:05:00,2023-06-04T23:05:00Z,17.216,81.697,5,Freshwater
2023-06-04 18:10:00,2023-06-04T23:10:00Z,17.217,81.666,5,Freshwater
2023-06-04 18:15:00,2023-06-04T23:15:00Z,17.215,81.669,5,Freshwater
2023-06-04 18:20:00,2023-06-04T23:20:00Z,17.218,81.627,5,Freshwater
2023-06-04 18:25:00,2023-06-04T23:25:00Z,17.216,81.643,5,Freshwater
2023-06-04 18:30:00,2023-06-04T23:30:00Z,17.216,81.65,5,Freshwater
2023-06-04 18:35:00,2023-06-04T23:35:00Z,17.215,81.572,5,Freshwater
2023-06-04 18:40:00,2023-06-04T23:40:00Z,17.213,81.621,5,Freshwater
2023-06-04 18:45:00,2023-06-04T23:45:00Z,17.216,81.604,5,Freshwater
2023-06-04 18:50:00,2023-06-04T23:50:00Z,17.211,81.631,5,Freshwater
2023-06-04 18:55:00,2023-06-04T23:55:00Z,17.212,81.696,5,Freshwater
2023-06-04 19:00:00,2023-06-05T00:00:00Z,17.211,81.662,5,Freshwater
2023-06-04 19:05:00,2023-06-05T00:05:00Z,17.21,81.608,5,Freshwater
2023-06-04 19:10:00,2023-06-05T00:10:00Z,17.209,81.632,5,Freshwater
2023-06-04 19:15:00,2023-06-05T00:15:00Z,17.21,81.553,5,Freshwater
2023-06-04 19:20:00,2023-06-05T00:20:00Z,17.209,81.593,5,Freshwater
2023-06-04 19:25:00,2023-06-05T00:25:00Z,17.208,81.589,5,Freshwater
2023-06-04 19:30:00,2023-06-05T00:30:00Z,17.204,81.55,5,Freshwater
2023-06-04 19:35:00,2023-06-05T00:35:00Z,17.202,81.561,5,Freshwater
2023-06-04 19:40:00,2023-06-05T00:40:00Z,17.2,81.545,5,Freshwater
2023-06-04 19:45:00,2023-06-05T00:45:00Z,17.201,81.549,5,Freshwater
2023-06-04 19:50:00,2023-06-05T00:50:00Z,17.199,81.519,5,Freshwater
2023-06-04 19:55:00,2023-06-05T00:55:00Z,17.193,81.447,5,Freshwater
2023-06-04 20:00:00,2023-06-05T01:00:00Z,17.192,81.428,5,Freshwater
2023-06-04 20:05:00,2023-06-05T01:05:00Z,17.191,81.477,5,Freshwater
2023-06-04 20:10:00,2023-06-05T01:10:00Z,17.189,81.476,5,Freshwater
2023-06-04 20:15:00,2023-06-05T01:15:00Z,17.186,81.417,5,Freshwater
2023-06-04 20:20:00,2023-06-05T01:20:00Z,17.186,81.483,5,Freshwater
2023-06-04 20:25:00,2023-06-05T01:25:00Z,17.185,81.463,5,Freshwater
2023-06-04 20:30:00,2023-06-05T01:30:00Z,17.182,81.463,5,Freshwater
2023-06-04 20:35:00,2023-06-05T01:35:00Z,17.178,81.454,5,Freshwater
2023-06-04 20:40:00,2023-06-05T01:40:00Z,17.174,81.417,5,Freshwater
2023-06-04 20:45:00,2023-06-05T01:45:00Z,17.177,81.367,5,Freshwater
2023-06-04 20:50:00,2023-06-05T01:50:00Z,17.172,81.356,5,Freshwater
2023-06-04 20:55:00,2023-06-05T01:55:00Z,17.168,81.356,5,Freshwater
2023-06-04 21:00:00,2023-06-05T02:00:00Z,17.167,81.395,5,Freshwater
2023-06-04 21:05:00,2023-06-05T02:05:00Z,17.169,81.354,5,Freshwater
2023-06-04 21:10:00,2023-06-05T02:10:00Z,17.161,81.357,5,Freshwater
2023-06-04 21:15:00,2023-06-05T02:15:00Z,17.16,81.406,5,Freshwater
2023-06-04 21:20:00,2023-06-05T02:20:00Z,17.16,81.441,5,Freshwater
2023-06-04 21:25:00,2023-06-05T02:25:00Z,17.156,81.382,5,Freshwater
2023-06-04 21:30:00,2023-06-05T02:30:00Z,17.157,81.388,5,Freshwater
2023-06-04 21:35:00,2023-06-05T02:35:00Z,17.151,81.344,5,Freshwater
2023-06-04 21:40:00,2023-06-05T02:40:00Z,17.149,81.403,5,Freshwater
2023-06-04 21:45:00,2023-06-05T02:45:00Z,17.144,81.348,5,Freshwater
2023-06-04 21:50:00,2023-06-05T02:50:00Z,17.147,81.316,5,Freshwater
2023-06-04 21:55:00,2023-06-05T02:55:00Z,17.14,81.248,5,Freshwater
2023-06-04 22:00:00,2023-06-05T03:00:00Z,17.138,81.31,5,Freshwater
2023-06-04 22:05:00,2023-06-05T03:05:00Z,17.14,81.325,5,Freshwater
2023-06-04 22:10:00,2023-06-05T03:10:00Z,17.13,81.29,5,Freshwater
2023-06-04 22:15:00,2023-06-05T03:15:00Z,17.129,81.315,5,Freshwater
2023-06-04 22:20:00,2023-06-05T03:20:00Z,17.122,81.28,5,Freshwater
2023-06-04 22:25:00,2023-06-05T03:25:00Z,17.124,81.295,5,Freshwater
2023-06-04 22:30:00,2023-06-05T03:30:00Z,17.121,81.319,5,Freshwater
2023-06-04 22:35:00,2023-06-05T03:35:00Z,17.12,81.3,5,Freshwater
2023-06-04 22:40:00,2023-06-05T03:40:00Z,17.112,81.307,5,Freshwater
2023-06-04 22:45:00,2023-06-05T03:45:00Z,17.11,81.301,5,Freshwater
2023-06-04 22:50:00,2023-06-05T03:50:00Z,17.112,81.245,5,Freshwater
2023-06-04 22:55:00,2023-06-05T03:55:00Z,17.105,81.267,5,Freshwater
2023-06-04 23:00:00,2023-06-05T04:00:00Z,17.101,81.278,5,Freshwater
2023-06-04 23:05:00,2023-06-05T04:05:00Z,17.098,81.339,5,Freshwater
2023-06-04 23:10:00,2023-06-05T04:10:00Z,17.095,81.263,5,Freshwater
2023-06-04 23:15:00,2023-06-05T04:15:00Z,17.091,81.283,5,Freshwater
2023-06-04 23:20:00,2023-06-05T04:20:00Z,17.089,81.364,5,Freshwater
2023-06-04 23:25:00,2023-06-05T04:25:00Z,17.086,81.244,5,Freshwater
2023-06-04 23:30:00,2023-06-05T04:30:00Z,17.084,81.217,5,Freshwater
2023-06-04 23:35:00,2023-06-05T04:35:00Z,17.08,81.214,5,Freshwater
2023-06-04 23:40:00,2023-06-05T04:40:00Z,17.078,81.233,5,Freshwater
2023-06-04 23:45:00,2023-06-05T04:45:00Z,17.072,81.188,5,Freshwater
2023-06-04 23:50:00,2023-06-05T04:50:00Z,17.07,81.207,5,Freshwater
2023-06-04 23:55:00,2023-06-05T04:55:00Z,17.067,81.286,5,Freshwater
2023-06-05 00:00:00,2023-06-05T05:00:00Z,17.063,81.16,5,Freshwater
2023-06-05 00:05:00,2023-06-05T05:05:00Z,17.058,81.263,5,Freshwater
2023-06-05 00:10:00,2023-06-05T05:10:00Z,17.057,81.189,5,Freshwater
2023-06-05 00:15:00,2023-06-05T05:15:00Z,17.056,81.182,5,Freshwater
2023-06-05 00:20:00,2023-06-05T05:20:00Z,17.048,81.2,5,Freshwater
2023-06-05 00:25:00,2023-06-05T05:25:00Z,17.047,81.178,5,Freshwater
2023-06-05 00:30:00,2023-06-05T05:30:00Z,17.046,81.167,5,Freshwater
2023-06-05 00:35:00,2023-06-05T05:35:00Z,17.036,81.182,5,Freshwater
2023-06-05 00:40:00,2023-06-05T05:40:00Z,17.035,81.189,5,Freshwater
2023-06-05 00:45:00,2023-06-05T05:45:00Z,17.031,81.169,5,Freshwater
2023-06-05 00:50:00,2023-06-05T05:50:00Z,17.027,81.232,5,Freshwater
2023-06-05 00:55:00,2023-06-05T05:55:00Z,17.023,81.174,5,Freshwater
2023-06-05 01:00:00,2023-06-05T06:00:00Z,17.016,81.142,5,Freshwater
2023-06-05 01:05:00,2023-06-05T06:05:00Z,17.017,81.111,5,Freshwater
2023-06-05 01:10:00,2023-06-05T06:10:00Z,17.015,81.108,5,Freshwater
2023-06-05 01:15:00,2023-06-05T06:15:00Z,17.01,81.24,5,Freshwater
2023-06-05 01:20:00,2023-06-05T06:20:00Z,17.004,81.206,5,Freshwater
2023-06-05 01:25:00,2023-06-05T06:25:00Z,17.005,81.258,5,Freshwater
2023-06-05 01:30:00,2023-06-05T06:30:00Z,17.002,81.185,5,Freshwater
2023-06-05 01:35:00,2023-06-05T06:35:00Z,16.996,81.159,5,Freshwater
2023-06-05 01:40:00,2023-06-05T06:40:00Z,16.992,81.217,5,Freshwater
2023-06-05 01:45:00,2023-06-05T06:45:00Z,16.992,81.246,5,Freshwater
2023-06-05 01:50:00,2023-06-05T06:50:00Z,16.988,81.147,5,Freshwater
2023-06-05 01:55:00,2023-06-05T06:55:00Z,16.984,81.174,5,Freshwater
2023-06-05 02:00:00,2023-06-05T07:00:00Z,16.98,81.167,5,Freshwater
2023-06-05 02:05:00,2023-06-05T07:05:00Z,16.976,81.107,5,Freshwater
2023-06-05 02:10:00,2023-06-05T07:10:00Z,16.974,81.244,5,Freshwater
2023-06-05 02:15:00,2023-06-05T07:15:00Z,16.971,81.168,5,Freshwater
2023-06-05 02:20:00,2023-06-05T07:20:00Z,16.968,81.2,5,Freshwater
2023-06-05 02:25:00,2023-06-05T07:25:00Z,16.966,81.194,5,Freshwater
2023-06-05 02:30:00,2023-06-05T07:30:00Z,16.965,81.077,5,Freshwater
2023-06-05 02:35:00,2023-06-05T07:35:00Z,16.961,81.192,5,Freshwater
2023-06-05 02:40:00,2023-06-05T07:40:00Z,16.957,81.109,5,Freshwater
2023-06-05 02:45:00,2023-06-05T07:45:00Z,16.954,81.115,5,Freshwater
2023-06-05 02:50:00,2023-06-05T07:50:00Z,16.951,81.218,5,Freshwater
2023-06-05 02:55:00,2023-06-05T07:55:00Z,16.95,81.172,5,Freshwater
2023-06-05 03:00:00,2023-06-05T08:00:00Z,16.945,81.076,5,Freshwater
2023-06-05 03:05:00,2023-06-05T08:05:00Z,16.94,81.093,5,Freshwater
2023-06-05 03:10:00,2023-06-05T08:10:00Z,16.939,81.133,5,Freshwater
2023-06-05 03:15:00,2023-06-05T08:15:00Z,16.936,81.154,5,Freshwater
2023-06-05 03:20:00,2023-06-05T08:20:00Z,16.937,81.174,5,Freshwater
2023-06-05 03:25:00,2023-06-05T08:25:00Z,16.931,81.168,5,Freshwater
2023-06-05 03:30:00,2023-06-05T08:30:00Z,16.931,81.14,5,Freshwater
2023-06-05 03:35:00,2023-06-05T08:35:00Z,16.927,81.179,5,Freshwater
2023-06-05 03:40:00,2023-06-05T08:40:00Z,16.925,81.135,5,Freshwater
2023-06-05 03:45:00,2023-06-05T08:45:00Z,16.923,81.145,5,Freshwater
2023-06-05 03:50:00,2023-06-05T08:50:00Z,16.918,81.142,5,Freshwater
2023-06-05 03:55:00,2023-06-05T08:55:00Z,16.911,81.167,5,Freshwater
2023-06-05 04:00:00,2023-06-05T09:00:00Z,16.912,81.133,5,Freshwater
2023-06-05 04:05:00,2023-06-05T09:05:00Z,16.909,81.081,5,Freshwater
2023-06-05 04:10:00,2023-06-05T09:10:00Z,16.908,81.133,5,Freshwater
2023-06-05 04:15:00,2023-06-05T09:15:00Z,16.907,81.093,5,Freshwater
2023-06-05 04:20:00,2023-06-05T09:20:00Z,16.902,81.096,5,Freshwater
2023-06-05 04:25:00,2023-06-05T09:25:00Z,16.897,81.204,5,Freshwater
2023-06-05 04:30:00,2023-06-05T09:30:00Z,16.896,81.103,5,Freshwater
2023-06-05 04:35:00,2023-06-05T09:35:00Z,16.896,81.149,5,Freshwater
2023-06-05 04:40:00,2023-06-05T09:40:00Z,16.892,81.131,5,Freshwater
2023-06-05 04:45:00,2023-06-05T09:45:00Z,16.885,81.135,5,Freshwater
2023-06-05 04:50:00,2023-06-05T09:50:00Z,16.885,81.194,5,Freshwater
2023-06-05 04:55:00,2023-06-05T09:55:00Z,16.88,81.071,5,Freshwater
2023-06-05 05:00:00,2023-06-05T10:00:00Z,16.881,81.146,5,Freshwater
2023-06-05 05:05:00,2023-06-05T10:05:00Z,16.877,81.11,5,Freshwater
2023-06-05 05:10:00,2023-06-05T10:10:00Z,16.869,81.014,5,Freshwater
2023-06-05 05:15:00,2023-06-05T10:15:00Z,16.871,81.128,5,Freshwater
2023-06-05 05:20:00,2023-06-05T10:20:00Z,16.868,81.101,5,Freshwater
2023-06-05 05:25:00,2023-06-05T10:25:00Z,16.866,81.05,5,Freshwater
2023-06-05 05:30:00,2023-06-05T10:30:00Z,16.86,81.026,5,Freshwater
2023-06-05 05:35:00,2023-06-05T10:35:00Z,16.859,81.079,5,Freshwater
