datetime,depth,plot,vwc,tsoil,ec
2023-06-02T05:00:00Z,5,Control,0.28083157750000004,17,47.5
2023-06-02T05:00:00Z,5,Freshwater,0.3764237140000001,17.15,103.5
2023-06-02T05:00:00Z,5,Seawater,0.35890227100000005,17.1,104
2023-06-02T05:00:00Z,15,Control,0.3262779414999999,16.3,113.5
2023-06-02T05:00:00Z,15,Freshwater,0.331245001,16.5,86
2023-06-02T05:00:00Z,15,Seawater,0.31192758100000006,16.4,85.5
2023-06-02T05:00:00Z,30,Control,0.36520564599999994,15.7,101
2023-06-02T05:00:00Z,30,Freshwater,0.34527146499999994,15.9,56
2023-06-02T05:00:00Z,30,Seawater,0.2990919700000001,15.6,59
2023-06-02T05:15:00Z,5,Control,0.28072684449999996,16.950000000000003,47
2023-06-02T05:15:00Z,5,Freshwater,0.37590004899999996,17.15,101
2023-06-02T05:15:00Z,5,Seawater,0.359162164,17.1,106.5
2023-06-02T05:15:00Z,15,Control,0.3263361264999999,16.3,112
2023-06-02T05:15:00Z,15,Freshwater,0.3314214955,16.5,86
2023-06-02T05:15:00Z,15,Seawater,0.31205364850000006,16.4,85.5
2023-06-02T05:15:00Z,30,Control,0.36506212299999996,15.7,102
2023-06-02T05:15:00Z,30,Freshwater,0.345589543,15.9,55
2023-06-02T05:15:00Z,30,Seawater,0.298921294,15.6,59
2023-06-02T05:30:00Z,5,Control,0.2807074495,16.950000000000003,46
2023-06-02T05:30:00Z,5,Freshwater,0.374891509,17.1,103.5
2023-06-02T05:30:00Z,5,Seawater,0.3585647980000001,17.1,102.5
2023-06-02T05:30:00Z,15,Control,0.32621199850000004,16.3,113
2023-06-02T05:30:00Z,15,Freshwater,0.3314486485000001,16.5,85
2023-06-02T05:30:00Z,15,Seawater,0.3120381325,16.4,85.5
2023-06-02T05:30:00Z,30,Control,0.36494963199999986,15.7,102
2023-06-02T05:30:00Z,30,Freshwater,0.345453778,15.9,59
2023-06-02T05:30:00Z,30,Seawater,0.2990609379999999,15.6,60
2023-06-02T05:45:00Z,5,Control,0.281011951,16.9,46.5
2023-06-02T05:45:00Z,5,Freshwater,0.3752697115,17.05,105.5
2023-06-02T05:45:00Z,5,Seawater,0.3590496729999999,17,104.5
2023-06-02T05:45:00Z,15,Control,0.326182906,16.3,110
2023-06-02T05:45:00Z,15,Freshwater,0.331155784,16.5,86
2023-06-02T05:45:00Z,15,Seawater,0.3118403035,16.4,84
2023-06-02T05:45:00Z,30,Control,0.3656362149999999,15.7,102
2023-06-02T05:45:00Z,30,Freshwater,0.34529861799999995,15.9,56
2023-06-02T05:45:00Z,30,Seawater,0.2990609379999999,15.6,60
2023-06-02T06:00:00Z,5,Control,0.28124081199999995,16.85,47
2023-06-02T06:00:00Z,5,Freshwater,0.3762006714999999,17.05,103
2023-06-02T06:00:00Z,5,Seawater,0.35855897950000004,17,101.5
2023-06-02T06:00:00Z,15,Control,0.3265087419999999,16.3,111.5
2023-06-02T06:00:00Z,15,Freshwater,0.3309133464999999,16.5,86
2023-06-02T06:00:00Z,15,Seawater,0.31172393350000005,16.4,79
2023-06-02T06:00:00Z,30,Control,0.365993083,15.7,101
2023-06-02T06:00:00Z,30,Freshwater,0.3452210379999998,15.9,57
2023-06-02T06:00:00Z,30,Seawater,0.2990842120000001,15.6,59
2023-06-02T06:15:00Z,5,Control,0.28104492250000007,16.85,47
2023-06-02T06:15:00Z,5,Freshwater,0.3761192124999999,17.05,102.5
2023-06-02T06:15:00Z,5,Seawater,0.35883050950000006,17,106.5
2023-06-02T06:15:00Z,15,Control,0.3264951655,16.25,112
2023-06-02T06:15:00Z,15,Freshwater,0.330930802,16.5,86.5
2023-06-02T06:15:00Z,15,Seawater,0.31198576600000005,16.4,85
2023-06-02T06:15:00Z,30,Control,0.36508539699999987,15.7,101
2023-06-02T06:15:00Z,30,Freshwater,0.345426625,15.9,59
2023-06-02T06:15:00Z,30,Seawater,0.30769365249999997,15.65,80.5
2023-06-02T06:30:00Z,5,Control,0.28109922849999996,16.85,46.5
2023-06-02T06:30:00Z,5,Freshwater,0.37527746949999996,17.05,103.5
2023-06-02T06:30:00Z,5,Seawater,0.3591253135,16.9,102
2023-06-02T06:30:00Z,15,Control,0.32637879550000004,16.25,111.5
2023-06-02T06:30:00Z,15,Freshwater,0.331151905,16.5,85.5
