date,plot,period,mean_fd,sd_fd,preflood_mean,fd_n1,fd_n1_control,fd_n2
2023-05-23,Control,0_preflood,1.8554645131834313,2.6666353779248264,2.703186515734346,-0.8477220025509147,-0.8477220025509147,0
2023-05-23,Estuarine,0_preflood,0.7917597097937074,1.3351386056483199,1.4055191292457585,-0.6137594194520511,-0.8477220025509147,0.23396258309886353
2023-05-23,Freshwater,0_preflood,1.324714510034948,2.1934860054572267,2.353199237871166,-1.028484727836218,-0.8477220025509147,-0.18076272528530324
2023-05-24,Control,0_preflood,3.2029129173402726,4.376906369937484,2.703186515734346,0.49972640160592663,0.49972640160592663,0
2023-05-24,Estuarine,0_preflood,1.8936348012793505,2.9467707797797202,1.4055191292457585,0.48811567203359196,0.49972640160592663,-0.011610729572334666
2023-05-24,Freshwater,0_preflood,2.965239867709832,4.096565557736734,2.353199237871166,0.612040629838666,0.49972640160592663,0.1123142282327394
2023-05-25,Control,0_preflood,3.1320706227036523,3.2345338537432946,2.703186515734346,0.42888410696930634,0.42888410696930634,0
2023-05-25,Estuarine,0_preflood,2.033380156384753,2.286141374787502,1.4055191292457585,0.6278610271389944,0.42888410696930634,0.19897692016968804
2023-05-25,Freshwater,0_preflood,3.2009484719998977,3.3141024879713923,2.353199237871166,0.8477492341287318,0.42888410696930634,0.4188651271594255
2023-05-26,Control,0_preflood,2.3454370352202596,3.608103939512793,2.703186515734346,-0.3577494805140864,-0.3577494805140864,0
2023-05-26,Estuarine,0_preflood,1.018103050486287,1.7346827889385568,1.4055191292457585,-0.3874160787594716,-0.3577494805140864,-0.0296665982453852
2023-05-26,Freshwater,0_preflood,1.8979836945895563,2.9474942136510784,2.353199237871166,-0.4552155432816096,-0.3577494805140864,-0.09746606276752323
2023-05-27,Control,0_preflood,3.624743503061993,4.833290969713428,2.703186515734346,0.921556987327647,0.921556987327647,0
2023-05-27,Estuarine,0_preflood,1.7417026211577584,2.7314283344781543,1.4055191292457585,0.3361834919119999,0.921556987327647,-0.5853734954156471
2023-05-27,Freshwater,0_preflood,3.1426720999111146,4.1562776932729,2.353199237871166,0.7894728620399487,0.921556987327647,-0.1320841252876983
2023-05-28,Control,0_preflood,2.0539440214500178,2.9180858945134722,2.703186515734346,-0.6492424942843282,-0.6492424942843282,0
2023-05-28,Estuarine,0_preflood,0.9966885625868858,1.5644048630637972,1.4055191292457585,-0.40883056665887274,-0.6492424942843282,0.2404119276254555
2023-05-28,Freshwater,0_preflood,1.6500352837382746,2.2894419857409645,2.353199237871166,-0.7031639541328913,-0.6492424942843282,-0.053921459848563114
2023-06-05,Control,0_preflood,2.7077329971807944,3.7683286525666406,2.703186515734346,0.004546481446448425,0.004546481446448425,0
2023-06-05,Estuarine,0_preflood,1.363365003031568,2.046627596846894,1.4055191292457585,-0.04215412621419046,0.004546481446448425,-0.04670060766063888
2023-06-05,Freshwater,0_preflood,2.290800737114537,2.990488712884063,2.353199237871166,-0.062398500756629005,0.004546481446448425,-0.06694498220307743
2023-06-06,Control,1_flood,2.8960353335778004,3.6027780633794717,2.703186515734346,0.19284881784345442,0.19284881784345442,0
2023-06-06,Estuarine,1_flood,2.0307225304202636,2.3797329792823683,1.4055191292457585,0.6252034011745051,0.19284881784345442,0.4323545833310507
