datetime,plot,depth,vwc,tsoil,ec
2023-06-02T05:00:00Z,Control,5,0.318657646,17.033333333333335,80.33333333333333
2023-06-02T05:00:00Z,Control,15,0.33930576715789473,16.352631578947367,110.10526315789474
2023-06-02T05:00:00Z,Control,30,0.369349711,15.866666666666667,128.66666666666666
2023-06-02T05:00:00Z,Freshwater,5,0.359883658,16.975,99.25
2023-06-02T05:00:00Z,Freshwater,15,0.33232379399999995,16.59259259259259,96.4074074074074
2023-06-02T05:00:00Z,Freshwater,30,0.3591246669999999,15.4,108
2023-06-02T05:00:00Z,Seawater,5,0.34938223525,16.950000000000003,103
2023-06-02T05:00:00Z,Seawater,15,0.3197421248846154,16.43846153846154,77.53846153846153
2023-06-02T05:00:00Z,Seawater,30,0.289650484,15.633333333333335,90
2023-06-02T05:15:00Z,Control,5,0.318677041,17,83.66666666666667
2023-06-02T05:15:00Z,Control,15,0.33878067305263154,16.352631578947367,111.57894736842105
2023-06-02T05:15:00Z,Control,30,0.3691544679999999,15.866666666666667,125.33333333333333
2023-06-02T05:15:00Z,Freshwater,5,0.359794441,16.975,98.5
2023-06-02T05:15:00Z,Freshwater,15,0.33240970666666664,16.59259259259259,95.92592592592592
2023-06-02T05:15:00Z,Freshwater,30,0.359318617,15.4,106.33333333333333
2023-06-02T05:15:00Z,Seawater,5,0.3493424755,16.925,104.25
2023-06-02T05:15:00Z,Seawater,15,0.31973287496153846,16.434615384615384,77.11538461538461
2023-06-02T05:15:00Z,Seawater,30,0.289809523,15.633333333333335,90.33333333333333
2023-06-02T05:30:00Z,Control,5,0.31858782399999996,17,81.66666666666667
2023-06-02T05:30:00Z,Control,15,0.33877761068421053,16.352631578947367,111.3157894736842
2023-06-02T05:30:00Z,Control,30,0.368977327,15.9,126.33333333333333
2023-06-02T05:30:00Z,Freshwater,5,0.35952775974999995,16.95,99.25
2023-06-02T05:30:00Z,Freshwater,15,0.3326102653333333,16.59259259259259,95.74074074074075
2023-06-02T05:30:00Z,Freshwater,30,0.359200954,15.4,105.66666666666667
2023-06-02T05:30:00Z,Seawater,5,0.3491640415,16.9,102
2023-06-02T05:30:00Z,Seawater,15,0.31972422180769233,16.43846153846154,77.11538461538461
2023-06-02T05:30:00Z,Seawater,30,0.2895625600000001,15.633333333333335,90
2023-06-02T05:45:00Z,Control,5,0.31878436,16.933333333333334,83.66666666666667
2023-06-02T05:45:00Z,Control,15,0.3390777227894737,16.347368421052632,111.73684210526316
2023-06-02T05:45:00Z,Control,30,0.36853900000000006,15.9,128
2023-06-02T05:45:00Z,Freshwater,5,0.35967904075,16.925,100.5
2023-06-02T05:45:00Z,Freshwater,15,0.33230755966666664,16.585185185185185,96.25925925925925
2023-06-02T05:45:00Z,Freshwater,30,0.35911173700000004,15.4,106
