datetime,plot,depth,vwc,tsoil,ec,filled
2023-06-02T07:00:00Z,Seawater,5,0.35644220919999997,16.8,113.2,FALSE
2023-06-02T07:00:00Z,Seawater,15,0.319580848,16.44,87.8,FALSE
2023-06-02T07:00:00Z,Seawater,30,0.2985714082,15.72,78.2,FALSE
2023-06-02T07:15:00Z,Control,5,0.28108371249999997,16.75,40,FALSE
2023-06-02T07:15:00Z,Control,15,0.310329433,16.35,57,FALSE
2023-06-02T07:15:00Z,Control,30,0.34769390050000004,15.8,116,FALSE
2023-06-02T07:15:00Z,Freshwater,5,0.362156752,16.84,109.2,FALSE
2023-06-02T07:15:00Z,Freshwater,15,0.3210812452,16.46,79.2,FALSE
2023-06-02T07:15:00Z,Freshwater,30,0.338723713,15.52,82.2,FALSE
2023-06-02T07:15:00Z,Seawater,5,0.35687432980000006,16.759999999999998,112.2,FALSE
2023-06-02T07:15:00Z,Seawater,15,0.31967937460000007,16.42,87.4,FALSE
2023-06-02T07:15:00Z,Seawater,30,0.29853106660000006,15.74,77.6,FALSE
2023-06-02T07:30:00Z,Control,5,0.280996435,16.75,40.5,FALSE
2023-06-02T07:30:00Z,Control,15,0.31048847199999996,16.35,57.5,FALSE
2023-06-02T07:30:00Z,Control,30,0.34774432749999995,15.8,117,FALSE
2023-06-02T07:30:00Z,Freshwater,5,0.3620070226,16.84,108.6,FALSE
2023-06-02T07:30:00Z,Freshwater,15,0.32103314559999996,16.46,79.8,FALSE
2023-06-02T07:30:00Z,Freshwater,30,0.33858406900000004,15.52,81.4,FALSE
2023-06-02T07:30:00Z,Seawater,5,0.356567113,16.72,111.4,FALSE
2023-06-02T07:30:00Z,Seawater,15,0.31963049920000003,16.42,86.8,FALSE
2023-06-02T07:30:00Z,Seawater,30,0.2982478996,15.74,78.6,FALSE
2023-06-02T07:45:00Z,Control,5,0.281039104,16.700000000000003,41,FALSE
2023-06-02T07:45:00Z,Control,15,0.3104361055,16.3,57.5,FALSE
2023-06-02T07:45:00Z,Control,30,0.3477947545000001,15.8,115,FALSE
2023-06-02T07:45:00Z,Freshwater,5,0.3620419336,16.82,110,FALSE
2023-06-02T07:45:00Z,Freshwater,15,0.32108667579999994,16.46,81.4,FALSE
2023-06-02T07:45:00Z,Freshwater,30,0.3387213856,15.52,80.2,FALSE
2023-06-02T07:45:00Z,Seawater,5,0.3566547784,16.72,111.4,FALSE
2023-06-02T07:45:00Z,Seawater,15,0.31976859160000004,16.38,87,FALSE
2023-06-02T07:45:00Z,Seawater,30,0.298576063,15.74,78.6,FALSE
2023-06-02T08:00:00Z,Control,5,0.28124275149999994,16.65,41,FALSE
2023-06-02T08:00:00Z,Control,15,0.310329433,16.3,57.5,FALSE
2023-06-02T08:00:00Z,Control,30,0.3474572815000001,15.8,115.5,FALSE
2023-06-02T08:00:00Z,Freshwater,5,0.3622882501,16.79,109.4,TRUE
2023-06-02T08:00:00Z,Freshwater,15,0.32099590720000004,16.46,80.6,FALSE
2023-06-02T08:00:00Z,Freshwater,30,0.33859027540000003,15.52,81.6,FALSE
2023-06-02T08:00:00Z,Seawater,5,0.35659116279999997,16.7,112,FALSE
2023-06-02T08:00:00Z,Seawater,15,0.3196343782,16.36,88.4,FALSE
2023-06-02T08:00:00Z,Seawater,30,0.2985000346,15.74,78.4,FALSE
2023-06-02T08:15:00Z,Control,5,0.281151595,16.65,41,FALSE
2023-06-02T08:15:00Z,Control,15,0.31065526900000007,16.3,57.5,FALSE
2023-06-02T08:15:00Z,Control,30,0.3474669789999999,15.8,113.5,FALSE
2023-06-02T08:15:00Z,Freshwater,5,0.3620062468,16.78,110,FALSE
2023-06-02T08:15:00Z,Freshwater,15,0.32095323819999994,16.44,80.8,FALSE
2023-06-02T08:15:00Z,Freshwater,30,0.33837149980000003,15.52,80.8,FALSE
2023-06-02T08:15:00Z,Seawater,5,0.3569014828,16.64,111.8,FALSE
2023-06-02T08:15:00Z,Seawater,15,0.3196188622,16.36,87.2,FALSE
2023-06-02T08:15:00Z,Seawater,30,0.2984550382,15.76,77.6,FALSE
2023-06-02T08:30:00Z,Control,5,0.28113801850000003,16.6,41,FALSE
2023-06-02T08:30:00Z,Control,15,0.310655269,16.3,57.5,FALSE
2023-06-02T08:30:00Z,Control,30,0.3475736515000001,15.8,115.5,FALSE
2023-06-02T08:30:00Z,Freshwater,5,0.36246086559999996,16.759999999999998,107.8,FALSE
2023-06-02T08:30:00Z,Freshwater,15,0.3211890814,16.44,80.4,FALSE
2023-06-02T08:30:00Z,Freshwater,30,0.3382287526,15.52,82.2,FALSE
2023-06-02T08:30:00Z,Seawater,5,0.3566415897999999,16.64,110.8,FALSE
2023-06-02T08:30:00Z,Seawater,15,0.3196623069999999,16.36,87,FALSE
2023-06-02T08:30:00Z,Seawater,30,0.2986276537,15.76,78.5,TRUE
2023-06-02T08:45:00Z,Control,5,0.28135912150000003,16.6,41,FALSE
2023-06-02T08:45:00Z,Control,15,0.3103817995,16.3,58,FALSE
2023-06-02T08:45:00Z,Control,30,0.3473816409999999,15.8,114.5,FALSE
2023-06-02T08:45:00Z,Freshwater,5,0.36238561300000005,16.759999999999998,109,FALSE
2023-06-02T08:45:00Z,Freshwater,15,0.3208942774,16.44,80.2,FALSE
2023-06-02T08:45:00Z,Freshwater,30,0.33815194840000007,15.52,79.8,FALSE
2023-06-02T08:45:00Z,Seawater,5,0.35655625180000006,16.62,112.2,FALSE
2023-06-02T08:45:00Z,Seawater,15,0.3196188622,16.36,86.4,FALSE
2023-06-02T08:45:00Z,Seawater,30,0.29860321599999995,15.76,78,FALSE
2023-06-02T09:00:00Z,Control,5,0.28081412199999994,16.549999999999997,40.5,FALSE
2023-06-02T09:00:00Z,Control,15,0.310213063,16.25,58,FALSE
2023-06-02T09:00:00Z,Control,30,0.3472769080000001,15.8,114.5,FALSE
2023-06-02T09:00:00Z,Freshwater,5,0.3621862324,16.7,109.4,FALSE
2023-06-02T09:00:00Z,Freshwater,15,0.3210370246,16.419999999999998,80.2,FALSE
2023-06-02T09:00:00Z,Freshwater,30,0.3381387598,15.52,83,FALSE
2023-06-02T09:00:00Z,Seawater,5,0.3566749492,16.580000000000002,110.2,FALSE
2023-06-02T09:00:00Z,Seawater,15,0.31969101159999996,16.36,88,FALSE
2023-06-02T09:00:00Z,Seawater,30,0.2983565116,15.76,78,FALSE
2023-06-02T09:15:00Z,Control,5,0.28094018949999994,16.549999999999997,40.5,FALSE
2023-06-02T09:15:00Z,Control,15,0.31044580299999996,16.25,57,FALSE
2023-06-02T09:15:00Z,Control,30,0.3475174059999999,15.8,115.5,FALSE
2023-06-02T09:15:00Z,Freshwater,5,0.3622599334,16.68,108.6,FALSE
2023-06-02T09:15:00Z,Freshwater,15,0.3210827968,16.38,80.6,FALSE
2023-06-02T09:15:00Z,Freshwater,30,0.33828693759999995,15.52,80.6,FALSE
2023-06-02T09:15:00Z,Seawater,5,0.35680993839999997,16.54,111.2,FALSE
2023-06-02T09:15:00Z,Seawater,15,0.3195901576,16.36,86.6,FALSE
2023-06-02T09:15:00Z,Seawater,30,0.2984534866,15.76,78.2,FALSE
2023-06-02T09:30:00Z,Control,5,0.281361061,16.5,41.5,FALSE
2023-06-02T09:30:00Z,Control,15,0.313351174,16.25,57,FALSE
2023-06-02T09:30:00Z,Control,30,0.3471469614999999,15.8,118,FALSE
2023-06-02T09:30:00Z,Freshwater,5,0.36219476619999996,16.66,109.6,FALSE
2023-06-02T09:30:00Z,Freshwater,15,0.32154051879999995,16.38,79.4,FALSE
2023-06-02T09:30:00Z,Freshwater,30,0.338374603,15.52,81.4,FALSE
2023-06-02T09:30:00Z,Seawater,5,0.35648410239999995,16.54,110.4,FALSE
2023-06-02T09:30:00Z,Seawater,15,0.3196941148,16.36,87.2,FALSE
2023-06-02T09:30:00Z,Seawater,30,0.29866760740000003,15.76,77.4,FALSE
2023-06-02T09:45:00Z,Control,5,0.28128154149999995,16.450000000000003,41,FALSE
2023-06-02T09:45:00Z,Control,15,0.31040313399999997,16.25,57.5,FALSE
2023-06-02T09:45:00Z,Control,30,0.347548438,15.8,115.5,FALSE
2023-06-02T09:45:00Z,Freshwater,5,0.3622994992,16.66,109.4,FALSE
2023-06-02T09:45:00Z,Freshwater,15,0.32116192839999996,16.38,80,FALSE
2023-06-02T09:45:00Z,Freshwater,30,0.3382977988,15.540000000000001,80.8,FALSE
2023-06-02T09:45:00Z,Seawater,5,0.3565919386000001,16.5,111,FALSE
2023-06-02T09:45:00Z,Seawater,15,0.31978643500000004,16.34,86.8,FALSE
2023-06-02T09:45:00Z,Seawater,30,0.2983774582,15.76,77.6,FALSE
2023-06-02T10:00:00Z,Control,5,0.2812078405,16.450000000000003,40.5,FALSE
2023-06-02T10:00:00Z,Control,15,0.31045550050000004,16.25,57,FALSE
2023-06-02T10:00:00Z,Control,30,0.34730212149999984,15.8,116.5,FALSE
2023-06-02T10:00:00Z,Freshwater,5,0.3623219974,16.64,107.8,FALSE
2023-06-02T10:00:00Z,Freshwater,15,0.3209353948,16.38,80.2,FALSE
2023-06-02T10:00:00Z,Freshwater,30,0.338025493,15.540000000000001,82,FALSE
2023-06-02T10:00:00Z,Seawater,5,0.3565097038,16.48,111.8,FALSE
2023-06-02T10:00:00Z,Seawater,15,0.3205637866,16.3,87.4,FALSE
2023-06-02T10:00:00Z,Seawater,30,0.29853572139999995,15.76,78.4,FALSE
2023-06-02T10:15:00Z,Control,5,0.2811225025,16.4,40.5,FALSE
2023-06-02T10:15:00Z,Control,15,0.3106494505,16.25,58.5,FALSE
2023-06-02T10:15:00Z,Control,30,0.34749995050000004,15.8,114,FALSE
2023-06-02T10:15:00Z,Freshwater,5,0.36182548540000004,16.6,109,FALSE
2023-06-02T10:15:00Z,Freshwater,15,0.32110374340000003,16.38,80,FALSE
2023-06-02T10:15:00Z,Freshwater,30,0.3383094358,15.540000000000001,81.8,FALSE
2023-06-02T10:15:00Z,Seawater,5,0.35665633,16.46,110.6,FALSE
2023-06-02T10:15:00Z,Seawater,15,0.31974997239999997,16.3,87.4,FALSE
2023-06-02T10:15:00Z,Seawater,30,0.29848451859999997,15.76,77.6,FALSE
2023-06-02T10:30:00Z,Control,5,0.28113995799999997,16.4,40,FALSE
2023-06-02T10:30:00Z,Control,15,0.3106106605,16.25,57.5,FALSE
2023-06-02T10:30:00Z,Control,30,0.3471779935,15.8,116.5,FALSE
2023-06-02T10:30:00Z,Freshwater,5,0.3620683108,16.56,109.6,FALSE
2023-06-02T10:30:00Z,Freshwater,15,0.3211083982,16.36,80.2,FALSE
2023-06-02T10:30:00Z,Freshwater,30,0.33799911579999997,15.540000000000001,81.4,FALSE
2023-06-02T10:30:00Z,Seawater,5,0.3566765008,16.44,110,FALSE
2023-06-02T10:30:00Z,Seawater,15,0.31978953819999995,16.3,88.2,FALSE
2023-06-02T10:30:00Z,Seawater,30,0.29831617,15.76,79.2,FALSE
2023-06-02T10:45:00Z,Control,5,0.281085652,16.4,40,FALSE
2023-06-02T10:45:00Z,Control,15,0.31091710149999996,16.2,57,FALSE
2023-06-02T10:45:00Z,Control,30,0.346811428,15.8,116.5,FALSE
2023-06-02T10:45:00Z,Freshwater,5,0.36235846000000005,16.56,109.6,FALSE
2023-06-02T10:45:00Z,Freshwater,15,0.32102306020000004,16.34,80.8,FALSE
2023-06-02T10:45:00Z,Freshwater,30,0.33794636140000006,15.540000000000001,81.4,FALSE
2023-06-02T10:45:00Z,Seawater,5,0.3566858104,16.42,113.4,FALSE
2023-06-02T10:45:00Z,Seawater,15,0.3197065275999999,16.28,86.2,FALSE
2023-06-02T10:45:00Z,Seawater,30,0.29844107379999996,15.76,77.6,FALSE
2023-06-02T11:00:00Z,Control,5,0.2814832495,16.3,40.5,FALSE
2023-06-02T11:00:00Z,Control,15,0.31044968199999995,16.2,57.5,FALSE
2023-06-02T11:00:00Z,Control,30,0.34713920349999994,15.8,115.5,FALSE
2023-06-02T11:00:00Z,Freshwater,5,0.3619635778,16.56,107.6,FALSE
2023-06-02T11:00:00Z,Freshwater,15,0.321093658,16.34,80.4,FALSE
2023-06-02T11:00:00Z,Freshwater,30,0.33793317279999996,15.540000000000001,80.8,FALSE
2023-06-02T11:00:00Z,Seawater,5,0.3564763444,16.38,110.6,FALSE
2023-06-02T11:00:00Z,Seawater,15,0.3197802286,16.26,85.8,FALSE
2023-06-02T11:00:00Z,Seawater,30,0.2985194296,15.76,77.8,FALSE
2023-06-02T11:15:00Z,Control,5,0.2813009365,16.3,41.5,FALSE
2023-06-02T11:15:00Z,Control,15,0.31055829399999996,16.15,57.5,FALSE
2023-06-02T11:15:00Z,Control,30,0.3467823354999999,15.8,115.5,FALSE
2023-06-02T11:15:00Z,Freshwater,5,0.3622312288,16.54,108.6,FALSE
2023-06-02T11:15:00Z,Freshwater,15,0.32228839000000004,16.34,79.8,FALSE
2023-06-02T11:15:00Z,Freshwater,30,0.33802704459999994,15.540000000000001,81.2,FALSE
2023-06-02T11:15:00Z,Seawater,5,0.3566415898,16.36,112.1,TRUE
2023-06-02T11:15:00Z,Seawater,15,0.31961886219999996,16.26,87,FALSE
2023-06-02T11:15:00Z,Seawater,30,0.298568305,15.74,78,FALSE
2023-06-02T11:30:00Z,Control,5,0.2811651715,16.3,39.5,FALSE
2023-06-02T11:30:00Z,Control,15,0.31054277799999996,16.15,57,FALSE
2023-06-02T11:30:00Z,Control,30,0.34673384799999996,15.8,113.5,FALSE
2023-06-02T11:30:00Z,Freshwater,5,0.3620613286,16.54,110,FALSE
2023-06-02T11:30:00Z,Freshwater,15,0.3224334646,16.32,79.6,FALSE
2023-06-02T11:30:00Z,Freshwater,30,0.33799135780000006,15.540000000000001,80.2,FALSE
2023-06-02T11:30:00Z,Seawater,5,0.35657952579999996,16.36,112,FALSE
2023-06-02T11:30:00Z,Seawater,15,0.320554477,16.26,87,FALSE
2023-06-02T11:30:00Z,Seawater,30,0.29864278180000003,15.74,77.8,FALSE
2023-06-02T11:45:00Z,Control,5,0.28110310749999995,16.3,40.5,FALSE
2023-06-02T11:45:00Z,Control,15,0.31058350749999997,16.15,55.5,FALSE
2023-06-02T11:45:00Z,Control,30,0.347032531,15.8,115.5,FALSE
2023-06-02T11:45:00Z,Freshwater,5,0.3622521754,16.52,108.4,FALSE
2023-06-02T11:45:00Z,Freshwater,15,0.32098116700000007,16.32,80.4,FALSE
2023-06-02T11:45:00Z,Freshwater,30,0.33775706619999996,15.540000000000001,80.4,FALSE
2023-06-02T11:45:00Z,Seawater,5,0.35662297060000003,16.36,109,FALSE
2023-06-02T11:45:00Z,Seawater,15,0.3197763496,16.24,86.8,FALSE
2023-06-02T11:45:00Z,Seawater,30,0.2983890952,15.74,78.4,FALSE
2023-06-02T12:00:00Z,Control,5,0.28107789400000005,16.3,39.5,FALSE
2023-06-02T12:00:00Z,Control,15,0.31053114099999996,16.15,57.5,FALSE
2023-06-02T12:00:00Z,Control,30,0.346470076,15.8,114.5,FALSE
2023-06-02T12:00:00Z,Freshwater,5,0.3622033,16.5,110.2,FALSE
2023-06-02T12:00:00Z,Freshwater,15,0.32111615620000006,16.32,80.2,FALSE
2023-06-02T12:00:00Z,Freshwater,30,0.3375925966,15.540000000000001,82,FALSE
2023-06-02T12:00:00Z,Seawater,5,0.3567486502,16.36,111.2,FALSE
2023-06-02T12:00:00Z,Seawater,15,0.319751524,16.24,86.8,FALSE
2023-06-02T12:00:00Z,Seawater,30,0.298312291,15.74,78,FALSE
2023-06-02T12:15:00Z,Control,5,0.28143282250000007,16.3,40.5,FALSE
2023-06-02T12:15:00Z,Control,15,0.31071151450000006,16.15,57,FALSE
2023-06-02T12:15:00Z,Control,30,0.34702283349999996,15.8,117.5,FALSE
2023-06-02T12:15:00Z,Freshwater,5,0.36194573440000005,16.5,109,FALSE
2023-06-02T12:15:00Z,Freshwater,15,0.3210556438,16.3,79.6,FALSE
2023-06-02T12:15:00Z,Freshwater,30,0.33793006960000005,15.540000000000001,80.4,FALSE
2023-06-02T12:15:00Z,Seawater,5,0.35664081400000003,16.36,110.4,FALSE
2023-06-02T12:15:00Z,Seawater,15,0.31970032119999997,16.22,87,FALSE
2023-06-02T12:15:00Z,Seawater,30,0.2984177998,15.74,77.8,FALSE
2023-06-02T12:30:00Z,Control,5,0.28100419299999996,16.3,40.5,FALSE
2023-06-02T12:30:00Z,Control,15,0.310628116,16.1,57,FALSE
2023-06-02T12:30:00Z,Control,30,0.34644098349999997,15.8,116,FALSE
2023-06-02T12:30:00Z,Freshwater,5,0.3621908872,16.5,109,FALSE
2023-06-02T12:30:00Z,Freshwater,15,0.3210843484,16.28,81,FALSE
2023-06-02T12:30:00Z,Freshwater,30,0.33741338679999994,15.540000000000001,79.6,FALSE
2023-06-02T12:30:00Z,Seawater,5,0.35661831580000003,16.36,108.8,FALSE
2023-06-02T12:30:00Z,Seawater,15,0.3197608336,16.22,87.8,FALSE
2023-06-02T12:30:00Z,Seawater,30,0.2985194296,15.74,77.8,FALSE
2023-06-02T12:45:00Z,Control,5,0.281310634,16.3,40.5,FALSE
2023-06-02T12:45:00Z,Control,15,0.31103735050000003,16.1,57.5,FALSE
2023-06-02T12:45:00Z,Control,30,0.3469064635,15.8,116.5,FALSE
2023-06-02T12:45:00Z,Freshwater,5,0.36219709359999996,16.5,109.8,FALSE
2023-06-02T12:45:00Z,Freshwater,15,0.320717395,16.26,80.2,FALSE
2023-06-02T12:45:00Z,Freshwater,30,0.33767793459999995,15.540000000000001,80.6,FALSE
2023-06-02T12:45:00Z,Seawater,5,0.35660357560000006,16.36,110.6,FALSE
2023-06-02T12:45:00Z,Seawater,15,0.31962972339999995,16.2,86.8,FALSE
2023-06-02T12:45:00Z,Seawater,30,0.29837280339999994,15.74,77.4,FALSE
2023-06-02T13:00:00Z,Control,5,0.28130869449999996,16.35,41,FALSE
2023-06-02T13:00:00Z,Control,15,0.31083370299999996,16.1,57.5,FALSE
2023-06-02T13:00:00Z,Control,30,0.346826944,15.8,117.5,FALSE
2023-06-02T13:00:00Z,Freshwater,5,0.3621513214,16.52,108.4,FALSE
2023-06-02T13:00:00Z,Freshwater,15,0.3209602204,16.26,80,FALSE
2023-06-02T13:00:00Z,Freshwater,30,0.33749717319999994,15.52,80.6,FALSE
2023-06-02T13:00:00Z,Seawater,5,0.3564383302,16.36,111,FALSE
2023-06-02T13:00:00Z,Seawater,15,0.3198267766000001,16.2,86.8,FALSE
2023-06-02T13:00:00Z,Seawater,30,0.2984356432,15.74,78.2,FALSE
2023-06-02T13:15:00Z,Control,5,0.281027467,16.4,40.5,FALSE
2023-06-02T13:15:00Z,Control,15,0.310511746,16.1,57.5,FALSE
2023-06-02T13:15:00Z,Control,30,0.346314916,15.8,114.5,FALSE
2023-06-02T13:15:00Z,Freshwater,5,0.36188677359999993,16.54,109,FALSE
2023-06-02T13:15:00Z,Freshwater,15,0.3209532382,16.26,80.4,FALSE
2023-06-02T13:15:00Z,Freshwater,30,0.33750182799999995,15.52,81.2,FALSE
2023-06-02T13:15:00Z,Seawater,5,0.35614973260000005,16.4,110,FALSE
2023-06-02T13:15:00Z,Seawater,15,0.31967316819999997,16.2,86,FALSE
2023-06-02T13:15:00Z,Seawater,30,0.2987591518,15.72,78.4,FALSE
2023-06-02T13:30:00Z,Control,5,0.28118068749999997,16.450000000000003,40,FALSE
2023-06-02T13:30:00Z,Control,15,0.31058738649999995,16.1,57,FALSE
2023-06-02T13:30:00Z,Control,30,0.346369222,15.8,113.5,FALSE
2023-06-02T13:30:00Z,Freshwater,5,0.36193254579999995,16.58,108.8,FALSE
2023-06-02T13:30:00Z,Freshwater,15,0.32100987159999994,16.26,81.2,FALSE
2023-06-02T13:30:00Z,Freshwater,30,0.3373063264,15.5,81.4,FALSE
2023-06-02T13:30:00Z,Seawater,5,0.35620248699999996,16.44,111.4,FALSE
2023-06-02T13:30:00Z,Seawater,15,0.320356648,16.2,86.4,FALSE
2023-06-02T13:30:00Z,Seawater,30,0.2982029032,15.72,76.8,FALSE
2023-06-02T13:45:00Z,Control,5,0.28084903299999997,16.5,41,FALSE
2023-06-02T13:45:00Z,Control,15,0.3103313724999999,16.1,58,FALSE
2023-06-02T13:45:00Z,Control,30,0.3462160015,15.75,114,FALSE
2023-06-02T13:45:00Z,Freshwater,5,0.3615601618,16.6,107.4,FALSE
2023-06-02T13:45:00Z,Freshwater,15,0.3208585906,16.26,81,FALSE
2023-06-02T13:45:00Z,Freshwater,30,0.3371185828,15.5,80,FALSE
2023-06-02T13:45:00Z,Seawater,5,0.35629558299999997,16.46,109.8,FALSE
2023-06-02T13:45:00Z,Seawater,15,0.31947533920000004,16.18,87,FALSE
2023-06-02T13:45:00Z,Seawater,30,0.2981656648,15.72,77.8,FALSE
2023-06-02T14:00:00Z,Control,5,0.28102552750000004,16.5,41,FALSE
2023-06-02T14:00:00Z,Control,15,0.31063587400000003,16.1,57.5,FALSE
2023-06-02T14:00:00Z,Control,30,0.346113208,15.75,115.5,FALSE
2023-06-02T14:00:00Z,Freshwater,5,0.3615198202,16.64,108.4,FALSE
2023-06-02T14:00:00Z,Freshwater,15,0.3208011814,16.26,80.4,FALSE
