datetime,plot,depth,vwc,tsoil,ec,filled,datetime_est
2023-06-02T05:00:00Z,Control,5,0.318657646,17.033333333333335,80.33333333333333,FALSE,2023-06-02
2023-06-02T05:00:00Z,Control,15,0.310162636,16.4,57.5,FALSE,2023-06-02
2023-06-02T05:00:00Z,Control,30,0.369349711,15.866666666666667,128.66666666666666,FALSE,2023-06-02
2023-06-02T05:00:00Z,Freshwater,5,0.3624926734,17.04,109.6,FALSE,2023-06-02
2023-06-02T05:00:00Z,Freshwater,15,0.32114330919999995,16.48,80.8,FALSE,2023-06-02
2023-06-02T05:00:00Z,Freshwater,30,0.3392396199999999,15.5,82.2,FALSE,2023-06-02
2023-06-02T05:00:00Z,Seawater,5,0.35680916259999995,16.98,111.8,FALSE,2023-06-02
2023-06-02T05:00:00Z,Seawater,15,0.31965454899999995,16.44,87.6,FALSE,2023-06-02
2023-06-02T05:00:00Z,Seawater,30,0.29854425520000005,15.66,77.4,FALSE,2023-06-02
2023-06-02T05:15:00Z,Control,5,0.318677041,17,83.66666666666667,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Control,15,0.31044968199999995,16.4,58,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Control,30,0.3691544679999999,15.866666666666667,125.33333333333333,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Freshwater,5,0.3622087306,17.02,108,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Freshwater,15,0.3211215867999999,16.46,80.4,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Freshwater,30,0.3394514134,15.5,81.2,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Seawater,5,0.35665089940000005,16.96,113.8,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Seawater,15,0.3195808480000001,16.44,86,FALSE,2023-06-02 00:15:00
2023-06-02T05:15:00Z,Seawater,30,0.2985690808,15.66,77.4,FALSE,2023-06-02 00:15:00
2023-06-02T05:30:00Z,Control,5,0.31858782399999996,17,81.66666666666667,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Control,15,0.3104089524999999,16.4,58.5,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Control,30,0.368977327,15.9,126.33333333333333,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Freshwater,5,0.3618898768,17,109.8,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Freshwater,15,0.3211332238,16.46,80.4,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Freshwater,30,0.3392993566,15.5,81.4,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Seawater,5,0.35652599560000003,16.94,110.6,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Seawater,15,0.319538179,16.44,87,FALSE,2023-06-02 00:30:00
2023-06-02T05:30:00Z,Seawater,30,0.2984821912,15.66,77.6,FALSE,2023-06-02 00:30:00
2023-06-02T05:45:00Z,Control,5,0.31878436,16.933333333333334,83.66666666666667,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Control,15,0.31041671049999997,16.4,59,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Control,30,0.36853900000000006,15.9,128,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Freshwater,5,0.3620046952,16.98,110.4,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Freshwater,15,0.3208857436,16.46,81,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Freshwater,30,0.3392504812,15.5,81.2,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Seawater,5,0.35694492759999996,16.9,111,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Seawater,15,0.31978721079999994,16.44,85.6,FALSE,2023-06-02 00:45:00
2023-06-02T05:45:00Z,Seawater,30,0.2987335504,15.66,77.8,FALSE,2023-06-02 00:45:00
2023-06-02T06:00:00Z,Control,5,0.31898994699999994,16.933333333333334,83,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Control,15,0.31043610549999995,16.4,58,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Control,30,0.36874975899999995,15.9,126.33333333333333,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Freshwater,5,0.3625539615999999,16.96,109.4,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Freshwater,15,0.32095634139999996,16.46,81.2,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Freshwater,30,0.33897739959999995,15.5,80.8,FALSE,2023-06-02 01:00:00
2023-06-02T06:00:00Z,Seawater,5,0.3565996966,16.88,110.2,FALSE,2023-06-02 01:00:00
