date,datetime_est,sample_plot,g_w,sample_grid,sample_depth,event_stamp,co2_conc_umol,co2_conc_ppm_dilcorr,ch4_conc_nmol,co2_flag
2023-06-04T00:00:00Z,2023-06-04T14:45:00Z,Control,G,C3,10,0,4.37391246126211,5350.6484473347,1.21881709517516,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:46:00Z,Control,G,C3,20,0,6.91613730553892,8460.5761233633,0.914879024936571,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:48:00Z,Control,G,C3,35,0,9.76407024789258,11944.4794047108,0.718665840352168,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:49:00Z,Control,G,C3,50,0,16.0052175352482,19579.3338601748,0.608376076468124,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:51:00Z,Control,G,C6,10,0,4.3296756461377,5296.5331333551,1.3457785675533,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:53:00Z,Control,G,C6,20,0,16.5300684743379,20221.3889738047,1.32012978525469,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:55:00Z,Control,G,C6,35,0,14.8995870366089,18226.8056229812,0.840497556270588,Within Range
2023-06-04T00:00:00Z,2023-06-04T14:57:00Z,Control,G,C6,50,0,12.7657902888323,15616.5118970468,0.772528283179259,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:00:00Z,Control,G,F4,10,0,4.55808859107088,5575.95284739419,1.29832832030086,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:02:00Z,Control,G,F4,20,0,9.80648323801118,11996.3636163257,0.848192190960172,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:04:00Z,Control,G,F4,35,0,6.09164158064329,7451.96271161387,1.29704588118593,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:05:00Z,Control,G,F4,50,0,9.19042897031953,11242.7386089456,0.802024382822666,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:06:00Z,Control,G,F4,ATM,0,0.334472226949217,409.163035989522,1.59457175584986,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:10:00Z,Control,G,H3,10,0,4.30257191558775,5263.3768836431,1.06107708403868,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:13:00Z,Control,G,H3,20,0,10.2579101227279,12548.5983903837,0.709688766547652,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:15:00Z,Control,G,H3,35,0,12.6212491375439,15439.6933407618,0.79304730901815,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:17:00Z,Control,G,H3,50,0,8.66801181095606,10603.6607610542,0.975153663338316,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:19:00Z,Control,G,H6,10,0,1.91998611172032,2348.73715433623,1.16880196969286,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:20:00Z,Control,G,H6,20,0,7.21865069027778,8830.64360566583,0.590421928859093,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:22:00Z,Control,G,H6,35,0,11.5483448233633,14127.1993542789,0.646849249916046,Within Range
2023-06-04T00:00:00Z,2023-06-04T15:24:00Z,Control,G,H6,50,0,10.7818974625599,13189.5970548806,0.658391201950423,Within Range
