date,plot,species,period,mean_fd,sd_fd,preflood_mean,fd_n1
2023-05-23,Control,Beech,0_preflood,9.317418835875259,4.730133714778401,10.323812896027736,-1.006394060152477
2023-05-23,Control,Red Maple,0_preflood,3.671711895311482,2.598576044032266,3.9568101514519114,-0.2850982561404294
2023-05-23,Control,Tulip Poplar,0_preflood,12.204374517251257,5.151198018904531,11.955923034826167,0.2484514824250894
2023-05-23,Estuarine,Beech,0_preflood,11.772644624689779,3.0818537251169245,12.227140382116685,-0.4544957574269066
2023-05-23,Estuarine,Red Maple,0_preflood,3.50148994239858,3.0938237876383137,4.186054622357034,-0.6845646799584539
2023-05-23,Estuarine,Tulip Poplar,0_preflood,6.5863981750914045,1.599289841382087,6.547986808941629,0.03841136614977536
2023-05-23,Freshwater,Beech,0_preflood,14.313841311688599,2.0036766146837017,14.958268333555617,-0.6444270218670187
2023-05-23,Freshwater,Red Maple,0_preflood,6.694545028169524,4.3946659316052346,7.9273828416048735,-1.2328378134353493
2023-05-23,Freshwater,Tulip Poplar,0_preflood,8.408216969260724,2.9250594435066604,8.487635587628743,-0.07941861836801856
2023-05-24,Control,Beech,0_preflood,10.391838537475145,5.147830837848906,10.323812896027736,0.06802564144740941
2023-05-24,Control,Red Maple,0_preflood,4.555924464184797,2.6989162433139686,3.9568101514519114,0.599114312732886
2023-05-24,Control,Tulip Poplar,0_preflood,12.334601642390083,5.981883826748266,11.955923034826167,0.37867860756391636
2023-05-24,Estuarine,Beech,0_preflood,13.365851800831107,3.5291410981416114,12.227140382116685,1.138711418714422
2023-05-24,Estuarine,Red Maple,0_preflood,5.023090793515639,4.06019716964719,4.186054622357034,0.837036171158605
2023-05-24,Estuarine,Tulip Poplar,0_preflood,6.948608791320735,1.4167897776540719,6.547986808941629,0.4006219823791062
2023-05-24,Freshwater,Beech,0_preflood,16.05571978409632,1.5596848686951432,14.958268333555617,1.0974514505407011
2023-05-24,Freshwater,Red Maple,0_preflood,8.838438843956633,4.265830200530329,7.9273828416048735,0.9110560023517591
