#--- Experiment --------------------------------------------------------------------------
#230604_sw_tempest_1
#
#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#WARD_FIRESTING1
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:24E144015D64A6DD Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.2] - Oxygen Sensor - XB7-535-216 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	15% (B)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	0.375000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/3/2023	12/31/2000	21.981000	53.500000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1014.112000	27.658000	49.868000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.11°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.2 Main]	Time [A Ch.2 Main]	 dt (s) [A Ch.2 Main]	Oxygen (%air sat.) [A Ch.2 Main]	dphi (°) [A Ch.2 Main]	Signal Intensity (mV) [A Ch.2 Main]	Ambient Light (mV) [A Ch.2 Main]	Status [A Ch.2 Main]	Date [A Ch.2 CompT]	Time [A Ch.2 CompT]	 dt (s) [A Ch.2 CompT]	Sample Temp. (°C) [A Ch.2 CompT]	Status [A Ch.2 CompT]	Date [A Ch.2 CompP]	Time [A Ch.2 CompP]	 dt (s) [A Ch.2 CompP]	Pressure (mbar) [A Ch.2 CompP]	Status [A Ch.2 CompP]
04-06-2023	08:48:54.079	0.266	97.159	23.437	330	10	OK	04-06-2023	08:48:54.079	0.266	17.702	OK	04-06-2023	08:48:54.079	0.266	1018	OK
04-06-2023	08:53:53.853	300.040	75.175	26.635	374	0	OK	04-06-2023	08:53:53.853	300.040	16.741	OK	04-06-2023	08:53:53.853	300.040	1018	OK
04-06-2023	08:58:53.851	600.038	38.763	34.643	497	0	OK	04-06-2023	08:58:53.851	600.038	16.665	OK	04-06-2023	08:58:53.851	600.038	1018	OK
04-06-2023	09:03:53.851	900.038	10.505	46.428	655	0	OK	04-06-2023	09:03:53.851	900.038	16.642	OK	04-06-2023	09:03:53.851	900.038	1018	OK
04-06-2023	09:08:53.853	1200.041	0.675	53.024	729	0	OK	04-06-2023	09:08:53.853	1200.041	16.634	OK	04-06-2023	09:08:53.853	1200.041	1018	OK
04-06-2023	09:13:53.851	1500.039	0.336	53.288	731	0	OK	04-06-2023	09:13:53.851	1500.039	16.625	OK	04-06-2023	09:13:53.851	1500.039	1018	OK
04-06-2023	09:18:53.856	1800.043	0.306	53.311	731	0	OK	04-06-2023	09:18:53.856	1800.043	16.618	OK	04-06-2023	09:18:53.856	1800.043	1018	OK
04-06-2023	09:23:53.856	2100.043	0.294	53.321	731	0	OK	04-06-2023	09:23:53.856	2100.043	16.615	OK	04-06-2023	09:23:53.856	2100.043	1018	OK
04-06-2023	09:28:53.855	2400.042	0.285	53.328	730	0	OK	04-06-2023	09:28:53.855	2400.042	16.606	OK	04-06-2023	09:28:53.855	2400.042	1018	OK
04-06-2023	09:33:53.855	2700.043	0.275	53.336	728	0	OK	04-06-2023	09:33:53.855	2700.043	16.606	OK	04-06-2023	09:33:53.855	2700.043	1018	OK
04-06-2023	09:38:53.857	3000.044	0.276	53.335	728	0	OK	04-06-2023	09:38:53.857	3000.044	16.602	OK	04-06-2023	09:38:53.857	3000.044	1018	OK
04-06-2023	09:43:53.856	3300.043	0.259	53.348	727	0	OK	04-06-2023	09:43:53.856	3300.043	16.600	OK	04-06-2023	09:43:53.856	3300.043	1018	OK
04-06-2023	09:48:53.856	3600.043	0.263	53.345	727	0	OK	04-06-2023	09:48:53.856	3600.043	16.597	OK	04-06-2023	09:48:53.856	3600.043	1018	OK
04-06-2023	09:53:53.855	3900.043	0.249	53.356	726	0	OK	04-06-2023	09:53:53.855	3900.043	16.595	OK	04-06-2023	09:53:53.855	3900.043	1018	OK
04-06-2023	09:58:53.858	4200.045	0.251	53.355	724	0	OK	04-06-2023	09:58:53.858	4200.045	16.594	OK	04-06-2023	09:58:53.858	4200.045	1018	OK
04-06-2023	10:03:53.858	4500.045	0.252	53.354	723	0	OK	04-06-2023	10:03:53.858	4500.045	16.592	OK	04-06-2023	10:03:53.858	4500.045	1018	OK
04-06-2023	10:08:53.860	4800.048	0.249	53.356	722	0	OK	04-06-2023	10:08:53.860	4800.048	16.593	OK	04-06-2023	10:08:53.860	4800.048	1018	OK
04-06-2023	10:13:53.859	5100.046	0.244	53.360	722	0	OK	04-06-2023	10:13:53.859	5100.046	16.589	OK	04-06-2023	10:13:53.859	5100.046	1018	OK
04-06-2023	10:18:53.863	5400.051	95.597	23.762	328	9	OK	04-06-2023	10:18:53.863	5400.051	16.545	OK	04-06-2023	10:18:53.863	5400.051	1018	OK
