#Log_File	LOG182
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.38
#Unique_ID	24EB9B04575BA8F7
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XA7-530-200	Water	%air sat.	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XA7-530-200	4 Jun 2023	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	10%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.000°	21.275°	20.00°C	23.17°C	1014 mbar	50%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
458	2023-06-11 05:19:44	94.411		16.35	16.35	1011.0	64.7	137100		0	22.819	306.4	38.3	16.03
459	2023-06-11 05:24:44	94.510		16.35	16.35	1010.8	64.8	137400		0	22.808	306.7	38.4	16.02
460	2023-06-11 05:29:44	94.551		16.34	16.34	1010.9	64.9	137700		0	22.803	306.6	38.5	16.01
461	2023-06-11 05:34:44	94.516		16.34	16.34	1010.9	65.0	138000		0	22.807	306.4	38.7	16.01
462	2023-06-11 05:39:44	94.482		16.35	16.35	1011.0	65.1	138300		0	22.810	306.4	38.7	16.04
463	2023-06-11 05:44:44	94.589		16.35	16.35	1011.1	65.2	138600		0	22.795	306.6	38.4	16.07
464	2023-06-11 05:49:44	94.470		16.35	16.35	1011.2	65.3	138900		0	22.809	306.5	38.3	16.10
465	2023-06-11 05:54:44	94.530		16.34	16.34	1011.2	65.4	139200		0	22.802	306.3	38.5	16.16
466	2023-06-11 05:59:44	94.530		16.34	16.34	1011.2	65.5	139500		0	22.803	306.1	38.7	16.21
467	2023-06-11 06:04:44	94.451		16.34	16.34	1011.2	65.6	139800		0	22.812	306.2	38.6	16.27
468	2023-06-11 06:09:44	94.505		16.34	16.34	1011.5	65.8	140100		0	22.802	306.0	38.6	16.34
469	2023-06-11 06:14:44	94.525		16.34	16.34	1011.3	65.9	140400		0	22.801	305.7	38.5	16.44
470	2023-06-11 06:19:44	94.506		16.33	16.33	1011.4	66.0	140700		0	22.803	305.7	38.6	16.53
471	2023-06-11 06:24:44	94.535		16.33	16.33	1011.4	66.0	141000		0	22.800	305.7	38.6	16.63
472	2023-06-11 06:29:44	94.489		16.34	16.34	1011.4	66.3	141300		0	22.805	305.5	38.5	16.76
473	2023-06-11 06:34:44	94.514		16.33	16.33	1011.4	66.1	141600		0	22.802	305.4	38.8	16.86
474	2023-06-11 06:39:44	94.529		16.33	16.33	1011.5	66.3	141900		0	22.800	304.9	38.5	16.95
475	2023-06-11 06:44:44	94.424		16.33	16.33	1011.5	66.4	142200		0	22.812	304.8	38.6	17.09
476	2023-06-11 06:49:44	94.546		16.33	16.33	1011.5	66.5	142500		0	22.798	304.7	38.7	17.22
477	2023-06-11 06:54:44	94.520		16.32	16.32	1011.5	66.5	142800		0	22.802	304.7	38.6	17.33
478	2023-06-11 06:59:44	94.555		16.32	16.32	1011.4	66.7	143100		0	22.798	304.5	38.5	17.49
479	2023-06-11 07:04:44	94.476		16.32	16.32	1011.5	66.8	143400		0	22.808	303.9	38.7	17.63
480	2023-06-11 07:09:44	94.507		16.32	16.32	1011.5	66.9	143700		0	22.803	303.8	38.7	17.79
481	2023-06-11 07:14:44	94.435		16.32	16.32	1011.5	67.2	144000		0	22.813	303.5	38.9	17.98
482	2023-06-11 07:19:44	94.548		16.32	16.32	1011.5	67.2	144300		0	22.798	303.4	38.6	18.16
483	2023-06-11 07:24:44	94.437		16.32	16.32	1011.5	67.3	144600		0	22.812	302.9	38.9	18.33
484	2023-06-11 07:29:44	94.398		16.32	16.32	1011.6	67.4	144900		0	22.817	302.5	38.6	18.56
485	2023-06-11 07:34:44	94.332		16.32	16.32	1011.5	67.3	145200		0	22.825	302.3	38.6	18.79
486	2023-06-11 07:39:44	94.448		16.32	16.32	1011.5	67.3	145500		0	22.811	301.8	38.7	19.03
487	2023-06-11 07:44:44	94.365		16.32	16.32	1011.5	67.4	145800		0	22.821	301.6	38.7	19.29
488	2023-06-11 07:49:44	94.373		16.32	16.32	1011.4	67.6	146100		0	22.821	301.1	38.8	19.73
489	2023-06-11 07:54:44	94.351		16.33	16.33	1011.5	67.5	146400		0	22.822	299.9	38.6	20.11
490	2023-06-11 07:59:44	94.360		16.33	16.33	1011.5	67.5	146700		0	22.821	299.4	38.7	20.46
491	2023-06-11 08:04:44	94.363		16.33	16.33	1011.6	67.4	147000		0	22.820	298.4	38.9	20.82
492	2023-06-11 08:09:44	94.373		16.33	16.33	1011.6	67.1	147300		0	22.818	297.9	38.9	21.04
493	2023-06-11 08:14:44	94.346		16.33	16.33	1011.7	66.9	147600		0	22.820	297.3	38.6	21.24
494	2023-06-11 08:19:44	94.298		16.33	16.33	1011.6	66.8	147900		0	22.827	296.9	38.5	21.49
495	2023-06-11 08:24:44	94.284		16.33	16.33	1011.6	66.6	148200		0	22.828	296.6	38.6	21.65
496	2023-06-11 08:29:44	94.243		16.34	16.34	1011.6	66.4	148500		0	22.833	296.3	39.0	21.77
497	2023-06-11 08:34:44	94.260		16.34	16.34	1011.7	66.4	148800		0	22.830	296.3	38.8	21.94
498	2023-06-11 08:39:44	94.244		16.33	16.33	1011.7	66.3	149100		0	22.833	296.1	38.8	22.12
499	2023-06-11 08:44:44	94.306		16.34	16.34	1011.7	66.1	149400		0	22.824	295.4	38.6	22.23
500	2023-06-11 08:49:44	94.238		16.34	16.34	1011.7	66.0	149700		0	22.832	295.4	38.8	22.35
501	2023-06-11 08:54:44	94.221		16.34	16.34	1011.6	66.0	150000		0	22.835	295.2	38.8	22.49
502	2023-06-11 08:59:44	94.156		16.35	16.35	1011.6	65.8	150300		0	22.843	294.9	38.7	22.66
503	2023-06-11 09:04:44	94.215		16.35	16.35	1011.6	65.8	150600		0	22.835	294.6	38.7	22.79
504	2023-06-11 09:09:44	94.260		16.35	16.35	1011.6	65.6	150900		0	22.830	294.6	38.8	22.94
505	2023-06-11 09:14:44	94.159		16.35	16.35	1011.4	65.5	151200		0	22.844	294.3	38.9	23.09
506	2023-06-11 09:19:44	94.128		16.36	16.36	1011.5	65.5	151500		0	22.846	293.8	38.7	23.30
507	2023-06-11 09:24:44	94.133		16.36	16.36	1011.5	65.4	151800		0	22.845	293.3	38.9	23.54
508	2023-06-11 09:29:44	94.122		16.36	16.36	1011.4	65.2	152100		0	22.847	293.0	38.6	23.75
509	2023-06-11 09:34:44	94.132		16.37	16.37	1011.5	65.0	152400		0	22.845	292.5	38.8	23.95
510	2023-06-11 09:39:44	94.115		16.37	16.37	1011.5	64.9	152700		0	22.847	292.2	38.8	24.10
511	2023-06-11 09:44:44	94.125		16.37	16.37	1011.3	64.8	153000		0	22.847	291.8	38.6	24.27
512	2023-06-11 09:49:44	94.093		16.38	16.38	1011.4	64.8	153300		0	22.849	291.6	38.6	24.51
513	2023-06-11 09:54:44	94.037		16.39	16.39	1011.3	64.6	153600		0	22.856	291.3	38.6	24.74
514	2023-06-11 09:59:44	94.133		16.39	16.39	1011.4	64.4	153900		0	22.843	290.7	38.7	24.98
515	2023-06-11 10:04:44	94.068		16.40	16.40	1011.4	64.1	154200		0	22.851	290.2	38.7	25.24
516	2023-06-11 10:09:44	94.095		16.40	16.40	1011.4	63.9	154500		0	22.847	289.8	38.6	25.45
517	2023-06-11 10:14:44	94.111		16.40	16.40	1011.3	63.7	154800		0	22.846	289.7	38.8	25.60
518	2023-06-11 10:19:44	94.153		16.41	16.41	1011.4	63.6	155100		0	22.839	289.0	38.4	25.74
519	2023-06-11 10:24:44	93.980		16.42	16.42	1011.3	63.4	155400		0	22.861	289.0	38.9	25.96
520	2023-06-11 10:29:44	93.944		16.42	16.42	1011.3	63.1	155700		0	22.865	288.6	38.9	26.18
521	2023-06-11 10:34:44	94.037		16.43	16.43	1011.2	62.8	156000		0	22.854	288.1	38.7	26.27
522	2023-06-11 10:39:44	93.921		16.43	16.43	1011.1	62.7	156300		0	22.869	287.9	38.8	26.34
523	2023-06-11 10:44:44	93.995		16.44	16.44	1011.0	62.6	156600		0	22.860	288.1	38.8	26.52
524	2023-06-11 10:49:44	93.986		16.43	16.43	1010.9	62.5	156900		0	22.863	287.8	38.5	26.71
525	2023-06-11 10:54:44	93.892		16.44	16.44	1011.0	62.3	157200		0	22.873	287.2	38.6	26.83
526	2023-06-11 10:59:44	93.959		16.45	16.45	1010.9	61.9	157500		0	22.864	287.2	38.6	26.97
527	2023-06-11 11:04:44	93.950		16.45	16.45	1010.9	61.8	157800		0	22.865	286.9	38.4	27.11
528	2023-06-11 11:09:44	94.012		16.46	16.46	1010.8	61.8	158100		0	22.857	286.6	38.6	27.24
529	2023-06-11 11:14:44	94.086		16.46	16.46	1010.7	61.6	158400		0	22.849	286.4	38.7	27.36
530	2023-06-11 11:19:44	93.969		16.48	16.48	1010.8	61.4	158700		0	22.861	286.0	38.6	27.47
531	2023-06-11 11:24:44	93.973		16.48	16.48	1010.7	61.2	159000		0	22.863	285.9	38.6	27.55
532	2023-06-11 11:29:44	93.996		16.48	16.48	1010.7	60.7	159300		0	22.860	285.4	38.4	27.66
533	2023-06-11 11:34:44	93.950		16.48	16.48	1010.6	60.8	159600		0	22.867	285.5	38.5	27.75
534	2023-06-11 11:39:44	93.928		16.50	16.50	1010.5	60.7	159900		0	22.869	285.0	38.7	27.88
535	2023-06-11 11:44:44	93.949		16.50	16.50	1010.4	60.3	160200		0	22.867	284.9	38.5	27.98
536	2023-06-11 11:49:44	93.895		16.51	16.51	1010.3	59.9	160500		0	22.874	284.8	38.7	28.07
537	2023-06-11 11:54:44	93.904		16.51	16.51	1010.2	60.2	160800		0	22.873	284.4	38.7	28.14
538	2023-06-11 11:59:44	93.826		16.52	16.52	1010.1	59.8	161100		0	22.883	284.4	38.7	28.21
539	2023-06-11 12:04:44	93.902		16.52	16.52	1010.0	59.7	161400		0	22.874	284.2	38.5	28.27
540	2023-06-11 12:09:44	93.876		16.52	16.52	1010.0	59.6	161700		0	22.877	284.0	38.6	28.33
541	2023-06-11 12:14:44	93.826		16.53	16.53	1010.0	59.0	162000		0	22.883	283.8	38.8	28.41
542	2023-06-11 12:19:44	93.848		16.54	16.54	1009.8	59.3	162300		0	22.881	283.6	38.9	28.50
543	2023-06-11 12:24:44	93.883		16.54	16.54	1009.7	59.0	162600		0	22.878	283.5	38.5	28.64
544	2023-06-11 12:29:44	93.917		16.55	16.55	1009.7	59.0	162900		0	22.873	283.2	38.7	28.75
545	2023-06-11 12:34:44	93.818		16.56	16.56	1009.7	58.5	163200		0	22.885	282.9	38.4	28.87
546	2023-06-11 12:39:44	93.976		16.57	16.57	1009.7	58.2	163500		0	22.864	282.9	38.8	29.01
547	2023-06-11 12:44:44	93.871		16.57	16.57	1009.5	58.1	163800		0	22.879	282.6	38.7	29.11
548	2023-06-11 12:49:44	93.925		16.58	16.58	1009.5	58.0	164100		0	22.872	282.2	38.7	29.27
549	2023-06-11 12:54:44	93.838		16.59	16.59	1009.4	57.3	164400		0	22.883	281.9	38.7	29.34
550	2023-06-11 12:59:44	93.806		16.59	16.59	1009.4	57.2	164700		0	22.887	281.9	38.8	29.38
551	2023-06-11 13:04:44	93.851		16.60	16.60	1009.3	57.2	165000		0	22.881	281.8	38.4	29.45
552	2023-06-11 13:09:44	93.879		16.60	16.60	1009.3	56.9	165300		0	22.877	281.6	38.4	29.62
553	2023-06-11 13:14:44	93.858		16.60	16.60	1009.4	56.3	165600		0	22.879	281.0	38.5	30.15
554	2023-06-11 13:19:44	93.833		16.62	16.62	1009.4	56.0	165900		0	22.879	280.2	38.7	30.05
555	2023-06-11 13:24:44	93.760		16.62	16.62	1009.2	55.8	166200		0	22.890	280.3	38.9	29.93
556	2023-06-11 13:29:44	93.842		16.63	16.63	1009.2	55.3	166500		0	22.880	280.4	38.6	29.88
557	2023-06-11 13:34:44	93.801		16.64	16.64	1009.1	55.5	166800		0	22.884	280.4	38.5	29.68
558	2023-06-11 13:39:44	93.976		16.64	16.64	1009.1	55.4	167100		0	22.862	280.6	38.6	29.41
559	2023-06-11 13:44:44	93.944		16.64	16.64	1009.1	55.3	167400		0	22.868	281.2	38.7	29.22
560	2023-06-11 13:49:44	93.812		16.65	16.65	1009.0	55.3	167700		0	22.884	281.7	38.6	29.07
561	2023-06-11 13:54:44	93.918		16.65	16.65	1009.0	55.4	168000		0	22.871	281.8	38.8	29.00
562	2023-06-11 13:59:44	93.925		16.66	16.66	1009.0	55.5	168300		0	22.869	281.8	38.5	28.96
563	2023-06-11 14:04:44	93.924		16.66	16.66	1008.9	55.3	168600		0	22.870	281.8	38.5	28.75
564	2023-06-11 14:09:44	93.929		16.67	16.67	1008.9	55.5	168900		0	22.869	282.4	38.5	28.67
565	2023-06-11 14:14:44	93.929		16.67	16.67	1008.8	55.4	169200		0	22.870	282.4	38.6	28.39
566	2023-06-11 14:19:44	93.881		16.67	16.67	1008.8	55.5	169500		0	22.875	283.2	38.8	28.16
567	2023-06-11 14:24:44	93.937		16.68	16.68	1008.8	55.5	169800		0	22.867	283.7	38.6	28.01
568	2023-06-11 14:29:44	94.007		16.68	16.68	1008.7	55.6	170100		0	22.859	283.7	38.6	27.96
569	2023-06-11 14:34:44	93.936		16.70	16.70	1008.7	55.6	170400		0	22.866	283.8	38.8	28.09
570	2023-06-11 14:39:44	93.982		16.71	16.71	1008.6	55.6	170700		0	22.860	283.7	38.6	28.04
571	2023-06-11 14:44:44	94.032		16.71	16.71	1008.7	55.7	171000		0	22.853	283.6	38.8	27.98
572	2023-06-11 14:49:44	93.935		16.72	16.72	1008.5	55.8	171300		0	22.866	283.7	39.0	28.01
573	2023-06-11 14:54:44	93.919		16.72	16.72	1008.4	55.8	171600		0	22.869	283.6	38.7	27.97
574	2023-06-11 14:59:44	94.028		16.73	16.73	1008.4	55.4	171900		0	22.855	283.9	38.8	27.89
575	2023-06-11 15:04:44	94.096		16.74	16.74	1008.4	55.4	172200		0	22.846	283.8	38.8	27.89
576	2023-06-11 15:09:44	93.991		16.74	16.74	1008.3	55.5	172500		0	22.859	284.0	38.6	27.92
577	2023-06-11 15:14:44	94.012		16.75	16.75	1008.3	55.4	172800		0	22.857	283.6	38.8	27.94
578	2023-06-11 15:19:44	94.040		16.75	16.75	1008.2	55.5	173100		0	22.853	283.7	38.5	27.95
579	2023-06-11 15:24:44	94.049		16.77	16.77	1008.2	55.7	173400		0	22.851	283.5	38.6	28.09
580	2023-06-11 15:29:44	93.929		16.77	16.77	1008.2	55.3	173700		0	22.865	283.1	38.5	28.10
581	2023-06-11 15:34:44	93.961		16.78	16.78	1008.2	55.4	174000		0	22.861	283.0	38.7	28.03
582	2023-06-11 15:39:44	94.051		16.78	16.78	1008.1	55.2	174300		0	22.850	283.1	38.7	27.98
583	2023-06-11 15:44:44	93.992		16.79	16.79	1008.2	55.3	174600		0	22.855	283.3	38.6	27.94
584	2023-06-11 15:49:44	94.105		16.80	16.80	1008.1	55.3	174900		0	22.842	283.2	38.8	27.87
585	2023-06-11 15:54:44	94.094		16.81	16.81	1008.2	55.1	175200		0	22.841	283.5	38.8	27.82
586	2023-06-11 15:59:44	94.114		16.81	16.81	1008.2	55.3	175500		0	22.838	283.4	38.5	27.80
587	2023-06-11 16:04:44	94.146		16.82	16.82	1008.2	55.3	175800		0	22.833	283.3	38.8	27.61
588	2023-06-11 16:09:44	94.179		16.82	16.82	1008.2	55.4	176100		0	22.829	283.7	38.6	27.40
589	2023-06-11 16:14:44	94.160		16.83	16.83	1008.2	55.6	176400		0	22.831	284.1	38.8	27.22
590	2023-06-11 16:19:44	94.181		16.83	16.83	1008.2	55.8	176700		0	22.828	284.2	38.7	27.07
591	2023-06-11 16:24:44	94.143		16.83	16.83	1008.2	55.9	177000		0	22.833	284.5	38.6	26.87
592	2023-06-11 16:29:44	94.075		16.83	16.83	1008.1	56.1	177300		0	22.842	284.8	38.8	26.73
593	2023-06-11 16:34:44	94.208		16.84	16.84	1008.0	56.4	177600		0	22.826	285.2	39.0	26.58
594	2023-06-11 16:39:44	94.164		16.84	16.84	1008.1	56.7	177900		0	22.830	285.4	38.5	26.43
595	2023-06-11 16:44:44	94.130		16.84	16.84	1008.1	56.8	178200		0	22.835	285.6	38.7	26.26
596	2023-06-11 16:49:44	94.132		16.85	16.85	1008.1	56.9	178500		0	22.833	285.9	38.8	26.16
597	2023-06-11 16:54:44	94.159		16.86	16.86	1008.1	57.0	178800		0	22.828	286.0	38.6	26.15
598	2023-06-11 16:59:44	94.155		16.86	16.86	1008.1	57.1	179100		0	22.829	286.1	38.8	26.12
599	2023-06-11 17:04:44	94.157		16.87	16.87	1008.1	57.2	179400		0	22.828	286.3	38.5	26.10
600	2023-06-11 17:09:44	94.271		16.88	16.88	1008.1	57.4	179700		0	22.813	286.0	38.6	26.05
601	2023-06-11 17:14:44	94.139		16.88	16.88	1008.1	57.4	180000		0	22.829	286.0	38.7	25.99
602	2023-06-11 17:19:44	94.157		16.89	16.89	1008.2	57.5	180300		0	22.825	286.1	38.6	25.97
603	2023-06-11 17:24:44	94.244		16.89	16.89	1008.2	57.6	180600		0	22.813	286.0	38.7	25.90
604	2023-06-11 17:29:44	94.181		16.90	16.90	1008.2	57.8	180900		0	22.820	286.3	38.5	25.89
605	2023-06-11 17:34:44	94.251		16.90	16.90	1008.3	57.9	181200		0	22.811	286.2	38.6	25.90
606	2023-06-11 17:39:44	94.271		16.91	16.91	1008.3	57.9	181500		0	22.807	286.0	38.5	25.88
607	2023-06-11 17:44:44	94.198		16.91	16.91	1008.4	58.0	181800		0	22.814	286.2	38.7	25.81
608	2023-06-11 17:49:44	94.141		16.92	16.92	1008.3	58.2	182100		0	22.821	286.2	38.5	25.70
609	2023-06-11 17:54:44	94.168		16.92	16.92	1008.4	58.2	182400		0	22.817	286.3	38.8	25.64
610	2023-06-11 17:59:44	94.164		16.93	16.93	1008.4	58.3	182700		0	22.817	286.6	38.6	25.58
611	2023-06-11 18:04:44	94.177		16.93	16.93	1008.4	58.3	183000		0	22.815	286.4	38.6	25.49
612	2023-06-11 18:09:44	94.237		16.93	16.93	1008.4	58.3	183300		0	22.808	286.7	38.6	25.41
613	2023-06-11 18:14:44	94.252		16.94	16.94	1008.3	58.5	183600		0	22.806	286.6	38.7	25.28
614	2023-06-11 18:19:44	94.258		16.94	16.94	1008.3	58.7	183900		0	22.805	286.9	38.6	25.16
615	2023-06-11 18:24:44	94.279		16.94	16.94	1008.2	58.8	184200		0	22.803	287.0	38.4	25.05
616	2023-06-11 18:29:44	94.262		16.95	16.95	1008.3	58.8	184500		0	22.804	287.3	38.6	24.96
617	2023-06-11 18:34:44	94.347		16.95	16.95	1008.3	58.9	184800		0	22.793	287.4	38.7	24.86
618	2023-06-11 18:39:44	94.288		16.95	16.95	1008.3	58.9	185100		0	22.800	287.8	38.6	24.75
619	2023-06-11 18:44:44	94.223		16.96	16.96	1008.3	59.1	185400		0	22.808	287.7	38.5	24.66
620	2023-06-11 18:49:44	94.294		16.96	16.96	1008.2	59.3	185700		0	22.799	287.7	38.6	24.56
621	2023-06-11 18:54:44	94.376		16.97	16.97	1008.2	59.3	186000		0	22.789	287.8	38.8	24.45
622	2023-06-11 18:59:44	94.293		16.97	16.97	1008.2	59.4	186300		0	22.799	288.1	38.8	24.35
623	2023-06-11 19:04:44	94.286		16.97	16.97	1008.2	59.5	186600		0	22.800	288.3	38.5	24.28
624	2023-06-11 19:09:44	94.260		16.98	16.98	1008.3	59.9	186900		0	22.801	288.6	38.6	24.20
625	2023-06-11 19:14:44	94.308		16.98	16.98	1008.3	60.1	187200		0	22.795	288.7	38.6	24.11
626	2023-06-11 19:19:44	94.363		16.99	16.99	1008.3	60.3	187500		0	22.787	288.9	38.6	24.04
627	2023-06-11 19:24:44	94.315		16.99	16.99	1008.2	60.8	187800		0	22.793	289.1	38.5	23.97
628	2023-06-11 19:29:44	94.406		16.99	16.99	1008.3	61.0	188100		0	22.782	289.0	38.8	23.90
629	2023-06-11 19:34:44	94.360		16.99	16.99	1008.3	61.4	188400		0	22.787	289.2	38.9	23.84
630	2023-06-11 19:39:44	94.358		16.99	16.99	1008.2	61.5	188700		0	22.788	289.2	38.8	23.76
631	2023-06-11 19:44:44	94.319		17.00	17.00	1008.3	61.7	189000		0	22.792	289.3	38.9	23.71
632	2023-06-11 19:49:44	94.427		17.01	17.01	1008.2	62.3	189300		0	22.778	289.6	38.6	23.63
633	2023-06-11 19:54:44	94.504		17.00	17.00	1008.3	62.7	189600		0	22.768	289.4	38.7	23.57
634	2023-06-11 19:59:44	94.475		17.01	17.01	1008.3	62.8	189900		0	22.771	289.5	38.8	23.51
635	2023-06-11 20:04:44	94.521		17.01	17.01	1008.2	62.9	190200		0	22.766	289.7	38.4	23.45
636	2023-06-11 20:09:44	94.489		17.01	17.01	1008.3	63.2	190500		0	22.769	289.6	38.7	23.37
637	2023-06-11 20:14:44	94.442		17.01	17.01	1008.3	63.5	190800		0	22.774	289.8	38.6	23.31
638	2023-06-11 20:19:44	94.478		17.02	17.02	1008.4	63.9	191100		0	22.769	289.9	38.4	23.25
639	2023-06-11 20:24:44	94.481		17.02	17.02	1008.4	64.0	191400		0	22.768	290.2	38.4	23.17
640	2023-06-11 20:29:44	94.401		17.03	17.03	1008.3	64.0	191700		0	22.778	290.1	38.5	23.12
641	2023-06-11 20:34:44	94.432		17.03	17.03	1008.4	64.2	192000		0	22.773	289.9	38.6	23.06
642	2023-06-11 20:39:44	94.486		17.03	17.03	1008.3	64.5	192300		0	22.767	290.2	38.7	22.98
643	2023-06-11 20:44:44	94.463		17.03	17.03	1008.3	64.9	192600		0	22.770	290.4	38.6	22.92
644	2023-06-11 20:49:44	94.449		17.04	17.04	1008.3	65.2	192900		0	22.771	290.4	38.5	22.86
645	2023-06-11 20:54:44	94.514		17.03	17.03	1008.3	65.6	193200		0	22.764	290.7	38.6	22.80
646	2023-06-11 20:59:44	94.520		17.04	17.04	1008.3	65.9	193500		0	22.762	290.6	38.8	22.76
647	2023-06-11 21:04:44	94.465		17.04	17.04	1008.4	66.2	193800		0	22.768	290.7	38.5	22.71
648	2023-06-11 21:09:44	94.472		17.04	17.04	1008.3	65.9	194100		0	22.768	290.9	39.0	22.68
649	2023-06-11 21:14:44	94.485		17.04	17.04	1008.3	66.4	194400		0	22.767	291.1	38.7	22.64
650	2023-06-11 21:19:44	94.520		17.04	17.04	1008.4	66.5	194700		0	22.761	290.8	38.6	22.60
651	2023-06-11 21:24:44	94.449		17.05	17.05	1008.3	66.8	195000		0	22.770	291.0	38.9	22.58
652	2023-06-11 21:29:44	94.464		17.05	17.05	1008.3	67.0	195300		0	22.768	291.1	38.8	22.54
653	2023-06-11 21:34:44	94.398		17.05	17.05	1008.2	67.6	195600		0	22.777	291.1	38.5	22.51
654	2023-06-11 21:39:44	94.468		17.06	17.06	1008.1	67.7	195900		0	22.769	291.3	38.8	22.49
655	2023-06-11 21:44:44	94.431		17.07	17.07	1008.0	68.1	196200		0	22.774	291.4	38.4	22.48
656	2023-06-11 21:49:44	94.506		17.07	17.07	1008.0	68.1	196500		0	22.765	291.1	39.0	22.46
657	2023-06-11 21:54:44	94.449		17.07	17.07	1007.9	68.3	196800		0	22.773	291.3	38.6	22.45
658	2023-06-11 21:59:44	94.551		17.07	17.07	1007.9	68.0	197100		0	22.760	291.3	38.8	22.44
659	2023-06-11 22:04:44	94.451		17.07	17.07	1007.8	68.4	197400		0	22.773	291.4	38.5	22.40
660	2023-06-11 22:09:44	94.387		17.08	17.08	1008.0	68.3	197700		0	22.779	291.6	38.4	22.39
661	2023-06-11 22:14:44	94.536		17.07	17.07	1007.9	68.5	198000		0	22.762	291.4	38.7	22.37
662	2023-06-11 22:19:44	94.524		17.08	17.08	1008.0	68.5	198300		0	22.762	291.5	38.8	22.35
663	2023-06-11 22:24:44	94.433		17.08	17.08	1008.0	68.7	198600		0	22.772	291.5	38.8	22.33
664	2023-06-11 22:29:44	94.386		17.08	17.08	1008.2	68.7	198900		0	22.776	291.3	38.7	22.32
665	2023-06-11 22:34:44	94.460		17.08	17.08	1008.2	68.6	199200		0	22.766	291.3	38.4	22.30
666	2023-06-11 22:39:44	94.479		17.09	17.09	1008.3	68.8	199500		0	22.763	291.6	38.6	22.29
667	2023-06-11 22:44:44	94.526		17.09	17.09	1008.2	68.6	199800		0	22.758	291.6	38.7	22.28
668	2023-06-11 22:49:44	94.398		17.09	17.09	1008.2	68.6	200100		0	22.773	291.4	38.8	22.24
669	2023-06-11 22:54:44	94.554		17.09	17.09	1008.1	68.6	200400		0	22.755	291.8	38.5	22.23
670	2023-06-11 22:59:44	94.412		17.09	17.09	1008.1	68.7	200700		0	22.772	291.5	38.4	22.22
671	2023-06-11 23:04:44	94.479		17.10	17.10	1008.0	68.4	201000		0	22.765	291.7	38.6	22.16
672	2023-06-11 23:09:44	94.462		17.10	17.10	1007.9	68.4	201300		0	22.768	291.7	38.5	22.12
673	2023-06-11 23:14:44	94.476		17.10	17.10	1007.9	68.4	201600		0	22.766	292.2	38.4	22.08
674	2023-06-11 23:19:44	94.414		17.10	17.10	1007.8	68.3	201900		0	22.776	292.1	38.5	22.03
675	2023-06-11 23:24:44	94.351		17.10	17.10	1007.7	68.3	202200		0	22.784	292.3	38.5	21.99
676	2023-06-11 23:29:44	94.250		17.10	17.10	1007.6	68.4	202500		0	22.798	292.2	38.3	21.96
677	2023-06-11 23:34:44	94.394		17.10	17.10	1007.5	68.6	202800		0	22.782	292.2	38.6	21.93
678	2023-06-11 23:39:44	94.325		17.11	17.11	1007.5	68.7	203100		0	22.788	292.6	38.5	21.91
679	2023-06-11 23:44:44	94.256		17.11	17.11	1007.4	68.8	203400		0	22.798	292.6	38.5	21.92
680	2023-06-11 23:49:44	94.352		17.11	17.11	1007.3	68.6	203700		0	22.787	292.5	38.5	21.92
681	2023-06-11 23:54:44	94.316		17.11	17.11	1007.3	68.4	204000		0	22.792	292.3	38.4	21.91
682	2023-06-11 23:59:44	94.394		17.10	17.10	1007.4	68.4	204300		0	22.782	292.5	38.7	21.90
683	2023-06-12 00:04:44	94.485		17.11	17.11	1007.3	68.4	204600		0	22.770	292.4	38.7	21.88
684	2023-06-12 00:09:44	94.365		17.12	17.12	1007.2	68.3	204900		0	22.786	292.4	38.6	21.86
685	2023-06-12 00:14:44	94.383		17.13	17.13	1007.3	68.4	205200		0	22.782	292.5	38.5	21.85
686	2023-06-12 00:19:44	94.456		17.12	17.12	1007.1	68.3	205500		0	22.776	292.4	38.5	21.82
687	2023-06-12 00:24:44	94.315		17.12	17.12	1007.1	68.4	205800		0	22.793	292.5	38.5	21.79
688	2023-06-12 00:29:44	94.348		17.12	17.12	1007.2	68.4	206100		0	22.788	292.7	38.4	21.76
689	2023-06-12 00:34:44	94.377		17.12	17.12	1007.2	68.5	206400		0	22.785	292.8	38.3	21.74
690	2023-06-12 00:39:44	94.268		17.12	17.12	1007.1	68.5	206700		0	22.799	292.9	38.5	21.73
691	2023-06-12 00:44:44	94.338		17.12	17.12	1007.1	68.6	207000		0	22.790	292.8	38.4	21.72
