"TOA5","TEMPEST_REDOX_control","CR1000","86633","CR1000.Std.31.03","CPU:COMPASS_Redox_Tempest_2024v1.CR1","22631","Redox5"
"TIMESTAMP","RECORD","Statname","BattV","RedoxRa(1)","RedoxRa(2)","RedoxRa(3)","RedoxRa(4)","RedoxRa(5)","RedoxRa(6)","RedoxRa(7)","RedoxRa(8)","RedoxRa(9)","RedoxRa(10)","RedoxRa(11)","RedoxRa(12)","RedoxRa(13)","RedoxRa(14)","RedoxRa(15)","RedoxRa(16)","RedoxRa(17)","RedoxRa(18)","RedoxRa(19)","RedoxRa(20)","RedoxRb(1)","RedoxRb(2)","RedoxRb(3)","RedoxRb(4)","RedoxRb(5)","RedoxRb(6)","RedoxRb(7)","RedoxRb(8)","RedoxRb(9)","RedoxRb(10)","RedoxRb(11)","RedoxRb(12)","RedoxRb(13)","RedoxRb(14)","RedoxRb(15)","RedoxRb(16)","RedoxRb(17)","RedoxRb(18)","RedoxRb(19)","RedoxRb(20)"
"TS","RN","","Volts","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV","mV"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2024-05-07 04:50:00",0,"NAN",11.98,801.5461,619.5707,625.0385,644.5176,530.3771,588.4725,593.7695,604.876,535.8449,574.6322,598.2121,636.4867,473.6487,559.9374,562.5005,577.8787,568.9935,384.1133,575.4865,629.652,917.2244,732.0024,739.6915,759.8541,639.2206,700.9043,707.9099,720.0416,647.0806,683.6465,711.8399,752.165,581.2961,673.5652,676.9827,693.2152,681.5961,493.2986,688.7726,744.9885
"2024-05-07 04:55:00",1,"NAN",11.98,778.8317,620.6049,626.0728,645.2103,530.8973,588.8228,594.9741,605.3973,536.5361,575.4948,599.4168,637.1794,474.5098,559.9455,562.8503,578.5705,569.1725,383.948,576.1783,630.1736,894.3408,733.3799,740.5565,760.7194,639.7424,701.2561,709.1162,720.3937,647.6025,684.6816,712.8754,753.201,581.9879,674.2585,677.505,693.5669,682.1185,493.4765,689.2951,745.8536
"2024-05-07 05:05:00",0,"NAN",11.98,762.1078,618.9136,625.5778,645.0577,525.957,586.1054,594.4783,604.56,533.3046,571.5809,598.5793,637.71,469.9096,558.7652,561.6701,577.9033,567.1381,377.9782,574.144,630.0206,834.7303,735.1094,742.628,762.1078,640.1022,702.3012,711.1868,721.6102,648.817,686.2388,715.2878,754.9311,583.5422,675.1319,678.2076,695.2953,682.3087,492.807,690.5107,747.0707
"2024-05-07 05:10:00",1,"NAN",11.98,754.5901,619.7687,626.4329,645.7419,525.7867,586.4478,594.8207,604.5607,533.3052,572.0942,599.2635,638.2233,470.5936,558.0823,561.8416,578.0748,567.1388,377.6368,574.1447,630.363,827.0417,735.452,742.9706,762.9631,640.2739,702.302,712.2128,721.611,649.1594,686.4105,715.9721,755.6154,583.5429,675.1326,678.2084,695.2961,682.4803,492.124,690.5115,747.0716
"2024-05-07 05:15:00",2,"NAN",11.98,748.2798,620.1204,626.7847,646.2649,525.966,586.799,595.0012,604.5704,533.4847,571.9325,599.6149,638.9171,470.6012,559.2874,561.8506,578.5967,567.1479,377.1302,574.1539,630.7149,820.7325,736.3182,743.4951,763.3171,640.2841,702.8259,712.2242,721.6226,648.8281,686.4215,716.4962,756.1402,584.0649,675.3144,678.5611,695.1364,682.6622,491.7902,690.5226,747.7671
"2024-05-07 05:20:00",3,"NAN",11.98,742.4385,619.9233,626.9291,646.4084,525.9437,586.7742,595.1469,604.5448,533.2913,572.0792,600.1022,638.3774,470.7521,559.0929,561.9977,578.4014,567.2947,376.6017,574.1296,631.03,815.9134,736.4579,743.8054,763.4557,640.2571,702.6253,712.365,721.5921,648.8007,686.9051,716.8077,756.45,584.2111,675.1149,678.3615,694.9361,682.6333,491.2567,690.1517,748.0772
"2024-05-07 05:25:00",4,"NAN",11.98,738.1525,620.5949,627.4296,646.9086,526.1046,586.592,595.8189,604.8749,533.4519,572.2391,600.0906,640.2448,470.914,558.9113,561.8161,578.3903,567.113,375.911,573.4351,631.3596,811.626,736.4438,744.3038,763.6119,640.2448,702.6118,712.5222,721.5782,648.9591,686.8919,716.7939,756.9481,584.5416,675.2728,678.5193,695.2645,682.7911,490.9056,689.9675,748.2338
"2024-05-07 05:30:00",5,"NAN",11.98,734.5645,620.7659,627.9424,647.2505,526.2755,586.9339,595.9899,604.8751,533.452,572.0684,600.4326,640.0741,471.085,559.2532,561.9871,578.5613,567.284,375.3985,573.4353,631.3598,808.038,736.7858,744.4749,763.9539,640.2449,702.7829,712.8641,721.9202,648.7884,687.063,717.1359,757.6317,584.8835,674.9313,678.3486,695.2646,682.4495,490.0514,689.7969,748.5757
