#Log_File	LOG064
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.38
#Unique_ID	2411E5055754457D
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-534-214	Water	%air sat.	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-534-214	4 Jun 2023	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.400°	22.930°	20.00°C	23.16°C	1015 mbar	49%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
225	2023-06-05 10:30:09	92.221		16.48	16.48	1013.8	60.4	67200		0	24.763	177.6	27.9	21.52
226	2023-06-05 10:35:09	92.215		16.48	16.48	1013.6	60.2	67500		0	24.766	177.3	27.7	21.58
227	2023-06-05 10:40:09	92.283		16.48	16.48	1013.6	60.2	67800		0	24.757	177.2	27.7	21.54
228	2023-06-05 10:45:09	92.287		16.49	16.49	1013.6	60.3	68100		0	24.756	177.2	27.9	21.61
229	2023-06-05 10:50:09	92.343		16.51	16.51	1013.5	60.2	68400		0	24.748	177.2	27.6	21.86
230	2023-06-05 10:55:09	92.264		16.52	16.52	1013.4	60.0	68700		0	24.757	176.9	27.6	21.99
231	2023-06-05 11:00:09	92.293		16.53	16.53	1013.5	59.8	69000		0	24.752	176.6	27.6	22.15
232	2023-06-05 11:05:09	92.156		16.54	16.54	1013.4	59.6	69300		0	24.769	176.3	27.7	22.27
233	2023-06-05 11:10:09	92.276		16.55	16.55	1013.3	59.5	69600		0	24.753	176.3	27.6	22.24
234	2023-06-05 11:15:09	92.281		16.55	16.55	1013.3	59.4	69900		0	24.753	176.3	27.7	22.07
235	2023-06-05 11:20:09	92.274		16.55	16.55	1013.3	59.4	70200		0	24.755	176.7	27.9	21.97
236	2023-06-05 11:25:09	92.207		16.57	16.57	1013.2	59.5	70500		0	24.763	176.6	27.7	22.08
237	2023-06-05 11:30:09	92.195		16.58	16.58	1013.0	59.4	70800		0	24.765	176.7	27.9	22.24
238	2023-06-05 11:35:09	92.247		16.60	16.60	1013.1	59.2	71100		0	24.754	176.0	27.3	22.46
239	2023-06-05 11:40:09	92.146		16.61	16.61	1012.9	59.1	71400		0	24.768	175.9	27.8	22.58
240	2023-06-05 11:45:09	92.266		16.62	16.62	1012.9	59.0	71700		0	24.751	175.8	27.9	22.71
241	2023-06-05 11:50:09	92.191		16.61	16.61	1013.0	58.7	72000		0	24.762	175.5	28.0	22.55
242	2023-06-05 11:55:09	92.311		16.60	16.60	1012.8	58.8	72300		0	24.749	175.9	28.0	22.37
243	2023-06-05 12:00:09	92.330		16.62	16.62	1012.8	58.8	72600		0	24.745	175.9	27.9	22.50
244	2023-06-05 12:05:09	92.226		16.64	16.64	1012.7	58.7	72900		0	24.757	176.0	27.8	22.61
245	2023-06-05 12:10:09	92.230		16.65	16.65	1012.6	58.6	73200		0	24.757	175.6	27.9	22.68
246	2023-06-05 12:15:09	92.273		16.64	16.64	1012.7	58.5	73500		0	24.751	175.7	28.0	22.50
247	2023-06-05 12:20:09	92.220		16.65	16.65	1012.7	58.6	73800		0	24.757	175.9	27.8	22.61
248	2023-06-05 12:25:09	92.161		16.66	16.66	1012.6	58.5	74100		0	24.764	175.9	27.9	22.63
249	2023-06-05 12:30:09	92.237		16.68	16.68	1012.5	58.4	74400		0	24.754	175.7	27.9	22.74
250	2023-06-05 12:35:09	92.279		16.69	16.69	1012.5	58.2	74700		0	24.748	175.5	27.8	22.84
251	2023-06-05 12:40:09	92.271		16.70	16.70	1012.5	58.1	75000		0	24.748	175.2	27.9	23.12
252	2023-06-05 12:45:09	92.254		16.70	16.70	1012.5	57.9	75300		0	24.750	175.0	28.1	22.96
253	2023-06-05 12:50:09	92.387		16.71	16.71	1012.2	57.9	75600		0	24.734	175.2	28.2	22.98
254	2023-06-05 12:55:09	92.223		16.73	16.73	1012.3	57.8	75900		0	24.753	174.9	28.1	23.04
255	2023-06-05 13:00:09	92.258		16.74	16.74	1012.3	57.7	76200		0	24.747	175.0	27.8	23.14
256	2023-06-05 13:05:09	92.335		16.74	16.74	1012.3	57.6	76500		0	24.737	174.7	27.9	23.22
257	2023-06-05 13:10:09	92.298		16.77	16.77	1012.2	57.6	76800		0	24.740	174.8	27.9	23.39
258	2023-06-05 13:15:09	92.264		16.82	16.82	1012.2	57.3	77100		0	24.739	174.4	28.1	23.43
259	2023-06-05 13:20:09	92.162		16.81	16.81	1012.1	57.3	77400		0	24.754	174.0	28.0	23.63
260	2023-06-05 13:25:09	92.353		16.81	16.81	1012.0	57.1	77700		0	24.730	173.8	28.0	23.67
261	2023-06-05 13:30:09	92.322		16.80	16.80	1012.0	56.8	78000		0	24.735	173.6	27.8	23.71
262	2023-06-05 13:35:09	92.226		16.80	16.80	1011.9	56.8	78300		0	24.749	173.6	28.1	23.60
263	2023-06-05 13:40:09	92.336		16.81	16.81	1011.9	56.7	78600		0	24.734	173.3	28.2	23.60
264	2023-06-05 13:45:09	92.261		16.81	16.81	1011.9	56.7	78900		0	24.743	173.4	28.1	23.53
265	2023-06-05 13:50:09	92.253		16.82	16.82	1011.9	56.5	79200		0	24.743	172.8	28.0	23.67
266	2023-06-05 13:55:09	92.223		16.84	16.84	1011.8	56.5	79500		0	24.746	171.9	27.7	23.63
267	2023-06-05 14:00:09	92.491		16.85	16.85	1011.7	56.9	79800		0	24.711	171.5	28.2	23.74
268	2023-06-05 14:05:09	92.214		16.88	16.88	1011.6	56.2	80100		0	24.746	170.4	28.4	24.08
269	2023-06-05 14:10:09	92.277		16.89	16.89	1011.7	56.2	80400		0	24.735	169.4	28.1	24.26
270	2023-06-05 14:15:09	92.289		16.90	16.90	1011.7	56.0	80700		0	24.733	168.9	28.0	24.27
271	2023-06-05 14:20:09	92.328		16.91	16.91	1011.6	55.9	81000		0	24.727	168.7	27.8	24.39
272	2023-06-05 14:25:09	92.444		16.91	16.91	1011.6	55.7	81300		0	24.712	168.6	28.3	24.16
273	2023-06-05 14:30:09	92.302		16.90	16.90	1011.6	55.8	81600		0	24.733	168.7	28.0	23.95
274	2023-06-05 14:35:09	92.391		16.91	16.91	1011.5	55.8	81900		0	24.720	168.9	28.1	23.97
275	2023-06-05 14:40:09	92.446		16.91	16.91	1011.5	55.7	82200		0	24.714	168.8	28.0	23.70
276	2023-06-05 14:45:09	92.371		16.90	16.90	1011.4	55.7	82500		0	24.725	169.2	28.0	23.55
277	2023-06-05 14:50:09	92.418		16.91	16.91	1011.4	55.8	82800		0	24.718	169.6	28.0	23.47
278	2023-06-05 14:55:09	92.457		16.91	16.91	1011.3	55.8	83100		0	24.714	169.4	28.1	23.36
279	2023-06-05 15:00:09	92.487		16.91	16.91	1011.4	55.8	83400		0	24.710	169.6	28.0	23.17
280	2023-06-05 15:05:09	92.427		16.92	16.92	1011.4	55.8	83700		0	24.716	169.9	27.9	23.16
281	2023-06-05 15:10:09	92.319		16.92	16.92	1011.3	55.8	84000		0	24.730	169.8	27.9	23.09
282	2023-06-05 15:15:09	92.396		16.93	16.93	1011.3	55.7	84300		0	24.720	169.8	27.9	23.03
283	2023-06-05 15:20:09	92.481		16.92	16.92	1011.2	55.8	84600		0	24.711	169.8	27.9	22.84
284	2023-06-05 15:25:09	92.475		16.93	16.93	1011.2	55.9	84900		0	24.711	170.1	28.0	22.83
285	2023-06-05 15:30:09	92.552		16.95	16.95	1011.3	55.9	85200		0	24.698	169.9	28.0	22.83
286	2023-06-05 15:35:09	92.511		16.95	16.95	1011.2	55.8	85500		0	24.704	169.8	28.0	22.78
287	2023-06-05 15:40:09	92.561		16.95	16.95	1011.2	55.8	85800		0	24.698	169.9	27.8	22.71
288	2023-06-05 15:45:09	92.492		16.95	16.95	1011.1	55.8	86100		0	24.708	169.9	27.7	22.67
289	2023-06-05 15:50:09	92.492		16.96	16.96	1011.1	55.9	86400		0	24.707	169.8	27.9	22.64
290	2023-06-05 15:55:09	92.503		16.96	16.96	1011.0	56.2	86700		0	24.706	169.2	27.8	22.67
291	2023-06-05 16:00:09	92.559		16.96	16.96	1011.1	56.2	87000		0	24.698	168.6	27.5	22.65
292	2023-06-05 16:05:09	92.539		16.96	16.96	1011.2	56.2	87300		0	24.700	168.3	27.6	22.61
293	2023-06-05 16:10:09	92.589		16.95	16.95	1011.1	56.2	87600		0	24.695	168.5	27.6	22.45
294	2023-06-05 16:15:09	92.591		16.95	16.95	1011.0	56.3	87900		0	24.696	168.5	27.6	22.32
295	2023-06-05 16:20:09	92.586		16.94	16.94	1011.1	56.5	88200		0	24.697	168.7	27.5	22.32
296	2023-06-05 16:25:09	92.591		16.95	16.95	1011.1	56.5	88500		0	24.695	168.5	27.7	22.34
297	2023-06-05 16:30:09	92.619		16.96	16.96	1011.0	56.5	88800		0	24.691	168.3	27.6	22.36
298	2023-06-05 16:35:09	92.544		16.96	16.96	1011.0	56.5	89100		0	24.701	168.2	27.5	22.36
299	2023-06-05 16:40:09	92.626		16.96	16.96	1011.0	56.5	89400		0	24.690	168.0	27.7	22.37
300	2023-06-05 16:45:09	92.533		16.97	16.97	1011.0	56.5	89700		0	24.701	168.2	27.7	22.33
301	2023-06-05 16:50:09	92.483		16.97	16.97	1011.0	56.5	90000		0	24.708	168.2	27.8	22.20
302	2023-06-05 16:55:09	92.552		16.96	16.96	1011.0	56.6	90300		0	24.700	168.4	27.7	22.17
303	2023-06-05 17:00:09	92.613		16.97	16.97	1011.0	56.6	90600		0	24.692	168.3	27.9	22.15
304	2023-06-05 17:05:09	92.494		16.96	16.96	1011.0	56.6	90900		0	24.707	168.2	27.9	22.10
305	2023-06-05 17:10:09	92.579		16.95	16.95	1011.0	56.7	91200		0	24.697	168.5	27.7	22.04
306	2023-06-05 17:15:09	92.507		16.96	16.96	1011.0	56.6	91500		0	24.706	168.4	27.7	21.96
307	2023-06-05 17:20:09	92.581		16.96	16.96	1011.0	56.7	91800		0	24.696	168.6	27.7	21.92
308	2023-06-05 17:25:09	92.559		16.96	16.96	1010.8	56.7	92100		0	24.701	168.5	27.7	21.86
309	2023-06-05 17:30:09	92.578		16.96	16.96	1010.9	56.7	92400		0	24.698	168.7	27.8	21.82
310	2023-06-05 17:35:09	92.507		16.97	16.97	1010.9	56.8	92700		0	24.706	168.7	27.8	21.78
311	2023-06-05 17:40:09	92.555		16.97	16.97	1010.9	56.8	93000		0	24.700	168.7	27.9	21.75
312	2023-06-05 17:45:09	92.540		16.97	16.97	1010.9	56.8	93300		0	24.702	168.6	28.0	21.68
313	2023-06-05 17:50:09	92.557		16.96	16.96	1010.9	56.8	93600		0	24.701	168.9	27.8	21.60
314	2023-06-05 17:55:09	92.578		16.96	16.96	1010.9	56.9	93900		0	24.698	168.8	27.7	21.55
315	2023-06-05 18:00:09	92.619		16.96	16.96	1011.0	56.9	94200		0	24.692	168.9	27.8	21.47
316	2023-06-05 18:05:09	92.575		16.96	16.96	1010.9	56.9	94500		0	24.699	168.9	27.8	21.38
317	2023-06-05 18:10:09	92.685		16.96	16.96	1010.9	56.9	94800		0	24.684	169.0	27.8	21.28
318	2023-06-05 18:15:09	92.654		16.96	16.96	1010.9	56.9	95100		0	24.689	169.1	27.8	21.18
319	2023-06-05 18:20:09	92.625		16.95	16.95	1011.0	56.9	95400		0	24.692	169.2	27.9	21.07
320	2023-06-05 18:25:09	92.602		16.95	16.95	1010.9	56.9	95700		0	24.696	169.3	27.7	20.94
321	2023-06-05 18:30:09	92.659		16.94	16.94	1010.9	57.0	96000		0	24.689	169.5	27.9	20.80
322	2023-06-05 18:35:09	92.777		16.94	16.94	1010.9	57.0	96300		0	24.674	169.8	27.8	20.65
323	2023-06-05 18:40:09	92.518		16.94	16.94	1010.9	57.0	96600		0	24.708	169.8	28.0	20.54
324	2023-06-05 18:45:09	92.650		16.93	16.93	1010.9	57.0	96900		0	24.691	169.7	27.8	20.40
325	2023-06-05 18:50:09	92.716		16.93	16.93	1010.9	57.0	97200		0	24.683	170.0	27.7	20.25
326	2023-06-05 18:55:09	92.665		16.92	16.92	1010.9	57.1	97500		0	24.691	170.3	28.0	20.11
327	2023-06-05 19:00:09	92.813		16.92	16.92	1010.9	57.1	97800		0	24.672	170.4	27.9	19.98
328	2023-06-05 19:05:09	92.723		16.91	16.91	1010.9	57.1	98100		0	24.684	170.5	27.8	19.87
329	2023-06-05 19:10:09	92.702		16.91	16.91	1011.0	57.1	98400		0	24.687	170.6	28.0	19.72
330	2023-06-05 19:15:09	92.770		16.90	16.90	1011.0	57.1	98700		0	24.679	170.9	27.9	19.59
331	2023-06-05 19:20:09	92.721		16.90	16.90	1011.1	57.1	99000		0	24.683	171.0	27.8	19.46
332	2023-06-05 19:25:09	92.725		16.90	16.90	1011.0	57.1	99300		0	24.684	171.1	28.1	19.32
333	2023-06-05 19:30:09	92.714		16.89	16.89	1011.0	57.1	99600		0	24.686	171.3	28.0	19.19
334	2023-06-05 19:35:09	92.799		16.89	16.89	1011.0	57.2	99900		0	24.675	171.4	28.1	19.06
335	2023-06-05 19:40:09	92.834		16.88	16.88	1011.0	57.2	100200		0	24.672	171.5	27.9	18.93
336	2023-06-05 19:45:09	92.695		16.88	16.88	1011.0	57.2	100500		0	24.690	171.4	28.1	18.82
337	2023-06-05 19:50:09	92.730		16.87	16.87	1011.0	57.2	100800		0	24.686	171.7	28.0	18.69
338	2023-06-05 19:55:09	92.791		16.86	16.86	1011.1	57.2	101100		0	24.678	171.9	27.9	18.58
339	2023-06-05 20:00:09	92.886		16.86	16.86	1011.3	57.2	101400		0	24.665	172.0	27.8	18.47
340	2023-06-05 20:05:09	92.862		16.85	16.85	1011.2	57.3	101700		0	24.670	172.2	27.9	18.37
341	2023-06-05 20:10:09	92.911		16.84	16.84	1011.2	57.3	102000		0	24.664	172.3	28.0	18.26
342	2023-06-05 20:15:09	92.801		16.84	16.84	1011.3	57.3	102300		0	24.678	172.3	27.9	18.15
343	2023-06-05 20:20:09	92.937		16.83	16.83	1011.3	57.3	102600		0	24.661	172.4	27.9	18.04
344	2023-06-05 20:25:09	92.907		16.83	16.83	1011.3	57.4	102900		0	24.664	172.6	27.8	17.95
345	2023-06-05 20:30:09	92.994		16.83	16.83	1011.4	57.4	103200		0	24.653	172.7	28.0	17.85
346	2023-06-05 20:35:09	92.862		16.82	16.82	1011.3	57.4	103500		0	24.671	173.0	28.0	17.75
347	2023-06-05 20:40:09	92.724		16.82	16.82	1011.4	57.5	103800		0	24.689	173.1	27.9	17.66
348	2023-06-05 20:45:09	92.870		16.81	16.81	1011.5	57.5	104100		0	24.670	173.2	28.1	17.57
349	2023-06-05 20:50:09	92.860		16.80	16.80	1011.5	57.5	104400		0	24.671	173.1	28.1	17.48
350	2023-06-05 20:55:09	92.854		16.79	16.79	1011.5	57.5	104700		0	24.673	173.2	27.8	17.40
351	2023-06-05 21:00:09	92.954		16.79	16.79	1011.5	57.5	105000		0	24.661	173.3	27.8	17.29
352	2023-06-05 21:05:09	92.896		16.78	16.78	1011.5	57.6	105300		0	24.669	173.5	28.0	17.20
353	2023-06-05 21:10:09	92.933		16.77	16.77	1011.5	57.6	105600		0	24.665	173.8	27.8	17.11
354	2023-06-05 21:15:09	92.911		16.76	16.76	1011.4	57.6	105900		0	24.670	173.7	28.1	17.02
355	2023-06-05 21:20:09	92.892		16.75	16.75	1011.5	57.7	106200		0	24.673	173.8	28.1	16.93
356	2023-06-05 21:25:09	92.816		16.75	16.75	1011.6	57.7	106500		0	24.682	173.9	27.9	16.84
357	2023-06-05 21:30:09	92.928		16.74	16.74	1011.5	57.7	106800		0	24.669	174.1	27.7	16.74
358	2023-06-05 21:35:09	92.983		16.74	16.74	1011.6	57.7	107100		0	24.662	174.2	27.8	16.64
359	2023-06-05 21:40:09	92.887		16.73	16.73	1011.5	57.8	107400		0	24.676	174.4	28.1	16.57
360	2023-06-05 21:45:09	92.948		16.72	16.72	1011.5	57.8	107700		0	24.669	174.3	27.8	16.47
361	2023-06-05 21:50:09	92.907		16.72	16.72	1011.5	57.9	108000		0	24.674	174.4	28.1	16.39
362	2023-06-05 21:55:09	92.918		16.71	16.71	1011.6	57.9	108300		0	24.674	174.8	28.1	16.31
363	2023-06-05 22:00:09	92.968		16.70	16.70	1011.6	57.9	108600		0	24.668	174.7	28.2	16.25
364	2023-06-05 22:05:09	92.973		16.69	16.69	1011.6	57.9	108900		0	24.668	174.8	28.1	16.17
365	2023-06-05 22:10:09	92.930		16.68	16.68	1011.6	58.0	109200		0	24.675	174.9	28.0	16.10
366	2023-06-05 22:15:09	92.879		16.68	16.68	1011.6	58.0	109500		0	24.682	175.0	27.8	16.04
367	2023-06-05 22:20:09	92.927		16.67	16.67	1011.6	58.0	109800		0	24.677	175.0	28.0	15.97
368	2023-06-05 22:25:09	93.038		16.66	16.66	1011.6	58.1	110100		0	24.663	175.1	28.0	15.92
369	2023-06-05 22:30:09	92.979		16.65	16.65	1011.6	58.1	110400		0	24.672	175.2	28.0	15.86
370	2023-06-05 22:35:09	92.991		16.65	16.65	1011.5	58.1	110700		0	24.672	175.2	28.1	15.80
371	2023-06-05 22:40:09	93.027		16.64	16.64	1011.5	58.1	111000		0	24.667	175.5	28.0	15.76
372	2023-06-05 22:45:09	92.917		16.64	16.64	1011.6	58.2	111300		0	24.681	175.4	28.0	15.71
373	2023-06-05 22:50:09	93.003		16.63	16.63	1011.5	58.2	111600		0	24.673	175.5	27.9	15.65
374	2023-06-05 22:55:09	93.127		16.61	16.61	1011.5	58.2	111900		0	24.657	175.6	28.1	15.62
375	2023-06-05 23:00:09	93.029		16.61	16.61	1011.5	58.3	112200		0	24.671	175.9	28.0	15.57
376	2023-06-05 23:05:09	92.942		16.61	16.61	1011.5	58.3	112500		0	24.683	176.0	28.1	15.52
377	2023-06-05 23:10:09	92.933		16.60	16.60	1011.5	58.3	112800		0	24.685	176.0	27.8	15.47
378	2023-06-05 23:15:09	92.895		16.58	16.58	1011.5	58.4	113100		0	24.692	176.2	27.9	15.42
379	2023-06-05 23:20:09	92.899		16.58	16.58	1011.4	58.4	113400		0	24.692	176.2	28.0	15.38
380	2023-06-05 23:25:09	92.961		16.57	16.57	1011.4	58.4	113700		0	24.686	176.2	27.7	15.34
381	2023-06-05 23:30:09	92.880		16.57	16.57	1011.3	58.4	114000		0	24.697	176.4	28.1	15.32
382	2023-06-05 23:35:09	93.065		16.56	16.56	1011.2	58.4	114300		0	24.676	176.4	28.1	15.26
383	2023-06-05 23:40:09	93.075		16.55	16.55	1011.2	58.5	114600		0	24.676	176.5	28.1	15.20
384	2023-06-05 23:45:09	93.088		16.54	16.54	1011.0	58.5	114900		0	24.677	176.7	27.7	15.15
385	2023-06-05 23:50:09	92.835		16.53	16.53	1011.0	58.6	115200		0	24.711	176.8	28.1	15.08
386	2023-06-05 23:55:09	93.060		16.52	16.52	1011.0	58.6	115500		0	24.682	177.0	28.1	15.06
387	2023-06-06 00:00:09	92.996		16.52	16.52	1011.0	58.6	115800		0	24.692	177.2	28.0	15.03
388	2023-06-06 00:05:09	92.939		16.51	16.51	1011.0	58.7	116100		0	24.700	177.3	28.1	15.01
389	2023-06-06 00:10:09	93.052		16.50	16.50	1011.0	58.7	116400		0	24.686	177.4	28.0	14.98
390	2023-06-06 00:15:09	93.039		16.49	16.49	1011.0	58.7	116700		0	24.689	177.3	27.9	14.96
391	2023-06-06 00:20:09	92.887		16.49	16.49	1011.0	58.7	117000		0	24.709	177.4	27.9	14.93
392	2023-06-06 00:25:09	93.070		16.48	16.48	1010.9	58.8	117300		0	24.687	177.4	27.7	14.91
393	2023-06-06 00:30:09	92.879		16.47	16.47	1011.0	58.8	117600		0	24.712	177.5	27.7	14.88
394	2023-06-06 00:35:09	92.891		16.47	16.47	1010.9	58.8	117900		0	24.712	177.6	28.0	14.85
395	2023-06-06 00:40:09	92.971		16.45	16.45	1010.8	58.8	118200		0	24.704	177.7	27.9	14.81
396	2023-06-06 00:45:09	93.019		16.45	16.45	1010.8	58.9	118500		0	24.699	177.7	27.8	14.80
397	2023-06-06 00:50:09	92.977		16.44	16.44	1010.7	58.9	118800		0	24.706	177.9	27.9	14.75
398	2023-06-06 00:55:09	92.817		16.43	16.43	1010.7	58.9	119100		0	24.728	178.1	27.8	14.73
399	2023-06-06 01:00:09	93.011		16.44	16.44	1010.6	59.0	119400		0	24.703	178.0	27.8	14.70
400	2023-06-06 01:05:09	92.980		16.42	16.42	1010.7	59.0	119700		0	24.708	178.1	27.8	14.69
401	2023-06-06 01:10:09	92.881		16.42	16.42	1010.6	59.0	120000		0	24.722	178.3	28.1	14.67
402	2023-06-06 01:15:09	92.901		16.41	16.41	1010.7	59.0	120300		0	24.720	178.3	27.8	14.64
403	2023-06-06 01:20:09	92.847		16.40	16.40	1010.6	59.1	120600		0	24.729	178.3	28.0	14.61
404	2023-06-06 01:25:09	92.882		16.40	16.40	1010.6	59.1	120900		0	24.725	178.3	28.0	14.58
405	2023-06-06 01:30:09	92.938		16.39	16.39	1010.6	59.2	121200		0	24.718	178.5	27.9	14.58
406	2023-06-06 01:35:09	92.903		16.39	16.39	1010.6	59.2	121500		0	24.723	178.5	27.8	14.55
407	2023-06-06 01:40:09	92.774		16.37	16.37	1010.6	59.2	121800		0	24.741	178.6	27.8	14.56
408	2023-06-06 01:45:09	92.829		16.38	16.38	1010.7	59.2	122100		0	24.733	178.6	27.8	14.54
409	2023-06-06 01:50:09	93.051		16.36	16.36	1010.7	59.2	122400		0	24.706	178.6	27.9	14.53
410	2023-06-06 01:55:09	92.867		16.36	16.36	1010.7	59.3	122700		0	24.730	178.6	27.7	14.50
411	2023-06-06 02:00:09	92.984		16.35	16.35	1010.5	59.3	123000		0	24.718	178.8	27.8	14.47
412	2023-06-06 02:05:09	92.810		16.34	16.34	1010.5	59.3	123300		0	24.741	178.8	27.8	14.45
413	2023-06-06 02:10:09	92.869		16.33	16.33	1010.6	59.4	123600		0	24.734	179.1	27.9	14.43
414	2023-06-06 02:15:09	92.950		16.33	16.33	1010.5	59.4	123900		0	24.725	178.9	27.6	14.41
415	2023-06-06 02:20:09	92.807		16.32	16.32	1010.5	59.4	124200		0	24.745	178.9	27.6	14.38
416	2023-06-06 02:25:09	93.016		16.32	16.32	1010.5	59.4	124500		0	24.718	179.0	27.6	14.35
417	2023-06-06 02:30:09	92.823		16.31	16.31	1010.5	59.5	124800		0	24.744	179.2	27.7	14.33
418	2023-06-06 02:35:09	92.885		16.31	16.31	1010.4	59.5	125100		0	24.737	179.1	27.7	14.31
419	2023-06-06 02:40:09	92.961		16.30	16.30	1010.4	59.5	125400		0	24.729	179.3	27.6	14.27
420	2023-06-06 02:45:09	92.959		16.29	16.29	1010.4	59.5	125700		0	24.730	179.4	27.6	14.24
421	2023-06-06 02:50:09	92.856		16.28	16.28	1010.4	59.6	126000		0	24.744	179.5	27.9	14.22
422	2023-06-06 02:55:09	92.850		16.28	16.28	1010.3	59.6	126300		0	24.746	179.6	27.7	14.19
423	2023-06-06 03:00:09	92.862		16.27	16.27	1010.3	59.6	126600		0	24.746	179.5	27.6	14.17
424	2023-06-06 03:05:09	92.906		16.26	16.26	1010.4	59.6	126900		0	24.740	179.7	27.5	14.13
425	2023-06-06 03:10:09	92.802		16.26	16.26	1010.3	59.7	127200		0	24.755	179.7	27.8	14.11
426	2023-06-06 03:15:09	92.859		16.25	16.25	1010.4	59.7	127500		0	24.748	179.9	27.9	14.08
427	2023-06-06 03:20:09	92.765		16.25	16.25	1010.3	59.7	127800		0	24.761	179.9	27.9	14.05
428	2023-06-06 03:25:09	92.758		16.24	16.24	1010.3	59.8	128100		0	24.763	179.8	27.7	14.02
429	2023-06-06 03:30:09	92.859		16.23	16.23	1010.3	59.8	128400		0	24.751	180.1	27.9	14.00
430	2023-06-06 03:35:09	92.842		16.23	16.23	1010.3	59.8	128700		0	24.754	180.1	27.7	13.96
431	2023-06-06 03:40:09	92.793		16.22	16.22	1010.2	59.8	129000		0	24.761	180.3	27.6	13.91
432	2023-06-06 03:45:09	92.852		16.21	16.21	1010.3	59.9	129300		0	24.754	180.4	27.8	13.88
433	2023-06-06 03:50:09	92.841		16.20	16.20	1010.3	59.9	129600		0	24.756	180.3	27.6	13.85
434	2023-06-06 03:55:09	92.830		16.20	16.20	1010.3	59.9	129900		0	24.758	180.3	27.9	13.81
435	2023-06-06 04:00:09	92.868		16.19	16.19	1010.3	60.0	130200		0	24.754	180.5	27.8	13.80
436	2023-06-06 04:05:09	92.818		16.19	16.19	1010.3	60.0	130500		0	24.760	180.5	27.5	13.79
437	2023-06-06 04:10:09	92.804		16.18	16.18	1010.4	60.0	130800		0	24.762	180.6	27.6	13.79
438	2023-06-06 04:15:09	92.922		16.17	16.17	1010.4	60.0	131100		0	24.748	180.6	27.8	13.78
439	2023-06-06 04:20:09	92.902		16.17	16.17	1010.5	60.1	131400		0	24.750	180.8	27.9	13.77
440	2023-06-06 04:25:09	92.739		16.17	16.17	1010.4	60.1	131700		0	24.772	180.7	27.9	13.75
441	2023-06-06 04:30:09	92.887		16.15	16.15	1010.5	60.1	132000		0	24.753	180.8	27.8	13.74
442	2023-06-06 04:35:09	92.948		16.15	16.15	1010.4	60.1	132300		0	24.747	180.9	27.9	13.73
443	2023-06-06 04:40:09	92.881		16.14	16.14	1010.5	60.2	132600		0	24.756	181.0	27.6	13.69
444	2023-06-06 04:45:09	92.839		16.14	16.14	1010.4	60.2	132900		0	24.763	181.0	27.9	13.69
445	2023-06-06 04:50:09	92.869		16.13	16.13	1010.4	60.2	133200		0	24.759	181.2	28.0	13.67
446	2023-06-06 04:55:09	92.813		16.13	16.13	1010.4	60.2	133500		0	24.767	181.1	27.9	13.64
447	2023-06-06 05:00:09	92.878		16.11	16.11	1010.4	60.3	133800		0	24.760	181.2	27.7	13.63
448	2023-06-06 05:05:09	92.873		16.11	16.11	1010.4	60.3	134100		0	24.761	181.4	27.8	13.62
449	2023-06-06 05:10:09	92.828		16.10	16.10	1010.3	60.4	134400		0	24.769	181.5	27.7	13.60
450	2023-06-06 05:15:09	92.826		16.10	16.10	1010.4	60.4	134700		0	24.769	181.4	27.8	13.59
451	2023-06-06 05:20:09	92.778		16.09	16.09	1010.3	60.4	135000		0	24.777	181.5	27.7	13.60
452	2023-06-06 05:25:09	92.824		16.09	16.09	1010.3	60.4	135300		0	24.771	181.5	27.8	13.62
453	2023-06-06 05:30:09	92.841		16.08	16.08	1010.3	60.5	135600		0	24.770	181.7	27.8	13.65
454	2023-06-06 05:35:09	92.773		16.07	16.07	1010.3	60.8	135900		0	24.780	181.5	27.6	13.69
455	2023-06-06 05:40:09	92.868		16.07	16.07	1010.2	60.9	136200		0	24.768	181.3	27.7	13.70
456	2023-06-06 05:45:09	92.774		16.07	16.07	1010.3	60.9	136500		0	24.780	181.4	27.4	13.73
457	2023-06-06 05:50:09	92.891		16.06	16.06	1010.2	60.9	136800		0	24.767	181.5	27.7	13.74
458	2023-06-06 05:55:09	92.917		16.06	16.06	1010.1	61.0	137100		0	24.765	181.7	27.9	13.75
