#Log_File	LOG064
#Comment	
#Device	FireStingGO2_Pocket_Oxygen_Meter
#Firmware	3.38
#Unique_ID	2411E5055754457D
#Manufacturer	Pyro_Science_GmbH
#Settings	Sensor Code	Medium	Oxygen Units	Temperature	Salinity
#	XB7-534-214	Water	%air sat.	Sensor	0.0 psu
#Calibration	Sensor Code	Calibrate Air	Calibrate 0%
#	XB7-534-214	4 Jun 2023	not cal.
#Adv. Settings	Temperature	Pressure	Salinity	Mode	LED Intensity	Amplification	Frequency
#	Sensor	Sensor	0 psu	default	15%	400x	4000 Hz
#Adv. Calibration	dphi0	dphi100	Temp0	Temp100	Pressure	Humidity	f	m	calFreq	tt	kt	bkgdAmp	bkgdDphi	useKsv	ksv	ft	mt	not used	PercentO2
#	53.400°	22.930°	20.00°C	23.16°C	1015 mbar	49%RH	0.804	0.122	4000 Hz	-0.056%/K	0.969%/K	0.60 mV	0.000°	0	0.000000/hPa	0.000000/K	-0.000303/K	0	20.95%O2
#
Data_Point	Date_Time(YYYY-MM-DD_hh:mm:ss)	Oxygen(%air sat.)	Warning 	Compensation_Temperature(°C)	Temperature(°C)	Air_Pressure(mbar)	Humidity(%RH)	Time(s)		Status	dphi(°)	Intensity(mV)	Ambient_Light(mV)	Case_Temperature(°C)
43	2023-06-04 19:20:09	91.345		16.80	16.80	1013.3	52.9	12600		0	24.848	188.5	27.8	18.50
44	2023-06-04 19:25:09	91.232		16.81	16.81	1013.3	53.0	12900		0	24.862	188.7	27.7	18.35
45	2023-06-04 19:30:09	91.415		16.80	16.80	1013.4	53.1	13200		0	24.838	188.6	27.8	18.22
46	2023-06-04 19:35:09	91.279		16.80	16.80	1013.4	53.2	13500		0	24.855	188.9	27.8	18.07
47	2023-06-04 19:40:09	91.324		16.79	16.79	1013.4	53.2	13800		0	24.851	189.1	27.6	17.94
48	2023-06-04 19:45:09	91.483		16.79	16.79	1013.4	53.3	14100		0	24.830	189.2	27.8	17.82
49	2023-06-04 19:50:09	91.430		16.78	16.78	1013.5	53.4	14400		0	24.837	189.2	27.8	17.68
50	2023-06-04 19:55:09	91.539		16.78	16.78	1013.6	53.4	14700		0	24.821	189.4	27.7	17.55
51	2023-06-04 20:00:09	91.485		16.77	16.77	1013.4	53.5	15000		0	24.831	189.5	27.8	17.42
52	2023-06-04 20:05:09	91.465		16.77	16.77	1013.5	53.6	15300		0	24.833	189.6	27.9	17.32
53	2023-06-04 20:10:09	91.550		16.76	16.76	1013.5	53.7	15600		0	24.822	189.7	27.8	17.21
54	2023-06-04 20:15:09	91.598		16.75	16.75	1013.6	53.8	15900		0	24.816	190.0	27.5	17.12
55	2023-06-04 20:20:09	91.440		16.75	16.75	1013.6	53.8	16200		0	24.838	190.0	27.6	17.03
56	2023-06-04 20:25:09	91.604		16.74	16.74	1013.5	53.9	16500		0	24.817	190.0	27.7	16.94
57	2023-06-04 20:30:09	91.641		16.74	16.74	1013.6	54.0	16800		0	24.812	190.0	27.6	16.86
58	2023-06-04 20:35:09	91.699		16.73	16.73	1013.6	54.1	17100		0	24.805	190.0	27.5	16.80
59	2023-06-04 20:40:09	91.528		16.72	16.72	1013.7	54.1	17400		0	24.828	190.0	27.5	16.73
60	2023-06-04 20:45:09	91.624		16.72	16.72	1013.6	54.2	17700		0	24.817	190.3	27.6	16.67
61	2023-06-04 20:50:09	91.589		16.71	16.71	1013.6	54.3	18000		0	24.821	190.5	27.8	16.62
62	2023-06-04 20:55:09	91.704		16.71	16.71	1013.6	54.4	18300		0	24.807	190.4	27.5	16.58
63	2023-06-04 21:00:09	91.656		16.70	16.70	1013.6	54.4	18600		0	24.814	190.3	27.6	16.54
64	2023-06-04 21:05:09	91.653		16.70	16.70	1013.6	54.5	18900		0	24.815	190.5	27.7	16.51
65	2023-06-04 21:10:09	91.811		16.70	16.70	1013.6	54.6	19200		0	24.794	190.4	27.6	16.48
66	2023-06-04 21:15:09	91.711		16.69	16.69	1013.7	54.7	19500		0	24.807	190.5	27.5	16.46
67	2023-06-04 21:20:09	91.755		16.69	16.69	1013.7	54.7	19800		0	24.801	190.4	27.3	16.42
68	2023-06-04 21:25:09	91.760		16.68	16.68	1013.7	54.8	20100		0	24.802	190.3	27.4	16.41
69	2023-06-04 21:30:09	91.692		16.68	16.68	1013.6	54.9	20400		0	24.812	190.5	27.6	16.39
70	2023-06-04 21:35:09	91.851		16.67	16.67	1013.6	54.9	20700		0	24.792	190.5	27.5	16.38
71	2023-06-04 21:40:09	91.816		16.66	16.66	1013.5	55.0	21000		0	24.798	190.5	27.5	16.36
72	2023-06-04 21:45:09	91.825		16.66	16.66	1013.5	55.1	21300		0	24.798	190.3	27.6	16.36
73	2023-06-04 21:50:09	91.796		16.66	16.66	1013.4	55.1	21600		0	24.803	190.4	27.5	16.35
74	2023-06-04 21:55:09	91.829		16.65	16.65	1013.4	55.2	21900		0	24.799	190.4	27.6	16.33
75	2023-06-04 22:00:09	91.794		16.65	16.65	1013.5	55.2	22200		0	24.803	190.2	27.6	16.31
76	2023-06-04 22:05:09	91.808		16.64	16.64	1013.4	55.3	22500		0	24.804	190.4	27.4	16.28
77	2023-06-04 22:10:09	91.711		16.64	16.64	1013.4	55.4	22800		0	24.816	190.4	27.6	16.28
78	2023-06-04 22:15:09	91.809		16.64	16.64	1013.3	55.5	23100		0	24.805	190.6	27.5	16.28
79	2023-06-04 22:20:09	91.829		16.63	16.63	1013.4	55.5	23400		0	24.802	190.3	27.4	16.28
80	2023-06-04 22:25:09	91.867		16.63	16.63	1013.4	55.5	23700		0	24.797	190.3	27.4	16.26
81	2023-06-04 22:30:09	91.826		16.62	16.62	1013.3	55.6	24000		0	24.804	190.4	27.6	16.24
82	2023-06-04 22:35:09	91.736		16.62	16.62	1013.4	55.7	24300		0	24.815	190.2	27.6	16.23
83	2023-06-04 22:40:09	91.857		16.61	16.61	1013.4	55.7	24600		0	24.800	190.3	27.7	16.22
84	2023-06-04 22:45:09	91.855		16.61	16.61	1013.4	55.8	24900		0	24.800	190.4	27.4	16.20
85	2023-06-04 22:50:09	91.772		16.60	16.60	1013.5	55.8	25200		0	24.811	190.4	27.5	16.17
86	2023-06-04 22:55:09	91.789		16.59	16.59	1013.8	55.9	25500		0	24.806	190.1	27.5	16.16
87	2023-06-04 23:00:09	91.958		16.59	16.59	1014.0	56.3	25800		0	24.782	190.4	27.6	16.19
88	2023-06-04 23:05:09	91.853		16.60	16.60	1013.7	56.4	26100		0	24.798	190.2	27.6	16.27
89	2023-06-04 23:10:09	91.787		16.58	16.58	1014.0	56.9	26400		0	24.805	190.1	27.6	16.27
90	2023-06-04 23:15:09	91.854		16.59	16.59	1014.0	57.1	26700		0	24.796	190.0	27.6	16.33
91	2023-06-04 23:20:09	91.889		16.58	16.58	1014.0	56.9	27000		0	24.792	190.0	27.6	16.33
92	2023-06-04 23:25:09	91.786		16.58	16.58	1014.0	56.9	27300		0	24.806	189.9	27.4	16.32
93	2023-06-04 23:30:09	91.790		16.58	16.58	1013.7	56.8	27600		0	24.809	190.0	27.5	16.29
94	2023-06-04 23:35:09	91.793		16.57	16.57	1013.7	56.9	27900		0	24.809	189.9	27.5	16.27
95	2023-06-04 23:40:09	91.868		16.57	16.57	1013.6	56.8	28200		0	24.801	190.0	27.7	16.24
96	2023-06-04 23:45:09	91.861		16.56	16.56	1013.7	56.8	28500		0	24.802	190.1	27.5	16.20
97	2023-06-04 23:50:09	91.972		16.55	16.55	1013.6	56.9	28800		0	24.789	190.3	27.6	16.14
98	2023-06-04 23:55:09	91.920		16.55	16.55	1013.7	56.8	29100		0	24.795	190.0	27.4	16.08
99	2023-06-05 00:00:09	91.755		16.54	16.54	1013.6	56.9	29400		0	24.819	190.0	27.5	16.02
100	2023-06-05 00:05:09	91.778		16.54	16.54	1013.6	56.9	29700		0	24.817	190.2	27.3	15.95
101	2023-06-05 00:10:09	91.844		16.54	16.54	1013.6	56.9	30000		0	24.808	190.2	27.4	15.89
102	2023-06-05 00:15:09	91.885		16.53	16.53	1013.6	56.9	30300		0	24.804	190.4	27.7	15.83
103	2023-06-05 00:20:09	91.775		16.52	16.52	1013.4	57.0	30600		0	24.821	190.4	27.6	15.75
104	2023-06-05 00:25:09	91.862		16.51	16.51	1013.5	57.0	30900		0	24.809	190.3	27.5	15.68
105	2023-06-05 00:30:09	91.913		16.51	16.51	1013.5	57.1	31200		0	24.804	190.5	27.5	15.62
106	2023-06-05 00:35:09	92.008		16.50	16.50	1013.6	57.1	31500		0	24.790	190.5	27.6	15.56
107	2023-06-05 00:40:09	91.924		16.50	16.50	1013.6	57.2	31800		0	24.802	190.6	27.6	15.50
108	2023-06-05 00:45:09	91.867		16.49	16.49	1013.6	57.3	32100		0	24.810	190.8	27.4	15.46
109	2023-06-05 00:50:09	91.885		16.50	16.50	1013.5	57.4	32400		0	24.808	190.7	27.5	15.46
110	2023-06-05 00:55:09	91.912		16.49	16.49	1013.5	57.5	32700		0	24.806	190.7	27.5	15.46
111	2023-06-05 01:00:09	91.826		16.49	16.49	1013.5	57.7	33000		0	24.817	191.1	27.5	15.52
112	2023-06-05 01:05:09	91.816		16.49	16.49	1013.5	57.8	33300		0	24.818	190.7	27.6	15.61
113	2023-06-05 01:10:09	91.895		16.49	16.49	1013.5	57.9	33600		0	24.808	190.9	27.6	15.68
114	2023-06-05 01:15:09	91.833		16.48	16.48	1013.5	57.9	33900		0	24.817	190.6	27.5	15.74
115	2023-06-05 01:20:09	91.956		16.49	16.49	1013.5	58.0	34200		0	24.800	190.4	27.6	15.78
116	2023-06-05 01:25:09	91.961		16.48	16.48	1013.5	58.2	34500		0	24.801	190.5	27.5	15.82
117	2023-06-05 01:30:09	91.846		16.48	16.48	1013.5	58.2	34800		0	24.815	190.2	27.3	15.85
118	2023-06-05 01:35:09	91.951		16.47	16.47	1013.5	58.3	35100		0	24.803	190.2	27.6	15.88
119	2023-06-05 01:40:09	91.845		16.47	16.47	1013.3	58.4	35400		0	24.819	190.1	27.5	15.90
120	2023-06-05 01:45:09	91.836		16.47	16.47	1013.4	58.4	35700		0	24.819	190.1	27.5	15.93
121	2023-06-05 01:50:09	91.971		16.47	16.47	1013.4	58.5	36000		0	24.801	189.6	27.6	15.96
122	2023-06-05 01:55:09	91.998		16.46	16.46	1013.3	58.5	36300		0	24.799	189.6	27.7	15.99
123	2023-06-05 02:00:09	92.111		16.47	16.47	1013.3	58.6	36600		0	24.784	189.6	27.5	16.02
124	2023-06-05 02:05:09	91.864		16.46	16.46	1013.3	58.6	36900		0	24.818	189.4	27.5	16.04
125	2023-06-05 02:10:09	92.009		16.46	16.46	1013.1	58.7	37200		0	24.800	189.6	27.6	16.06
126	2023-06-05 02:15:09	91.915		16.46	16.46	1013.2	58.7	37500		0	24.812	189.6	27.5	16.08
127	2023-06-05 02:20:09	91.959		16.46	16.46	1013.2	58.8	37800		0	24.806	189.4	27.3	16.10
128	2023-06-05 02:25:09	91.957		16.45	16.45	1013.2	58.8	38100		0	24.807	189.3	27.5	16.12
129	2023-06-05 02:30:09	91.964		16.45	16.45	1013.2	58.9	38400		0	24.806	189.2	27.5	16.14
130	2023-06-05 02:35:09	91.873		16.45	16.45	1013.3	58.9	38700		0	24.817	189.3	27.7	16.15
131	2023-06-05 02:40:09	91.984		16.45	16.45	1013.4	59.0	39000		0	24.802	189.3	27.7	16.17
132	2023-06-05 02:45:09	91.989		16.45	16.45	1013.5	59.0	39300		0	24.801	189.0	28.0	16.19
133	2023-06-05 02:50:09	92.001		16.45	16.45	1013.3	59.0	39600		0	24.801	189.0	27.5	16.21
134	2023-06-05 02:55:09	92.009		16.45	16.45	1013.3	59.1	39900		0	24.800	189.2	27.4	16.21
135	2023-06-05 03:00:09	91.918		16.44	16.44	1013.3	59.1	40200		0	24.813	189.0	27.8	16.23
136	2023-06-05 03:05:09	92.046		16.44	16.44	1013.4	59.2	40500		0	24.796	189.0	27.6	16.25
137	2023-06-05 03:10:09	92.039		16.45	16.45	1013.5	59.3	40800		0	24.795	188.9	27.5	16.29
138	2023-06-05 03:15:09	91.917		16.45	16.45	1013.4	59.4	41100		0	24.811	188.8	27.5	16.33
139	2023-06-05 03:20:09	91.991		16.44	16.44	1013.5	59.5	41400		0	24.800	189.2	27.8	16.35
140	2023-06-05 03:25:09	91.879		16.45	16.45	1013.4	59.5	41700		0	24.816	188.8	27.6	16.34
141	2023-06-05 03:30:09	92.006		16.44	16.44	1013.4	59.6	42000		0	24.800	188.9	27.6	16.39
142	2023-06-05 03:35:09	91.927		16.45	16.45	1013.4	59.6	42300		0	24.810	188.8	27.4	16.39
143	2023-06-05 03:40:09	91.988		16.44	16.44	1013.4	59.7	42600		0	24.803	188.9	27.6	16.40
144	2023-06-05 03:45:09	91.894		16.44	16.44	1013.4	59.8	42900		0	24.815	188.8	27.5	16.40
145	2023-06-05 03:50:09	91.991		16.43	16.43	1013.4	59.8	43200		0	24.803	188.7	27.5	16.39
146	2023-06-05 03:55:09	91.959		16.43	16.43	1013.5	59.8	43500		0	24.806	188.7	27.7	16.36
147	2023-06-05 04:00:09	91.936		16.43	16.43	1013.5	59.8	43800		0	24.809	188.8	27.8	16.33
148	2023-06-05 04:05:09	91.968		16.43	16.43	1013.6	59.9	44100		0	24.804	188.7	27.7	16.29
149	2023-06-05 04:10:09	92.017		16.42	16.42	1013.7	59.9	44400		0	24.798	188.8	27.6	16.23
150	2023-06-05 04:15:09	91.871		16.42	16.42	1013.7	59.9	44700		0	24.817	188.7	27.4	16.17
151	2023-06-05 04:20:09	91.929		16.42	16.42	1013.7	59.9	45000		0	24.809	188.9	27.6	16.10
152	2023-06-05 04:25:09	91.969		16.42	16.42	1013.8	60.0	45300		0	24.803	189.0	27.4	16.06
153	2023-06-05 04:30:09	92.024		16.41	16.41	1013.9	60.1	45600		0	24.796	189.0	27.3	16.01
154	2023-06-05 04:35:09	91.940		16.41	16.41	1014.0	60.2	45900		0	24.806	189.1	27.6	15.97
155	2023-06-05 04:40:09	92.022		16.41	16.41	1014.0	60.3	46200		0	24.794	189.1	27.4	15.93
156	2023-06-05 04:45:09	92.002		16.40	16.40	1014.0	60.4	46500		0	24.798	188.9	27.6	15.91
157	2023-06-05 04:50:09	92.037		16.41	16.41	1014.1	60.5	46800		0	24.792	189.0	27.7	15.88
158	2023-06-05 04:55:09	91.990		16.39	16.39	1014.2	60.6	47100		0	24.799	189.0	27.6	15.87
159	2023-06-05 05:00:09	92.153		16.39	16.39	1014.2	60.7	47400		0	24.776	189.2	27.6	15.86
160	2023-06-05 05:05:09	92.025		16.38	16.38	1014.3	60.7	47700		0	24.793	188.9	27.6	15.85
161	2023-06-05 05:10:09	92.034		16.38	16.38	1014.4	60.8	48000		0	24.792	188.9	27.4	15.85
162	2023-06-05 05:15:09	91.983		16.38	16.38	1014.4	60.8	48300		0	24.798	189.0	27.8	15.83
163	2023-06-05 05:20:09	92.086		16.37	16.37	1014.5	60.9	48600		0	24.785	188.8	27.6	15.81
164	2023-06-05 05:25:09	92.106		16.37	16.37	1014.5	60.9	48900		0	24.782	188.9	27.7	15.82
165	2023-06-05 05:30:09	92.090		16.37	16.37	1014.5	60.9	49200		0	24.785	188.9	27.5	15.82
166	2023-06-05 05:35:09	92.065		16.37	16.37	1014.6	61.0	49500		0	24.787	188.9	27.6	15.83
167	2023-06-05 05:40:09	92.254		16.36	16.36	1014.7	61.1	49800		0	24.760	189.1	27.5	15.83
168	2023-06-05 05:45:09	92.038		16.37	16.37	1014.8	61.2	50100		0	24.788	188.7	27.5	15.86
169	2023-06-05 05:50:09	92.006		16.36	16.36	1014.8	61.3	50400		0	24.792	188.7	27.5	15.86
170	2023-06-05 05:55:09	92.228		16.36	16.36	1014.9	61.4	50700		0	24.763	188.7	27.6	15.87
171	2023-06-05 06:00:09	92.111		16.35	16.35	1014.9	61.4	51000		0	24.779	188.7	27.8	15.88
172	2023-06-05 06:05:09	92.197		16.34	16.34	1014.9	61.4	51300		0	24.768	188.6	27.6	15.89
173	2023-06-05 06:10:09	92.116		16.34	16.34	1014.8	61.4	51600		0	24.780	188.5	27.3	15.91
174	2023-06-05 06:15:09	92.130		16.34	16.34	1014.8	61.5	51900		0	24.778	188.5	27.4	15.92
175	2023-06-05 06:20:09	92.080		16.33	16.33	1014.9	61.5	52200		0	24.785	188.6	27.3	15.94
176	2023-06-05 06:25:09	92.159		16.33	16.33	1015.0	61.6	52500		0	24.773	189.2	27.5	15.97
177	2023-06-05 06:30:09	92.244		16.33	16.33	1015.0	61.6	52800		0	24.761	189.2	27.6	16.01
178	2023-06-05 06:35:09	92.207		16.33	16.33	1015.0	61.7	53100		0	24.766	189.1	27.5	16.03
179	2023-06-05 06:40:09	92.110		16.33	16.33	1015.0	61.8	53400		0	24.779	189.0	27.8	16.11
180	2023-06-05 06:45:09	92.196		16.33	16.33	1015.0	61.8	53700		0	24.769	188.8	27.5	16.20
181	2023-06-05 06:50:09	92.248		16.32	16.32	1015.0	61.9	54000		0	24.763	188.7	27.8	16.34
182	2023-06-05 06:55:09	92.013		16.33	16.33	1015.1	61.9	54300		0	24.791	188.5	27.8	16.45
183	2023-06-05 07:00:09	92.053		16.32	16.32	1015.1	61.9	54600		0	24.787	188.4	27.8	16.50
184	2023-06-05 07:05:09	92.199		16.32	16.32	1015.1	61.9	54900		0	24.769	188.3	27.7	16.58
185	2023-06-05 07:10:09	92.069		16.32	16.32	1015.1	61.9	55200		0	24.786	187.9	27.8	16.67
186	2023-06-05 07:15:09	92.118		16.31	16.31	1015.1	61.9	55500		0	24.780	187.9	27.7	16.71
187	2023-06-05 07:20:09	92.099		16.32	16.32	1015.1	61.9	55800		0	24.781	187.9	27.5	16.79
188	2023-06-05 07:25:09	92.102		16.31	16.31	1015.1	61.9	56100		0	24.782	187.8	28.0	16.84
189	2023-06-05 07:30:09	92.178		16.30	16.30	1015.0	62.0	56400		0	24.774	187.8	27.7	16.96
190	2023-06-05 07:35:09	92.110		16.31	16.31	1015.0	62.0	56700		0	24.781	187.6	27.8	17.14
191	2023-06-05 07:40:09	92.166		16.31	16.31	1015.0	61.8	57000		0	24.775	187.2	27.8	17.37
192	2023-06-05 07:45:09	92.120		16.31	16.31	1015.0	61.8	57300		0	24.781	187.0	27.9	17.53
193	2023-06-05 07:50:09	92.043		16.32	16.32	1014.9	61.9	57600		0	24.791	186.9	27.9	17.80
194	2023-06-05 07:55:09	92.081		16.32	16.32	1014.9	62.0	57900		0	24.785	186.1	27.8	18.15
195	2023-06-05 08:00:09	92.139		16.34	16.34	1014.9	61.5	58200		0	24.776	185.8	27.6	18.50
196	2023-06-05 08:05:09	92.096		16.36	16.36	1014.9	61.3	58500		0	24.780	185.4	27.5	18.51
197	2023-06-05 08:10:09	92.166		16.34	16.34	1014.9	61.2	58800		0	24.772	185.3	27.8	18.51
198	2023-06-05 08:15:09	92.066		16.33	16.33	1014.8	61.2	59100		0	24.787	185.1	27.7	18.53
199	2023-06-05 08:20:09	92.022		16.34	16.34	1014.8	61.2	59400		0	24.793	185.2	28.0	18.55
200	2023-06-05 08:25:09	92.021		16.34	16.34	1014.7	61.7	59700		0	24.794	181.9	27.7	18.64
201	2023-06-05 08:30:09	91.940		16.34	16.34	1014.7	61.4	60000		0	24.804	181.6	28.0	18.81
202	2023-06-05 08:35:09	92.121		16.34	16.34	1014.7	61.4	60300		0	24.780	181.3	28.0	18.89
203	2023-06-05 08:40:09	92.033		16.34	16.34	1014.6	61.4	60600		0	24.793	181.4	27.9	19.01
204	2023-06-05 08:45:09	92.204		16.35	16.35	1014.5	61.4	60900		0	24.771	181.0	27.9	19.10
205	2023-06-05 08:50:09	92.076		16.35	16.35	1014.5	61.4	61200		0	24.788	181.1	27.9	19.22
206	2023-06-05 08:55:09	91.995		16.36	16.36	1014.4	61.4	61500		0	24.798	180.9	27.8	19.34
207	2023-06-05 09:00:09	91.941		16.36	16.36	1014.3	61.4	61800		0	24.806	180.7	27.7	19.47
208	2023-06-05 09:05:09	92.148		16.37	16.37	1014.3	61.3	62100		0	24.779	180.5	27.8	19.61
209	2023-06-05 09:10:09	92.092		16.37	16.37	1014.3	61.3	62400		0	24.786	180.2	28.1	19.74
210	2023-06-05 09:15:09	92.007		16.38	16.38	1014.3	61.2	62700		0	24.797	180.2	27.9	19.88
211	2023-06-05 09:20:09	92.001		16.38	16.38	1014.2	61.1	63000		0	24.798	179.8	27.9	20.02
212	2023-06-05 09:25:09	92.081		16.39	16.39	1014.2	61.1	63300		0	24.787	179.6	27.7	20.13
213	2023-06-05 09:30:09	92.063		16.39	16.39	1014.1	61.0	63600		0	24.790	179.4	27.6	20.26
214	2023-06-05 09:35:09	92.138		16.40	16.40	1014.1	61.0	63900		0	24.779	179.2	28.0	20.40
215	2023-06-05 09:40:09	92.057		16.41	16.41	1014.1	60.9	64200		0	24.789	179.1	27.9	20.55
216	2023-06-05 09:45:09	92.143		16.42	16.42	1014.1	60.8	64500		0	24.777	179.0	27.9	20.68
217	2023-06-05 09:50:09	92.199		16.42	16.42	1014.0	60.7	64800		0	24.770	178.4	27.7	20.83
218	2023-06-05 09:55:09	92.256		16.42	16.42	1014.0	60.7	65100		0	24.763	178.4	27.7	20.68
219	2023-06-05 10:00:09	92.163		16.43	16.43	1014.0	60.7	65400		0	24.774	178.6	27.9	20.81
220	2023-06-05 10:05:09	92.130		16.44	16.44	1013.8	60.7	65700		0	24.779	178.4	27.8	21.01
221	2023-06-05 10:10:09	92.262		16.44	16.44	1013.9	60.5	66000		0	24.760	178.1	27.8	21.15
222	2023-06-05 10:15:09	92.365		16.45	16.45	1013.9	60.5	66300		0	24.747	178.0	27.8	21.12
223	2023-06-05 10:20:09	92.130		16.45	16.45	1013.8	60.5	66600		0	24.777	177.8	27.9	21.18
224	2023-06-05 10:25:09	92.334		16.47	16.47	1013.8	60.4	66900		0	24.749	177.6	27.9	21.39
