#--- System ------------------------------------------------------------------------------
#Data from PyroScience Workbench V1.4.7.2305   www.pyroscience.com
#WARD_FIRESTING2
#--- Instrument --------------------------------------------------------------------------
#Device: FireSting-O2 [A] FSO2-C4 SN:2411E508596FD910 Firmware:4.11 Build:001
#--- Channel -----------------------------------------------------------------------------
#Channel [A Ch.2] - Oxygen Sensor - XA7-540-211 
#--- Settings & Calibration --------------------------------------------------------------
#Settings:	Duration	Intensity	Amp	Frequency (Hz)	Crc Enable	Write Lock	Autom. Flash Duration	Autom. Amp Level	Broadcast Interval (ms)	Broadcast Enabled Sensors	Broadcast Options	Analyte	Fiber Type	Fiber Length (mm)	Radio Temp	Temperature (°C)	Opt. Temp. Chan.	Radio Pressure	Pressure (mbar)	Salinity (g/l)
#	16 ms	10% (A)	10M (400x)	4000	FALSE	FALSE	TRUE	TRUE	0	47	0	oxygen	1 mm	2000	External Temperature Sensor	20.000000	1	Internal Pressure Sensor	1013.000000	7.500000
#Calibration:	lastCal1	lastCal2	dphi 100% (°)	dphi 0% (°)	f	m	F(Hz)	tt(%/K)	kt(%/K)	Background Amplitude (mV)	Background dphi (°)	mt(1/K)	Tofs(K)	Ksv (1/mbar)	Method	Air Pressure (mbar)	Temperature (°C)	Humidity (%RH)	Temperature (°C) at 0%	Partial Volume of Oxygen (%O2)
#	6/3/2023	12/31/2000	20.826000	54.000000	0.804000	0.122000	4000	-0.056000	0.969000	0.900000	0.000000	-0.000303	0.000000	0.000000	fixed f	1013.760000	27.550000	59.742000	20.000000	20.950000
#--- Temperature Compensation Channel ----------------------------------------------------
#Compensation Channel [A T1] - PT100 Temperature Sensor - Calibration offset = 0.00°C
#Settings: n/a
#Calibration: n/a
#--- Pressure Compensation Channel -------------------------------------------------------
#Compensation Channel [A P1] - Internal Pressure Sensor
#Settings: n/a
#Calibration: n/a
#--- Measurement Data --------------------------------------------------------------------
Date [A Ch.2 Main]	Time [A Ch.2 Main]	 dt (s) [A Ch.2 Main]	Oxygen (%air sat.) [A Ch.2 Main]	dphi (°) [A Ch.2 Main]	Signal Intensity (mV) [A Ch.2 Main]	Ambient Light (mV) [A Ch.2 Main]	Status [A Ch.2 Main]	Date [A Ch.2 CompT]	Time [A Ch.2 CompT]	 dt (s) [A Ch.2 CompT]	Sample Temp. (°C) [A Ch.2 CompT]	Status [A Ch.2 CompT]	Date [A Ch.2 CompP]	Time [A Ch.2 CompP]	 dt (s) [A Ch.2 CompP]	Pressure (mbar) [A Ch.2 CompP]	Status [A Ch.2 CompP]
13-06-2023	07:38:41.621	-143.407	91.403	22.975	388	0	OK	13-06-2023	07:38:41.621	-143.407	18.140	OK	13-06-2023	07:38:41.621	-143.407	1010	OK
13-06-2023	07:43:41.468	156.440	91.299	22.990	387	0	OK	13-06-2023	07:43:41.468	156.440	18.133	OK	13-06-2023	07:43:41.468	156.440	1009	OK
13-06-2023	07:48:41.466	456.438	91.248	22.997	385	0	OK	13-06-2023	07:48:41.466	456.438	18.135	OK	13-06-2023	07:48:41.466	456.438	1009	OK
13-06-2023	07:53:41.466	756.438	91.182	23.006	384	0	OK	13-06-2023	07:53:41.466	756.438	18.130	OK	13-06-2023	07:53:41.466	756.438	1009	OK
13-06-2023	07:58:41.466	1056.438	91.150	23.009	382	0	OK	13-06-2023	07:58:41.466	1056.438	18.132	OK	13-06-2023	07:58:41.466	1056.438	1010	OK
13-06-2023	08:03:41.466	1356.438	91.206	23.001	381	0	OK	13-06-2023	08:03:41.466	1356.438	18.126	OK	13-06-2023	08:03:41.466	1356.438	1010	OK
13-06-2023	08:08:41.466	1656.438	91.129	23.011	379	0	OK	13-06-2023	08:08:41.466	1656.438	18.127	OK	13-06-2023	08:08:41.466	1656.438	1010	OK
13-06-2023	08:13:41.467	1956.439	91.129	23.013	378	0	OK	13-06-2023	08:13:41.467	1956.439	18.127	OK	13-06-2023	08:13:41.467	1956.439	1009	OK
13-06-2023	08:18:41.467	2256.439	91.129	23.013	377	0	OK	13-06-2023	08:18:41.467	2256.439	18.124	OK	13-06-2023	08:18:41.467	2256.439	1009	OK
13-06-2023	08:23:41.468	2556.440	91.148	23.010	376	0	OK	13-06-2023	08:23:41.468	2556.440	18.125	OK	13-06-2023	08:23:41.468	2556.440	1010	OK
13-06-2023	08:28:41.469	2856.442	91.073	23.021	375	0	OK	13-06-2023	08:28:41.469	2856.442	18.122	OK	13-06-2023	08:28:41.469	2856.442	1009	OK
13-06-2023	08:33:41.468	3156.440	91.188	23.006	374	0	OK	13-06-2023	08:33:41.468	3156.440	18.121	OK	13-06-2023	08:33:41.468	3156.440	1009	OK
13-06-2023	08:38:41.468	3456.440	91.107	23.016	373	0	OK	13-06-2023	08:38:41.468	3456.440	18.121	OK	13-06-2023	08:38:41.468	3456.440	1009	OK
13-06-2023	08:43:41.468	3756.441	91.186	23.006	372	0	OK	13-06-2023	08:43:41.468	3756.441	18.116	OK	13-06-2023	08:43:41.468	3756.441	1010	OK
